,smiles,sublimation enthalpy_kj/mol
112,O[C@@H](C)[C@@H](O)C,87.0021892
113,CCC(C)O,60.16053797
114,Oc1cc(ccc1O)C=O,108.9681743
115,c1(OC)c(cc(c(c1)C)OC)C,84.49571287
116,O=CC1CCC(C=O)CC1,109.2959836
117,O=C1O[C@]2(C1)CC[C@@H]1[C@H](C2)CC(=O)O1,96.00285959
118,C1(=O)O[C@@H](C[C@@H]2CCCC(=C12)O)C,81.39561306
119,O=C(O)[C@@H]([C@H](C(=O)O)CC#C)CC#C.O=C(O)[C@H]([C@@H](C(=O)O)CC#C)CC#C,119.2376553
120,O1C(=O)C=C[C@H]1[C@@H]1OCCCC1.O1C(=O)C=C[C@@H]1[C@H]1OCCCC1,95.68426965
121,OC[C@H]([C@@H](C([C@H]([C@@H](CO)O)O)O)O)O,208.4507054
122,O=C(c1ccccc1)c1ccc(cc1)C(=O)c1ccccc1,133.2929339
123,COC(=O)c1c(C)cc(c(c1OC)C)O,102.201019
124,C1=Cc2c3c(O1)ccc1c3c(cc2)OC=C1,89.30571815
125,Oc1cccc(c1c1cc2ccccc2c(=O)o1)O,147.3581691
126,CO[C@]12CCC[C@@H]2[C@@]2([C@H]1CCC[C@H]2O)O,101.6615399
127,OC(=O)[C@@H]1CC=CC[C@@H]1C(=O)O,108.3413238
128,OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O,168.9167805
129,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,143.7101635
130,O1C(=O)C=C[C@H]1[C@H](O)CO,109.4439575
131,O=C1[C@@H]2C=CO[C@H]1[C@H]1C(=O)[C@@H]2OC=C1,88.89656165
132,O=C1OC(=O)C=C1c1ccccc1,85.58008636
133,O=C1CC(c2c1cccc2)C(=O)O.O,132.1523162
134,Oc1ccc(OC)c2ccccc12,98.21523365
135,O1CC1,36.02228363
136,CCCCOC(=O)C(=O)OCCCC,89.76917078
137,C(CCC)O,62.56956798
138,O=C1[C@@]2(CC[C@H](C1(C)C)C2)C,69.15623084
139,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O.O.O,217.7640904
140,COC(=O)/C=C/C(=O)OC,71.60985617
141,O=C(/C=C/c1c(O)cccc1)C,112.8373484
142,OC(=O)/C=C/c1ccc(OC)cc1,114.7051553
143,O=Cc1ccccc1OCC#C,91.96970106
144,C(=C\C(=O)C(=O)OC)/c1ccccc1,96.43379128
145,OC(=O)Cc1ccc(cc1)CC(=O)O,146.6862317
146,O(c1c(C)c(C)ccc1)CC(=O)O,113.3821964
147,O=C1C[C@](C)(O)C(=O)C[C@@]1(C)O,91.65882622
148,OC(=O)CC1(O)CCC(O)CC1,111.0298844
149,Oc1ccc(cc1)CC[C@@H](O)C,122.9749205
150,O[C@H]1O[C@H]2[C@H](O[C@@H]3OC(O[C@H]23)(C)C)CC1,88.89050902
151,O1C=CC[C@H]2O[C@@H]3OC(O[C@@H]3[C@@H]12)(C)C,70.57815638
152,O=C(C)[C@H]1[C@@H](CCC[C@]1(O)C)C,77.80326118
153,C(=O)(/C=C\C=C/C(=O)OC)OC,75.87277437
154,O=C(O)CC(=O)O,93.91923248
155,C(CC(=O)O)C(=O)O,107.5511286
156,OC,46.38397238
157,C(=O)(C(=O)O)O,94.98090788
158,C(=O)(COc1cccc(c1)OCC(=O)O)O,150.8577164
159,C(=O)(O)/C=C\C(=O)O,88.33733506
160,[C@]123CC[C@@H](O[C@H]1CCC[C@H]2O)O[C@H]3O.[C@@]123CC[C@H](O[C@@H]1CCC[C@@H]2O)O[C@@H]3O,114.9384792
161,o1c(c2c(cco2)C=O)c(cc1)C=O,100.916394
162,C1OCCOC1,50.56660833
163,C1(C(=O)c2ccccc2C1=O)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,179.6166263
164,O1C[C@@H](O)[C@H]2OC[C@@H]([C@@H]12)C(=O)O,105.1855423
165,O[C@@]1([C@@H]2CCC(=C[C@@H]2OC1)C)C,98.12891735
166,OC(=O)CCc1ccc(OCC(=O)O)cc1,152.8660098
167,O=C(O)COc1ccc(OCC(=O)O)cc1,160.6478707
168,C(=O)(N)N,95.20271123
169,CNC(=O)NC,83.27052577
170,O=C1N[C@H](C(=O)N[C@H]1C)CO.O,180.843665
171,O=C1CCCN1,76.15288578
172,OC(C#N)C(=O)NC,112.3065497
173,N(=O)(=O)[N-]CC[NH3+],122.617303
174,OC(=O)C(=O)O.O=C1NCC(=O)NC1.O.O,196.9354446
175,O=C1NCC(=O)NC1,123.6104041
176,C(N1CCOCC1)[C@]1(OC[C@@H](O)[C@@H](O)[C@@H]1O)O,120.787058
177,N1CCNCC1.Oc1ccc(cc1)O,176.1456116
178,C1(C[NH2+]C1)C(=O)[O-],138.6771343
179,n1[nH]c(=O)ccc1O,104.9758457
180,c1n(ccn(c1)=O)=O,93.04591658
181,[C@@H]1(O)[C@@H]([C@H]([C@H]([C@H]([C@@H]1N(=O)=O)O)O)N(=O)=O)O.O.O,183.5545917
182,OC(=O)c1nccnc1,102.7753014
183,OC(=O)c1ccc(nc1)c1ccc(cn1)C(=O)O,161.9284799
184,O=C([O-])[C@H]1[NH2+][C@H](CO)[C@H]([C@@H]1O)O,223.6436627
185,O=C1NC(=O)C(=O)NC1=O,124.2438948
186,o1nc(C(=O)O)cc1C,93.02075373
187,NC(=O)OCc1ccc(cc1)COC(=O)N,153.7968286
188,OC(=O)c1ccncn1,103.4071933
189,O1[C@H](C(C)(COC1(C)C)C)c1occn1,75.28594526
190,NNC(=O)C(=O)NN,108.7755843
191,C(=O)(NN)C(=O)NN,113.5906262
192,C(=O)(NN)C(=O)NN,113.2641856
193,c1(nccnc1)C(=O)N,91.51963407
194,C1(=O)N(CCC1)CC(=O)N,119.5406823
195,[O-]C(=O)C[NH3+],134.7395379
196,O=C([O-])C[NH3+],134.7194204
197,C(C(=O)[O-])[NH3+],135.3863897
198,C1(=O)C(C)(C)NC(=O)C(C)(C)N1,119.685189
199,C(=O)(/C=C/C(=O)O)O.C1(=O)NCC(=O)NC1,180.0830261
200,n1c(c(C)nc(c1C)C)C.C(=O)(O)C(=O)O,179.7509912
201,NC(CC(=O)O)C(=O)O,172.5369583
202,CCOC(N)=O,67.72769401
203,c1nccnc1.C(=O)(/C=C/C(=O)O)O,155.4228208
204,C(=O)(CCC(=O)N)O,111.9319698
205,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC,169.1945849
206,CC(=O)[O-].C1C[NH2+]CC[NH2+]1.CC(=O)[O-],193.3603658
207,NC(=N)N.O[N+](=O)[O-],155.2933444
208,C(=O)(CCCCC(=O)N)N,158.3030021
209,O=C([O-])C[NH3+],136.6408887
210,O=C([O-])C[NH3+],137.4151162
211,n1(=O)ccn(cc1)=O,93.24232552
212,C(=O)([C@@H]([C@H](C(=O)O)O)O)O.c1cnccn1  cor 1cnccn1.O=C(O)C(O)C(O)C(=O)O,175.069825
213,N1C(=O)CNC(=O)C1,122.5539815
214,C(=O)(c1ccc(C(=O)O)cc1)O.n1ccncc1,189.5926893
215,N1C(=O)NC(=O)C(=C1)O,116.6774678
216,CCC(=O)/N=N(=O)/O,81.27384212
217,O=CCO,48.9308126
218,C#CC(C)CC=O,53.07370676
219,C1OCC2CC1O2,44.89569828
220,OCC1CCC1O,57.92691795
221,OCC1CC=CC1,50.58934694
222,Cc1coc(C)c1C,49.78497921
223,Cc1occc1CO,52.5151715
224,CCOC(C)COC,35.2287304
225,CC1C2OC1C2(C)O,45.98831514
226,CC1OC(=O)CC1=O,61.54085783
227,C#CCC1CC(=O)O1,46.04675538
228,CC1CC(CCO)C1,48.86545231
229,C#CC1(O)C=CCC1,45.48793549
230,CCC(COC)OC,38.63659431
231,CC1OCOCC1O,63.91091433
232,O=C1CCOCOC1,62.59880884
233,CC1CCC=CCO1,43.04298192
234,O=CC12CCC1CO2,48.50136537
235,COC12CCC1OC2,41.99018718
236,OC1COCC12CC2,49.89600004
237,OC13CC1C2COC23,65.43295623
238,CC2C3C1CC1(O)C23,36.05657921
239,CC2(C1CC1)COC2,51.15053077
240,C1OC1C23CC(C2)C3,27.29788108
241,OC2CC=C1CCC12,51.15203693
242,C#CC13CC1C2OC23,55.6951775
243,C#CC1(C#C)CCCO1,63.16449862
244,C#CC2C3CC1OC1C23,61.07547884
245,C3OCC1C2OC1C2O3,43.37817487
246,C2CC1C3CC1(CO2)C3,49.34947741
247,C1OC2OC1C3CC2C3,52.71483494
248,C2CC1CC3OC1CC23,52.63929527
249,C1OCC2OC3CC1C23,48.33466092
250,C1CC2OC3CC(O1)C23,50.1472136
251,C3OC2CC1OC1C2O3,51.13248577
252,C1OCC1C2C3CC2O3,53.22032455
253,C2=C(C1CC1)COCC2,62.98040528
254,C2OC3CC1C4CC1C234,45.7289108
255,C1#CCOCCCOC1,46.31555273
256,C#CC#CCC(=O)C#C,67.60089369
257,O=C1OC23CC=CC12C3,46.49064672
258,O=CC#CCCC1CC1,50.99778896
259,O=CC12CC(C1)C(=O)O2,64.83557627
260,C#CCOC1CC1C=O,71.5519823
261,C#CC1(CC=O)COC1,45.28391469
262,O=CCC1C2CC3C1C23,49.80418494
263,CC#CC12CC(O)(C1)C2,55.81290997
264,CC#CC1OC1(C)C=O,52.00683553
265,CC#CCC(C)CC=O,53.15001736
266,CC(O)C(=O)C1CCO1,68.31882547
267,CC(C)C1C(O)C1(C)C,43.93933264
268,CC(C)C2C1CC(=O)C12,58.00325268
269,CC(C)C1C2C=CC1O2,56.52562374
270,CC1(O)CC12CC(=O)O2,50.69749729
271,C#CCC1(C)OC1C=O,77.05454715
272,CC2(CC1CCO1)CO2,56.93064529
273,CC14C3OC2C1C2C34C,45.07828835
274,C1=CC2C3OCC1C23,53.86955952
275,CC12CC(C)(O1)C23CC3,40.64755514
276,CC13OC2C1OCOC23,27.7405316
277,C#CC13CC2OC1(C)C23,52.32364866
278,CC13OCC1(O)C2OC23,60.46476823
279,CC13OCC1(O)C2OC23,47.27192222
280,CC1C2C(=O)CCC12O,63.60097782
281,C#CC12OC(C)C1C2C,47.15729374
282,CC2CC1(O)C(C)C1O2,63.86804516
283,CC2C1COC1C2(C)O,64.54035499
284,C#CC1OC1C(O)CC,47.93622943
285,COC13C(C)C1C2CC23,34.38994864
286,OCC12CC=CC1(O)C2,42.63627088
287,COC12CCC1COC2,51.52732216
288,C#CC1(O)C(O)C1CO,75.09321151
289,CCC1CC(C)=CC1=O,68.67151826
290,OCC2CC1C(O)C1O2,56.84584094
291,COC1CC2CC1C2O,62.17709215
292,C#CC1=CC(CO)CC1,48.47252251
293,C#CC1=CC(CO)CC1,36.00775293
294,O=CCCC#CCCO,95.24061953
295,CCCC(C)(O)CC=O,45.34095877
296,CC1(O)CC1(O)CCO,72.92808472
297,CCCC1(CCO)CO1,55.81475674
298,OCCC1C(O)CC1O,74.75436268
299,CC(C)=C[C@H]1c2c(O)cc(C)cc2Oc2cc(C)c(C(=O)O)c(O)c21,107.5138412
300,O=[N+]([O-])c1ccccc1NCCCCNc1ccccc1[N+](=O)[O-],157.0740636
301,O=C1CC[C@](c2ccccc2)([C@]2(c3ccccc3)CCC(=O)O2)O1,124.1746177
302,O[C@H]1C[C@H](O)[C@H](O)C[C@@H]1O,159.8484397
303,CC(=O)[C@@]1(C)C(c2ccccc2)=Nc2c1c(=O)oc1cc(N(C)C)ccc21,126.4793568
304,C=CC(=O)[C@H]1C[C@H]2O[C@@H]1Cc1c(C)c(OC)c(OC)c(OC)c12,123.9628026
305,O=C(O)c1ccc[nH]c1=O,108.5531936
306,CC(C)CCOC(=O)/C=C/c1ccc(O)c(O)c1,130.4665716
307,COc1ccc(OC(=O)c2ccccc2)c2c1C[C@@](SC)(C(C)=O)C[C@@H]2OC(=O)c1ccccc1,137.9431447
308,CC1(C)C(=O)C[C@@H]2O[C@@]3(C)C4=CC[C@@H](c5ccoc5)[C@]4(C)C[C@H]4OC(=O)C[C@@H]1[C@@]2(C)[C@@H]43,140.7917902
309,COC(=O)C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)OC,113.1414599
310,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,123.65979
311,COCCN1C(=O)c2ccccc2C1=O,103.4153643
312,Cc1cccc2sc(N)nc12,102.3109117
313,CC1(C)CC(=O)[C@H]2[C@@H]3CCC[C@@]32C(=O)C1,99.47633901
314,CNC(=S)N/N=C/c1ccc(C)cc1,114.8008576
315,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,167.9466751
316,CC(=O)/C=C/c1ccccc1N1Cc2ccccc2C1=O,137.0335709
317,Fc1cc(F)c(-c2c(F)cc(F)cc2F)c(F)c1,21.33162867
318,C=CCc1ccccc1O/C(=N/c1ccccc1)c1ccccc1,124.3241127
319,c1ccc2sc(SCCSc3nc4ccccc4s3)nc2c1,157.9542214
320,CN(c1ccccc1)N1C(=O)c2ccccc2C1=O,97.83145468
321,CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,81.25338109
322,CCOc1cc(C(=O)O)c(OCC)cc1C(=O)O,140.5009518
323,CC(=O)N[C@@H](C)C(=O)O,110.4876347
324,Cn1nc(-c2ccccc2)cc1CO,118.8650092
325,CC(=O)Nc1cc(=O)[nH]c(=O)[nH]1,137.7594339
326,Fc1c(F)c(F)c(/C=C/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,13.87182696
327,N/C(=N\[N+](=O)[O-])N[N+](=O)[O-],87.70694858
328,O=C1C[C@H]2[C@@H](N1)c1ccccc1N1C(=O)CC[C@H]21,133.225381
329,Cc1ccc([N+](=O)[O-])cc1N,89.81306054
330,COc1ccc(C(=O)Nc2ccccc2)cc1,123.4080342
331,Cc1cccc(-c2nnc3cc(-c4ccccc4)nc(C)n23)c1,139.7482968
332,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,112.6668734
333,CC(=O)C[C@@H]1CCC/C1=C(/C=C/c1ccccc1)c1ccc(C(F)(F)F)cc1,97.84284256
334,N#Cc1c2cc(F)ccc2c(-c2ccc(F)cc2)c2c(C#N)c3cc(F)ccc3c(-c3ccc(F)cc3)c12,133.7075511
335,ON=C1c2ccccc2-c2ccccc21,104.3988817
336,c1ccc2nc3cc4c(cc3nc2c1)[C@H]1c2ccccc2[C@@H]4c2ccccc21,139.8560197
337,CNc1c(C)cc(C#N)cc1C,96.26285636
338,COC(=O)c1ccc2ccccc2c1O,81.79698692
339,N#CC[C@]12CCC[C@H](OO1)O2,88.35781925
340,Cc1cc(C)c(C2=C3C(=[SH]c4ccccc43)c3cc4c(cc32)=C2[SH]=c3ccccc3=C2C=4c2c(C)cc(C)cc2C)c(C)c1,193.019979
341,COc1ccc([C@@H]2C(=O)O[C@@H]3OCC[C@@H](c4ccccc4)[C@@H]32)cc1,120.4612079
342,c1ccc(C(Nc2nncs2)Nc2nncs2)nc1,174.083368
343,O=C1Nc2ccccc2Cc2ccccc21,109.9726016
344,O=S(=O)(/C=C/c1ccccc1)CS(=O)(=O)/C=C/c1ccccc1,161.6289558
345,Cc1ccc(C(=O)Oc2ccccc2C)cc1,96.58263213
346,S=C(NN=C1CCCC1)Nc1ccccc1,115.7207224
347,Fc1ccc(/C=N/c2ccc(F)cc2F)cc1,64.51210915
348,COc1cc(O)cc(OC)c1C=O,130.0311163
349,COc1ccc2c(c1)CC[C@H]1[C@H]2CC[C@@]23C(=O)OC[C@@H]2CC[C@H]13,129.9129239
350,O=C1C[C@@H](c2ccccc2)C(=O)O1,90.9208975
351,c1ccc2sc(-c3ccc(-c4nc5ccccc5s4)cc3)nc2c1,156.2726151
352,[O]N1c2ccccc2[N][C@]12CC[C@@]1(CC2)[N]c2ccccc2N1[O],129.4725948
353,CC(C)c1ccc(O)cc1,83.72397101
354,N#C[C](C#N)c1ccc([C](C#N)C#N)cc1,116.5933407
355,c1ccc(OCC(COc2ccccc2)(COc2ccccc2)COc2ccccc2)cc1,136.5922017
356,Cn1c(=O)n(C)n(C)c1=O,68.95720638
357,CCOC(=O)[C@]12C[C@@H](c3ccccc3)c3ccccc3[C@H]1c1ccccc1OC2=O,125.7449098
358,CCOC(=O)c1nccn1C,97.22891628
359,Cc1cc(N)n(-c2ccc(C(F)(F)F)cc2)n1,74.23764922
360,COC(=O)[C@H]1[C@H]2C=C[C@H](C2)[C@]1(C(=O)OC)[C@@H]1C(=O)c2ccccc2[C@H]1C,103.3818805
361,c1c#cc2cnccc2c#cc2ccccc2c#cc2ccncc2c#1,143.9210093
362,CC1(C)O[C@@H]2O[C@H]3CSC(=S)O[C@H]3[C@@H]2O1,107.6219563
363,COc1cc(CCc2cc(OC)c(C)cc2OC)c(OC)cc1C,135.806758
364,Cn1c2c(c3ccccc31)C(c1ccccc1)=CC2(c1ccccc1)c1ccccc1,150.0208253
365,O=C(Oc1cc2ccccc2oc1=O)c1ccccc1,117.1133174
366,CO[C@@H]1[C@H](OC)O[C@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H]1OC,98.44023169
367,c1ccc(-c2cc(OCCOc3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc(-c3ccccn3)n2)nc1,207.8410875
368,c1ccc(Cn2cc(-c3cccc(-c4cn(Cc5ccccc5)nn4)n3)nn2)cc1,181.1789202
369,O=C(O)CC[C@H]1CCCC(=O)C1,109.7890606
370,CC1(C)OC(=O)[C](/C=[NH+]/c2ccc(CC#N)cc2)C(=O)O1,132.8154323
371,C#CCOC1=CC(=O)c2ccccc2C1=O,117.2710365
372,O=C(c1ccccc1)c1ccccc1,88.64365451
373,N[C@H](c1ccccc1)[C@H](N)c1ccccc1,110.0983562
374,CC(C)=C1C(=O)C[C@@]2(C)C/C=C(\C)CC[C@H]3O[C@]3(C)CC[C@H]12,104.1337371
375,CCCC,38.81819732
376,CC(=O)C(C(=O)c1ccccc1)=C1SCCS1,131.4672146
377,COc1ccc(CN2C(=O)CC[C@@H](O)[C@H]2NC(C)=O)cc1,148.9503474
378,CC[C@@H](C)[C@H]1NC(=O)/C(=C(/C)NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C1=O,166.4520963
379,CC1(C)O[C@@H]2O[C@@H]3CN(Cc4ccccc4)[C@@H]3[C@@H]2O1,96.85858109
380,OCCOc1ccccc1-c1ccccc1O,124.1095953
381,N#CC(C#N)c1ccc(N)cc1,111.9767439
382,C=C1[C@H]2C[C@@H]3c4c(c5ccccc5n4C)C[C@H](C2=O)N3[C@@H]1C,119.1752726
383,C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,114.174704
384,O=c1[nH]nc2n1CCCCC2,99.83179446
385,CC(=O)C1=C[C@@H]2C[C@H](C1)CN1CC[C@@]3(O)c4ccccc4N[C@@]213,143.6693123
386,Cc1ccc(O)c(CN2CCN(Cc3cc(C)ccc3O)CC2)c1,128.0360187
387,[O][S@H]1S[C@@H]2C=CC=C[C@H]1C2,98.1803179
388,CC[C@]12c3ccccc3[C@]3(CC)c4ccccc4[C@@]1(CC)[C@]23CC,106.1433177
389,CCCCCCOC1=C/C(=C2/C=C(OCCCCCC)c3ccccc3C2=O)C(=O)c2ccccc21,203.7893301
390,CC#N,49.22271713
391,CCOC(=O)C1=C[C@@H](C)[C@@]2([S@H]([O])c3ccc(C)cc3)C(=O)O[C@H](OCC)[C@@H]12,109.8061268
392,O=C(c1ccccc1)C(F)(F)F,30.53277734
393,C(=C\c1cccc2ccccc12)\C=C\C=C/c1cccc2ccccc12,159.5146747
394,Cc1ccc2oc(C)cc(=O)c2c1,93.25506349
395,[NH3+][C@@H](CO)C([O])=O,151.5678433
396,C[C@@H]1Cc2c(C(=O)O)ccc(O)c2C(=O)O1,116.1676729
397,C[C@H]1CCN(Cc2ccccc2)[C@@H]2CCCC[C@H]2N[C@H](C)CCN(Cc2ccccc2)[C@H]2CCCC[C@@H]2N1,141.7283543
398,S=c1cnccn1CCSc1cnccn1,125.378973
399,O=C(c1ccccc1)N1CCCc2cc(-c3ccccc3)c3ccccc3c21,160.2132676
400,CCOC(=O)COc1cc(OCC=C(C)C)ccc1C(C)=O,141.4903676
401,Cc1ccc2cc(C)c3ccccc3c2c1,100.6679318
402,COc1cc(/C=N/O)ccc1O,93.11185459
403,CC(=O)Nc1ccc(O)cc1,116.8823878
404,Fc1c(F)c(F)c(C(F)(F)C(F)(F)c2cccc3ccccc23)c(F)c1F,21.4046727
405,Cc1ccsc1/C=N/CC/N=C/c1sccc1C,144.2904098
406,CCCOc1cc2c3ccccc3nc-2c[nH]1,112.397686
407,O[C@H]1COCC[C@@H]1c1ccccc1,98.31805068
408,C[C@@](O)(C#CC#C[C@](C)(O)c1ccccc1)c1ccccc1,152.9822947
409,O=C1[C@H]2COC[C@@H]1[C@H]2Oc1ccccc1,100.4472293
410,CC(=O)Nc1ccc(C(=O)O)cc1,125.4630013
411,O=C1/C=C(/c2ccccc2)OCC[C@H](c2ccccc2)O1,120.9580947
412,Cc1ccc(N2C[C@@]3(C[C@H](c4ccccc4)N(C(C)(C)C)O3)C2=O)cc1,124.2972594
413,O=[N+]([O-])c1ccc(O)cc1,86.52025111
414,C[C@H]1CC[C@@H](O)[C@@]2(O)CC[C@@H](c3cc3=O)C[C@]12C,148.1103542
415,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cccc(OC)c3)cc2)ccn1,169.9754552
416,C=C[C@@H]1C[C@H]2Cc3ccccc3N1O2,88.07501513
417,CCC1=C(O)C([O])=CCN1N1CCOCC1,114.5382386
418,COC(=O)[C@]12C3([C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)[C@@]1(C(=O)OC)C21[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,116.199447
419,COc1cccc2c1[C@H](Cc1ccccc1)C(=O)N2C,107.5731908
420,O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,167.8439141
421,Cc1ccc(C(=O)/C=C/C=C/c2ccccc2)cc1,126.5601668
422,CCOC(=O)C(C(=O)OCC)=C1OC(=O)c2ccccc21,120.669134
423,N#Cc1cccc2ccccc12,84.48980738
424,COc1cccc(OC)c1C(=O)O,114.1840029
425,C(#Cc1ccc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3ccc(C#Cc4ccccc4)s3)ccc3ccccc23)s1)c1ccccc1,238.0750911
426,C(/C=N/N1CCc2ccccc21)=N\N1CCc2ccccc21,141.0024298
427,COC(=O)[C@]12CCCCCCCCC[C@@H](C1=O)[C@@H](O)C[C@@H]2C,111.7789082
428,CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)[C@H]2[C@H](O)c1ccco1,103.1396928
429,O=C(c1ccccc1)[C@H]1O[C@]12C(=O)Nc1ccccc12,126.5714932
430,CC1(C)O[C@]23C(=O)[C@@H](O)[C@]4(C)C=C[C@@]2(C)[C@H](O)C(=O)[C@@]43O1,117.8032192
431,COC1=C[CH]C=CC2=Cc3ccc4ccc5ccccc5c4c3[C@@H]21,120.416448
432,COc1cc(O)c(C(=O)C(C)C)c2c1[C@@H]1C[C@@H](C(C)C)C=C[C@]1(C)O2,94.10661698
433,CSC[C@@H]1O[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,99.25433979
434,C[NH2+]CC([O])=O,119.6907582
435,C(=C/C=C/c1ccc2ccccc2c1)\C=C\c1ccc2ccccc2c1,166.8897039
436,COc1c(C)c(O)c2c(=O)cc(C)oc2c1C,96.62616248
437,Cc1ccc(C)c2c1C[C@H]1C[C@H](c3cccc4ccccc34)N2O1,119.7378226
438,N#Cc1cc(C#N)cc(C#N)c1,96.35272773
439,Cc1ccc2nc(C(F)(F)F)c3ccccc3c2c1,73.99069195
440,CN1N=N[N]C1=S,174.6536941
441,Cc1cc(=O)oc2cc(N)ccc12,114.8622573
442,O=C1C[C@@H]2[C@H](O1)O[C@H]1OCC[C@@H]21,99.24759921
443,CC(=N\c1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1)/C(C)=N/c1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,216.5212606
444,C[C@@H]1SC(=S)N[C@@H]1C,103.8712743
445,O=C1O[C@]23C(=C[C@]14CCC1(OCCO1)[C@]41C=C[C@H]2O1)CC[C@@H]3O,106.2913902
446,CC(C)(C)CCc1nc2c(CCC(C)(C)C)ncnc2[nH]1,141.6007464
447,C[C@@H]1CC[C@H]2[C@](C)(CO)[C@H]3C[C@@]12CC[C@@]3(C)O,103.8960483
448,O=CN[C@@H](O)[C@@H](O)NC=O,145.9029213
449,Cc1cc(C)c(Sc2ccccc2C(=O)O)c(C)c1,139.1012545
450,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,127.3481974
451,CC(=O)Nc1ccc(O)cc1,118.8456981
452,CCOC(=O)c1ccc(-n2nc(C)cc2N)cc1,128.6166977
453,CC(=O)Nc1cccc(C)c1,95.28616863
454,CC(=O)CCC(=O)O,91.35966635
455,[O]C(=O)C1=CNCN1,230.0895544
456,Cc1nnc(SCc2ccccc2CSc2nnc(C)s2)s1,169.7916016
457,COC(=O)C1(C(=O)OC)CC=C[C@@]23CCCC[C@@H]2C(=O)C=C13,111.6207944
458,CCOC(=O)CC1=C(C(=O)OCC)[C@@H](c2ccccc2O)NC(=O)N1,166.7383486
459,Cc1nn(-c2ccccc2)c2nc(N)c(C#N)c(-c3ccc(N(C)C)cc3)c12,164.1022403
460,CC(C)c1ccc(O)cc1,83.64620393
461,[O]C(=O)c1ccc([N+](=O)[O-])cc1,137.2902109
462,C#Cc1cc2ccc1CCc1ccc(cc1C#C)CC2,105.1609761
463,CCOc1ccc(NC(C)=O)cc1,111.3306262
464,CN1CCCO/C(CO)=C\C1=O,109.8947959
465,C=C[C@@H]1C[C@]2(C(=O)OCC)CCCC[C@]2(O)O1,100.0074937
466,N#CCCn1ccnc1,99.62153361
467,CCc1[nH][nH]c(=O)c1C,123.3229004
468,S=C=NC(c1ccccc1)c1ccccc1,103.6499775
469,CCCCO,63.21010706
470,COc1ccc([C@@H]2c3ccccc3CC[C@H]2c2cc(C)ccc2C)cc1,131.1454556
471,N#CCNCC#N,105.6457723
472,Nc1nc(N)nc(N)n1,111.9966569
473,[NH2+]=C(N[N]C(=S)N1CCCC1)c1ccccn1,140.6277768
474,CCOC(=O)c1oc2ccccc2c1O,78.25305969
475,COc1ccc(C(=O)c2nc3ccccc3c(=O)[nH]2)cc1,121.5780748
476,CC1(C)[C@H]2C[C@@H]1[C@]1(C)O[S@H]([O])O[C@@H]1C2,76.04994476
477,COC(=O)[C@H]1[C@H]2C=C[C@@]3(O2)[C@H](C(C)(C)C)OC(=O)[C@H]13,99.1862383
478,Cc1ccc(-c2nnn3c(-c4ccc(C)cc4)cc4nc5ccccc5nc4c23)cc1,159.6076578
479,O=C1C[C@H]2[C@@H](O1)[C@@H](O)[C@@]2(O)CO,135.4091695
480,CC[C@]1(O)C(=O)O[C@H]2[C@@H]3O[C@@]3(C)CC[C@@H]3O[C@@]3(C)C[C@H](OC(C)=O)[C@@H]21,121.8370768
481,C[C@]12C[C@@]1(C)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],73.56386193
482,CCCCNC(=S)c1ccncc1,123.2532621
483,Fc1c(F)c(F)c2c3ccc4ccccc4c3c3c4ccccc4ccc3c2c1F,104.4476247
484,Cc1ccc2c3c(ccc2c1)C(=O)c1c(ccc2c1N[C@H]1C[C@@H]2O[C@@H](C)[C@@H]1O)C3=O,171.318958
485,CCNc1ccc(C(=O)OCC)cc1[N+](=O)[O-],107.5106769
486,OCC(F)(F)C(F)(F)C(F)(F)CO,24.23971163
487,C[C@@H]1O[C@@H]2O[C@H]1C=Cc1cccc(O)c12,104.6470662
