smiles,log10_N2_Bayesian
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CCl,-2.054664108
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,-1.437698963
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1Cl,-1.999685703
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(C)=O,-1.291889664
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,-1.626960725
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(C)=O,-1.522802461
*CC(COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1)OC(C)=O,-1.291889664
*CC(COc1ccc(O*)cc1)OC(C)=O,-2.512492584
*CC(COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)OC(C)=O,-2.274050963
*CC(CS(=O)(=O)C(C)C)O*,-1.508664398
*CC(CS(=O)(=O)CC)O*,-2.728231187
*CC(CS(=O)(=O)CCC)O*,-1.225734183
*CC(CS(=O)(=O)CCCC)O*,-0.946677658
*CC(CS(=O)(=O)CCCCC)O*,-0.923903535
*CC(CS(C)(=O)=O)O*,-3.586297658
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,-2.385619007
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,-2.52231983
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,-2.299344462
*CC(O)COc1ccc(C(C)(CC)c2ccc(O*)cc2)cc1,-2.069483668
*CC(O)COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1,-2.054664108
*CC(O)COc1ccc(C2CC(C(C)C)CCC2(C)c2ccc(O*)cc2)cc1,-1.025820043
*CC(O)COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1,-1.761244082
*CC(O)COc1ccc(Cc2ccc(O*)cc2)cc1,-2.378209227
*CC(O)COc1ccc(O*)cc1,-3.363664145
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,-2.709164126
*CC/C=C(/*)C,1.334292841125
*CC1CC(*)OC(C)O1,-1.524516901
*CC1CC(*)OC(CCC)O1,-0.745470273
*CC1CC(*)OCO1,-2.031592687
*CC1CC(C*)C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,1.875061263
*CC1CCC(COC(=O)c2ccc(C(=O)O*)cc2)CC1,-1.312250765
*CCC1CC(=O)N(*)C1=O,0.663512274
*CCC=C(*)Cl,-0.009016108400000023
*CCCCCC(=O)N*,-2.770919493777778
*CCCCCC(=O)O*,0.1590439285
*CCCCCCCC(=O)N*,-2.804266352
*CCCCCCCCCCCC(=O)N*,-2.691456928
*CCCCCCCCCCOC(=O)O*,-0.123832004
*CCCCCNC(=O)CCCCC(=O)N*,-2.216570398
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,-1.783434533
*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O*,-2.683190543
*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,-3.135532
*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,-3.255360745
*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,-3.101684916
*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,-3.211830049
*CCC[Si](*)(C)C,0.477121255
*CCC[Si](C)(C)O[Si](C)(C)CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,-0.591760035
*CCOC(=O)c1ccc(C(=O)O*)cc1,-1.6089217114193548
*CCOC(=O)c1ccc(O*)cc1,-5.040457788
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-2.35773314725
*CCOC(=O)c1cccc(C(=O)O*)c1,-2.6541218305000003
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-3.140129213
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,-2.431903756
*CCc1cc(Cl)c(*)c(Cl)c1,-1.567704585
*CCc1ccc(*)c(Br)c1,-3.1665004695
*CCc1ccc(*)c(C#N)c1,-1.8325334605
*CCc1ccc(*)c(C)c1,-1.8084987975
*CCc1ccc(*)c(CC)c1,-1.0476394375
*CCc1ccc(*)c(Cl)c1,-2.1665004695
*CCc1ccc(*)cc1,-1.266053281
*CN1CN(*)Cc2cc(C3(c4cc(*)c(*)c(C)c4)C4CC5CC(C4)CC3C5)cc(C)c21,1.5506885403333335
*CN1CN(*)Cc2cc3c(cc21)C1(C)CCC3(C)c2cc(*)c(*)cc21,2.53476406575
*CN1CN(*)Cc2cc3c(cc21)C1(CC(C)(C)c2cc(*)c(*)cc21)CC3(C)C,2.3489632225
*CN1CN(*)Cc2cc3c(cc21)C1c2ccccc2C3c2cc(*)c(*)cc21,2.449949144666667
*CN1CN(*)Cc2cc3cc4c(cc3cc21)C1CC4c2cc3cc4c(cc3cc21)CN(*)CN4C*,1.71305135575
*CN1Cc2cc3c(cc2N(*)C1)C1c2cc(*)c(*)cc2C3c2cc3cc4c(cc3cc21)C(C)(C)CCC4(C)C,2.597695186
*CO*,-1.396324158
*COC(=O)NCCCCCCNC(=O)OCc1cccc(*)n1,-3.0
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cccc(*)n3)cc2)cc1,-2.207608311
*C[Si](*)(C)C,1.602059991
*Cc1ccc(C*)c(Cl)c1,-2.251811973
*Cc1ccc(C*)cc1,-1.327902142
*N=P(*)(Oc1ccccc1)Oc1ccccc1,-0.608938285
*N=P(N=P(N=S(*)(=O)NCC)(NCC)NCC)(NCC)NCC,-0.370277043
*N=P(N=P(N=S(*)(=O)NCCC)(NCCC)NCCC)(NCCC)NCCC,0.1231018
*N=P(N=P(N=S(*)(=O)NCCCC)(NCCCC)NCCCC)(NCCCC)NCCCC,0.586728822
*N=P(N=P(N=S(*)(=O)NCCCCCC)(NCCCCCC)NCCCCCC)(NCCCCCC)NCCCCCC,0.639782371
*N=P(N=P(N=S(*)(=O)NCCCCCCC)(NCCCCCCC)NCCCCCCC)(NCCCCCCC)NCCCCCCC,0.611966154
*NC(CC(C)C)C(*)=O,0.283301229
*NC(CCC(=O)O)C(*)=O,-4.0
*NC(CCC(=O)OC)C(*)=O,-0.638272164
*NC(CCC(=O)OCc1ccccc1)C(*)=O,-1.22184875
*NC(CCCCNC(=O)OCc1ccccc1)C(*)=O,-2.522878745
*NC(CCCCSC)C(*)=O,-1.045757491
*Nc1ccc(*)cc1,-1.8723637475000001
*Nc1ccc(*)cc1OC,-1.327902142
*Nc1ccc(*)cc1OCC,-0.970616222
*OC(=O)C(*)C,-1.3695557733333334
*OC(C)CC(*)=O,-1.617528989
*OC1C(C)(C)C(OC(*)=O)C1(C)C,0.436277685
*OC1C(CO)OC(*)C(O)C1O,-4.560272927
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1OC(C)=O,-0.531882275
*OC1C(COC)OC(*)C(OC)C1OC,-0.519908764
*OC1C(COCC)OC(*)C(OCC)C1OCC,0.653212514
*OC1OC(OC(C)=O)C(*)C(OC(C)=O)C1OC(C)=O,-1.105209644
*OC1OC(OCC)C(*)C(OCC)C1OCC,0.625502168
*O[Si](*)(C)C,2.0234671066666667
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,-0.055517328
*Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(Br)c3)CC(C)CC(C)(C)C2)cc1Br,0.627271687
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1cc(C)c(C)cc1C31c2cc(*)c(*)cc2-c2cc(C)c(C)cc21,2.6404029639999997
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1cc2c(cc1C31c3cc(*)c(*)cc3-c3cc4c(cc31)C(C)(C)CCC4(C)C)C(C)(C)CCC2(C)C,2.6187718689999997
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1ccc(C(C)(C)C)cc1C31c2cc(C(C)(C)C)ccc2-c2cc(*)c(*)cc21,2.886893222
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1ccc(C)cc1C31c2cc(C)ccc2-c2cc(*)c(*)cc21,2.5660721875
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1ccccc1C31c2cc(*)c(*)cc2-c2cc(C)c(C)cc21,2.503012553
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1ccccc1C31c2ccccc2-c2cc(*)c(*)cc21,2.52810482025
*Oc1c(C)cc(*)cc1C,0.5148845816666666
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(*)c(S(=O)(=O)O)c4)cc3S(=O)(=O)O)c(C)c2)cc1C,-0.27711658666666666
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,0.246268431
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,0.116980527
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,0.228034206
*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,1.003447065
*Oc1c(C)cc(C2CCC(C(C)(C)c3cc(C)c(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CC2C)cc1C,0.871815178
*Oc1cc2c(cc1O*)C(=O)N(c1c(C)c(C)c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(C(C)C)c4ccccc4C7(C(C)C)c4cc(*)c(*)cc43)c(C)c1C)C2=O,1.941610802
*Oc1cc2c(cc1O*)C(C)(C)CC1(CC(C)(C)c3cc4c(cc3O1)Oc1c(C#N)c(*)c(*)c(C#N)c1O4)O2,1.7605690415
*Oc1cc2c(cc1O*)C1(C)c3cc4c(cc3C2(C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(C#N)c(*)c(*)c(C#N)c1O4,3.248847441166667
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3,2.4988091294
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(CN)c(*)c(*)c(CN)c1O3,2.311728272111111
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1cc2nc4cc5c(cc4nc2cc1O3)C(C)(C)CC51CC(C)(C)c2cc3nc4cc(*)c(*)cc4nc3cc21,1.62324929
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3oc4cc5c(=O)n(-c6c(C)c(C)c(N7C(=O)c8cc(*)c(*)cc8C7=O)c(C)c6C)c(=O)c5cc4oc3cc21,1.672097858
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N8C(=O)c9cc(*)c(*)cc9C8=O)c8ccccc78)c7ccccc67)c(=O)c5cc4oc3cc21,2.204119983
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3oc4cc5c(=O)n(-c6ccc(C(c7ccc(N8C(=O)c9cc(*)c(*)cc9C8=O)cc7)(C(F)(F)F)C(F)(F)F)cc6)c(=O)c5cc4oc3cc21,1.361727836
*Oc1cc2c(cc1O*)C1(CC2(C)CC)c2cc3c(cc2C(C)(CC)C1C)Oc1c(C#N)c(*)c(*)c(C#N)c1O3,2.505149978
*Oc1ccc(*)cc1,0.5352189553333333
*Oc1ccc(-c2c(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)c(-c3ccc4c(c3)Oc3c(C#N)c(*)c(*)c(C#N)c3O4)c(-c3ccc(Br)cc3)c2-c2ccc(Br)cc2)cc1O*,1.4985073786666667
*Oc1ccc(-c2c(-c3ccc(C#N)cc3)c(-c3ccc(C#N)cc3)c(-c3ccc4c(c3)Oc3c(C#N)c(*)c(*)c(C#N)c3O4)c(-c3ccc(C#N)cc3)c2-c2ccc(C#N)cc2)cc1O*,1.5660010193333334
*Oc1ccc(-c2c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c(-c3ccc4c(c3)Oc3c(C#N)c(*)c(*)c(C#N)c3O4)c(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1O*,1.8424229710000002
*Oc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccc4c(c3)Oc3c(C#N)c(*)c(*)c(C#N)c3O4)c(-c3ccccc3)c2-c2ccccc2)cc1O*,2.046882097333333
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,-0.585026652
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,-0.36174998
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,-1.219132398
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,-0.797399137
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,-0.3027301242857143
*Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)c3ccc(S(=O)(=O)c4ccc(N(C)C(*)=O)cc4)cc3)cc2)cc1,-0.714695405
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)c(C)c2)cc1C,-0.522497137
*Oc1ccc(C(CCCCC)(CCCCC)c2ccc(OC(*)=O)cc2)cc1,-0.078121377
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,-1.682394256
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CCCCC2)cc1C,-0.89053085
*Oc1ccc(C2(c3ccc4c(c3)Oc3cc5nc6cc7c(cc6nc5cc3O4)C(C)(C)CC73CC(C)(C)c4cc5nc6cc(*)c(*)cc6nc5cc43)c3ccccc3-c3ccccc32)cc1O*,1.113943352
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.2694105162
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C(C)C)cc(C(C)(C)c4cc(C(C)C)c(*)c(C(C)C)c4)cc3C(C)C)cc2)cc1,0.877589721
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,0.181457033
