perovskite_h_adsorp,al,random,gp,cluster_margin,6,100,0.71842,0.02149,0.03626,0.53064,0.85085,0.81642,0.72678,0.01935,0.03572,0.52271,0.85829,0.84748,0.57909,0.02284,0.04434,0.64878,0.79318,0.83165,0.05160,0.04165,0.06655,0.97386,0.66531,0.79040,0.75767,0.01687,0.03364,0.49227,0.87120,0.82669,0.54304,0.02381,0.04620,0.67599,0.80108,0.80253,0.58201,0.02677,0.04418,0.64652,0.76646,0.73355
perovskite_h_adsorp,al,medoids,knn,pareto,8,100,0.58903,0.02563,0.04381,0.64107,0.78570,0.78350,0.60072,0.02475,0.04318,0.63188,0.78617,0.80096,0.14114,0.03400,0.06333,0.92675,0.50787,0.68845,0.09803,0.04308,0.06490,0.94972,0.75599,0.58926,0.61849,0.02238,0.04221,0.61767,0.80266,0.72240,0.58491,0.02217,0.04403,0.64428,0.78857,0.77404,0.59251,0.02714,0.04363,0.63835,0.77770,0.72894
perovskite_h_adsorp,al,random,gp,hallucinate,8,100,0.55590,0.02606,0.04554,0.66641,0.74628,0.72657,0.50470,0.02344,0.04810,0.70377,0.76003,0.78915,-0.25602,0.03980,0.07659,1.12072,0.44032,0.57021,0.12045,0.04114,0.06409,0.93784,0.66646,0.76518,0.35927,0.03332,0.05470,0.80046,0.70150,0.68460,0.45377,0.02684,0.05051,0.73907,0.73169,0.74237,0.18204,0.04207,0.06181,0.90441,0.43350,0.49769
perovskite_o_p_band,al,maximin,gp_ard,hallucinate,3,100,0.56925,0.58211,0.77960,0.65631,0.80185,0.80915,0.42987,0.65217,0.89691,0.75507,0.74556,0.73917,0.26964,0.81629,1.01515,0.85461,0.74534,0.73136,-15.67120,4.66777,4.85003,4.08304,0.71835,0.70680,-1.64574,1.64119,1.93213,1.62657,0.20178,0.17132,-1.64574,1.64119,1.93213,1.62657,0.20178,0.17132,-0.41203,1.13700,1.41151,1.18829,0.61887,0.62655
perovskite_work,al,medoids,rf,hallucinate,9,100,0.83087,0.55546,0.71671,0.41126,0.91954,0.90359,0.85991,0.46780,0.65227,0.37428,0.92788,0.91345,0.76924,0.63622,0.83715,0.48037,0.88352,0.85436,-38.00509,10.64408,10.88398,6.24541,0.87435,0.85215,-0.22101,1.54475,1.92569,1.10499,0.48762,0.36255,-0.22101,1.54475,1.92569,1.10499,0.48762,0.36255,0.45104,0.94990,1.29121,0.74092,0.74745,0.70256
perovskite_work,al,random,knn,hallucinate,5,100,0.77774,0.63848,0.82159,0.47144,0.89119,0.88961,0.83580,0.52226,0.70617,0.40521,0.91537,0.91685,0.72234,0.68594,0.91830,0.52693,0.85220,0.83509,-37.80959,10.54055,10.85667,6.22973,0.82469,0.81101,0.09837,1.31760,1.65479,0.94954,0.50039,0.38645,0.09837,1.31758,1.65478,0.94954,0.50040,0.40427,0.60726,0.82920,1.09214,0.62669,0.78482,0.78701
perovskite_work,al,max_entropy,gp_ard,pareto,0,100,0.72834,0.67384,0.90832,0.52121,0.85609,0.85675,0.71603,0.65033,0.92867,0.53288,0.85063,0.83905,0.63801,0.75502,1.04852,0.60166,0.80035,0.82391,-25.83187,8.75459,9.02719,5.17995,0.80401,0.81034,0.11543,1.28182,1.63906,0.94052,0.41663,0.38302,0.11543,1.28182,1.63906,0.94052,0.41663,0.38302,0.65913,0.73171,1.01747,0.58384,0.82466,0.82365
rc,al,maximin,gp_ard,cluster_margin,4,100,0.87519,0.31985,0.78317,0.35329,0.93576,0.90656,0.87275,0.33426,0.79077,0.35672,0.93665,0.89960,0.73013,0.84442,1.15161,0.51949,0.86880,0.75532,-22.03389,10.33941,10.63926,4.79936,0.87200,0.76508,0.84747,0.53237,0.86576,0.39055,0.92412,0.87428,0.17572,1.61189,2.01263,0.90790,0.47652,0.38405,0.65669,0.89006,1.29888,0.58593,0.83057,0.64590
diffusion,al,max_entropy,nn,pareto,2,100,0.94738,0.22469,0.31015,0.22939,0.97342,0.92171,0.94240,0.21860,0.32450,0.24001,0.97132,0.91711,0.87061,0.33452,0.48634,0.35971,0.93683,0.91061,-9.39563,4.17311,4.35933,3.22423,0.89229,0.84543,0.30493,0.67122,1.12722,0.83371,0.59324,0.57696,0.30493,0.67122,1.12722,0.83371,0.59324,0.57696,0.79954,0.40398,0.60535,0.44773,0.89624,0.89534
perovskite_formation,al,max_entropy,rf,hallucinate,1,100,0.44522,0.31603,0.40035,0.74483,0.68037,0.60834,0.33300,0.34246,0.43898,0.81670,0.66054,0.59792,0.58687,0.27131,0.34548,0.64275,0.77017,0.73060,-2.32087,0.87928,0.97950,1.82232,0.62052,0.54563,0.35846,0.32307,0.43052,0.80096,0.74614,0.71537,-0.26300,0.49139,0.60406,1.12383,0.16150,0.13507,0.39204,0.33072,0.41910,0.77972,0.63294,0.54314
perovskite_cond,al,max_entropy,sv,cluster_margin,3,100,0.67646,0.85555,1.19697,0.56881,0.83163,0.79123,0.20007,1.24887,1.88211,0.89439,0.60146,0.57605,0.55895,0.99956,1.39752,0.66411,0.79152,0.73927,-0.56808,2.06268,2.63512,1.25223,0.75026,0.73358,0.47494,1.10584,1.52484,0.72461,0.74344,0.72688,0.13097,1.54164,1.96171,0.93222,0.50291,0.43378,0.60856,0.87916,1.31658,0.62565,0.80027,0.78308
perovskite_formation,al,max_entropy,nn,hallucinate,1,100,0.57795,0.27213,0.34919,0.64965,0.77332,0.70488,0.63673,0.25179,0.32396,0.60272,0.79851,0.74482,0.60337,0.26464,0.33851,0.62979,0.78174,0.73639,-3.47325,1.06840,1.13682,2.11501,0.69128,0.63099,-0.28209,0.49759,0.60861,1.13229,0.13985,0.08953,-0.28209,0.49759,0.60861,1.13229,0.13985,0.08953,0.47275,0.30306,0.39029,0.72612,0.68850,0.62028
semiconductor,al,maximin,sv,cluster_margin,9,100,0.68033,0.53836,0.72915,0.56539,0.83314,0.81796,0.65766,0.51879,0.75456,0.58510,0.82563,0.81323,0.65400,0.56779,0.75858,0.58821,0.81546,0.79095,-1.74224,1.79443,2.13560,1.65597,0.65290,0.64929,0.30288,0.84824,1.07676,0.83493,0.55922,0.49643,0.30284,0.84826,1.07680,0.83496,0.55918,0.49901,0.22532,0.89102,1.13508,0.88016,0.51436,0.50471
oxide,al,random,gp_ard,topk,9,100,0.22066,2.88366,3.79092,0.88280,0.47464,0.42743,0.07354,3.00245,4.13329,0.96253,0.39802,0.37216,0.31303,2.68798,3.55918,0.82883,0.62636,0.52609,-11.78110,11.61966,15.35202,3.57507,0.39576,0.34533,0.21507,2.92235,3.80451,0.88597,0.48249,0.40154,0.00980,3.37569,4.27310,0.99509,0.24337,0.29082,-0.22182,3.54640,4.74664,1.10536,0.29544,0.22740
thermal_expansion,al,maximin,gp_ard,pareto,9,100,0.77006,0.00001,0.00002,0.47952,0.88277,0.87438,-0.48479,0.00004,0.00005,1.21852,nan,nan,0.64370,0.00002,0.00002,0.59691,0.83356,0.77122,-0.68815,0.00004,0.00005,1.29929,-0.15368,-0.15716,-0.46774,0.00004,0.00005,1.21150,0.30862,0.07870,-0.46774,0.00004,0.00005,1.21150,0.30862,0.07870,0.62426,0.00001,0.00002,0.61297,0.79070,0.76444
thermal_expansion,al,medoids,nn,pareto,9,100,0.74603,0.00001,0.00002,0.50395,0.86387,0.85341,-0.66003,0.00004,0.00005,1.28842,0.00805,0.01133,0.60600,0.00002,0.00002,0.62769,0.80242,0.74826,-0.78982,0.00005,0.00005,1.33784,-0.11637,-0.15592,-0.49041,0.00004,0.00005,1.22082,0.31226,0.17554,-0.49279,0.00004,0.00005,1.22180,0.31075,0.11089,0.54581,0.00002,0.00003,0.67393,0.75125,0.70521
thermal_expansion,al,max_entropy,knn,pareto,4,100,0.58159,0.00002,0.00003,0.64684,0.83518,0.78742,-3.30924,0.00008,0.00008,2.07587,0.27503,0.03748,0.75067,0.00001,0.00002,0.49933,0.86940,0.84929,-4.64027,0.00009,0.00009,2.37493,-0.12576,-0.17464,0.29616,0.00002,0.00003,0.83895,0.79145,0.81688,-2.83977,0.00007,0.00008,1.95953,0.38411,0.06762,-0.17692,0.00004,0.00004,1.08486,0.77661,0.68655
exfoliation,al,random,sv,pareto,6,100,0.00415,96.92430,133.89265,0.99792,0.58851,0.25033,0.36608,58.57866,106.82536,0.79619,0.69730,0.34066,-0.56443,116.81359,167.81744,1.25077,0.47824,-0.01995,-340444.58004,51784.83094,78285.74603,583.47715,0.51134,0.25125,-0.22839,132.26506,148.70539,1.10833,0.71027,0.17428,-0.22839,132.26506,148.70539,1.10833,0.71027,0.17428,-2.07907,115.91381,235.43359,1.75473,0.32685,0.29515
oxide,sf,max_entropy,none,none,0,100,0.01482,3.09717,4.26225,0.99256,0.26121,0.31204,0.00449,3.09588,4.28455,0.99775,0.29035,0.32969,0.04507,3.10441,4.19630,0.97720,0.29972,0.32540,-1.78842,5.64233,7.17069,1.66986,0.31944,0.34746,-0.14792,3.40396,4.60085,1.07141,0.10442,0.09695,-0.05797,3.23206,4.41690,1.02858,0.18315,0.17691,-0.08557,3.37844,4.47415,1.04191,0.23958,0.23516
rc,al,random,gp_ard,hallucinate,3,100,0.75052,0.74119,1.10724,0.49948,0.89614,0.90177,0.76291,0.72247,1.07941,0.48692,0.90021,0.89187,0.42875,1.24793,1.67549,0.75581,0.75086,0.60752,-23.23436,10.22456,10.91298,4.92284,0.72987,0.59335,0.45136,1.19503,1.64199,0.74070,0.76688,0.61954,-0.24856,2.34554,2.47703,1.11739,0.35251,0.30451,0.17533,1.64967,2.01311,0.90811,0.50416,0.37279
d_max,al,maximin,gp,pareto,5,100,0.02736,3.16311,7.57481,0.98623,0.23864,0.51463,0.12279,2.88982,7.19362,0.93660,0.39721,0.54924,0.00140,3.10179,7.67521,0.99930,0.30506,0.52523,-4.68821,15.94925,18.31821,2.38500,0.25238,0.47243,-0.00206,3.31386,7.68851,1.00103,0.23227,0.28496,-0.00206,3.31386,7.68851,1.00103,0.23227,0.28496,0.02808,3.13708,7.57200,0.98586,0.29480,0.50874
thermal_expansion,al,maximin,nn,topk,6,100,0.76233,0.00001,0.00002,0.48752,0.88128,0.87829,-0.85663,0.00005,0.00005,1.36258,0.00805,0.01133,0.70831,0.00001,0.00002,0.54008,0.85393,0.84400,-0.97522,0.00005,0.00006,1.40543,-0.10390,-0.11507,-0.71741,0.00005,0.00005,1.31050,0.30041,0.29787,-0.74341,0.00005,0.00005,1.32038,0.29725,0.07324,0.58528,0.00002,0.00003,0.64399,0.77914,0.76460
thermal_cond_exp,al,maximin,nn,pareto,3,100,0.66110,0.21409,0.30541,0.58215,0.81585,0.73594,0.67293,0.20550,0.30003,0.57190,0.82164,0.73345,0.64171,0.20985,0.31403,0.59858,0.80274,0.71515,-1.43600,0.72728,0.81882,1.56077,0.57815,0.39802,0.27472,0.31867,0.44679,0.85164,0.59802,0.52130,0.24304,0.32843,0.45644,0.87003,0.57912,0.51345,0.63571,0.21563,0.31664,0.60356,0.79788,0.69535
d_max,al,medoids,gp_ard,cluster_margin,2,100,0.33763,3.05971,6.25096,0.81386,0.58452,0.57779,0.31641,2.69870,6.35028,0.82679,0.61237,0.64862,0.00304,3.20406,7.66893,0.99848,0.36662,0.61886,-15.30368,29.52476,31.01258,4.03778,0.31250,0.24216,0.32384,3.31688,6.31566,0.82229,0.73330,0.49744,0.31028,3.36791,6.37869,0.83049,0.72335,0.49101,0.11742,3.43444,7.21559,0.93946,0.38628,0.42800
d_max,al,max_entropy,nn,cluster_margin,5,100,0.43234,3.18462,5.78683,0.75343,0.66868,0.54475,0.34041,2.89780,6.23783,0.81215,0.59368,0.58237,0.28630,2.87176,6.48862,0.84481,0.59191,0.56050,-102.64797,59.55391,78.19438,10.18076,0.60046,0.45264,0.40428,3.19087,5.92811,0.77183,0.65091,0.52985,0.56429,3.02213,5.06984,0.66008,0.76016,0.44981,0.57966,2.88036,4.97960,0.64833,0.77140,0.55405
bandgap,al,random,sv,cluster_margin,1,100,0.40400,0.85957,1.19848,0.77201,0.67440,0.70049,0.38476,0.82056,1.21767,0.78437,0.63493,0.69433,0.30074,0.95713,1.29816,0.83622,0.60801,0.65706,-5.04047,3.27383,3.81543,2.45774,0.61809,0.65059,-0.07914,1.30853,1.61267,1.03882,0.21480,0.24676,0.17295,1.02001,1.41180,0.90942,0.42909,0.42154,0.29455,0.83691,1.30389,0.83991,0.59757,0.64911
thermal_cond_exp,al,medoids,nn,hallucinate,5,100,0.72395,0.19442,0.27564,0.52540,0.85688,0.79317,0.73748,0.18179,0.26880,0.51236,0.86697,0.79196,0.58084,0.23193,0.33966,0.64743,0.76271,0.64710,-1.34445,0.70547,0.80328,1.53116,0.46386,0.33561,0.28576,0.35018,0.44337,0.84513,0.67363,0.61567,0.28576,0.35018,0.44337,0.84513,0.67363,0.61567,0.72052,0.18170,0.27735,0.52866,0.85657,0.80020
d_max,al,maximin,gp,cluster_margin,8,100,0.47381,3.15946,5.57145,0.72539,0.70391,0.57040,0.33205,2.91963,6.27721,0.81728,0.58897,0.62759,0.16762,3.00962,7.00740,0.91235,0.42900,0.60387,-29.72503,40.24350,42.57369,5.54302,0.34570,0.25629,0.37166,3.44267,6.08827,0.79268,0.74269,0.47344,0.36999,3.44718,6.09631,0.79373,0.74203,0.47417,0.10209,3.79074,7.27798,0.94758,0.33323,0.37364
thermal_cond_exp,al,medoids,gp,topk,1,100,0.69824,0.20245,0.28819,0.54932,0.85240,0.82524,0.75537,0.16828,0.25948,0.49460,0.87176,0.83111,0.23824,0.33414,0.45789,0.87279,0.62614,0.58539,-0.77065,0.62843,0.69810,1.33066,0.75026,0.70123,0.43136,0.26497,0.39561,0.75408,0.70179,0.61364,0.40254,0.27606,0.40551,0.77295,0.68912,0.55432,0.66655,0.20622,0.30294,0.57745,0.82318,0.77640
thermal_cond_aflow,al,maximin,gp_ard,cluster_margin,1,100,0.27821,3.76723,8.80496,0.84958,0.59703,0.68298,0.29566,3.76525,8.69787,0.83925,0.58671,0.64119,0.26665,3.89783,8.87514,0.85636,0.55026,0.66224,-16.03886,32.98828,42.78005,4.12782,0.47959,0.58020,-0.01323,4.99731,10.43217,1.00659,0.07861,0.13052,-0.01323,4.99731,10.43217,1.00659,0.07861,0.13052,0.19189,3.97518,9.31659,0.89895,0.52674,0.64517
elastic,al,maximin,rf,cluster_margin,9,100,0.85902,20.55838,27.35569,0.37548,0.93727,0.93889,0.85929,18.87635,27.32939,0.37511,0.92972,0.92968,0.85048,20.37163,28.17202,0.38668,0.92548,0.92857,-28991.42260,10834.91403,12405.32795,170.27161,0.91703,0.91416,-0.16876,65.76808,78.76425,1.08109,0.36770,0.34370,-0.16876,65.76796,78.76414,1.08109,0.37068,0.35430,0.65410,33.95407,42.84923,0.58813,0.83115,0.81380
perovskite_stability,al,random,knn,pareto,9,100,0.56925,93.41667,128.07797,0.65631,0.77715,0.80097,0.66891,77.92387,112.28867,0.57540,0.83109,0.85788,0.65809,82.90619,114.10908,0.58473,0.81863,0.82967,-187779.24691,66962.76880,84564.56302,433.33618,0.85052,0.85122,0.54172,95.97150,132.10740,0.67696,0.73641,0.74891,-0.08697,169.45456,203.45648,1.04258,0.26363,0.24338,0.32152,117.86270,160.74353,0.82370,0.60889,0.62087
phonon_freq,al,random,nn,hallucinate,8,100,0.80800,108.94766,216.41039,0.43817,0.91189,0.94694,0.78970,110.87634,226.48888,0.45858,0.89414,0.94056,0.78982,130.50944,226.42738,0.45846,0.89045,0.90972,-941919.51675,375459.77343,479334.61929,970.52590,0.87173,0.85728,-0.02172,382.96190,499.22545,1.01080,0.36898,0.22844,-0.02172,382.96190,499.22545,1.01080,0.36898,0.22844,0.59253,177.90157,315.26782,0.63833,0.77229,0.86095
phonon_freq,al,max_entropy,gp,pareto,2,100,0.86897,103.81133,178.77615,0.36197,0.93574,0.94495,0.80564,119.34124,217.73735,0.44086,0.89896,0.92879,0.76425,161.78521,239.80306,0.48554,0.88729,0.85250,-1291804.61802,424794.15148,561345.50913,1136.57627,0.88225,0.84466,0.00076,383.25102,493.70305,0.99962,0.42465,0.25798,0.00076,383.25102,493.70305,0.99962,0.42465,0.25798,0.73126,141.73856,256.03461,0.51840,0.85801,0.87504
exfoliation,al,medoids,rf,pareto,2,100,0.46461,54.01851,98.17373,0.73171,0.70094,0.50266,0.50958,44.87243,93.95972,0.70030,0.72128,0.54118,0.19396,72.97121,120.45839,0.89780,0.58254,0.23313,-47770.67542,21844.05849,29325.40920,218.56732,0.31198,-0.11299,0.13963,93.83199,124.45153,0.92756,0.64660,0.30141,0.13934,93.87084,124.47317,0.92772,0.64683,0.28613,-0.57264,70.57065,168.25736,1.25405,0.38702,0.37281
phonon_freq,al,max_entropy,knn,hallucinate,8,100,0.84039,114.22975,197.31678,0.39951,0.91927,0.92299,0.88455,96.84650,167.81582,0.33978,0.94063,0.93140,0.79776,148.82125,222.10938,0.44971,0.89544,0.84661,-1439971.10700,429276.82002,592664.21847,1199.98838,0.87921,0.81152,0.81732,131.29367,211.09737,0.42742,0.90458,0.86301,-0.23404,451.29466,548.65195,1.11088,0.42694,0.16193,0.74208,162.75714,250.82756,0.50786,0.86508,0.80749
debye,al,maximin,knn,topk,4,100,0.50359,111.06644,130.61298,0.70456,0.86058,0.77172,0.76321,69.46703,90.20814,0.48661,0.87532,0.75834,0.36301,116.79326,147.95562,0.79812,0.79826,0.69634,-415836.07418,66531.36287,119543.81500,644.85430,0.75768,0.62304,0.39696,118.45006,143.95898,0.77656,0.83979,0.75086,-3.07679,347.03409,374.30436,2.01911,0.37163,0.00375,0.22850,131.60458,162.82977,0.87835,0.76794,0.67503
chain_gap,al,maximin,knn,hallucinate,2,100,0.65016,0.70920,0.92442,0.59147,0.81989,0.84988,0.70559,0.61237,0.84803,0.54260,0.84136,0.85051,0.62054,0.70213,0.96275,0.61600,0.79802,0.81766,-34.25826,8.58315,9.28034,5.93787,0.70117,0.72943,0.62651,0.70553,0.95516,0.61114,0.79306,0.81508,0.09414,1.22089,1.48752,0.95177,0.35257,0.35963,0.55130,0.77901,1.04691,0.66985,0.74265,0.75728
exfoliation,al,max_entropy,nn,pareto,3,100,0.26957,53.38726,114.66990,0.85465,0.52543,0.44904,0.30769,51.48811,111.63698,0.83205,0.57503,0.49424,0.16744,50.07366,122.42423,0.91245,0.43318,0.48534,-13479.61528,12342.23964,15578.07182,116.10605,0.36267,0.25949,0.15023,72.94507,123.68322,0.92183,0.46592,0.24355,0.14878,73.13615,123.78855,0.92262,0.46547,0.24726,0.11231,63.86944,126.41214,0.94217,0.33619,0.32331
perovskite_h_adsorp,al,maximin,nn,cluster_margin,3,100,0.72249,0.02052,0.03600,0.52680,0.85085,0.83220,0.77900,0.01902,0.03213,0.47010,0.88558,0.83592,0.31846,0.03338,0.05642,0.82556,0.60015,0.69038,0.06529,0.04738,0.06607,0.96680,0.43179,0.50636,0.78290,0.02109,0.03184,0.46594,0.89587,0.82129,0.83148,0.01643,0.02806,0.41052,0.91360,0.85003,0.69754,0.02303,0.03758,0.54997,0.83903,0.78058
debye,al,medoids,knn,hallucinate,0,100,0.56153,100.33748,122.75430,0.66217,0.84387,0.77362,0.66655,80.86394,107.04791,0.57745,0.83563,0.73085,0.72258,71.03910,97.64152,0.52671,0.85437,0.79951,-578947.43819,92037.51438,141054.01465,760.88661,0.75772,0.61427,0.70085,74.94072,101.39302,0.54694,0.84488,0.79325,-2.51503,320.47177,347.56027,1.87484,0.39983,0.08424,0.48060,96.47806,133.60355,0.72070,0.79374,0.71740
debye,al,maximin,gp_ard,hallucinate,5,100,0.49529,83.51970,131.69984,0.71043,0.71619,0.80431,0.54597,78.79162,124.91363,0.67382,0.76167,0.79312,0.72145,66.68855,97.83934,0.52777,0.85129,0.83567,-345148.77974,94067.20555,108910.38879,587.49449,0.82879,0.78872,0.69977,70.13557,101.57559,0.54793,0.84901,0.81559,0.03389,129.73045,182.21303,0.98291,0.22793,0.16884,0.56998,83.10074,121.56535,0.65576,0.75794,0.70913
perovskite_o_p_band,al,maximin,sv,pareto,0,100,0.71362,0.48732,0.63568,0.53515,0.84529,0.85766,0.77690,0.43418,0.56106,0.47233,0.88331,0.88659,0.63814,0.53164,0.71455,0.60155,0.81321,0.82073,-9.95751,3.76837,3.93204,3.31021,0.75119,0.75460,0.53205,0.62267,0.81257,0.68407,0.75795,0.76910,0.02217,0.98142,1.17461,0.98885,0.20312,0.19000,0.48690,0.67896,0.85087,0.71631,0.71185,0.73376
perovskite_stability,al,maximin,nn,topk,7,100,0.49323,107.26916,138.92119,0.71188,0.72470,0.76802,0.50770,103.28759,136.92423,0.70164,0.74878,0.77693,0.66677,79.61972,112.65140,0.57726,0.82583,0.81813,-165350.14218,64629.06966,79353.67706,406.63392,0.87408,0.82321,0.65395,80.68242,114.79685,0.58826,0.81805,0.80175,-0.15509,175.78154,209.73522,1.07475,0.26667,0.20175,0.23190,130.96996,171.03046,0.87642,0.50569,0.44473
perovskite_work,al,random,gp,cluster_margin,6,100,0.04209,1.23679,1.70565,0.97873,0.28974,0.28931,0.15230,1.09693,1.60453,0.92071,0.41573,0.44608,-0.07831,1.28959,1.80967,1.03842,0.20299,0.20339,-7.77961,4.85582,5.16374,2.96304,0.40134,0.42072,0.04514,1.32552,1.70293,0.97717,0.28934,0.25003,0.04514,1.32553,1.70293,0.97717,0.28933,0.25003,0.10831,1.17872,1.64563,0.94429,0.36906,0.39237
debye,al,max_entropy,sv,cluster_margin,0,100,0.59214,79.90071,118.39231,0.63864,0.79539,0.77455,0.67388,71.62114,105.86497,0.57107,0.83714,0.80834,0.41310,94.49299,142.01925,0.76609,0.70832,0.74330,-101382.46703,46919.37195,59026.77797,318.40771,0.69263,0.61215,0.58600,77.37815,119.27918,0.64343,0.77860,0.77438,-0.23103,162.44479,205.68361,1.10952,0.24247,0.21203,0.44406,94.70127,138.22327,0.74562,0.71290,0.74024
debye,al,max_entropy,nn,topk,2,100,0.72614,66.08486,97.01345,0.52332,0.87433,0.84593,0.66820,72.07581,106.78264,0.57602,0.81914,0.78881,0.72597,64.96961,97.04272,0.52348,0.85480,0.85628,-374784.41575,84197.69382,113489.80490,612.19720,0.79622,0.66561,0.71079,70.37781,99.69503,0.53778,0.85872,0.84007,-0.12997,157.03262,197.06050,1.06300,0.29365,0.15960,0.59815,87.41827,117.51672,0.63392,0.79101,0.73441
perovskite_o_p_band,al,random,sv,hallucinate,0,100,0.73410,0.43327,0.61252,0.51565,0.85779,0.86313,0.63677,0.48877,0.71590,0.60268,0.80974,0.81266,0.67155,0.48914,0.68076,0.57310,0.82632,0.83371,-23.00667,5.62007,5.82006,4.89966,0.72364,0.74311,0.64247,0.51269,0.71026,0.59793,0.80843,0.81690,0.47021,0.59509,0.86459,0.72786,0.70418,0.65393,0.59408,0.53131,0.75680,0.63711,0.80342,0.80982
