,smiles,homolumogap
36,OC(=O)[C](C1=CC=[C]C=C1)COP(=O)=O,1.7986725518050006
37,OC(=O)C[C]1CCCC2=C[C]=CC=C12,1.8095571058249995
38,O=C1N=C2[C](N1)c1ncccc1[CH]C2=O,1.8149993828350004
39,O=C1[N]c2c([C]1/C=C/1\C=CNN1C)cccc2,1.8204416598450008
40,OC(=O)C[CH]C1=C2CCC(=O)C2=CC=[C]1,1.831326213865
41,[NH]C#C[S],1.842210767885
42,O=C1C=C/C(=C/2\NN=C(C(=O)C2=O)O)/C=C1C,1.8503741834000005
43,OC(=O)C[CH]C1=CC(=[C]C=C1F)Cl,1.858537598915
44,OC(=O)CCCC[CH]C1=CC=[C]C=C1,1.863979875925
45,CN1[CH]C=CC(=C1)C(=O)[NH],1.874864429945
46,FC1=CC=[C]C(=C1)[CH]CC1=C[CH]NC(=N1)[NH],1.88847012247
47,Br[C]1COCO1.[O][N][O],1.902075814995
48,NC1=CC(=C(C=[C]1)O)[CH]CC(=O)O,1.9156815075200004
49,O=C[C]1SC(=O)N=C1N1[CH]C=CC(=C1)CC,1.9265660615400004
50,OC(=O)Cc1ccn2c1C=C1[C]2C=C[C]=C1,1.9320083385500009
51,[O]N(Cc1ccccc1)/C=C/C1=CC=C[C]=C1,1.94289289257
52,Oc1cccc(c1)C(=O)C[CH]C1=C[C]=CN1,1.95377744659
53,O=C1C=C[CH]c2c1cc1[CH]C=CC(=O)c1c2,1.9619408621050003
54,O=C1C=C[CH]c2c1nc(cc2)C1=CC=C[CH]N1,1.9701042776200004
55,O=C1C=C[C](C=C1)c1cnc(o1)C1=CC=C[CH]N1,1.9809888316400004
56,O=C1C=CC=C/C/1=N/C(=O)C1=CNNS1,1.9891522471550007
57,OC(=O)C[CH]C1=[C]C=Cc2c1csn2,2.0000368011749994
58,S=C1C=CC=N[C]1C1=NC=C[CH]N1,2.00820021669
59,COC(=O)C1=Cc2c(=N1)ccc1=NC=Cc21,2.0136424937
60,F[C]1[CH][C@@]23[C@@]([CH]1)(C2)[CH]3,2.021805909215
61,CO/C(=C\1/C=C(C)N=C2N1N=NC2=O)/O,2.027248186225
62,CC1=C[C]2O[C]1[CH][C]2c1ccccc1,2.0326904632350007
63,[CH]COC(=O)CCc1ccc(c(c1)NC)N,2.0381327402450005
64,O=C1C=CC=C[C]1c1ccc2c(c1)NO[N]2,2.049017294265
65,COc1c(OC)c(N)c2-c(c1=N)ccnn2O,2.054459571275
66,[B]OC(=O)O,2.059901848285
67,Clc1ccc(cn1)[B],2.0680652638
68,N#CC/C=C/1\[CH]C2=C[C]=CC3=C2N(C1=O)CCC3,2.076228679315
69,O=C1[N]c2c([N]1)cccc2N1CCCCC1,2.0816709563250004
70,OC1=NCCS[C@]21C[C@@]12C=C[C]C=C1,2.08983437184
71,CCOC(=O)C1=NC2=CC=CC3=CC=CC(=N1)[C@@H]23,2.09527664885
72,O=C1O[C@@]2(c3c1cccn3)C[C@@]12C=C[C]C=C1,2.1007189258600003
73,NC(=O)C1=Nc2c(=C1)ccc1=NC=Cc21,2.10616120287
74,[S][C][C]1OC(=C(O1)C)CO,2.1116034798800007
75,O=CC[C](C(F)(F)F)C1=C[C][CH]N1,2.119766895395
76,Cl[C@@]1(C[C@@]21C=C[C]C=C2)c1ccncn1,2.125209172405
77,O=C1C=C[CH]c2c1nc(s2)[C]1NC=CS1,2.130651449415
78,N#C[C@]1(C[C@@]21C=C[C]C=C2)C1=CCCCC1,2.1360937264250004
79,N[C@H]1COC2=C1C[C]C1=C2COC1=O,2.141536003435
80,C[Si]O[Si]O[Si]O[Si]O[Si]C,2.1469782804449995
81,COc1cc([CH]Cc2ccccc2)ccc1O[CH2],2.152420557455
82,CCC(=O)c1ccc2c(c1)[N]C(=O)C(=O)[N]2,2.1551416959600003
83,O=N(=O)C[CH]c1cc2=C([C]=CC=c2[nH]1)C(=O)O,2.16058397297
84,[O][N]/C=C/1\[C](/C=N/[O])NON1O,2.16602624998
85,O=C1[N]c2ccc(cc2[N]C1=O)C(=O)O,2.1687473884850004
86,OC(=N)N(N1C[C@@]21C=C[C]C=C2)c1ccccc1,2.1714685269900005
87,CCC1=CN=C(C(=O)C1=S)O,2.179631942505
88,O=C1[N]N=C2C(=NN=N2)[CH]1,2.1823530810100005
89,O=C1[CH]c2nc3ccccc3cc2[CH][C@@H]1C(=O)O,2.1850742195150006
90,C=CC[C]1C(=O)[N]c2c1c(N)ccc2,2.190516496525
91,OCC1=NC2=CC=CC3=CC=CC(=N1)[C@H]23,2.19323763503
92,S=C1[N]c2c([N]1)cc(cc2)/N=C(\C(C)C)/O,2.195958773535001
93,COc1ccc2c(c1)N([O])C1(N2[O])CCCC1,2.2014010505449995
94,CN([C@@H]1C=CC=C2C1=NC=CC2=S)C,2.2041221890500005
95,c1ccc2c(c1)cc1c(c2)cc2c(c1)coc2,2.20956446606
96,Clc1cc2=CC(=O)C(=O)C=c2c(n1)O,2.2122856045650003
97,Fc1cc(F)c(c(c1F)[B])F,2.217727881575
98,O=C1[N]c2ccc3c(c2[N]C1=O)CNCC3,2.22044902008
99,O=C1[CH]c2cncnc2C2=C1[N]N=N2,2.2258912970900004
100,C1=CN2N(C=C1)C=C1C2=CC=Cc2c1cccc2,2.2313335741
101,OC1=N[CH]N=C2C1=C1[CH]CC[CH][C]1S2,2.23677585111
102,O=C1C[CH]c2c([CH]1)c1C=Cc1[nH]2,2.2394969896150005
103,O=C1N=NC(=S)c2c1nsn2,2.244939266624999
104,CS[C]1C(=O)[N]c2c1cccc2,2.24766040513
105,COC1=C/C(=C\2/NNC(=C2)C(=O)O)/C=CC1=O,2.250381543635
106,[O]/N=C(/c1[nH]c(nc1C)C1=C[CH]NC=C1)\C,2.255823820645
107,CSc1csc2c1[N]C(=O)C(=O)[N]2,2.261266097655
108,FC1=C/C(=C/2\N=C[C@@H]3C(=C2)C=CC=C3)/C(=O)C=C1,2.26398723616
109,C[Si](P(c1ccccc1)[Si](C)C)C,2.2667083746650007
110,N/N=C(\CCC1=C([C])[CH]C(=C1Cl)Cl)/O,2.272150651674999
111,[O][N]C(=O)Cc1c[nH]c2c1cccc2,2.27487179018
112,c1ccc2c(c1)[N]c1ncncc1N[CH]2,2.2775929286850003
113,NC[C]1C(=O)OC(=O)C2=C1C=[C]C=C2,2.283035205695
114,Nc1ccc2c(c1)nc(o2)[CH],2.2857563442
115,CCC[C](C1=CN(CC=N1)C)[S]([O])[O],2.2884774827050007
116,[O]/N=C/C1=C[CH]N(C(=C1)/C=N/O)C,2.2911986212100004
117,OC1=NN/C(=C/2\C=CC(=O)C(=C2)O)/C=C1,2.29664089822
118,C(C1=C[C]=C[CH]N1)C=C=O,2.299362036725
119,[B]c1cc(C)nc(c1)C,2.30208317523
120,NC1=CC(=C1)N(=O)=O,2.30752545224
121,OC(=O)[C@@H](CC1=C(N)[CH][CH][C]C1)N,2.310246590745
122,O=C1C=CC=C/C/1=C/1\NNC(=N1)c1nccnc1,2.312967729250001
123,[CH]C#CCC[C@H]([C@H](O)C)C,2.31841000626
124,OC(=O)[C@@]1(C[C@]21[CH][C]=CO2)c1cccs1,2.3211311447650003
125,OC1=NC(=CNN1)[N]C1=C[CH]C=CC1=O,2.326573421775
126,F[C]1[C](F)[C]2[C]([CH][C]1c1c2cccc1)F,2.32929456028
127,N1=NC=c2c(C=C1)cc1=COOc1c2,2.332015698785
128,FC1=C[C]CC(=C1F)[C@@H]1CNCCN1,2.33473683729
129,ClC/C=C/1\C[C@@H]2C[C@H]1[CH][CH]2,2.3374579757950005
130,C1=CC=C2C(=c3c(=N2)ccc2c3[N]C=N2)[CH]1,2.340179114300001
131,[CH]c1ccncc1/C=N/O,2.3456213913099995
132,S=C1N=CC(=C)C(=N1)C,2.3456213913100004
133,[O][N][C@H]1C(=Nc2c1ccc1c2cncc1)O,2.35106366832
134,O=C1C=C/C(=N/c2c(C)ccc(c2N)C)/C=C1C,2.353784806825
135,S=C1N=NC(=N1)c1cccs1,2.3565059453300004
136,OC(=O)CCC1=CN=c2c(=CN1)cccc2,2.359227083835
137,CC1=CC2=NC3=C([C](C2=C1O)N)[CH]NN3,2.36194822234
138,NC(=N)N/N=C\1/[CH]c2c(O)cn(c2[CH]C1=O)C,2.364669360845
139,S=C1N=NC2(N=N1)CCCC2,2.367390499350001
140,OC(=O)CCC1=C([C])[CH]C(=C1)[C@@H]1OC=CO1,2.37283277636
141,O=C1CC[C@H]2C1=C[C]C2,2.375553914865
142,CO[Si]1C=CC2=C1O[CH]C=C2,2.3755539148650007
143,N1=Cc2c(=C1)nc1c(=CN=N1)c2,2.3782750533700003
144,C1C=C/C(=C/[CH]c2ccc3c(c2)C=CC[CH]3)/C=C1,2.3809961918750004
145,[B]/C=C/C(C)(C)C,2.386438468885
146,[Si][Si]1=[Si]OC[Si]1(C)C,2.3891596073899994
147,C1NC2=C[N]C3=NC=C[C]3C2=N1,2.3891596073900003
148,[O]S(=C1C=CN=NC1=O)[O],2.3918807458950004
149,CC1=C(C)[N]N2C(=N1)[N]n1c2n[nH]c1=N,2.3946018844
150,S=C1Sc2c([N]1)cc1c(c2)[N]NN1,2.4000441614099994
151,ClC1=[C]C=C([C]=C1)OCC[C@H]1CNCC1,2.4027652999149995
152,OC1=C2C=CC=C2C=C1,2.4027652999150004
153,C[C@H]1O[C]2[C@]34[C@@]1(C)[C@]3([CH]4)C=C2,2.40548643842
154,[O][N]/C=C\1/[C@@H](Cl)C=NC=C1Cl,2.408207576925
155,OC1=C[C](C[C]=C1)C(=O)N1C[C@@H]2[C@H](C1)CCN2,2.41092871543
156,F[C@@H]1C=CC2=NC=CC(=S)C2=C1,2.413649853934999
157,N/C=C/CC1=CC(=O)C=CC1=O,2.4136498539350004
158,CCCC(=O)C1=CC(=O)CC2=C1N[C@@H](S2)O,2.41637099244
159,O=C1N(N=C(C1=O)c1ccco1)c1ccccc1,2.419092130945
160,C1=C[C]2[C](N1)[C]2C1=[C]C=CN1,2.4218132694500003
161,O=[C]c1ccc(o1)C#N.[CH2]Br,2.4245344079550004
162,[CH]c1noc(=O)n1CCCCC(N)(C)C,2.4272555464600005
163,[NH][C](C[C]c1ccc(c(c1)Cl)Cl)O,2.4299766849650006
164,O=C1C=C(C(=O)N1O)n1c(O)ccc1O,2.4326978234700003
165,[C]=CCCC[C@H]1[CH]O[CH]C1,2.435418961975
166,CC1=C/C(=C/2\NNC(=C2)C(=O)O)/C(=O)C=C1,2.43814010048
167,[CH]/C=C(\CCl)/Cl,2.440861238985
168,OC(=O)CC[CH]C1=C2OCOC2=C[C]=C1,2.4408612389850006
169,O=C1OC[C@@H]2[C@@]1(COCC1=CC[C][CH][CH]1)C2,2.4435823774900003
170,COc1cc2N=C3N=C([NH])NC=C3[CH]c2cc1,2.446303515995
171,NCCCCN(Cc1cccc(c1)[CH])C,2.4490246545
172,COC1=C(OC)C(=C2C(=NC=CN2O)[C]1[NH])N,2.451745793005
173,S=NCCCn1cncc1,2.451745793005
174,[S]N1C=CN(C=C1)[S],2.4544669315100003
175,O=C1CC=Cc2n1cc1c2nc2c(c1)cccc2,2.4571880700150004
176,CCN(C(=O)c1cncc(c1)[CH])CC,2.45990920852
177,[CH]1C(=O)[C@@H]2[C](c3c1nccc3)C=CC=N2,2.462630347025
178,C[C@@H](C(=O)O)N=S,2.4653514855300003
179,O=C1C=C[C](C=C1)c1ncccc1[CH2],2.468072624035
180,O=C1C=C[CH]C2=Nc3c([CH][C@H]12)cccc3,2.47079376254
181,O=C1C=CC=C(C1=O)NNc1ccccc1,2.4707937625400005
182,O=C(C1CCCCC1)CC[C@@H]1C=C[C]C=C1,2.473514901045
183,CCOC(=O)C1=C/C(=C/2\C=CC(=O)C=C2)/NN1,2.47623603955
184,[CH]/C=C(/C(=O)N(C)C)\Cc1ccccc1C,2.478957178055
185,OCCC[C@H](C)[B],2.48167831656
186,[O]C(=O)CCN1[N]C(=O)c2c(C1=O)cccc2,2.484399455065
187,[O]C(=O)CCN1[N]C(=O)c2c(C1=O)cccc2,2.484399455065
188,COC(=O)C1=C[C](NN1C)C1=C[C](N=C1C)C,2.48712059357
189,Nc1cccc(c1)/N=C(\C[C]CN1CCC1)/O,2.4898417320749995
190,C[C@@H](C(=O)OCCOCCN)N=S,2.4898417320750004
191,C[CH]c1ccc2c(n1)C(=O)C=C[CH]2,2.49256287058
192,[B]C(C)(C)C,2.495284009085
193,CCC1(COC1)COc1cccc(c1)[CH],2.4952840090850006
194,CCN(CCCC1=CC(=O)C(=O)C=C1)CC,2.4980051475900003
195,COCCC1=C([CH])CC([C@@H]1O)(C)C,2.5007262860950004
196,S=C1C=CC(=C)C(=C1)N(=O)=O,2.5034474246
197,O=C(n1nc(cc1C)[CH])CCC(F)(F)F,2.5034474246000005
198,CNc1ccc(c2=NN([CH]C=c12)O)[NH],2.506168563105
199,CN1[CH]C=C(C=C1)C1=NC2=CC=C[CH]C2=C1,2.50888970161
200,COC1=NN[C](O1)c1oc2c(c1)C(=O)[CH]C=C2,2.5116108401149995
201,Cl[C@@H]1C=C/C(=C/2\C(=CC=CC2=O)N)/N=C1,2.511610840115001
202,O=C(C1=CC=[C][C]=C1)CCc1[nH]cc(c(=O)c1)O,2.51433197862
203,CNC(=O)c1nc2cccc3c2c(n1)N=NC3=O,2.517053117125
204,OCc1ccc2c(c1)C(=O)N=NC2=O,2.517053117125001
205,O=C1N=NC(=O)c2c1c1ccccc1cc2,2.51977425563
206,O=C1[N]c2c([N]1)c(Cl)c(c(c2)Cl)N,2.519774255630001
207,[CH]c1cccc(c1)c1nnc(n1C)C,2.522495394135
208,Cc1ccc2c(c1)[Si]C(=N2)C,2.52521653264
209,[CH]c1nccc(c1)N(C)C,2.5252165326400005
210,O=C1C=C/C(=C\2/ON=C(N2)c2ncccn2)/C=C1,2.527937671145
211,C[C]1C=C(c2c1[nH]c(c2)[CH2])c1ccccn1,2.53065880965
212,CC[C](/C(=C\1/CC[CH]O1)/C)C(C)C,2.533379948155
213,O=C1[N]c2c([C]1Cc1ccncc1)cccc2,2.53610108666
214,c1ccc2c(c1)c1-c(oc2)c2c(n1)cccc2,2.5361010866600004
215,S=CC=S,2.538822225165
216,S=C1[CH]C=C2C(=C1)NN[N]2,2.54154336367
217,ON1C=CC=C2N1C(=N[N]2)[NH],2.5442645021749994
218,CC[C@]1([Si]C)CC(=C)C=CC1=O,2.5442645021750003
219,[O][N]C1=CC=C(NN1)Cl,2.54698564068
220,[O][N]C(=O)c1cnccn1,2.549706779185
221,O=C1C(=C[C](C=C1C)/C=C/C1=C[CH]NC=C1)C,2.55242791769
222,S=C1N=CC(=N1)c1ccccc1,2.552427917690001
223,[CH]c1ccc2c(c1)OCO2,2.555149056195
224,c1cnc2c(n1)[Si]c1c([Si]2)nccn1,2.5578701946999995
225,CCCN(c1ccc2c(c1)C(=O)N=NC2=O)C,2.5578701947000004
226,[N]1[N][C]2[C]([CH]1)[C]1N[C]([CH]2)c2c1cccc2,2.560591333205
227,O=C1C=C[C@H]2C(=C1)[CH]c1c([CH]2)c(O)ccc1,2.56331247171
228,O=C1C=C/C(=C/2\NN=C(C(=C2)C)O)/C=C1,2.5660336102149994
229,OC(=O)CCC[C@]12[CH][C]2[C]C=C1N,2.5660336102150003
230,[CH][C]1[CH]C=CC(=O)N1CCCCN,2.5687547487199995
231,O=C1C=C[C](C=C1)[C]1NN=C(C=C1C)Cl,2.5687547487200004
232,O[C@H]1[CH][C]2C=CC(=O)N2C[C@@H]1O,2.571475887225
233,[CH]/C=C(\CCCNCc1ccccc1)/C,2.57419702573
234,CCC1=N[CH]C(=O)C(=O)[N]1,2.574197025730001
235,CC(NN1C(=S)[N]N=C(C1=O)[CH2])C,2.5769181642350003
236,O=C1[N]c2c([C]1C)cccc2,2.5796393027399995
237,c1ccc(cc1)[N]C#C[N]c1ccccc1,2.57963930274
238,BrCCCC/C(=C\[CH])/C,2.582360441245
239,C1=C[CH][C]2[C]([CH]C1)C1=C([N]2)[CH][CH]C=C[CH]1,2.5823604412450005
240,CCC1=CC(=C[CH]N1)[C]1C=CC(=O)C(=C1)N,2.58508157975
241,[O][N]/C=C/1\[N][N]NN1C1CCCCC1,2.58508157975
242,C[Si]N([Si]C)C,2.587802718255
243,CC1=C[CH]C2=NC(=CC2=C1)[C]1C=CNN1,2.5878027182550003
244,O=C1[C](C)[CH][C@@H]2[C@H]1CCCC2,2.59052385676
245,CCONC1=[C][C]=C[C]=[C]1,2.5905238567600004
246,O=C1C=NC=C/C/1=C\1/N=CC=C2[C@@H]1C=CC=C2,2.593244995265
247,CC1=C[C]2[C@@H](C=C1)C(=O)[C]([CH][N]2)C(=O)C,2.5932449952650005
248,NC1=C(NOCc2ccccc2)C(=O)N=N1,2.59596613377
249,[CH]c1ccc(c(c1)[C@H](CCc1ccccc1)C)O,2.598687272275
250,CC[C](C1=C[CH]NC=C1)/C=C/1\C=CC(=O)C=C1,2.5986872722750003
251,OCC[C](C1=C(O)C=C[C]=C1)Cl,2.60140841078
252,[NH]C1=CC=C([CH]N1)/N=C(\c1cnns1)/O,2.604129549285
253,OC[C@H]1O[C@@H](C[C@H]1C)[B],2.604129549285
254,OC(=O)C[C]1CCC2=C1C=[C]C=C2F,2.60685068779
255,C[C]1NNc2c1c(C)nc1c2C(=N)N[N]1,2.6068506877900006
256,C[C]1C=C2C(=C1)[S@@](C[CH]2)[Si](C)C,2.6095718262950003
257,OC1=NC2=CC=[C]C=C2[C]1CNC1=CC=NC1,2.6122929647999995
258,CCC1=C/C(=C/2\C=CC(=O)C(=C2)C)/C=CC1=O,2.6122929648000004
259,OP([N]c1cccc2c1[N]C(=N2)C(=O)O)O,2.615014103305
260,C1=CC=CC(=C[CH]1)C#CC1=CC=C[CH]1,2.6150141033050005
261,[CH]/C=C(\CCCC(C)C)/C,2.61773524181
262,[B]CC=O,2.620456380315
263,OC[C@@H](C1=C(O)[C]([CH][C]C1)N1CCNCC1)N,2.6231775188199995
264,CC1=C/C(=C/C=C/2\C=CC(=O)C(=C2)C)/NN1,2.6231775188200004
265,O=C1[CH][CH][C]2[C]([CH][CH]1)c1c2cccc1,2.625898657325
266,CCN(C1=NN(C(=O)C1=O)C(C)(C)C)CC,2.6258986573250005
267,CC1=C(C(=O)N=N1)c1ccco1,2.62861979583
268,OCC1=C(CO)N=C2C1=NC=C2,2.631340934335
269,CN1[CH]C=C(N1)C1=Nc2c([N]1)cc(cc2)N,2.6313409343350003
270,CC1=C/C(=N/C=C/2\CCCCN2)/C(=O)C=C1,2.63406207284
271,O=C1C=C[CH]C2=NC3=CC=C[CH]N3C=C12,2.634062072840001
272,[CH2]c1cc2[N]N=C(c2c(=O)n1CCOC)N,2.6367832113450005
273,C1C[C]2[CH][C]3O[C@@H]1C[C]2C=C3,2.63950434985
274,C[Si]1(C)[Si]C[Si]O1,2.63950434985
275,O=C1C=C/C(=C/C2=CNc3c(O2)cccc3)/C=C1,2.642225488355
276,[N]([CH]C1=CC=C[CH]1)[N][CH]C1=CC=C[CH]1,2.64494662686
277,[NH]C1=C(N)C(=C[CH]N1)[N][N]c1ccccc1,2.647667765365
278,N#Cc1ccc(cc1Cl)[C]CC(=O)O,2.647667765365
279,[O][N][C](C1=N[C](SC(C)C)NN=C1)C,2.65038890387
280,C=C1O[C@@H]([C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)C)[B],2.6503889038700006
281,c1coc2c(c1)ccc1c2c2ccccc2n1,2.6531100423750003
282,O=C1C=C[C](C=C1)C1=NC(=C([C](N1)C)F)Cl,2.6558311808799995
283,O=C1C=C(N=C2C1=CC=C1[C@H]2C=CC=C1)C(C)C,2.6558311808800004
284,CC1=C(N)[C@@H](n2c([N]1)c([NH])c(n2)C)N,2.658552319385
285,OCCCC[CH]c1cnc(cn1)[N]C(=C)O,2.66127345789
286,O=C1[N]C=NC2=Cc3c([CH][C@@H]12)nccn3,2.6612734578900006
287,CCC1=C/C(=C\C=C\2/C=CC=CC2=O)/ON1,2.663994596395
288,O=C1[CH]N=C(C=C1)[N]Nc1cccs1,2.6667157349
289,BrC[C]1C=C[C@H]2C(=C1)C=N[N]C2=O,2.6667157349000004
290,CC(Cc1csc2c1[N]C(=O)C(=O)[N]2)C,2.669436873405
291,[O][N][C@H](C(=O)O)CCCc1ccc(cc1)OC,2.6694368734050005
292,[N]1[CH][CH][C]2CC[C@@]3(C[CH]1)C(=Nc1c3cccc1)[CH]2,2.67215801191
293,FC1=C[CH]C2=NC(=CC2=C1)[C]1C=CNN1,2.674879150415
294,OC(=O)/C(=C\C=C/1\N=C(O)C(=CC1=O)C)/O,2.674879150415
295,C[C](C1=Cc2ccccc2[N]C1=O)C,2.67760028892
296,F[C]1[CH][CH][CH][CH][C]1/C=N/N[C]1N[N]C(=N1)S,2.680321427425
297,O=C1C=C(C)c2c([N]1)c([CH2])c1c(c2)cc(o1)C,2.6803214274250005
298,c1ccc(cc1)[C]1NNC2=C3[C](N=C12)C=CC=C3,2.68304256593
299,[CH]COC(=O)CCc1c(C)cc(cc1C)O,2.683042565930001
300,OC(=O)C1=CCC2=CC=CN[C@H]2C1=O,2.685763704435
301,O=C1N=C(O)C2=C[CH]C3=NC=CC3=C2[N]1,2.6884848429399995
302,C1C[C]2[N][C@H]1CC2,2.68848484294
303,[B]c1nccnn1,2.691205981444999
304,[O][N]c1c2[nH]ccc3c2c(n2c1ccc2)ccc3,2.691205981445
305,N[CH][C][S],2.69392711995
306,N[N]C1=N[N]C(=NN1)N1CCOCC1,2.693927119950001
307,C[CH]C1=CC=C[C]2C1=CC=CN2C,2.696648258455
308,Fc1ccnc2c1[CH]Nc1c([C]2N)ccs1,2.69936939696
309,N#CC1=C[C](C(=C1)[C])CC/C(=N\C1CC1)/O,2.6993693969600008
310,N/N=C(\[C@@H]1C(=O)[N]c2c1cc1[N]NNc1c2)/O,2.702090535465
311,[O][N]C/C(=N\c1ccccc1C)/O,2.70481167397
312,OC[C]1S[CH]C1=C=O,2.70481167397
313,CC1=CC(=S)N=C2[C@@H]1C=CC=C2Cl,2.707532812475
314,Cc1nc(=S)c2-c(n1)o[nH]c2,2.707532812475
315,O=C1[N]C=NC2=CC=C([CH][C@H]12)N1CCCC1,2.71025395098
316,[O-][n+]1c(n[n+](c2c1cccc2)[O-])N1CCCC1,2.7102539509800003
317,CCN(C(=O)[CH]O[CH]c1cccnc1)CC,2.712975089485
318,C[C]1C[C@@H]2[C@@H]([CH]1)OC(OC2)(C)C,2.71569622799
319,C1=CCc2n(C=C1)cc1c2cc2ccccc2c1,2.7156962279900005
320,O=C1C=CC(=O)C2=C1[C@@](O)(OCC2)C(=O)C,2.718417366495
321,[C]1/C=C\CSc2c(SCC1)cccc2,2.7184173664950007
322,CC(Cc1ccc2c(c1)[N]C(=O)C(=C)[N]2)C,2.721138505
323,[NH]C1=CC2=NC=C[N]C2=CN1,2.7238596435049995
324,OC1=NC(=O)C2=CC=C3[C@@H](C2=C1)C=CC=C3,2.7238596435050004
325,OC(=O)[C@@H](/N=C(\CCc1sccc1[CH])/O)C,2.72658078201
326,C\1=C\[CH][CH][CH][CH][C]2[C](/C=C/[CH][CH]1)[CH][CH]C=N2,2.7265807820100005
327,OCCCCCCC[C]1CC[CH][C]1,2.729301920515
328,ClCC1=[C]C2=C(C=C1)[CH]2,2.7293019205150006
329,CC[N]C1=NC2=NC=C[N]C2=CN1,2.73202305902
330,O=C1C=C(Nc2ccc(cc2)F)C(=O)C(=C1)C,2.7320230590200008
331,COC1=CC(=S)C=CC1=C,2.734744197525
332,CCOC1=CC(=S)C=CC1=C,2.737465336029999
333,[NH]C1=C(NON1)C1=Nc2c([N]1)c(C)ccc2,2.73746533603
334,CC([B]C[B]C(C)C)C,2.740186474535
335,O=[C]c1ccc2c(c1)[nH]cn2.[CH2]Br,2.740186474535
336,O=C1C=CC=C2C1=NN=C1[C@@H]2C=CC=C1,2.74290761304
337,CC1=C2[C](NN1)C=NC1=NC=C[C]21,2.7429076130400003
338,O=N(=O)c1ccc(cc1)Cc1nc([nH]c1O)O,2.7456287515449995
339,Fc1cc(ccc1c1[nH][nH]c(=N)c1C)N(=O)=O,2.7456287515450004
340,OC(=N)C1=CS[C@H]2[C]1[CH][C]1C=C[C]2O1,2.74834989005
341,C#C[CH]/[S]=C\C#C,2.74834989005
342,S=C1NC(=N)C2=NNCC2=N1,2.751071028555
343,O=C1C(=O)C=NN1c1ccccc1,2.751071028555
344,[NH][N][N]C1=C[CH]C(=O)C(=C1)C(=N)O,2.7510710285550006
345,O=C1C(=C[C](C=C1F)C1=C[CH]NN=C1)F,2.75379216706
346,O=C1C=CC=C/C/1=C\N=c/1\ccn([nH]1)C,2.7537921670600003
347,[CH]1[CH][CH]C2=NC=C[CH]N2[CH][CH]1,2.756513305565
