,nAtom,SpMax_D,VMcGowan,ATS0se,NsCH3,SsOH,LogEE_D,ETA_shape_p,StCH,WPol,ATS5v,NsNH2,BalabanJ,SaaN,AATSC1p,NaaCH,Xch-3dv,ATSC1m,SlogP_VSA1,ATSC1dv,target
25,10,8.821870029750562,59.50000000000003,83.25039199999999,0,0.0,8.82227463687127,0.1518987341772152,0.0,2,0.0,1,2.1841055696360683,3.3217592592592595,0.00862465216,2,0.0,-0.018404799999935,5.733667477162185,10.2,18.119
26,9,8.28821575190018,60.19000000000005,70.387636,1,0.0,8.28877405204432,0.3571428571428571,0.0,2,339.29212516919114,0,2.19060968716425,0.0,-0.0367630894530617,0,0.0,-19.77679723456791,0.0,12.0,18.156
27,11,8.523734714584911,57.05000000000004,87.30773599999999,0,0.0,8.524303577779559,0.1219512195121951,0.0,2,0.0,0,2.08347591455898,0.0,0.0206006581757748,0,0.1666666666666666,15.699898223140549,5.316788604006331,7.0,18.256
28,8,12.046492721775463,53.04000000000001,85.407996,0,8.081527777777778,12.046510330255735,0.2439024390243901,0.0,4,82.0136306254668,0,2.2571532373031413,2.717592592592593,-0.0795177751562499,0,0.0,-48.03894100000002,5.822382246255434,-5.0,18.291
29,9,12.170449634088955,61.070000000000014,82.67621999999999,0,8.356111111111112,12.170468520160018,0.1136363636363636,0.0,5,86.9661749006239,0,2.1229179499593664,12.419351851851854,0.0047315779259259,1,0.0,-18.580466222222235,0.0,3.3333333333333344,18.347
30,12,5.16227766016838,59.00000000000006,89.720976,1,7.875,5.173116539955507,0.4545454545454545,0.0,1,93.2512332927908,0,1.9747448713915892,0.0,-0.029255422094909,0,0.0,-64.994009,0.0,-1.3611111111111125,18.431
31,10,12.170449634088955,65.18000000000004,86.73356399999999,0,8.418611111111112,12.170468520160018,0.1098901098901098,0.0,5,149.13366376248442,0,2.1229179499593664,10.007314814814816,-0.02448050178,2,0.0,-16.918227199999997,0.0,2.0,18.491
32,10,12.646764559569077,65.18000000000004,87.22252399999999,0,0.0,12.646774418859131,0.108695652173913,0.0,4,113.09737505639706,0,2.139963318649365,3.4950925925925924,-0.0764386299799999,2,0.0,13.78534079999998,0.0,3.0,18.595
33,10,12.170449634088955,65.18,86.73356399999999,0,0.0,12.17046852016002,0.1318681318681318,0.0,5,149.13366376248442,0,2.1229179499593664,6.815833333333333,-0.08686607038,2,0.0,1.0157328000000128,5.684502878635217,3.0,18.636
34,11,8.28821575190018,60.57000000000005,89.635764,1,0.0,8.28877405204432,0.3846153846153846,0.0,2,339.29212516919114,0,2.19060968716425,0.0,-0.1109015116483999,0,0.0,-6.799068661157005,0.0,12.958677685950413,18.727
35,12,8.82187002975057,67.72000000000006,90.87612,1,0.0,8.82227463687128,0.1785714285714285,0.0,2,93.2512332927908,0,2.184105569636068,3.7847222222222223,-0.08501599875,3,0.0,30.950974000000123,0.0,14.0,18.783
36,10,12.170449634088955,65.18,86.73356399999999,0,0.0,12.17046852016002,0.1318681318681318,0.0,5,144.18111948732732,0,2.1229179499593664,6.675925925925926,-0.03739007038,2,0.0,8.975780800000013,5.48770695145777,6.0,18.82
37,10,13.955289414598589,64.30000000000001,90.705696,0,0.0,13.955292641293685,0.0,0.0,6,31.083744430930263,0,2.041498555295002,6.905092592592593,-0.0160256910660036,2,0.0,28.941188840000017,0.0,10.96,18.897
38,10,13.955289414598592,64.30000000000001,89.72777599999998,0,0.0,13.955292641293688,0.0,0.0,6,0.0,0,2.041498555295002,14.09027777777778,-0.02805064590964,1,0.0,10.99598900000001,0.0,6.759999999999999,18.991
39,11,12.170449634088952,69.29000000000005,90.790908,0,8.41,12.170468520160014,0.1063829787234042,0.0,5,258.917735857846,0,2.122917949959366,6.847222222222222,-0.0207537370909091,3,0.0,-17.740385818181785,0.0,3.636363636363635,19.027
40,10,12.646764559569077,65.18000000000004,86.73356399999999,0,0.0,12.646774418859131,0.1098901098901098,0.0,4,113.09737505639706,0,2.139963318649365,6.64787037037037,-0.0052349598,1,0.0,4.395591200000009,0.0,5.0,19.066
41,10,12.646764559569077,69.10000000000002,80.92236399999999,0,0.0,12.646774418859131,0.125,0.0,4,86.9661749006239,0,2.139963318649365,3.614953703703704,-0.0235227200999999,2,0.0,-5.7818131999999895,0.0,2.4000000000000017,19.114
42,10,12.170449634088955,65.18,86.73356399999999,0,0.0,12.17046852016002,0.1318681318681318,0.0,5,232.7865357020728,0,2.1229179499593664,6.675925925925926,-0.03739007038,2,0.0,8.975780800000027,5.684502878635217,9.0,19.151
43,11,11.07483493577292,58.81000000000003,97.091068,0,0.0,11.074883856496514,0.1111111111111111,0.0,4,0.0,0,2.079676576612183,0.0,-0.0568681368501487,0,0.1360827634879543,31.725930842975323,0.0,10.438016528925626,19.204
44,11,13.955289414598592,68.41000000000003,94.27407999999998,0,0.0,13.955292641293688,0.0,0.0,6,260.5569771719675,0,2.041498555295002,7.554398148148149,-0.0846788784768312,3,0.0,33.43675091735544,0.0,9.826446280991734,19.268
45,12,9.196152422706636,57.24000000000007,97.17628,0,0.0,9.196418036653007,0.0,0.0,4,124.33497772372104,0,1.9155467020454344,0.0,-0.0541738370007671,0,0.3333333333333333,61.97353936111125,0.0,7.361111111111112,19.299
46,9,12.170449634088955,61.070000000000014,82.67621999999999,0,0.0,12.17046852016002,0.1363636363636363,0.0,5,82.0136306254668,0,2.1229179499593664,9.275462962962962,0.0092609461481481,1,0.0,11.289573777777786,5.48770695145777,9.333333333333334,19.364
47,12,8.82187002975057,67.72000000000006,91.36508,1,0.0,8.82227463687128,0.1764705882352941,0.0,2,93.2512332927908,0,2.184105569636068,0.0,-0.0415147642777778,3,0.0,20.614636666666826,0.0,14.666666666666668,19.399
48,8,10.74240472910473,61.76000000000004,69.813464,0,7.944444444444445,10.742456782927922,0.430379746835443,0.0,4,0.0,0,2.754184786037662,0.0,0.0262021086709911,0,0.0,-39.9618885625,0.0,-3.0625,19.442
49,9,12.046492721775468,57.15000000000003,88.97637999999999,0,8.161527777777778,12.04651033025574,0.2619047619047619,0.0,4,168.9798055260907,0,2.2571532373031413,2.842592592592593,-0.0505333953333333,0,0.0,-47.15592622222222,5.750822302661197,-0.6666666666666657,19.522
50,14,7.772001872658769,62.820000000000064,98.990808,0,0.0,7.773258286634803,0.0,0.0,1,124.33497772372104,0,2.1507624042150817,0.0,0.0410785422387346,0,0.4714045207910317,79.06351608163291,0.0,7.755102040816322,19.575
51,14,5.16227766016838,67.22000000000008,97.346704,2,0.0,5.173116539955507,0.5,0.0,1,279.75369987837234,0,1.9747448713915892,0.0,-0.0394985983064758,0,0.0,-61.76837193877557,0.0,0.1020408163265306,19.668
52,11,13.955289414598592,68.41000000000003,94.76304,0,0.0,13.955292641293688,0.0,0.0,6,260.5569771719675,0,2.041498555295002,3.74537037037037,-0.0734023523900543,3,0.0,25.270065892562013,0.0,7.917355371900829,19.71
53,11,12.170449634088955,69.29000000000002,90.790908,0,0.0,12.17046852016002,0.1276595744680851,0.0,5,263.87028013300306,0,2.1229179499593664,3.4791666666666665,-0.0479315267272727,3,0.0,4.177590181818218,5.684502878635217,6.636363636363637,19.747
54,12,9.971258158604131,63.80000000000007,97.17628,0,0.0,9.971390410121629,0.125,0.0,3,226.1947501127941,0,2.014266206295823,0.0,-0.0467468753888888,0,0.0,19.28929133333344,0.0,6.500000000000002,19.792
55,10,13.955289414598598,60.38000000000002,96.516896,0,0.0,13.955292641293694,0.0,0.0,6,164.0272612509336,0,2.041498555295002,6.726851851851851,-0.0757056718078218,0,0.0,25.93950100000003,9.473725907600098,12.44,19.823
56,9,10.742404729104726,61.95000000000001,79.682008,0,7.9375,10.742456782927915,0.4155844155844156,0.0,4,0.0,0,2.7541847860376616,0.0,0.0011605245190725,0,0.0,-40.22390677777776,0.0,-3.6790123456790127,19.861
57,12,7.459294270913422,64.68000000000006,93.204148,2,0.0,7.460499637077913,0.5970149253731343,0.0,2,0.0,0,2.5395388613593903,0.0,-0.118256401263637,0,0.0,-11.411798062499953,0.0,11.888888888888886,19.918
58,13,10.35502053905157,70.95000000000006,98.905596,0,0.0,10.355133813615852,0.0,0.0,2,62.16748886186053,0,2.1190715162660227,0.0,-0.012798620609229,0,0.0,41.79647467455632,0.0,4.792899408284022,19.963
59,10,12.170449634088955,65.18000000000004,86.24460399999998,0,0.0,12.17046852016002,0.1333333333333333,0.0,5,236.09983866310836,1,2.122917949959366,13.247037037037035,-0.0210534401999999,1,0.0,-8.376413599999957,5.733667477162185,12.0,19.998
60,9,12.646764559569087,64.99000000000004,77.35397999999999,0,0.0,12.646774418859142,0.1595744680851064,4.881759259259259,4,200.06354995702097,0,2.1399633186493645,6.507453703703704,-0.0084444853333333,1,0.0,24.38045066666665,0.0,9.666666666666664,20.031
61,11,12.170449634088955,69.29000000000002,90.790908,0,0.0,12.17046852016002,0.1276595744680851,0.0,5,232.7865357020728,0,2.1229179499593664,3.321759259259259,-0.0029533449090909,3,0.0,12.137638181818232,5.554026375483751,10.636363636363637,20.077
62,10,12.046492721775468,61.26000000000005,93.033724,1,0.0,12.04651033025574,0.2873563218390804,0.0,4,246.0408918764004,0,2.2571532373031413,3.162037037037037,-0.0931183002599999,0,0.0,26.95571080000005,5.822382246255434,34.8,20.108
63,13,9.97125815860413,67.91000000000005,100.744664,0,0.0,9.971390410121623,0.1219512195121951,0.0,3,226.1947501127941,0,2.014266206295823,0.0,-0.0570704843786982,0,0.0,21.81382338461548,0.0,8.692307692307697,20.138
64,13,8.82187002975057,71.83000000000007,94.933464,1,0.0,8.82227463687128,0.1724137931034483,0.0,2,186.5024665855816,0,2.184105569636068,0.0,-0.0512153364497041,4,0.0,23.03844615384623,0.0,10.769230769230774,20.193
65,12,12.486291006805002,59.40000000000002,98.33142399999998,0,0.0,12.486305246304882,0.091743119266055,0.0,4,0.0,0,2.060154952846373,0.0,-0.0259160854922444,0,0.2981423969999719,51.02131200000014,0.0,10.666666666666668,20.24
66,11,7.459294270913432,60.57000000000005,89.14680399999999,1,0.0,7.460499637077922,0.578125,0.0,2,186.5024665855816,1,2.5395388613593908,0.0,-0.0480878372864165,0,0.0,-51.5990229421487,11.050456081168516,12.41322314049586,20.274
67,11,12.170449634088955,69.29000000000005,90.30194799999998,0,0.0,12.17046852016002,0.1290322580645161,0.0,5,205.0160942321781,0,2.1229179499593664,6.662037037037036,0.0148219502479338,2,0.0,-3.2687221818181094,5.48770695145777,7.090909090909091,20.321
68,10,16.427289909297667,74.78000000000003,84.40553599999998,0,0.0,16.427290200017904,0.1111111111111111,0.0,7,417.2465230229312,0,2.125016255414672,10.547777777777778,-0.0732976794,2,0.0,8.396373600000011,0.0,3.4000000000000004,20.368
69,13,9.97125815860413,71.83000000000004,94.933464,0,0.0,9.971390410121623,0.1379310344827586,0.0,3,173.9323498012478,0,2.014266206295823,0.0,-1.494530994687711e-17,0,0.0,7.815970093361102e-14,0.0,9.076923076923077,20.406
70,12,10.667962986366238,67.72000000000006,90.87612,0,0.0,10.668023138831469,0.1428571428571428,0.0,3,347.86469960249553,0,1.8762858948376275,0.0,-0.0566773325,0,0.2236067977499789,20.63398266666679,0.0,8.666666666666659,20.445
71,10,15.570693777948206,66.94000000000003,96.002264,0,0.0,15.570694452209125,0.1694915254237288,0.0,7,31.083744430930263,0,2.2306376583301173,6.044444444444444,-0.0612455196,2,0.0,1.6124460851200144,0.0,5.6,20.489
72,11,10.054778408783754,63.61000000000004,87.30773599999999,1,0.0,10.054886600872877,0.3292682926829269,0.0,3,260.8985247018717,0,2.0939105154408764,0.0,-0.0462983667768594,0,0.1360827634879543,17.775966181818244,0.0,18.0,20.526
73,14,10.707086784978076,64.58000000000006,108.28517999999998,0,0.0,10.70716882309745,0.0,0.0,4,186.5024665855816,0,1.9806462690463509,0.0,-0.0301918838408156,0,0.1825741858350553,91.98349172449004,0.0,11.591836734693882,20.555
74,10,12.170449634088955,65.18000000000004,86.73356399999999,0,0.0,12.17046852016002,0.1318681318681318,0.0,5,113.09737505639706,0,2.1229179499593664,6.300925925925926,-0.00490007038,2,0.0,12.95979680000002,5.48770695145777,10.0,20.605
75,11,12.646764559569077,65.37000000000003,96.602108,0,8.230231481481482,12.64677441885913,0.1123595505617977,0.0,4,345.8839107584699,0,2.1399633186493645,6.7538425925925925,-0.0395974288595041,1,0.0,-1.056043999999936,0.0,10.181818181818183,20.626
76,11,12.170449634088955,69.29000000000005,90.30194799999998,1,0.0,12.17046852016002,0.1612903225806451,0.0,5,260.8985247018717,0,2.1229179499593664,13.523796296296297,-0.0299665110743801,1,0.0,38.10182545454553,0.0,31.81818181818182,20.659
77,14,8.496968025764426,65.46000000000008,104.802008,0,0.0,8.49755176007658,0.0,0.0,2,0.0,0,2.089636664340894,0.0,-0.0098566634917225,0,0.25,59.969118612245126,0.0,7.653061224489791,20.683
78,11,8.28821575190018,64.49000000000007,83.824564,0,7.92375,8.28877405204432,0.3571428571428571,4.729027777777778,2,258.917735857846,0,2.19060968716425,0.0,-0.006469970402119,0,0.0,-53.19061573553719,0.0,-3.024793388429752,20.716
79,12,10.667962986366229,63.80000000000007,97.17628,0,0.0,10.66802313883146,0.125,0.0,3,226.1947501127941,0,1.8762858948376275,0.0,-0.0467468753888888,0,0.1666666666666666,19.28929133333344,0.0,5.500000000000002,20.727
80,12,9.971258158604131,67.72000000000006,91.36508,0,0.0,9.971390410121629,0.1764705882352941,5.003796296296296,3,206.34860834918783,0,2.014266206295823,0.0,-0.0415147642777778,0,0.0,20.61463666666681,0.0,3.3333333333333304,20.748
81,10,15.92690319476692,66.94000000000003,96.516896,0,0.0,15.92690359099365,0.202020202020202,0.0,6,164.0272612509336,0,2.242040082092553,3.1267592592592592,0.0001823270799999,2,0.0,29.915623999999998,0.0,9.8,20.768
82,12,9.971258158604131,67.72000000000006,91.36508,0,0.0,9.971390410121629,0.1764705882352941,4.958796296296296,3,406.3773379734164,0,2.014266206295823,0.0,-0.0415147642777778,0,0.0,20.6146366666668,0.0,7.333333333333331,20.79
83,14,10.404089809704027,64.58000000000006,108.28517999999998,0,0.0,10.404190997911682,0.0,0.0,3,31.083744430930263,0,2.0181462690463507,0.0,0.0055473655341842,0,0.3027494301546209,70.02150372449007,5.316788604006331,8.877551020408166,20.805
84,13,12.437943148395568,70.95000000000006,98.41663599999998,0,0.0,12.437956735154955,0.1212121212121212,0.0,4,347.86469960249553,0,1.9410153799121117,0.0,-0.0231805665365325,0,0.0,41.81139628402377,0.0,10.177514792899403,20.828
85,11,12.046492721775484,65.37000000000003,96.11314799999998,1,8.3475,12.046510330255757,0.284090909090909,0.0,4,360.777508246919,0,2.2571532373031413,9.85648148148148,-0.0522614716363636,0,0.0,8.757058545454559,0.0,28.181818181818183,20.874
86,10,13.01632253371173,65.18,87.22252399999999,0,0.0,13.016329404835009,0.2391304347826087,0.0,5,173.9323498012478,0,2.160525101686843,0.0,-0.04613959028,0,0.0,9.187155600000052,0.0,7.0,20.939
87,10,12.10931150391298,66.06000000000006,83.739352,0,0.0,12.109325540282486,0.3125,4.680694444444445,3,532.2027348168585,0,2.3390923149762908,0.0,-0.0921653893484266,0,0.0,1.385223840000041,0.0,2.2400000000000007,20.964
88,14,8.496968025764426,65.46000000000008,104.802008,0,0.0,8.49755176007658,0.0,0.0,2,248.6699554474421,0,2.089636664340894,0.0,-0.0098566634917225,0,0.25,59.969118612245126,0.0,15.653061224489806,20.986
89,14,8.146800595958767,65.46000000000008,104.802008,1,0.0,8.147714735563376,0.1764705882352941,0.0,1,93.2512332927908,0,2.1865950091202,0.0,-0.0098566634917225,0,0.0,59.969118612245126,0.0,21.653061224489807,21.01
90,12,12.170449634088952,73.40000000000003,94.35929199999998,0,0.0,12.170468520160014,0.125,0.0,5,440.7743853653822,1,2.122917949959366,7.291666666666666,-0.0111908891666666,3,0.0,-11.304678666666693,5.733667477162185,8.999999999999998,21.04
91,12,10.054778408783754,67.72000000000006,90.87612,1,0.0,10.054886600872877,0.3214285714285714,0.0,3,260.8985247018717,0,2.0939105154408764,0.0,-0.0566773325,0,0.1825741858350553,20.63398266666679,0.0,14.66666666666666,21.063
92,11,11.717102206762572,65.37000000000003,96.11314799999998,1,0.0,11.717126434781296,0.284090909090909,0.0,5,93.2512332927908,0,2.325296719877603,6.511574074074074,-0.0618035030578512,0,0.0,24.87288181818189,5.689743398203474,28.636363636363637,21.082
93,10,15.306623862918084,66.94000000000003,96.002264,0,0.0,15.306624736322837,0.1694915254237288,0.0,8,31.083744430930263,0,2.279400270958367,6.160185185185185,-0.0287555196,2,0.0,5.596462085120017,0.0,6.6,21.093
94,13,10.819946419966634,60.47000000000007,104.716796,0,0.0,10.820015229618487,0.0,0.0,4,124.33497772372104,0,2.0431348164461958,0.0,-0.0215908262322966,0,0.1443375672974064,75.47932795266289,0.0,16.0,21.129
95,12,13.955289414598592,72.52000000000004,98.820384,0,0.0,13.955292641293688,0.0,0.0,6,291.64072160289777,0,2.041498555295002,0.0,-0.0463197444029999,4,0.0,32.96993700000013,0.0,10.444444444444446,21.154
96,9,15.30662386291808,62.830000000000005,92.446716,0,0.0,15.306624736322831,0.1903367496339678,0.0,8,0.0,0,2.279400270958367,5.519907407407407,-0.0138107611851851,1,0.0,8.868965162666669,5.428790391900541,6.111111111111112,21.166
97,11,12.10931150391298,66.25000000000006,93.118936,1,0.0,12.109325540282486,0.3246753246753246,0.0,3,761.675967557896,0,2.3390923149762908,0.0,-0.1400265670836569,0,0.0,7.735856057851278,0.0,12.512396694214878,21.182
98,13,9.656854249492378,67.91000000000005,100.744664,1,0.0,9.657033215324558,0.3292682926829268,0.0,2,406.71888550332056,0,2.1123724356957947,0.0,-0.0280021407810651,0,0.0,10.73688953846164,0.0,19.615384615384617,21.198
99,13,13.712954330346896,70.07000000000004,101.89980799999998,0,0.0,13.71295861355284,0.0,0.0,6,267.18358309403857,0,1.9213770816279536,7.669953703703704,0.0003690793855817,1,0.2357022603955158,66.52367603550307,0.0,21.80473372781066,21.221
100,14,8.523734714584911,65.46000000000008,104.802008,0,8.758101851851851,8.524303577779559,0.1176470588235294,0.0,2,93.2512332927908,0,2.08347591455898,0.0,0.0481955815749441,0,0.2357022603955158,16.089154612245153,0.0,2.081632653061221,21.241
101,10,15.570693777948208,66.94000000000003,96.0151,0,0.0,15.570694452209128,0.206599713055954,0.0,7,192.23341227743836,0,2.2306376583301173,6.164444444444444,-0.08969653392,1,0.0,-16.931493432319996,5.684502878635217,2.4000000000000004,21.254
102,14,8.82187002975057,72.02000000000008,104.802008,0,8.666666666666668,8.82227463687128,0.1176470588235294,0.0,2,62.16748886186053,0,2.184105569636068,0.0,0.022812643142857,0,0.0,-19.941709142856944,0.0,-0.8571428571428599,21.267
103,10,15.888194417315582,66.94,96.0151,0,0.0,15.888194908016288,0.1865136298421807,0.0,7,195.73116753966912,0,2.1923771580194718,5.820601851851851,-0.0402282402,1,0.0,-13.951962714879992,5.559266895052007,3.0,21.287
104,14,12.389261748455482,67.62000000000005,105.95715199999998,0,0.0,12.3892802439589,0.0,0.0,4,93.2512332927908,0,2.0452109513507217,0.0,-0.005290520839228,0,0.0,85.41549826530628,0.0,16.0,21.306
105,11,13.955289414598594,68.41000000000003,94.27407999999998,0,0.0,13.95529264129369,0.0,0.0,6,86.9661749006239,0,2.041498555295002,6.9470833333333335,0.0042034540231686,2,0.0,19.43481091735544,0.0,11.826446280991735,21.318
106,13,12.170449634088955,77.51000000000005,98.41663599999998,1,0.0,12.17046852016002,0.1515151515151515,0.0,5,645.4489320676562,0,2.1229179499593664,7.736111111111111,-0.0482931117159763,3,0.0,19.04675323076933,0.0,20.000000000000007,21.333
107,14,9.97125815860413,72.02000000000008,104.802008,0,0.0,9.971390410121623,0.1176470588235294,0.0,3,226.1947501127941,0,2.014266206295823,0.0,-1.149873846933198e-16,0,0.0,2.0250467969162853e-13,0.0,4.571428571428569,21.345
108,10,12.046492721775468,61.26000000000002,93.033724,0,8.272638888888888,12.04651033025574,0.2528735632183908,0.0,4,200.0635499570209,0,2.2571532373031413,0.0,-0.0520069639399999,1,0.0,-39.249548,5.750822302661197,0.3999999999999972,21.359
109,10,15.30662386291808,66.94,96.50406,0,0.0,15.306624736322831,0.1846590909090909,0.0,8,74.1834929458842,0,2.279400270958367,3.203425925925926,-0.0780174533199999,2,0.0,3.0198835251200187,5.625586319077987,3.8,21.371
110,13,9.656854249492378,67.91000000000005,100.744664,1,0.0,9.657033215324558,0.3048780487804878,0.0,2,246.0408918764004,0,2.1123724356957947,0.0,-0.0570704843786982,0,0.0,21.813823384615496,0.0,14.230769230769234,21.382
111,12,11.820090342537826,66.84000000000003,94.848252,0,0.0,11.820113363942635,0.1237113402061855,0.0,4,0.0,0,2.063089523756846,0.0,-0.0136595410143028,0,0.2041241452319315,32.98935067361123,0.0,11.52777777777778,21.405
112,10,12.046492721775468,61.26000000000002,92.544764,0,8.255138888888888,12.046510330255742,0.2325581395348837,0.0,4,113.09737505639706,0,2.2571532373031413,3.078703703703704,-0.00608602318,0,0.0,-57.21786800000004,5.689743398203474,-2.400000000000002,21.422
113,13,11.705743342509322,67.03000000000007,104.22783599999998,0,0.0,11.705772860205158,0.1276595744680851,0.0,4,319.7527106026967,0,1.9924149608479125,0.0,-0.0047804368729654,0,0.0,20.544909136094788,5.316788604006331,5.0,21.441
114,12,11.820090342537826,66.84000000000006,94.848252,0,0.0,11.820113363942635,0.1237113402061855,0.0,4,173.9323498012478,0,2.063089523756846,0.0,-0.0136595410143028,0,0.2041241452319315,32.98935067361124,0.0,15.52777777777778,21.459
115,14,12.89083051656202,66.34000000000005,118.06851199999998,0,0.0,12.890840497109409,0.0,0.0,5,62.16748886186053,0,2.0158093850602072,0.0,-0.0528215258835689,0,0.1360827634879543,76.00764600000025,0.0,8.306122448979593,21.476
