,ATS0Z,nHeavyAtom,nF,nHetero,nO,SZ,ATS0dv,ATS0m,ATSC0se,SsF,AATS0se,AMID_X,ATSC0i,SM1_Dzp,ATS2dv,ATS3dv,ATS0s,ATS4dv,SM1_DzZ,AATS1se,target
40,470.0,9,2,5,1,11.0,230.0,1949.32735929954,2.96088,23.78101851851852,9.941270909090909,0.3878395371740628,52.86717501608015,-6.115067236429898,267.0,254.0,196.3333333333333,118.0,1.2023809523809526,8.977692000000003,-538.02313
41,470.0,9,2,5,1,11.0,232.0,1949.32735929954,2.96088,23.771342592592596,9.941270909090909,0.388211359385395,52.86717501608015,-6.115067236429898,280.0,236.0,188.5833333333333,104.0,1.2023809523809526,8.984132,-537.98804
42,470.0,9,2,5,1,10.999999999999998,232.0,1949.32735929954,2.96088,23.837592592592596,9.941270909090909,0.3881122067957064,52.86717501608013,-6.115067236429898,256.0,254.0,188.5833333333333,128.0,1.2023809523809526,9.021112363636364,-537.93396
43,470.0,9,3,3,0,12.333333333333332,182.0,1959.5794024493105,4.764592799999999,34.479166666666664,8.357310000000004,0.5568180435824632,76.35199316157251,-5.994614003590664,212.0,78.0,218.84027777777777,67.0,1.0,7.839396421052634,-534.71515
44,468.0,9,1,5,3,10.999999999999998,228.0,1904.12798814977,2.752414545454545,11.790555555555557,9.986888727272726,0.1941428619138307,35.50134897995289,-5.763269279062829,282.0,200.0,184.5833333333333,188.0,1.2261904761904765,9.120983272727274,-533.89465
45,468.0,9,1,5,3,11.0,228.0,1904.1279881497696,2.752414545454545,11.918842592592592,9.986888727272726,0.1939693448818757,35.50134897995288,-5.763269279062829,272.0,251.0,184.58333333333331,114.0,1.2261904761904765,9.120983272727274,-533.8631
46,468.0,9,3,3,0,12.0,190.0,1957.5472744493104,4.61736,35.022222222222226,8.539404000000003,0.5596201421230617,76.31570401052045,-5.994614003590664,243.0,99.0,214.61805555555557,67.0,1.0,7.9029880000000015,-533.49646
47,468.0,9,3,3,0,12.0,188.0,1957.5472744493104,4.61736,34.33125,8.539404000000003,0.5575739347655777,76.31570401052045,-5.994614003590664,211.0,62.0,213.34027777777777,79.0,1.0,7.9029880000000015,-533.4916
48,466.0,9,3,3,0,11.666666666666668,206.0,1955.5151464493104,4.433318999999999,33.72708333333334,8.767021500000002,0.5571526835726623,76.27034257170538,-5.994614003590664,268.0,104.0,222.84027777777777,71.0,1.0,8.031866933333333,-532.27057
49,458.0,8,3,4,1,10.999999999999996,206.0,1922.95490544931,4.847859733333331,33.9375,9.236201866666669,0.62109375,65.43981766584291,-7.076908267929816,270.0,147.0,246.125,0.0,1.25,8.413170857142863,-531.3517
50,464.0,9,3,3,0,11.33333333333333,210.0,1953.48301844931,4.196694857142857,34.746805555555554,9.05967257142857,0.5575616478267867,76.21202072180031,-5.994614003590664,259.0,136.0,226.61805555555557,96.0,1.0,8.127375428571431,-531.04614
51,456.0,8,3,4,1,10.666666666666664,210.0,1920.9227774493104,4.490592,33.99347222222222,9.623546153846153,0.6256388320771152,65.39284275618917,-7.0769082679298165,255.0,125.0,240.36805555555557,105.0,1.25,8.545357230769234,-530.1209
52,466.0,9,1,6,2,11.0,226.0,1896.2879641497696,2.3383301818181814,11.810555555555556,9.942437818181816,0.1941428619138307,33.642824710934704,-5.717338651087314,293.0,196.0,175.83333333333331,178.0,1.261904761904762,9.226997090909093,-530.06604
53,466.0,9,1,6,2,10.999999999999998,228.0,1896.28796414977,2.3383301818181814,11.967453703703704,9.942437818181816,0.1939693448818756,33.642824710934704,-5.717338651087312,286.0,244.0,169.58333333333331,88.0,1.261904761904762,9.263977454545456,-530.00653
54,466.0,9,1,6,2,11.0,226.0,1896.2879641497696,2.3383301818181814,11.772638888888888,9.942437818181816,0.1942420145035193,33.64282471093471,-5.717338651087314,295.0,242.0,157.83333333333331,92.0,1.261904761904762,9.378810181818183,-529.9574
55,466.0,9,0,5,5,10.999999999999998,230.0,1858.928617,2.541586181818181,0.0,10.032506545454543,0.0,14.083531554734718,-5.41147132169576,280.0,153.0,150.30555555555554,120.0,1.25,9.276986545454548,-529.72217
56,464.0,9,0,6,4,10.999999999999998,220.0,1851.088593,2.1277505454545445,0.0,9.988055636363637,0.0,15.821269809352902,-5.365540693720245,304.0,192.0,161.58333333333331,170.0,1.2857142857142858,9.472241090909092,-525.9438
57,464.0,9,0,6,4,10.999999999999998,226.0,1851.088593,2.1277505454545445,0.0,9.988055636363637,0.0,15.821269809352902,-5.365540693720245,300.0,163.0,131.30555555555554,110.0,1.2857142857142858,9.528373454545454,-525.85406
58,464.0,9,0,6,4,11.0,228.0,1851.088593,2.1277505454545445,0.0,9.988055636363637,0.0,15.8212698093529,-5.365540693720245,263.0,203.0,184.58333333333331,137.0,1.2857142857142858,9.481061454545452,-525.75134
59,462.0,9,0,7,3,11.0,224.0,1843.248569,1.7138887272727268,0.0,9.943604727272726,0.0,14.36721842351654,-5.319610065744728,276.0,207.0,183.5833333333333,124.0,1.3214285714285716,9.561900727272729,-521.9682
60,458.0,9,2,4,1,11.0,214.0,1898.41149529954,3.276881,23.88351851851852,9.450943666666666,0.3878395371740628,56.66781938297688,-5.59688541824808,231.0,242.0,192.3333333333333,104.0,1.0595238095238098,8.617652333333336,-521.957
61,458.0,9,2,4,1,11.0,216.0,1898.41149529954,3.276881,23.944953703703703,9.450943666666666,0.388211359385395,56.66781938297688,-5.59688541824808,234.0,217.0,184.5833333333333,108.0,1.0595238095238098,8.623555666666668,-521.9196
62,456.0,9,2,5,0,10.999999999999998,222.0,1890.57147129954,2.860616999999999,23.852222222222224,9.410196999999998,0.3882857238276614,53.644020888076895,-5.550954790272563,273.0,180.0,170.33333333333331,138.0,1.0952380952380951,8.623813000000004,-518.1663
63,456.0,9,2,5,0,10.999999999999998,212.0,1890.57147129954,2.8606169999999995,23.83888888888889,9.410196999999998,0.3882857238276614,53.644020888076895,-5.550954790272563,242.0,192.0,183.5833333333333,174.0,1.0952380952380951,8.714831666666669,-518.13403
64,456.0,9,2,5,0,10.999999999999998,214.0,1890.57147129954,2.860616999999999,24.152962962962963,9.410196999999998,0.3878891134689071,53.64402088807689,-5.550954790272563,239.0,244.0,177.33333333333334,120.0,1.0952380952380951,8.731557,-518.10284
65,456.0,9,1,4,3,10.999999999999998,212.0,1853.2121241497696,3.0868679999999995,12.016064814814817,9.49276,0.1939693448818756,36.88162037517689,-5.245087460881011,247.0,221.0,180.5833333333333,97.0,1.0833333333333337,8.749002666666668,-517.8113
66,454.0,9,1,5,2,10.999999999999996,212.0,1845.3721001497695,2.670831999999999,11.941666666666666,9.452013333333332,0.1941428619138307,37.15439586027689,-5.199156832905494,264.0,184.0,165.58333333333331,152.0,1.119047619047619,8.846182,-514.01654
67,454.0,9,1,5,2,10.999999999999998,212.0,1845.3721001497695,2.670831999999999,11.974398148148149,9.452013333333332,0.1939693448818757,37.15439586027689,-5.199156832905494,256.0,236.0,165.58333333333334,88.0,1.119047619047619,8.846182,-514.00244
68,454.0,9,1,5,2,10.999999999999998,212.0,1845.3721001497695,2.670831999999999,12.078564814814817,9.452013333333332,0.1939693448818757,37.15439586027689,-5.199156832905494,259.0,215.0,165.58333333333331,85.0,1.119047619047619,8.846182,-513.9943
69,454.0,9,1,5,2,10.999999999999996,212.0,1845.37210014977,2.670831999999999,11.925787037037036,9.452013333333332,0.1939693448818756,37.154395860276885,-5.199156832905494,260.0,244.0,165.58333333333331,76.0,1.119047619047619,8.846182,-513.9872
70,454.0,9,1,5,2,11.0,208.0,1845.37210014977,2.670831999999999,11.870555555555557,9.452013333333332,0.1941428619138307,37.154395860276885,-5.199156832905494,265.0,184.0,161.58333333333331,153.0,1.119047619047619,8.945542000000001,-513.9743
71,454.0,9,1,5,2,10.999999999999996,212.0,1845.3721001497695,2.670831999999999,11.92375,9.452013333333332,0.1942420145035193,37.154395860276885,-5.199156832905494,248.0,220.0,165.58333333333331,88.0,1.119047619047619,8.880080666666666,-513.9531
72,454.0,9,1,5,2,10.999999999999998,220.0,1845.3721001497695,2.670831999999999,11.89263888888889,9.452013333333332,0.1942420145035193,37.15439586027689,-5.199156832905494,268.0,212.0,158.58333333333334,64.0,1.119047619047619,8.789062000000001,-513.94073
73,454.0,9,1,5,2,10.999999999999998,212.0,1845.3721001497695,2.670831999999999,12.159490740740742,9.452013333333332,0.1935975226705434,37.15439586027689,-5.199156832905494,238.0,263.0,165.58333333333334,98.0,1.119047619047619,8.880080666666666,-513.9253
74,458.0,9,0,5,4,12.0,158.0,1806.269113,3.308801999999999,0.0,8.56870777777778,0.0,18.8818444327316,-4.847358875538426,138.0,175.0,190.5833333333333,108.0,1.1428571428571428,8.527619764705882,-513.42267
75,456.0,9,0,5,4,11.666666666666668,180.0,1804.236985,3.1013217499999994,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,143.0,138.0,180.05555555555554,99.0,1.1428571428571428,8.568037866666666,-512.2482
76,456.0,9,0,5,4,11.666666666666668,176.0,1804.236985,3.1013217499999994,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,143.0,166.0,194.05555555555557,125.0,1.1428571428571428,8.5633152,-512.235
77,456.0,9,0,5,4,11.666666666666668,196.0,1804.236985,3.1013217499999994,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,173.0,150.0,196.05555555555557,91.0,1.1428571428571428,8.488549866666666,-512.18225
78,454.0,9,0,5,4,11.33333333333333,194.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,218.0,196.0,167.08333333333334,110.0,1.1428571428571428,8.706772285714287,-511.07065
79,454.0,9,0,5,4,11.33333333333333,198.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,158.0,128.0,183.52777777777777,132.0,1.1428571428571428,8.615443076923079,-511.05508
80,454.0,9,0,5,4,11.333333333333329,198.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,236.0,198.0,153.08333333333331,114.0,1.1428571428571428,8.711832285714289,-511.04257
81,454.0,9,0,5,4,11.33333333333333,198.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,162.0,136.0,165.52777777777777,110.0,1.1428571428571428,8.712609230769232,-511.0362
82,454.0,9,0,5,4,11.33333333333333,194.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,158.0,178.0,206.05555555555557,116.0,1.1428571428571428,8.60468676923077,-511.02463
83,454.0,9,0,5,4,11.33333333333333,206.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,278.0,140.0,111.55555555555554,67.0,1.1428571428571428,8.840970000000002,-511.01038
84,454.0,9,0,5,4,11.33333333333333,192.0,1802.2048569999995,2.834561428571428,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,215.0,210.0,156.83333333333334,125.0,1.1428571428571428,8.820994,-510.9744
85,452.0,9,1,6,1,10.999999999999998,208.0,1837.5320761497696,2.254772,11.906111111111112,9.411266666666664,0.1941428619138307,34.50136417496024,-5.153226204929979,264.0,184.0,164.58333333333331,154.0,1.154761904761905,8.937458000000001,-510.21332
86,452.0,9,1,6,1,10.999999999999998,208.0,1837.5320761497696,2.254772,12.029953703703704,9.411266666666664,0.1939693448818756,34.50136417496024,-5.153226204929979,256.0,222.0,164.58333333333331,82.0,1.154761904761905,8.954183333333335,-510.1648
87,452.0,9,1,6,1,10.999999999999998,208.0,1837.5320761497696,2.254772,11.831666666666669,9.411266666666664,0.1942420145035193,34.50136417496024,-5.153226204929979,270.0,209.0,146.58333333333331,92.0,1.154761904761905,9.07662,-510.11572
88,452.0,9,1,6,1,10.999999999999998,218.0,1837.5320761497696,2.254772,12.032592592592591,9.411266666666664,0.1938701922921871,34.50136417496024,-5.153226204929979,257.0,246.0,156.55555555555554,76.0,1.154761904761905,8.902364666666669,-510.07837
89,452.0,9,0,5,4,10.999999999999998,206.0,1800.1727289999997,2.478880999999999,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,254.0,181.0,167.83333333333331,138.0,1.1428571428571428,8.971629,-509.86163
90,452.0,9,0,5,4,10.999999999999998,204.0,1800.1727289999997,2.478880999999999,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,260.0,232.0,157.58333333333331,88.0,1.1428571428571428,9.070989000000004,-509.8464
91,452.0,9,0,5,4,10.999999999999998,206.0,1800.1727289999997,2.478880999999999,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,267.0,218.0,149.83333333333334,96.0,1.1428571428571428,9.076892333333335,-509.82755
92,452.0,9,0,5,4,10.999999999999998,210.0,1800.1727289999997,2.478880999999999,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,198.0,214.0,200.80555555555557,139.0,1.1428571428571428,8.775935272727274,-509.81436
93,440.0,8,3,4,0,10.333333333333332,214.0,1860.1347614493104,3.9367129999999992,33.68097222222222,9.603129666666666,0.6240493373243035,65.84188337443065,-6.512795821772482,249.0,130.0,245.59027777777777,105.0,1.1428571428571428,8.437709090909095,-509.08258
94,452.0,9,0,6,3,11.333333333333329,190.0,1794.3648329999994,2.417169428571428,0.0,9.06242314285714,0.0,17.79888279380034,-4.80142824756291,207.0,148.0,123.05555555555554,127.0,1.1785714285714288,9.037776285714283,-507.10135
95,450.0,9,0,6,3,10.999999999999998,202.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,273.0,180.0,148.83333333333331,148.0,1.1785714285714288,9.168168333333334,-506.0574
96,450.0,9,0,6,3,10.999999999999998,200.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,283.0,176.0,138.58333333333331,139.0,1.1785714285714288,9.267528333333336,-506.02335
97,450.0,9,0,6,3,10.999999999999998,208.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,280.0,149.0,120.05555555555554,93.0,1.1785714285714288,9.213719666666668,-506.00275
98,450.0,9,0,6,3,10.999999999999996,204.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,268.0,212.0,142.58333333333334,96.0,1.1785714285714288,9.202067,-505.98978
99,450.0,9,0,6,3,10.999999999999996,208.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,245.0,132.0,120.05555555555554,121.0,1.1785714285714288,9.230445,-505.9828
100,450.0,9,0,6,3,11.0,206.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,271.0,232.0,134.83333333333334,68.0,1.1785714285714288,9.207970333333334,-505.96533
101,450.0,9,0,6,3,10.999999999999996,216.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,283.0,184.0,113.05555555555554,99.0,1.1785714285714288,9.139426333333336,-505.94315
102,450.0,9,0,6,3,11.0,212.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,259.0,174.0,165.58333333333331,129.0,1.1785714285714288,9.142355000000002,-505.92255
103,450.0,9,0,6,3,10.999999999999996,212.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,222.0,134.0,112.52777777777776,76.0,1.1785714285714288,9.173325,-505.9067
104,450.0,9,0,6,3,11.0,220.0,1792.3327049999996,2.0630489999999995,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,263.0,189.0,158.58333333333331,121.0,1.1785714285714288,9.085235000000004,-505.8819
105,448.0,9,0,6,3,10.666666666666668,224.0,1790.3005769999995,1.5672803999999998,0.0,10.000006799999998,0.0,17.30713453786409,-4.80142824756291,255.0,289.0,147.80555555555554,120.0,1.1785714285714288,9.2944484,-504.88153
106,448.0,9,0,6,3,10.666666666666664,224.0,1790.3005769999995,1.5672803999999996,0.0,10.000006799999998,0.0,17.30713453786409,-4.80142824756291,261.0,251.0,147.80555555555554,114.0,1.1785714285714288,9.2944484,-504.71942
107,444.0,9,2,4,0,10.999999999999998,198.0,1839.65560729954,3.04338523076923,23.994444444444444,8.998439076923075,0.3882857238276614,57.97443194690487,-5.032772972090745,217.0,180.0,173.33333333333331,148.0,0.9523809523809526,8.402707384615386,-502.10236
108,444.0,9,2,4,0,10.999999999999998,206.0,1839.65560729954,3.04338523076923,24.099814814814813,8.998439076923075,0.3881122067957064,57.97443194690488,-5.032772972090745,231.0,194.0,166.33333333333331,102.0,0.9523809523809526,8.318690153846157,-502.09055
109,444.0,9,2,4,0,10.999999999999998,206.0,1839.65560729954,3.04338523076923,23.98101851851852,8.998439076923075,0.3878395371740628,57.97443194690488,-5.032772972090745,237.0,230.0,166.33333333333334,60.0,0.9523809523809526,8.318690153846157,-502.08646
110,444.0,9,2,4,0,10.999999999999998,196.0,1839.65560729954,3.0433852307692306,24.11856481481481,8.998439076923075,0.388211359385395,57.97443194690487,-5.032772972090745,210.0,194.0,179.58333333333331,96.0,0.9523809523809526,8.402707384615386,-502.05878
111,444.0,9,2,4,0,10.999999999999998,196.0,1839.65560729954,3.0433852307692306,24.165972222222223,8.998439076923075,0.387542079404997,57.97443194690487,-5.032772972090745,220.0,243.0,179.58333333333331,86.0,0.9523809523809526,8.402707384615384,-502.04486
112,448.0,9,0,4,4,12.33333333333333,134.0,1757.3853769999994,3.430892952380951,0.0,8.17766723809524,0.0,20.914900733832937,-4.329177057356608,114.0,146.0,167.84027777777777,75.0,1.0,8.2561664,-498.5223
113,448.0,9,0,4,4,12.33333333333333,132.0,1757.3853769999994,3.430892952380951,0.0,8.17766723809524,0.0,20.914900733832937,-4.329177057356608,104.0,120.0,166.5625,150.0,1.0,8.2561664,-498.50473
