,nH,nAtom,ATS2i,ATS3i,ETA_epsilon_5,AATSC0s,ATS3p,NssssC,StCH,NssCH2,NaaCH,GATS1i,TIC0,SMR_VSA7,NaaO,ATS3d,ETA_dEpsilon_D,SMR_VSA6,EState_VSA10,SlogP_VSA2,target
11,1,9,1883.3570989654004,1841.54441279905,1.0444444444444445,3.050068587105625,10.465320296000002,0,0.0,0,0,1.0085852434384814,17.019550008653873,15.97414987863356,2,30.0,0.0930555555555554,0.0,4.794537184071822,10.542733088958547,0.046269
12,1,9,2050.9689657167,2147.3698811746003,1.130952380952381,5.352537722908092,10.959428310999998,0,0.0,0,1,0.9015118947880312,19.774437510817343,22.434187915808774,1,31.0,0.0,0.0,9.184952231746642,10.370048352780312,0.046905
13,1,9,2006.72777611655,1397.60990683495,1.1333333333333333,4.424554183813443,9.143424286,0,0.0,0,0,1.5002665182581592,15.774437510817345,16.507643352353163,2,23.0,0.0,0.0,9.589074368143644,11.442823780255,0.047506
14,1,10,2265.70728084905,1936.16662210495,1.0888888888888888,4.000277777777778,14.027424286,0,0.0,0,0,1.4335903846486229,18.95461844238322,16.375004504301202,1,39.0,0.0,0.0,9.589074368143644,21.64018739685708,0.047839
15,1,10,2265.6893198567004,2450.8915575452,1.0888888888888888,4.000277777777777,17.900460282,0,0.0,0,1,1.4335903846486229,18.95461844238322,27.101247657038183,1,51.0,0.0,0.0,9.589074368143644,15.35402687372752,0.048642
16,2,9,2019.6313528053504,1649.1860454268,0.9458333333333334,1.4883401920438954,10.747301210000002,0,0.0,0,1,1.7232041609866915,16.529325012980813,12.011822953399758,1,27.0,0.0922619047619047,0.0,0.0,15.35402687372752,0.049182
17,1,9,2389.4384830524505,1429.1042619983002,1.0416666666666667,0.7373113854595335,9.34883262,0,0.0,0,1,1.2899347988423384,17.019550008653876,6.393639498790523,2,30.0,0.0,0.0,0.0,15.35402687372752,0.050156
18,1,10,2985.6794765792,2201.1816264203508,1.2455026455026457,7.622291666666666,10.186794596,1,0.0,0,1,1.1057292409006838,21.709505944546684,11.890771566461538,1,36.0,0.0,0.0,13.17124514302446,10.31332651425089,0.05071
19,1,10,2263.54746396155,1961.0982905176,1.0888888888888888,4.000277777777778,14.4651246,0,0.0,0,0,1.4335903846486229,18.95461844238322,16.375004504301202,1,39.0,0.0,0.0,9.589074368143644,21.64018739685708,0.051273
20,1,9,2602.9916208674504,1496.4126572092,1.0458333333333334,0.6035665294924554,9.70541661,0,0.0,0,1,1.273249809796564,14.919684538544,6.393639498790523,1,30.0,0.0,0.0,0.0,25.25423498888126,0.051457
21,1,10,2351.2982730029003,2582.7356696408,1.079523809523809,5.935833333333332,13.63963662,0,0.0,0,0,1.0576833364075398,21.70950594454669,17.252625136701027,1,40.0,0.0866137566137565,0.0,8.78083009534964,10.31332651425089,0.051943
22,1,10,2476.1972647774505,2100.4417671426004,1.0925925925925926,3.9066666666666654,12.9267446,0,0.0,0,0,1.4323811094776135,17.609640474436812,10.484280582275296,0,37.0,0.0,0.0,9.589074368143644,31.830735336526946,0.052223
23,1,10,2294.9134403317003,2256.4990899489,1.0925925925925926,4.844444444444443,13.947496900000004,0,0.0,0,1,1.1549556610274547,17.609640474436812,16.31116184037865,0,41.0,0.0,0.0,10.114318268765572,25.54744485672948,0.052461
24,1,10,2413.8020873779,1869.23061131745,1.0814285714285714,5.535833333333334,13.499320286,0,0.0,0,0,1.4220737988994434,21.709505944546684,16.628773853650102,1,40.0,0.0868253968253969,0.0,9.184952231746642,15.074484436735125,0.052827
25,1,10,1856.4100044679,1576.2723199629002,0.9185185185185186,1.8169444444444445,18.09788431,0,4.907037037037037,0,0,0.6779428322471631,16.854752972273342,11.454175413722904,1,33.0,0.0,0.0,0.0,10.370048352780312,0.05301
26,1,10,2075.86205543905,2133.4772711471,1.003703703703704,3.387777777777777,18.38512092,0,0.0,0,1,0.8630568064552587,18.464393446710154,22.18041856645988,1,42.0,0.0,0.0,4.794537184071822,10.370048352780312,0.053342
27,1,10,2385.3671167354,1879.5456091324504,1.0814285714285714,5.123333333333333,13.996980286,0,0.0,0,0,1.362978630751157,21.709505944546684,22.44591558033728,2,40.0,0.0868253968253969,0.0,9.184952231746642,4.9839785209472085,0.053495
28,2,9,1514.3228243777,1344.3915461719505,0.9416666666666668,4.387517146776407,10.819296606000002,0,0.0,0,0,1.4567727631141274,17.774437510817343,0.0,0,19.0,0.0916666666666666,0.0,4.794537184071822,12.369966209074075,0.053821
29,1,10,2696.2355576833,2138.2212012038503,1.0100000000000002,2.585833333333334,12.518272268,0,0.0,0,0,1.3261335287706677,18.95461844238322,10.550600006301275,2,42.0,0.0788888888888887,0.0,4.794537184071822,15.35402687372752,0.0542
30,1,10,1890.3928086442004,1433.85497410035,0.9185185185185186,1.6233333333333335,14.809924595999998,0,0.0,0,1,0.6779428322471631,16.854752972273342,11.95709099048752,1,30.0,0.0,0.0,0.0,10.370048352780312,0.054436
31,2,9,1423.337541010049,1284.0679857831,0.7851851851851852,4.041838134430727,11.098864592,0,0.0,0,0,0.8244688004913907,16.52932501298081,0.0,0,18.0,0.1386243386243386,0.0,4.794537184071822,5.907179729351506,0.054698
32,1,10,2663.3922843026003,1993.4497542758008,1.0074074074074075,0.6136111111111111,14.799628620000004,0,0.0,0,1,1.4440585715539715,16.854752972273342,6.3273200747645415,1,46.0,0.0,0.0,0.0,25.49466865180017,0.054861
33,3,8,1416.48825060515,993.3486787911992,0.9555555555555556,4.24609375,6.382809510849,0,0.0,0,0,1.94127473048384,15.245112497836532,0.0,0,11.0,0.131111111111111,0.0,0.0,12.87288178583869,0.055229
34,2,9,1843.02113741535,1111.3405627971,0.923809523809524,1.0130315500685871,10.762800920000002,0,4.859259259259259,0,1,1.2616206464547408,16.52932501298081,12.218043996790447,1,20.0,0.0,0.0,0.0,10.140641778072654,0.05546
35,2,9,2098.404879412549,1478.5046698599,0.9555555555555556,3.2229080932784644,7.477220572,0,0.0,0,0,1.7353772617401342,17.774437510817346,10.616919430327256,2,18.0,0.187301587301587,5.733667477162185,4.794537184071822,5.156663257125445,0.055698
36,2,10,2740.9110030248503,3061.508711832549,1.1566137566137569,8.997291666666667,11.369296927849,1,0.0,0,0,1.1651242988262582,21.709505944546684,0.0,0,25.0,0.1070767195767194,0.0,13.17124514302446,17.386792300032482,0.055896
37,2,9,2200.6445150184,1882.067008406049,1.030612244897959,4.019204389574761,11.137364114849,0,0.0,0,2,1.2127209630942222,17.019550008653873,18.471860990574974,0,28.0,0.0,0.0,4.39041504767482,15.181342137549285,0.056396
38,2,10,1458.6367817269502,1146.6581489408002,0.8916666666666667,4.439166666666667,14.61180862,0,4.594840325018897,0,0,0.8333236483073817,13.709505944546688,0.0,0,22.0,0.0,0.0,9.589074368143644,12.069405469494496,0.056781
39,4,7,1723.0626016846982,739.6706080969959,0.9555555555555554,0.7142857142857143,1.7784516193959998,0,0.0,2,0,1.8039778785523848,9.651484454403228,0.0,0,4.0,0.0,13.213763929025836,0.0,13.213763929025836,0.057289
40,2,11,2445.45775317195,2355.0778430375503,0.9733333333333334,2.971074380165289,16.319828886000003,0,0.0,0,0,1.4670115980985718,21.2988603028468,11.508907376635143,1,43.0,0.0748148148148148,0.0,4.794537184071822,21.64018739685708,0.058088
41,3,8,1840.4123769607,1180.233249978299,0.9333333333333332,0.77734375,6.167030430849,0,0.0,0,3,1.6880917197988148,14.490224995673064,18.853646066042657,1,13.0,0.0,0.0,0.0,4.9839785209472085,0.058593
42,2,11,2572.238108910049,2754.1472542666,0.9770562770562772,5.00137741046832,16.81904724,0,0.0,0,0,0.9879178686021064,24.54397280068333,16.36782084734717,1,46.0,0.1504569504569501,5.733667477162185,9.184952231746642,10.370048352780312,0.059086
43,2,10,1973.0667042133,1495.5288292952,0.914814814814815,1.6302777777777773,12.534660282,0,4.813564814814815,0,0,1.1272819391734474,19.219280948873624,11.641546224687104,2,26.0,0.0768518518518518,0.0,0.0,5.156663257125445,0.059464
44,2,10,2325.5892798337004,2402.88575672235,0.9333333333333336,3.2011111111111115,13.459600858,0,0.0,0,0,1.773465367179576,19.219280948873624,16.16878346091051,1,36.0,0.1583333333333332,0.0,4.794537184071822,15.35402687372752,0.059717
45,2,10,2369.1474996525003,2253.765684497899,1.080952380952381,5.473611111111111,14.815645511849002,0,0.0,0,2,1.1094715154575363,21.21928094887362,28.827827414599295,1,38.0,0.0,0.0,9.184952231746642,4.9839785209472085,0.05994
46,2,10,2419.5335525916003,2713.2232668534493,1.0785714285714287,6.337777777777777,14.430133526848998,0,0.0,0,2,0.9220273958025458,19.219280948873624,24.028128825317943,0,38.0,0.0,0.0,8.78083009534964,10.197363616602075,0.060107
47,2,10,1998.8554812208004,1494.653759708,0.914814814814815,2.1344444444444446,12.365272910000003,0,4.805787037037037,0,0,1.2338954129244746,19.219280948873624,5.890723922025908,1,26.0,0.0768518518518517,0.0,0.0,15.24716917291336,0.060241
48,2,10,2326.4284274362003,2415.3426104325,0.9333333333333336,3.2011111111111115,13.658305172,0,0.0,0,0,1.773465367179576,19.219280948873624,16.16878346091051,1,36.0,0.1583333333333332,0.0,4.794537184071822,15.35402687372752,0.060418
49,2,10,2272.38591688735,2180.2711522271984,1.0875,5.473611111111111,11.455622100849,0,0.0,0,2,1.1691189353361071,19.709505944546688,22.44384833286624,1,33.0,0.0,0.0,10.114318268765572,10.079974305943116,0.060603
50,2,10,2360.0664325391504,2327.6496516770003,1.080952380952381,5.473611111111111,14.975628940999998,0,0.0,0,2,1.1094715154575363,21.21928094887362,28.8278274145993,1,36.0,0.0,0.0,9.184952231746642,4.9839785209472085,0.060752
51,2,10,2363.6291275659,2467.6493151036493,1.0000000000000002,4.504444444444443,14.372957796849,0,0.0,0,1,1.619066553034446,19.709505944546688,27.10124765703818,1,37.0,0.0874999999999999,0.0,9.589074368143644,10.140641778072654,0.060965
52,2,10,2357.6330478246,2214.7025155362,0.9333333333333332,3.2011111111111115,13.094692872000005,0,0.0,0,0,1.5854609465882243,19.219280948873624,16.23510288493649,1,35.0,0.1583333333333332,0.0,4.794537184071822,15.410748712256945,0.061051
53,2,11,2398.3411253748504,3035.276892731149,1.0444444444444445,4.163911845730028,22.376573796849,0,0.0,0,2,0.9565963068526562,21.2988603028468,32.90666171919686,1,57.0,0.0,0.0,9.589074368143644,10.370048352780312,0.061177
54,2,10,2519.2884844184005,2414.2280895492,1.0785714285714287,6.337777777777777,14.620500622000003,0,0.0,0,2,1.1044844904202482,19.219280948873624,24.289081831620877,0,38.0,0.0,0.0,8.78083009534964,9.967957041894415,0.061327
55,2,10,2091.8752492469503,1888.26112264705,0.914814814814815,3.077777777777778,13.881345206,0,0.0,0,1,1.3513632286375354,19.219280948873624,12.153886917664966,1,29.0,0.0768518518518517,0.0,0.0,10.090505915787915,0.061569
56,2,10,2539.4579533884007,2470.52601469835,0.997883597883598,5.37361111111111,13.820462897,0,0.0,0,1,1.2406955321183917,21.709505944546684,22.62882149808573,0,36.0,0.0872354497354497,0.0,9.184952231746642,15.181342137549285,0.061819
57,2,10,2481.1796446184003,2587.6083127232005,0.9333333333333332,4.404444444444444,13.819573192,0,0.0,0,0,1.0752679707225912,19.219280948873624,20.70760815824766,0,37.0,0.1583333333333332,0.0,9.589074368143644,20.62413380791181,0.06201
58,3,9,2046.612368509099,1703.6169107723,0.8458333333333332,1.2043895747599451,7.986650120000002,0,0.0,0,1,1.1819384571264302,17.019550008653873,6.263162995639057,1,17.0,0.1819444444444444,5.733667477162185,0.0,10.370048352780312,0.062456
59,2,10,2789.666126703401,2140.569573578949,0.9958333333333332,0.6891666666666667,13.644798424849,0,0.0,0,2,1.3068807284594166,18.464393446710154,12.393687143226153,1,38.0,0.0,0.0,0.0,19.98412805469697,0.062712
60,2,10,2689.782816083401,2172.759681355399,0.9185185185185186,0.7177777777777777,12.911886120849,0,0.0,0,1,0.9745497258579626,18.464393446710154,6.196843571613076,1,38.0,0.0773148148148147,0.0,0.0,20.567411969382388,0.062881
61,3,9,2116.7782413163004,1861.414810084499,0.8458333333333334,1.646776406035665,8.409878072848999,0,0.0,0,1,1.9047460567767056,17.019550008653873,12.011822953399758,1,19.0,0.1819444444444444,0.0,0.0,10.140641778072654,0.063044
62,2,10,2745.0833546134004,2188.2154995555493,0.9185185185185186,0.7177777777777777,12.940730434849002,0,0.0,0,1,1.439869954910095,18.464393446710154,6.3273200747645415,1,38.0,0.0773148148148147,0.0,0.0,20.33800539467473,0.06318
63,2,11,3273.8083685432507,2599.044703792499,1.2010582010582012,7.849747474747475,12.695983810849,1,0.0,0,2,1.0880831085778282,23.2988603028468,18.350730489278043,1,39.0,0.0,0.0,13.17124514302446,4.9839785209472085,0.063353
64,2,11,2230.7255396608007,2056.85739609035,0.8966666666666668,1.4393939393939392,18.115024596,0,4.878703703703704,0,0,1.1220311395063025,20.05374780501027,11.508907376635143,1,42.0,0.0662962962962963,0.0,0.0,15.35402687372752,0.063441
65,2,10,2761.3962814084,2185.216535065549,0.9185185185185186,0.7177777777777777,13.110590434849,0,0.0,0,1,1.5700723484048742,18.464393446710154,6.3273200747645415,1,38.0,0.0773148148148147,0.0,0.0,20.281283556145308,0.063527
66,2,11,2184.4018310619504,1891.7893318544504,0.9592592592592591,2.673553719008264,19.009540606,0,4.899259259259259,0,0,0.7492024315260565,20.44410733057346,11.454175413722904,1,38.0,0.0,0.0,4.794537184071822,16.65620887590987,0.063661
67,2,11,2439.4418631996004,2856.1958321847,0.9733333333333334,2.971074380165289,20.63062552,0,0.0,0,1,1.4670115980985718,21.2988603028468,22.23515052937212,1,55.0,0.0748148148148148,0.0,4.794537184071822,15.35402687372752,0.063778
68,3,10,2012.9916909398996,2192.79335899225,0.9761904761904764,5.823333333333333,14.359665488,0,0.0,1,0,1.215764026398614,18.464393446710154,0.0,0,23.0,0.0,0.0,9.589074368143644,12.069405469494496,0.063841
69,2,11,2403.8359210407507,2419.0923709429003,1.0444444444444445,4.163911845730027,19.616889540000003,0,0.0,0,1,0.9565963068526562,21.2988603028468,22.18041856645988,1,47.0,0.0,0.0,9.589074368143644,16.65620887590987,0.063924
70,2,11,2634.1856386271006,2883.5212669636503,1.0395238095238095,6.133608815426997,16.736015607,0,0.0,0,1,1.0796048486084184,24.053747805010268,23.71258405951753,1,45.0,0.0821693121693121,0.0,8.78083009534964,4.9839785209472085,0.06407
71,2,11,2594.1961938300497,2808.2651432834004,0.9770562770562772,5.001377410468319,15.896791220000004,0,0.0,0,0,1.068955396751737,24.54397280068333,16.171024920169724,1,44.0,0.1504569504569501,5.733667477162185,9.184952231746642,10.31332651425089,0.064174
72,3,9,2324.7343695376003,2003.3652513875488,0.8458333333333332,3.1241426611796985,8.896666696849,0,0.0,0,1,1.8764499436028068,17.019550008653873,16.811600657039836,0,20.0,0.1819444444444444,0.0,4.794537184071822,15.181342137549285,0.064276
73,2,11,2273.5494142496,2107.110286745,0.9592592592592591,2.673553719008264,19.43612523,0,4.885349584278156,0,1,1.2270414670753875,20.44410733057346,22.44137157276281,1,43.0,0.0,0.0,4.794537184071822,10.140641778072654,0.064336
74,2,11,2480.5628258107504,2478.9942312678,1.0444444444444445,4.163911845730027,16.815164881999998,0,0.0,0,1,1.4801183521051082,21.2988603028468,22.44137157276281,1,43.0,0.0,0.0,9.589074368143644,16.42680230120221,0.064408
75,2,11,2479.7236782082505,2467.31233576355,1.0444444444444445,4.163911845730028,16.782332558000004,0,0.0,0,1,1.4801183521051082,21.2988603028468,22.44137157276281,1,44.0,0.0,0.0,9.589074368143644,16.42680230120221,0.0645
76,3,9,2171.6118218247,1633.26332266715,0.8458333333333333,2.249657064471879,7.917285806,0,0.0,0,1,1.8469425387068392,17.019550008653873,6.3273200747645415,0,18.0,0.1819444444444445,0.0,0.0,20.28786953238999,0.064546
77,2,11,2267.9904291871003,2171.2337447115,0.9592592592592591,2.673553719008264,18.278572582,0,4.833564814814815,0,1,1.2270414670753875,20.44410733057346,22.44137157276281,1,43.0,0.0,0.0,4.794537184071822,10.140641778072654,0.064585
78,2,11,2725.657342045,3322.7331215762,1.115873015873016,8.005509641873276,18.177015333,0,0.0,0,2,0.9230858490002448,19.68921982840999,29.84534966636384,0,48.0,0.0,0.0,13.17124514302446,4.9839785209472085,0.06465
79,2,11,2499.9859856487005,2622.70056807115,1.0414285714285716,5.365013774104683,16.725883630999995,0,0.0,0,1,1.0605418346135078,23.2988603028468,28.25132964249596,2,46.0,0.0823809523809524,0.0,9.184952231746642,0.0,0.064717
80,2,11,2338.4102907558,2481.717691889,0.9787878787878788,3.860881542699724,15.125144582000004,0,0.0,0,0,1.463663814167807,21.2988603028468,15.97414987863356,2,43.0,0.1508417508417506,0.0,4.794537184071822,10.263190651966152,0.064757
81,2,11,2231.6985975432503,1576.6625239982502,0.9592592592592591,2.471992653810835,15.425808905999997,0,0.0,0,1,0.8829077429424427,20.44410733057346,11.890771566461538,1,32.0,0.0,0.0,4.794537184071822,16.599487037380445,0.064808
82,2,11,2338.4102907558,2478.7187273990003,0.978787878787879,3.860881542699724,15.295004582,0,0.0,0,0,1.463663814167807,21.2988603028468,15.97414987863356,2,43.0,0.1508417508417507,0.0,4.794537184071822,10.263190651966152,0.064896
83,2,11,2278.6440062305,1762.39877989945,0.9592592592592594,2.673553719008264,16.217740606,0,4.735925925925926,0,1,1.2270414670753875,20.44410733057346,12.218043996790447,1,36.0,0.0,0.0,4.794537184071822,15.923886724437594,0.064977
84,2,11,2276.50215033535,1787.3304483121,0.9592592592592594,2.673553719008264,16.655440919999997,0,4.742037037037037,0,1,1.2270414670753873,20.44410733057346,12.218043996790447,1,36.0,0.0,0.0,4.794537184071822,15.923886724437594,0.065036
85,2,11,2673.885887797549,2707.0950101152,0.9770562770562772,5.00137741046832,14.749207200000004,0,0.0,0,0,1.2775316011017084,24.54397280068333,16.36782084734717,1,42.0,0.1504569504569503,5.733667477162185,9.184952231746642,10.140641778072654,0.065096
86,2,11,2019.9653485221,1550.1135516732502,0.8740740740740741,0.830119375573921,16.875368906000002,0,4.842695578231293,0,1,0.7314181728041875,18.54397280068333,11.890771566461538,1,32.0,0.0,0.0,0.0,10.31332651425089,0.065181
87,4,9,1484.0360065716493,1172.3239984574002,0.7,1.41358024691358,12.25906586,0,9.493055555555555,1,0,0.9,8.919684538544,0.0,0,12.0,0.0,0.0,0.0,0.0,0.065276
88,2,11,2518.4961090494503,2698.9309669438007,1.0414285714285716,5.7699724517906334,16.749628921000003,0,0.0,0,1,1.115388813075176,23.2988603028468,22.630983842986225,1,45.0,0.0823809523809524,0.0,9.184952231746642,10.090505915787915,0.065334
89,3,10,2230.237696619299,1994.9039493408484,0.9761904761904762,4.308055555555555,13.594610725698,0,0.0,1,0,1.2532653817071735,18.464393446710154,0.0,0,27.0,0.0,6.606881964512918,4.794537184071822,18.49409329862616,0.065438
90,2,11,2653.5166509987007,2724.0096508833503,1.0395238095238095,6.133608815426997,17.580132897,0,0.0,0,1,1.0796048486084189,24.053747805010268,23.71258405951753,1,46.0,0.0821693121693121,0.0,8.78083009534964,4.9839785209472085,0.065521
91,2,11,2081.2083576637,2067.8194906111503,0.8740740740740741,1.975206611570248,20.538253216,0,4.924692932728647,0,1,0.8328106195638212,18.54397280068333,17.520542482184513,1,39.0,0.0,0.0,0.0,5.156663257125445,0.065564
92,2,11,2513.7409594571,2710.91662018365,1.0414285714285716,5.7699724517906334,16.695460606999998,0,0.0,0,1,1.115388813075176,23.2988603028468,22.434187915808774,1,45.0,0.0823809523809524,0.0,9.184952231746642,10.090505915787915,0.065655
93,2,11,2298.4543633431003,2257.1696805713004,0.9592592592592591,3.5275482093663912,20.79659753,0,0.0,0,1,0.9881219493007216,20.44410733057346,17.520542482184513,1,42.0,0.0,0.0,4.794537184071822,11.442823780255,0.065759
94,2,11,2300.5962192382503,2200.19424416775,0.9592592592592591,3.5275482093663912,20.977965226,0,0.0,0,1,0.988121949300722,20.44410733057346,17.520542482184513,1,42.0,0.0,0.0,4.794537184071822,11.442823780255,0.065874
95,2,11,2298.4543633431003,2215.6500623679003,0.9592592592592591,3.5275482093663912,21.00680954,0,0.0,0,1,0.988121949300722,20.44410733057346,17.520542482184513,1,42.0,0.0,0.0,4.794537184071822,11.442823780255,0.06593
96,2,11,2159.994714632101,1877.8971621548503,0.8740740740740741,1.975206611570248,20.299540916,0,4.924692932728647,0,1,1.164444165166272,18.54397280068333,17.847814912513428,1,38.0,0.0,0.0,0.0,4.9839785209472085,0.065995
97,2,11,2875.1468824037006,2554.1334576464506,0.9121212121212122,1.393939393939394,14.980536868000003,0,0.0,0,0,1.3660305303040197,21.2988603028468,5.684502878635217,2,46.0,0.136026936026936,0.0,0.0,15.35402687372752,0.066105
98,2,11,2369.5861077581003,2148.8118928713,0.9592592592592591,3.5275482093663912,18.82735753,0,0.0,0,1,1.332255673433667,20.44410733057346,17.847814912513428,1,39.0,0.0,0.0,4.794537184071822,11.270139044076764,0.066156
99,2,11,2165.50747129035,1808.7894751087003,0.8740740740740741,1.975206611570248,22.22877293,0,4.9470370370370365,0,1,1.1644441651662722,18.54397280068333,17.847814912513428,1,39.0,0.0,0.0,0.0,4.9839785209472085,0.066237
100,3,10,2199.383558427949,2031.1609393698,0.8533333333333333,2.406944444444445,9.971245202,0,0.0,0,0,1.195731082803538,19.709505944546684,0.0,1,24.0,0.2371428571428571,5.733667477162185,0.0,15.476575747621018,0.066349
101,2,11,2869.6716654116503,2409.8271195013003,0.9629629629629628,0.7038567493112946,19.58601753,0,0.0,0,2,1.3116706388041734,20.05374780501027,12.590483070403598,1,53.0,0.0,0.0,0.0,20.33800539467473,0.066412
102,4,9,2124.748510293349,1723.2837668212471,1.0066666666666666,3.527434842249657,7.726551616547,0,0.0,1,0,1.5579882799716436,13.77443751081734,0.0,0,16.0,0.0,6.606881964512918,4.794537184071822,18.997008875390776,0.066465
103,2,11,2742.3506185737,2655.51142115235,0.9770562770562772,5.274104683195592,17.031120858,0,0.0,0,0,1.4861078054516796,24.54397280068333,22.31327673228532,1,46.0,0.1504569504569503,0.0,9.184952231746642,9.967957041894415,0.066628
104,2,11,2693.0862519021007,2822.20124185455,0.9770562770562772,5.679063360881543,16.040245205999998,0,0.0,0,0,1.2543709527799114,24.54397280068333,16.30150142332119,0,45.0,0.1504569504569501,0.0,9.184952231746642,20.28786953238999,0.066732
105,3,10,2140.7545116929,2310.013061976249,0.8958333333333334,1.5358333333333332,14.001994396849,0,0.0,0,2,1.0327463762529916,18.954618442383214,17.817237015558437,1,33.0,0.0851190476190476,0.0,0.0,10.370048352780312,0.066811
106,3,10,1975.7191713377504,1795.342199496699,0.8666666666666666,1.0333333333333334,14.541098420849002,0,4.921759259259259,0,2,0.9039325823879908,16.854752972273346,18.023458058949128,1,27.0,0.0,0.0,0.0,5.156663257125445,0.066972
107,2,11,2943.2944252171005,2492.1056271708503,0.9733333333333334,1.8526170798898072,15.956493506000005,0,0.0,0,1,1.3255232840927902,21.2988603028468,6.196843571613076,1,46.0,0.0748148148148148,0.0,0.0,25.09065544953768,0.067089
108,3,10,2293.9382451492493,2255.4875883473005,0.8333333333333334,1.04,13.198450120000002,0,0.0,0,1,1.157135000749552,14.854752972273344,6.196843571613076,0,31.0,0.1523809523809524,5.733667477162185,0.0,20.62413380791181,0.067209
109,3,10,2189.59427625405,2026.7265521951992,0.9761904761904764,2.9625000000000004,12.731466092849,0,0.0,0,2,1.1182009495174408,18.464393446710154,18.023458058949128,1,28.0,0.0,0.0,4.794537184071822,11.442823780255,0.067276
110,3,10,2195.1070329123004,1925.2490048548505,0.9761904761904762,2.9625000000000004,13.804526146,0,0.0,0,2,1.1182009495174408,18.464393446710154,18.023458058949128,1,28.0,0.0,0.0,4.794537184071822,11.442823780255,0.067405
111,3,10,2060.0182849644007,1533.8442357958002,0.8666666666666666,1.0333333333333334,15.055333849999998,0,4.921759259259259,0,2,1.3202796367862724,16.854752972273346,18.350730489278043,1,26.0,0.0,0.0,0.0,4.9839785209472085,0.067486
112,2,11,2497.3694722366504,2164.604252515,0.8966666666666667,3.4366391184573004,19.47954523,0,0.0,0,0,0.888856306163971,20.05374780501027,11.387855989696922,0,41.0,0.0662962962962961,0.0,4.794537184071822,21.6969092353865,0.067632
113,3,10,2189.5942762540503,2377.7289720088493,0.9761904761904762,2.9625000000000004,14.844570078849,0,0.0,0,3,1.1182009495174408,18.464393446710154,28.749701211686105,1,34.0,0.0,0.0,4.794537184071822,5.156663257125445,0.067759
114,3,10,2232.7906415697003,2123.42051207845,0.8958333333333335,1.5358333333333332,13.606509188,0,0.0,0,2,1.5911677785074512,18.954618442383214,18.078190021861367,1,31.0,0.0851190476190476,0.0,0.0,10.140641778072654,0.067923
115,2,11,3006.1542111159,2363.6528693954,0.97,2.658402203856749,15.849246120849,0,0.0,0,1,1.72405053301487,21.2988603028468,16.944239505091797,2,48.0,0.0744444444444444,0.0,4.794537184071822,9.967957041894415,0.068159
116,2,11,2782.3093978984007,2607.404060511,0.9629629629629628,0.7038567493112946,20.39655782,0,0.0,0,2,1.0261541957406803,20.05374780501027,12.393687143226153,1,54.0,0.0,0.0,0.0,20.510690130852964,0.068273
