,temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),Product Form_0,Product Form_1,Product Form_2,Product Form_3,Product Form_4,Product Form_5,Measured DT41J  [C]
90,289.4444444444445,0.05,0.73,0.69,0.01,0.27,0.21,19.17318626841227,10.920796602584,1.0,0.0,0.0,0.0,0.0,0.0,30.33333333333334
91,290.0,0.05,0.73,0.69,0.01,0.27,0.21,19.3541084391474,10.88822209806754,1.0,0.0,0.0,0.0,0.0,0.0,16.38888888888889
92,292.2222222222222,0.026,0.71,1.48,0.011,0.57,0.08,18.61172330800734,11.04103469376585,0.0,0.0,0.0,0.0,0.0,1.0,2.888888888888889
93,289.4444444444445,0.026,0.71,1.48,0.011,0.57,0.08,19.17318626841227,10.920796602584,0.0,0.0,0.0,0.0,0.0,1.0,22.27777777777778
94,290.0,0.026,0.71,1.48,0.011,0.57,0.08,19.3541084391474,10.88822209806754,0.0,0.0,0.0,0.0,0.0,1.0,28.11111111111111
95,293.3333333333333,0.07,0.65,1.18,0.005,0.23,0.18,18.6085260335772,11.03417246524929,1.0,0.0,0.0,0.0,0.0,0.0,-2.666666666666671
96,289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,1.0,0.0,0.0,0.0,0.0,0.0,1.388888888888886
97,289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.3384564936046,10.90363909095403,1.0,0.0,0.0,0.0,0.0,0.0,8.277777777777775
98,293.3333333333333,0.07,0.65,1.18,0.005,0.23,0.18,18.6085260335772,11.03417246524929,1.0,0.0,0.0,0.0,0.0,0.0,11.33333333333333
99,289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,1.0,0.0,0.0,0.0,0.0,0.0,17.83333333333333
100,289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.3384564936046,10.90363909095403,1.0,0.0,0.0,0.0,0.0,0.0,21.94444444444444
101,293.3333333333333,0.03,0.65,1.34,0.01,0.55,0.09,18.6085260335772,11.03417246524929,0.0,0.0,0.0,0.0,0.0,1.0,4.833333333333336
102,289.4444444444445,0.03,0.65,1.34,0.01,0.55,0.09,19.08278537031645,10.91466188281497,0.0,0.0,0.0,0.0,0.0,1.0,16.0
103,289.4444444444445,0.03,0.65,1.34,0.01,0.55,0.09,19.3384564936046,10.90363909095403,0.0,0.0,0.0,0.0,0.0,1.0,30.11111111111111
104,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,18.46538285144842,11.06894915322261,1.0,0.0,0.0,0.0,0.0,0.0,-11.11111111111111
105,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.11727129565577,10.92123534596068,1.0,0.0,0.0,0.0,0.0,0.0,8.266666666666666
106,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.36361197989214,10.89678965896313,1.0,0.0,0.0,0.0,0.0,0.0,15.87222222222222
107,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,18.46538285144842,11.06894915322261,1.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778
108,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.11727129565577,10.92123534596068,1.0,0.0,0.0,0.0,0.0,0.0,25.03333333333333
109,294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.36361197989214,10.89678965896313,1.0,0.0,0.0,0.0,0.0,0.0,25.9
110,294.4444444444445,0.049,0.725,1.85,0.012,0.239,0.059,18.46538285144842,11.06894915322261,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,294.4444444444445,0.049,0.725,1.85,0.012,0.239,0.059,19.11727129565577,10.92123534596068,0.0,0.0,0.0,0.0,0.0,1.0,9.933333333333334
112,294.4444444444445,0.049,0.725,1.85,0.012,0.239,0.059,19.36361197989214,10.89678965896313,0.0,0.0,0.0,0.0,0.0,1.0,13.91111111111111
113,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,18.51851393987789,11.08520888169895,0.0,0.0,1.0,0.0,0.0,0.0,11.66666666666667
114,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.90675279860686,0.0,0.0,1.0,0.0,0.0,0.0,25.0
115,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.35218251811136,10.88770393995589,0.0,0.0,1.0,0.0,0.0,0.0,22.79444444444444
116,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,18.51851393987789,11.08520888169895,0.0,0.0,1.0,0.0,0.0,0.0,17.22222222222222
117,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.90675279860686,0.0,0.0,1.0,0.0,0.0,0.0,28.33333333333333
118,294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.35218251811136,10.88770393995589,0.0,0.0,1.0,0.0,0.0,0.0,33.39444444444445
119,294.4444444444445,0.042,0.153,1.163,0.008,0.133,0.14,18.51851393987789,11.08520888169895,0.0,0.0,0.0,0.0,0.0,1.0,-18.33333333333333
120,294.4444444444445,0.042,0.153,1.163,0.008,0.133,0.14,19.06069784035361,10.90675279860686,0.0,0.0,0.0,0.0,0.0,1.0,17.77777777777778
121,294.4444444444445,0.042,0.153,1.163,0.008,0.133,0.14,19.35218251811136,10.88770393995589,0.0,0.0,0.0,0.0,0.0,1.0,32.23333333333333
122,287.2222222222222,0.12,0.64,1.29,0.011,0.24,0.26,18.69897000433602,10.72159690180681,0.0,0.0,1.0,0.0,0.0,0.0,36.55555555555556
123,287.2222222222222,0.12,0.64,1.29,0.011,0.24,0.26,19.28103336724773,10.73495189292818,0.0,0.0,1.0,0.0,0.0,0.0,61.72222222222222
124,287.2222222222222,0.12,0.64,1.29,0.011,0.24,0.26,19.28103336724773,10.73495189292818,0.0,0.0,1.0,0.0,0.0,0.0,60.83333333333333
125,286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.34242268082221,10.4182449074479,0.0,0.0,1.0,0.0,0.0,0.0,54.77777777777778
126,286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.34242268082221,10.4182449074479,0.0,0.0,1.0,0.0,0.0,0.0,70.55555555555554
127,287.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,18.69897000433602,10.72159690180681,0.0,0.0,0.0,0.0,1.0,0.0,56.11111111111111
128,287.2222222222222,0.18,0.16,1.05,0.014,0.2,0.15,18.69897000433602,10.72159690180681,0.0,0.0,0.0,0.0,0.0,1.0,28.0
129,287.2222222222222,0.18,0.16,1.05,0.014,0.2,0.15,19.28103336724773,10.73495189292818,0.0,0.0,0.0,0.0,0.0,1.0,57.61111111111111
130,286.6666666666667,0.18,0.16,1.05,0.014,0.2,0.15,19.34242268082221,10.4182449074479,0.0,0.0,0.0,0.0,0.0,1.0,43.33333333333333
131,287.7777777777778,0.133,0.66,1.21,0.005,0.205,0.208,18.91645394854993,10.7520663505966,0.0,0.0,1.0,0.0,0.0,0.0,45.0
132,287.2222222222222,0.133,0.66,1.21,0.005,0.205,0.208,19.29003461136252,10.74356380982559,0.0,0.0,1.0,0.0,0.0,0.0,60.0
133,287.2222222222222,0.133,0.66,1.21,0.005,0.205,0.208,19.29003461136252,10.74356380982559,0.0,0.0,1.0,0.0,0.0,0.0,57.22222222222222
134,286.6666666666667,0.133,0.66,1.21,0.005,0.205,0.208,19.38738982633873,10.45513342564177,0.0,0.0,1.0,0.0,0.0,0.0,75.33333333333333
135,287.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.91645394854993,10.7520663505966,0.0,0.0,0.0,0.0,1.0,0.0,66.11111111111111
136,287.7777777777778,0.21,0.06,1.167,0.013,0.143,0.115,18.91645394854993,10.7520663505966,0.0,0.0,0.0,0.0,0.0,1.0,37.22222222222222
137,287.2222222222222,0.21,0.06,1.167,0.013,0.143,0.115,19.29003461136252,10.74356380982559,0.0,0.0,0.0,0.0,0.0,1.0,43.88888888888889
138,286.6666666666667,0.21,0.06,1.167,0.013,0.143,0.115,19.38738982633873,10.45513342564177,0.0,0.0,0.0,0.0,0.0,1.0,38.72222222222222
139,280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.42651126136457,10.82390093347325,0.0,0.0,1.0,0.0,0.0,0.0,32.77777777777778
140,280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.91960102378411,10.87921517290216,0.0,0.0,1.0,0.0,0.0,0.0,47.77777777777778
141,280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.07918124604763,10.88576944017869,0.0,0.0,1.0,0.0,0.0,0.0,54.44444444444444
142,280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.26481782300954,10.80364188040415,0.0,0.0,1.0,0.0,0.0,0.0,58.88888888888889
143,280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.42651126136457,10.82390093347325,0.0,0.0,1.0,0.0,0.0,0.0,33.88888888888889
144,280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.91960102378411,10.87921517290216,0.0,0.0,1.0,0.0,0.0,0.0,58.33333333333334
145,280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.07918124604763,10.88576944017869,0.0,0.0,1.0,0.0,0.0,0.0,61.11111111111111
146,280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.26481782300954,10.80364188040415,0.0,0.0,1.0,0.0,0.0,0.0,52.77777777777778
147,280.0,0.17,0.64,1.478,0.011,0.225,0.217,18.42651126136457,10.82390093347325,0.0,0.0,0.0,0.0,1.0,0.0,32.22222222222222
148,280.0,0.17,0.64,1.478,0.011,0.225,0.217,18.91960102378411,10.87921517290216,0.0,0.0,0.0,0.0,1.0,0.0,55.55555555555556
149,280.0,0.17,0.64,1.478,0.011,0.225,0.217,19.07918124604763,10.88576944017869,0.0,0.0,0.0,0.0,1.0,0.0,60.0
150,280.0,0.17,0.64,1.478,0.011,0.225,0.217,19.26481782300954,10.80364188040415,0.0,0.0,0.0,0.0,1.0,0.0,76.66666666666667
151,280.0,0.27,0.74,1.33,0.023,0.18,0.26,18.42651126136457,10.82390093347325,0.0,0.0,0.0,0.0,0.0,1.0,38.88888888888889
152,280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.07918124604763,10.88576944017869,0.0,0.0,0.0,0.0,0.0,1.0,101.6666666666667
153,280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.26481782300954,10.80364188040415,0.0,0.0,0.0,0.0,0.0,1.0,60.0
154,282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.37657695705651,10.84434659463419,0.0,0.0,1.0,0.0,0.0,0.0,31.11111111111111
155,282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.82216807936802,10.81550560073682,0.0,0.0,1.0,0.0,0.0,0.0,45.55555555555556
156,283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.00860017176192,10.78963426142059,0.0,0.0,1.0,0.0,0.0,0.0,50.55555555555556
157,283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.19865708695442,10.76233258800171,0.0,0.0,1.0,0.0,0.0,0.0,53.33333333333334
158,282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.37657695705651,10.84434659463419,0.0,0.0,1.0,0.0,0.0,0.0,43.33333333333334
159,282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.82216807936802,10.81550560073682,0.0,0.0,1.0,0.0,0.0,0.0,56.66666666666666
160,283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.00860017176192,10.78963426142059,0.0,0.0,1.0,0.0,0.0,0.0,62.22222222222222
161,283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.19865708695442,10.76233258800171,0.0,0.0,1.0,0.0,0.0,0.0,76.11111111111111
162,282.7777777777778,0.053,0.965,1.375,0.02,0.4,0.095,18.37657695705651,10.84434659463419,0.0,0.0,0.0,0.0,0.0,1.0,23.33333333333333
163,282.7777777777778,0.053,0.965,1.375,0.02,0.4,0.095,18.82216807936802,10.81550560073682,0.0,0.0,0.0,0.0,0.0,1.0,25.0
164,283.3333333333333,0.053,0.965,1.375,0.02,0.4,0.095,19.00860017176192,10.78963426142059,0.0,0.0,0.0,0.0,0.0,1.0,37.22222222222222
165,283.3333333333333,0.053,0.965,1.375,0.02,0.4,0.095,19.19865708695442,10.76233258800171,0.0,0.0,0.0,0.0,0.0,1.0,28.88888888888889
166,292.7777777777778,0.06,0.55,1.32,0.005,0.22,0.23,18.49554433754645,10.97554843154114,0.0,0.0,1.0,0.0,0.0,0.0,-3.277777777777779
167,291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.07188200730613,10.90097754243504,0.0,0.0,1.0,0.0,0.0,0.0,13.94444444444444
168,291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.3654879848909,10.86929499355822,0.0,0.0,1.0,0.0,0.0,0.0,9.055555555555557
169,291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.48855071650044,10.89318167119094,0.0,0.0,1.0,0.0,0.0,0.0,14.38888888888889
