,n_ws^third_composition_average,HeatFusion_composition_average,GSenergy_pa_arithmetic_average,AtomicVolume_difference,ICSDVolume_composition_average,MeltingT_composition_average,MeltingT_min_value,ElasticModulus_composition_average,BulkModulus_min_value,GSenergy_pa_composition_average,SecondIonizationEnergy_composition_average,BCCenergy_pa_arithmetic_average,AtomicRadii_composition_average,phi_composition_average,ShearModulus_min_value,ShearModulus_max_value,MeltingT_difference,BCCefflatcnt_composition_average,BCCfermi_composition_average,BoilingT_composition_average,HeatVaporization_composition_average,ThermalExpansionCoefficient_composition_average,n_ws^third_arithmetic_average,MeltingT_max_value,ElasticModulus_min_value,target
20,1.658,36.02,-7.525205296666666,16.184221203299874,12.759999999999998,2188.2,1768.0,142.20000000000005,33.0,-7.347278836000002,17.6726,-6.00797994,1.255,4.957999999999998,29.0,75.0,2055.0,5.6661290915999984,6.30982581,3400.6,427.94,10.0,1.596666666666667,3823.0,7.0,8.735581199999999
21,1.668,34.6136,-5.843367571666668,6.380594019510782,10.8,1963.936,692.68,145.20000000000005,33.0,-6.3381762010000005,18.7054,-4.336313386666667,1.2002,5.127999999999999,43.0,75.0,3130.32,5.468968705199998,6.202480258,3016.0,390.04,14.04,1.6133333333333333,3823.0,7.0,8.735581199999999
22,0.27,2.543333333333333,-1.81079160875,18536.639285653902,31.86666666666667,369.0,53.5,4.333333333333333,9.6,-1.773214725,26.648000000000003,-1.375734695,1.2200000000000002,0.7733333333333333,4.9,4.9,946.5,6.771537813999999,-0.5247614166666666,770.9200000000002,48.9132,1206.8666666666666,0.405,1000.0,13.0,13.83229473
23,1.45,27.2,-9.954299335,0.0,22.4,2506.0,2506.0,139.0,110.0,-9.954299335,14.925,-9.77464936,1.564,3.6,30.0,30.0,0.0,7.046761753999999,4.73267057,4876.0,661.07,5.9,1.45,2506.0,139.0,13.83229473
24,1.715,21.876875,-5.072936009999999,14.8309599370549,16.9875,1899.1975,903.78,161.5,42.0,-5.7896162625,18.308875,-4.90752656,1.40625,5.49375,20.0,61.0,1137.62,6.392091896375001,7.80372552625,3818.25,455.14,9.075,1.52,2041.4,67.0,65.62667719
25,1.37,11.893333333333333,-2.611463565,11.392351163726802,15.666666666666668,1212.8466666666666,923.0,97.46666666666668,45.0,-2.96786065,18.539666666666676,-2.578279055,1.3853333333333333,4.116666666666667,17.0,48.0,434.77,6.129624745666669,4.2813116,2587.666666666667,242.86666666666667,19.266666666666666,1.3199999999999998,1357.77,44.4,65.62667719
26,0.4657142857142857,10.605714285714283,-8.3040957225,18574.150436930217,17.385714285714286,979.1428571428572,54.8,52.28571428571429,200.0,-6.783822657857143,25.083571428571425,-7.155575574999999,0.93,1.1571428571428568,69.0,69.0,3235.2,5.387336189,3.748593514285714,1701.7857142857142,213.0077857142857,558.9428571428572,0.815,3290.0,183.0,80.65907898
27,1.26,19.79,-4.11736234,0.0,30.2,903.78,903.78,67.0,42.0,-4.11736234,16.53,-3.88991513,1.59,4.4,20.0,20.0,0.0,7.567916457999999,8.38916182,1860.0,67.97,11.0,1.26,903.78,67.0,80.65907898
28,1.475,38.705,-7.68960867,2.2523334778279995,21.2,2096.5,1687.0,150.5,100.0,-7.68960867,15.635,-7.338329874999999,1.4420000000000002,4.15,30.0,30.0,819.0,6.603447216,7.323542625,4024.5,510.035,4.25,1.475,2506.0,139.0,88.69314272
29,1.398,26.646,-5.211646966666667,16.418788365009707,21.22,1407.9879999999998,933.47,105.88,41.0,-4.961056405,16.5172,-4.964165013333334,1.462,4.2,26.0,26.0,865.53,6.660455733000001,7.717813127999999,3109.600000000001,338.5800000000001,12.54,1.3666666666666667,1799.0,64.4,88.69314272
30,1.5766666666666669,33.195,-7.135909006666667,6.9082476877066,19.166666666666664,2078.133333333333,1687.0,158.66666666666669,100.0,-7.135909006666667,16.611,-6.867265913333332,1.4213333333333331,4.65,30.0,61.0,819.0,6.477003797,7.455725673333332,4049.0,510.17333333333335,5.766666666666668,1.5766666666666669,2506.0,139.0,211.5750637
31,1.54,31.38333333333333,-6.8389973033333336,7.570324925877101,19.033333333333328,2007.0166666666669,1687.0,142.66666666666669,100.0,-6.8389973033333336,16.96666666666667,-6.589224216666668,1.4196666666666666,4.583333333333333,30.0,44.0,819.0,6.449095826333332,6.611358143333334,3761.666666666667,471.1233333333333,6.766666666666668,1.54,2506.0,127.0,211.5750637
32,1.3733333333333333,14.766666666666666,-7.027184310000001,8.964652281747801,24.03333333333333,1253.3866666666663,505.08,68.0,58.0,-6.00513857,14.528,-6.994123485,1.5563333333333331,4.116666666666667,18.0,38.0,2244.92,7.135657758333332,7.667638876666666,3589.0,423.6133333333333,17.099999999999998,1.44,2750.0,50.0,260.2894753
33,1.64,34.12833333333334,-7.182249738333333,4.655914209878602,17.733333333333334,2159.4666666666667,1687.0,147.0,100.0,-7.182249738333333,16.409333333333333,-6.97348997,1.3763333333333332,4.8,38.0,61.0,1063.0,6.336681337333332,7.512109506666666,4096.0,519.85,6.2333333333333325,1.64,2750.0,104.0,260.2894753
34,1.6333333333333333,35.6,-7.590628351666666,6.2908679058653005,16.533333333333335,2224.6666666666665,1687.0,198.66666666666663,100.0,-7.590628351666666,16.248333333333335,-7.301771943333334,1.3646666666666667,4.716666666666667,38.0,150.0,1063.0,6.283472201333332,7.39502037,4052.666666666667,514.8299999999998,6.033333333333332,1.6333333333333333,2750.0,104.0,153.4814038
35,1.362,26.782,-5.211646966666667,16.418788365009707,24.48,1581.094,933.47,104.66,41.0,-5.504891735999999,15.1996,-4.964165013333334,1.538,4.0,26.0,26.0,865.53,6.9754319168,6.811416332,3274.8,359.08,10.18,1.3666666666666667,1799.0,64.4,153.4814038
36,1.5339999999999998,13.418,-4.6458738450000014,5.653140075804799,14.28,1251.2820000000004,933.47,125.5,76.0,-4.4657837,18.564,-4.544663085,1.3564,4.6000000000000005,26.0,76.0,794.53,6.076589404400001,6.696761056000001,2949.600000000001,325.48,19.22,1.5699999999999998,1728.0,70.5,213.0769842
37,1.36,11.3,-2.76539356,0.0,17.0,1234.93,1234.93,80.0,100.0,-2.76539356,21.49,-2.71997917,1.444,4.35,30.0,30.0,0.0,6.375951415,4.0527598,2435.0,250.63,18.9,1.36,1234.93,80.0,213.0769842
38,1.355,10.375,-3.820850955,15.136843330164702,19.4,931.425,505.08,87.0,58.0,-3.820850955,17.462,-3.76890636,1.449,4.300000000000002,18.0,48.0,852.69,6.504110477,6.71464349,3037.5,295.435,19.25,1.355,1357.77,50.0,219.0499119
39,1.3279999999999998,31.744,-6.545120173333332,24.188123167227893,26.26,1945.016,505.08,50.04,33.0,-6.512912013999999,15.146999999999998,-5.035661683333333,1.592,3.998,18.0,26.0,3317.92,7.2498055198,5.484579878,3605.8,437.054,11.38,1.4066666666666667,3823.0,7.0,219.0499119
40,1.25,13.47,-4.039204715,3.2246381817244973,28.6,704.43,505.08,58.5,42.0,-4.039204715,15.581,-3.892420285,1.605,4.275,18.0,20.0,398.7,7.479252954,8.71985455,2367.5,179.17000000000004,16.5,1.25,903.78,50.0,214.4788064
41,1.185,6.855,-2.807655015,4.949633562365398,19.1,693.58,453.69,40.25,11.0,-2.807655015,47.733,-2.757860955,1.49,3.5250000000000004,4.2,26.0,479.78,6.442704251,3.995641025,2203.5,218.95,34.55,1.185,933.47,10.0,214.4788064
42,1.386,27.866,-5.151951405,8.414886401081699,21.28,1587.094,933.47,110.9,57.0,-5.433257062000001,15.4236,-4.908096226666666,1.4564,4.0200000000000005,26.0,29.0,880.53,6.5906731812,7.299300971999999,3068.8,323.68,9.66,1.3866666666666667,1814.0,70.5,216.753843
43,1.4833333333333334,42.540000000000006,-7.68960867,2.2523334778279995,20.8,1960.0,1687.0,154.33333333333334,100.0,-6.934711781666668,15.871666666666664,-7.338329874999999,1.401333333333333,4.333333333333333,30.0,30.0,819.0,6.455675703333332,8.187166643333333,3740.666666666667,459.69000000000005,3.7,1.475,2506.0,139.0,216.753843
44,0.66,4.3945,-2.6686083168750003,11.9608620598687,20.4,540.52,388.36,57.0,7.7,-2.6686083168750003,20.647,-2.079940325,1.3010000000000002,2.05,43.0,43.0,304.31999999999994,6.197579749,5.840329655,948.86,62.65,50.1,0.66,692.68,19.0,54.42955217
45,1.5466666666666666,40.64,-7.1820893475,6.171479495632602,17.933333333333334,1852.333333333333,1687.0,151.0,100.0,-6.596365566666666,15.78,-6.920635539999998,1.3203333333333334,4.55,47.0,47.0,496.0,6.082258777333332,8.76128378,3342.0,388.23333333333335,4.533333333333333,1.5699999999999998,2183.0,129.0,54.42955217
46,1.664,42.254,-7.582957421666666,16.184221203299874,12.999999999999998,2469.6,1814.0,215.4,33.0,-7.4512326610000015,18.2846,-5.984612386666668,1.3102,5.138000000000001,29.0,150.0,2009.0,6.000431973,7.0468715820000005,3861.4,501.194,7.12,1.6,3823.0,7.0,107.9724986
47,1.6033333333333335,48.56666666666666,-8.4924703875,8.81122744351438,13.6,2568.333333333333,1941.0,75.66666666666666,33.0,-8.253389298333332,17.180999999999994,-6.2665151,1.2686666666666666,4.613333333333333,44.0,44.0,1882.0,5.881442680666666,4.876128563333333,3806.666666666667,521.8,6.066666666666666,1.645,3823.0,7.0,107.9724986
48,1.075,7.375,-1.380251895,21.357161846676604,32.8,854.61,594.22,41.5,17.0,-1.380251895,14.389500000000002,-1.333799125,1.7295,3.3,7.4,19.0,520.78,7.5914019265,3.416858935,1398.5,127.27,26.55,1.075,1115.0,21.0,210.3121186
49,1.612,38.996,-5.7267138425000015,4.655914209878602,18.04,1828.76,1687.0,167.2,100.0,-5.666354675,17.2322,-5.41357419,1.344,5.08,61.0,61.0,354.40000000000015,6.185726390399999,9.036685516,3543.0,419.58,5.08,1.64,2041.4,162.0,210.3121186
50,1.375,17.995,-3.5492817116666666,11.392351163726802,17.033333333333335,1267.7183333333332,923.0,103.8,45.0,-3.258571180833333,17.881833333333333,-3.3528561666666663,1.3923333333333332,4.158333333333333,17.0,48.0,764.0,6.220041608,5.203924096666666,2583.166666666667,252.61666666666667,16.950000000000006,1.38,1687.0,44.4,94.14782592
51,1.5166666666666666,15.916666666666668,-6.726024606666668,18.4140584742468,19.833333333333336,1551.9266666666665,903.78,129.33333333333334,42.0,-6.726024606666668,15.43,-6.612222533333332,1.4263333333333337,4.376666666666667,20.0,82.0,1037.22,6.528198579,5.938935400000001,2851.333333333333,280.89,10.466666666666669,1.5166666666666666,1941.0,67.0,94.14782592
52,0.685,21.815,-4.0434157274999984,4.547828243469,26.0,852.7,494.0,67.5,8.3,-4.0434157274999984,18.562,-3.5895529999999995,1.385,2.275,3.7,3.7,717.4000000000002,6.7809393695,4.9959015650000005,2025.5,180.31,25.35,0.685,1211.4,20.0,126.318
53,1.13,6.986666666666666,-1.380251895,21.357161846676604,29.03333333333333,767.8133333333334,594.22,48.33333333333334,17.0,-1.1908926716666666,15.229,-1.333799125,1.649333333333333,3.55,7.4,19.0,520.78,7.327524388333334,3.590670723333333,1279.0,118.13666666666666,27.96666666666667,1.075,1115.0,21.0,126.318
54,1.7825,36.215,-8.89388607,0.3036522476325008,13.8,2600.0,2183.0,432.0,160.0,-8.87119876,3.6625,-8.58320813,1.348,5.225,47.0,210.0,556.0,6.10383448175,8.8437440425,4445.75,534.36,6.9,1.735,2739.0,129.0,33.16232205
55,1.7,76.985,-10.5305565975,9.22163984389218,11.6,3556.5,3290.0,95.0,33.0,-10.5305565975,12.1915,-8.361580815,1.17,5.145,69.0,69.0,533.0,5.672580120499999,7.05616367,5015.5,726.0,3.65,1.7,3823.0,7.0,33.16232205
56,1.4500000000000002,12.4775,-4.41354294,8.414886401081699,18.825,1355.5325,933.47,76.775,57.0,-4.1125803575,18.1675,-4.335577036666667,1.48,4.4375,26.0,29.0,880.53,6.6101373915,6.056346684999999,3038.25,311.115,15.375,1.41,1814.0,70.5,152.6547424
57,1.2833333333333332,10.649166666666666,-3.1248025016666663,31.1072453705717,22.675000000000004,1049.569166666667,933.47,67.04166666666667,17.0,-3.285355014583333,17.33275,-3.07344454,1.5396666666666667,3.829166666666667,7.4,48.0,424.3,6.8056396284166665,5.9826886708333324,2601.2500000000005,258.38416666666666,21.8,1.2566666666666666,1357.77,21.0,152.6547424
58,1.3776923076923075,11.432307692307694,-3.1248025016666663,31.1072453705717,17.23846153846154,1077.9876923076922,933.47,83.15384615384616,17.0,-3.5872564465384618,18.74330769230769,-3.07344454,1.4247692307692308,4.15,7.4,48.0,424.3,6.354301045923076,6.347920748461537,2837.9230769230767,283.3130769230769,21.00769230769231,1.2566666666666666,1357.77,21.0,76.96392289
59,1.655,16.0275,-6.777176268333332,5.5985638343967,12.7,1662.3675,933.47,186.375,76.0,-6.8529794875,17.362000000000002,-6.711693759999998,1.29625,4.7625,26.0,115.0,1246.53,5.7791202485,7.0054863925,3034.0,344.225,13.5,1.6233333333333335,2180.0,70.5,76.96392289
60,1.665,14.23,-6.370432208333334,5.5985638343967,12.625,1570.1175,933.47,174.375,76.0,-6.5479214425,17.281999999999996,-6.305252686666668,1.29425,4.8325,26.0,82.0,877.53,5.760381763250001,6.6240990825,3081.5,346.725,15.225,1.6366666666666667,1811.0,70.5,192.1455117
61,1.422,11.866,-3.71303897,4.7644825856100015,14.68,1103.19,933.47,91.9,76.0,-3.7195158,19.4136,-3.646537205,1.3692,4.300000000000002,26.0,48.0,424.3,6.128479079600001,6.409939932,2955.2,294.68,20.46,1.43,1357.77,70.5,192.1455117
62,1.4449999999999998,16.2775,-5.793459091666668,10.438769262540902,15.65,1538.7525,933.47,114.375,76.0,-5.26525802375,18.58425,-5.689241256666668,1.3875,4.175000000000002,26.0,48.0,1572.53,6.187767223,5.3135558475,3517.0,388.2175,15.5,1.4366666666666663,2506.0,70.5,169.3478393
63,1.7525,34.3775,-8.311869285,3.4877666901934,14.750000000000002,2539.5,1941.0,427.25,110.0,-8.5801903675,3.395,-7.94421184,1.37975,5.1125,44.0,210.0,798.0,6.23691486775,7.974026285,4415.75,528.985,6.950000000000001,1.675,2739.0,110.0,169.3478393
64,1.2875,8.7825,-2.807655015,4.949633562365398,17.85,813.525,453.69,55.375,11.0,-3.2765390675,33.2805,-2.757860955,1.46,3.8625,4.2,26.0,479.78,6.455874190499999,5.8798572225,2497.75,254.87500000000003,28.825000000000006,1.185,933.47,10.0,96.01663267
65,1.585,14.275,-5.967920980113333,4.381720051911398,14.55,1527.1425,933.47,130.625,76.0,-5.760384377585,18.432,-5.87053693,1.355,4.8875,26.0,78.0,894.5799999999998,6.06735742975,6.428248615,2899.5,324.285,17.1,1.5566666666666666,1828.05,70.5,96.01663267
66,1.5933333333333333,15.265,-6.2648326834466666,4.381720051911398,14.633333333333336,1497.956666666667,933.47,147.83333333333334,76.0,-6.2648326834466666,17.677,-6.148578626666668,1.35,4.766666666666668,26.0,78.0,1107.93,6.070920194666666,7.68636929,3074.666666666666,340.3300000000001,17.866666666666667,1.5933333333333333,2041.4,70.5,214.9527933
67,1.5625,14.5075,-7.235083020113333,4.381720051911398,13.7,1538.6175,933.47,148.875,76.0,-7.681453577669999,16.189500000000002,-7.153286193333333,1.30775,4.3375,26.0,78.0,1249.53,5.858688524,7.34224519,2785.0,294.245,18.725,1.5466666666666666,2183.0,70.5,214.9527933
68,1.5019999999999998,13.122,-4.441598845,1.8960382489461995,15.84,1291.302,933.47,93.1,76.0,-4.3023637,19.1488,-4.370600015,1.408,4.700000000000001,26.0,44.0,894.5799999999998,6.3375836968,6.733239724000001,2969.600000000001,331.8,18.580000000000005,1.5299999999999998,1828.05,70.5,221.4006991
69,1.585,16.442500000000006,-4.8869664,1.2339610107756993,15.85,1487.435,933.47,122.75,76.0,-4.8869664,18.6955,-4.787662559999999,1.4049999999999998,4.925000000000002,26.0,61.0,1107.93,6.3465805445,7.7420825949999985,3445.0,400.625,15.95,1.585,2041.4,70.5,221.4006991
70,1.5459999999999998,15.296,-4.8869664,1.2339610107756993,16.0,1376.642,933.47,112.3,76.0,-4.658657744,18.722,-4.787662559999999,1.41,4.780000000000001,26.0,61.0,1107.93,6.371073261599999,7.74648076,3314.4,378.66,17.380000000000006,1.585,2041.4,70.5,84.14344195
71,1.6966666666666668,26.29,-8.0812254425,1.8840902878964003,15.333333333333332,2617.1566666666668,933.47,330.8333333333333,76.0,-9.526492883333336,6.276,-7.87598259,1.39,4.866666666666667,26.0,178.0,2525.53,6.28082904,8.419156106666666,4843.333333333333,568.3333333333334,11.833333333333336,1.62,3459.0,70.5,84.14344195
72,1.5366666666666666,20.00333333333333,-6.470028345,3.0265501082098005,15.733333333333334,1491.3133333333335,933.47,190.3333333333333,76.0,-5.5618266033333335,18.138666666666666,-6.1105597550000015,1.395,4.6000000000000005,26.0,173.0,1673.53,6.332741421333332,8.09614237,3335.666666666666,383.1233333333333,17.533333333333335,1.61,2607.0,70.5,130.3827659
73,1.4233333333333331,16.486666666666668,-6.408523260000001,11.4414365092915,18.933333333333334,1505.9016666666666,933.47,133.58333333333334,57.0,-5.500321518333332,16.474,-6.1310702233333325,1.4711666666666663,4.083333333333334,26.0,173.0,1673.53,6.605220802333333,6.826017101666667,3167.4999999999995,341.62833333333333,15.950000000000005,1.4966666666666666,2607.0,70.5,130.3827659
74,1.44,24.44,-4.650889115,0.0,21.5,1090.0,1090.0,39.0,22.0,-4.650889115,18.633,-4.21496399,1.39,4.8,0.0,0.0,0.0,6.725130247,6.47464548,887.0,32.4,15.4,1.44,1090.0,39.0,87.54035791
75,1.4007692307692308,11.65153846153846,-4.630225905,21.183270950619704,16.376923076923074,1130.603076923077,933.47,86.49230769230768,41.0,-3.934661847307692,18.77169230769231,-4.54445731,1.4124615384615384,4.2,26.0,48.0,865.53,6.328215700384615,6.373818123076923,2981.076923076924,301.6692307692308,20.161538461538463,1.356666666666667,1799.0,64.4,87.54035791
76,0.27,2.52,-3.3401570825,18527.227884814707,32.46666666666667,369.86666666666673,54.8,4.333333333333333,9.6,-3.81236869,26.746,-2.191636935,1.2266666666666668,0.7733333333333333,4.9,4.9,945.2,6.615847386,2.5822358966666665,774.4000000000002,49.00726666666666,526.8666666666667,0.405,1000.0,13.0,76.50498869
77,1.56875,26.8975,-7.22274162767,7.803673251014301,15.125,1582.0,1519.0,184.5,100.0,-7.6721975333375,15.904375,-6.886210575,1.27,4.54375,78.0,78.0,168.0,5.759799438625,8.45224468,2648.625,271.9625,14.5375,1.5550000000000002,1687.0,162.0,76.50498869
78,1.459090909090909,35.54,-5.407253006666667,28.7886368338589,24.31818181818182,1913.5454545454545,1115.0,258.45454545454544,17.0,-5.721700592272727,9.181181818181818,-5.01880839,1.5107272727272727,4.422727272727274,7.4,210.0,1624.0,6.767400327545454,7.900351668181817,3342.454545454545,377.66636363636366,9.354545454545455,1.413333333333333,2739.0,21.0,82.36943529
79,1.5466666666666666,40.64,-7.1820893475,6.171479495632602,17.933333333333334,1852.333333333333,1687.0,151.0,100.0,-6.596365566666666,15.78,-6.920635539999998,1.3203333333333334,4.55,47.0,47.0,496.0,6.082258777333332,8.76128378,3342.0,388.23333333333335,4.533333333333333,1.5699999999999998,2183.0,129.0,82.36943529
80,1.5766666666666669,40.473333333333336,-7.4653172725,7.9234402427192,17.333333333333336,1851.333333333333,1687.0,194.3333333333333,100.0,-6.7851841833333335,16.39666666666667,-7.203408984999999,1.2963333333333331,4.683333333333334,115.0,115.0,493.0,5.984355352000001,9.26862401,3096.666666666667,352.5,3.3666666666666667,1.615,2180.0,162.0,50.13337156
81,1.21,11.39,-6.464599775,0.0,32.9,1799.0,1799.0,64.4,41.0,-6.464599775,12.24,-6.34029752,1.81,3.2,26.0,26.0,0.0,8.043925049,3.23208944,3618.0,393.3,11.3,1.21,1799.0,64.4,50.13337156
82,1.785,38.39,-9.84730961,1.3523302191896,15.075,2856.75,2739.0,374.75,230.0,-10.34670869,12.34575,-9.53663167,1.36075,4.875,20.0,210.0,157.0,6.271982041999999,8.8877445775,4859.25,583.6949999999998,5.199999999999998,1.8,2896.0,322.0,49.79438837
83,1.3233333333333337,15.33222222222222,-6.229453263333332,18.4140584742468,24.61111111111111,1611.3955555555551,903.78,91.66666666666666,42.0,-6.025920842222222,14.004444444444449,-6.115830216666668,1.561888888888889,3.6922222222222216,20.0,82.0,910.22,7.0206498816666665,5.548958145555557,2830.222222222222,257.13777777777784,10.422222222222222,1.4333333333333331,1814.0,67.0,49.79438837
84,1.2833333333333334,13.525555555555556,-6.289148825,21.235847912977302,29.944444444444446,1601.3955555555551,903.78,81.26666666666667,41.0,-6.145311965555557,13.631111111111114,-6.1718990033333325,1.6978888888888888,3.658888888888889,20.0,82.0,907.22,7.661914441,4.735817078888889,3173.555555555556,316.13777777777784,11.288888888888891,1.413333333333333,1811.0,64.4,101.5157564
85,1.31,12.97,-5.015468105,8.414886401081699,22.13333333333333,1520.49,933.47,76.83333333333334,57.0,-5.438816433333333,14.809333333333331,-4.911139145,1.5473333333333332,3.5666666666666664,26.0,29.0,880.53,6.877700183333332,5.555891833333334,2999.333333333333,300.1333333333333,14.366666666666667,1.33,1814.0,70.5,101.5157564
