,nBase,SsssCH,IC3,NaasC,GATS5c,PEOE_VSA7,SlogP_VSA6,SpDiam_A,GATS7c,SssO,NssNH2,ATSC7c,n10FaHRing,NtsC,EState_VSA8,NsssNH,PEOE_VSA10,GATS4s,NdNH,ATSC4p,target
10,1,-2.3701919431696616,5.738572700741774,7,1.2460973191931428,79.77767453109394,66.73003775307771,4.796588011305326,1.1350767827456791,6.07345032589082,1,-0.7142243448983122,0,0,5.316788604006331,0,36.07451713818453,1.0483435575630835,0,5.369532517888078,8.522879
11,1,-3.40625352698058,5.788754913993504,7,1.330531492088446,73.2083918858677,66.73003775307771,4.83898654268825,1.0803596487927,0.0,1,-0.2563390831346229,0,0,5.316788604006331,0,17.73840806984009,1.1002612502183695,0,3.653728941007509,8.522879
12,1,-1.757901618917133,5.827383644806514,6,1.1372578478874182,62.081488902473694,72.79640482153933,4.891657316086203,1.3554997027552225,0.0,1,-0.3962476623407672,0,0,10.633577208012662,0,19.193479199573453,1.0535352890350147,0,-2.02953064799433,8.522879
13,1,-1.8398598255702392,5.817522761090997,5,1.1968051449894976,69.00522610216433,78.86277189000094,4.905771600890082,1.3402860678418982,0.0,1,-0.0761830362543818,0,0,15.950365812018994,0,12.648722793660877,1.1152269429058042,0,2.025223804404252,8.522879
14,1,-4.007934564303,5.471565523569598,6,1.0697024861024576,41.16181628110161,36.39820241076966,4.8358998520863565,1.0835654049372003,9.597386608707556,1,-0.1461628649613922,0,0,37.640808689795136,0,35.9446825718222,0.7845085263629363,0,0.0971152560678649,8.39794
15,1,-1.8907385741129428,5.713513256009071,8,1.2650626269474818,79.77767453109394,60.6636706846161,4.772302324359064,1.082162080574274,5.2648398719660925,1,-0.551329359347492,0,0,5.316788604006331,0,36.57743271494915,0.9869866786129312,0,1.5021667687764635,8.39794
16,1,-2.2885093346860077,5.788754913993504,7,1.33732506381055,73.2083918858677,66.73003775307771,4.794599327577998,1.1673126308680162,6.087154029594523,1,-0.7810384059953571,0,0,5.316788604006331,0,36.42897169264893,1.0275282115409663,0,4.180001136162357,8.30103
17,1,-1.8372419177343435,5.668619813556234,8,1.4361967539404534,102.368545158162,60.6636706846161,4.772262234422039,1.1074497077425822,0.0,1,-0.4308309687175961,0,0,33.974026299536,0,30.827920881665243,0.9864604518695156,0,6.36373432796289,8.30103
18,1,-3.384540564017616,5.738572700741774,7,1.340536503124323,73.2083918858677,66.73003775307771,4.82801080401202,1.1089207717128768,0.0,1,-0.2274072771708956,0,0,5.316788604006331,0,17.73840806984009,1.1022452052781504,0,4.167085044028821,8.30103
19,1,-3.048634006950345,5.790120509520849,7,1.3203989357005126,79.77767453109394,71.62552122859549,4.886153718868254,1.0681069120678934,0.0,1,-0.3075897763299319,0,0,5.316788604006331,0,23.78024889898805,1.1908350463460808,0,3.304806110278741,8.30103
20,1,-1.097446158789504,5.398114176205874,5,1.393015791328546,66.84510277280565,36.52867891392113,5.047156469285515,1.2012983213421604,6.385051033865032,1,0.2194991816543438,0,0,37.47115587554615,0,30.10883527483842,0.7117896364607911,0,7.7379429361374035,8.30103
21,1,-2.311485778008968,5.865465742429286,4,1.1921891801433986,54.86082965818264,84.92913895846256,4.940399986203948,1.2158057292723483,5.342467048689909,1,-0.6005321434146388,0,0,10.633577208012662,0,36.523757114388665,1.285940038894262,0,-6.659223213078191,8.30103
22,1,-1.7563100621484604,5.698185018613424,6,1.3873743664840177,67.70247290403466,48.10558525600012,5.047259657974839,1.1684632893400744,11.73156467744463,1,0.4037306258168812,0,0,48.52150146495495,0,35.40320451839359,1.099159463543743,0,9.335258141008792,8.259637
23,0,-5.23423267226062,6.147266572881491,8,1.1407388264163452,66.28465468617706,97.0618730953858,4.845349635120979,1.2981805533362158,5.7238429049296045,0,-0.5129229859912275,0,0,21.267154416025324,0,17.67628251123975,1.0552041865365531,0,-1.9136892252671869,8.180456
24,1,-2.0989217869590293,5.665894208390023,6,1.330708587042959,74.56867759386132,36.39820241076966,4.796884589395468,1.17486504637614,5.79220032589082,1,-0.6267135339954379,0,0,5.316788604006331,0,23.78024889898805,0.9917720078131896,0,2.957703483732958,8.1549015
25,1,-0.9671924141949289,5.878297799372937,6,1.0706786142470426,67.64494039417069,72.79640482153933,4.843298273596035,1.429664744659458,0.0,1,-0.5812219535950439,0,0,15.950365812018994,0,5.817220841045895,1.1180927731657666,0,1.016706319606234,8.0969095
26,2,-0.4134045950859182,5.434595329259764,4,1.0249628208665424,55.01200534011301,36.000840439265644,4.941973241045069,1.347602732955398,0.0,0,0.0831646626770229,0,0,46.6858206429706,0,11.580766081531303,0.8381842980737845,0,2.953810382650607,8.0969095
27,2,0.422312282297505,5.209867121904036,7,0.9183082319023488,41.81319288016644,60.11161436139602,5.175243078552903,1.0017462047483492,17.82012418818155,0,0.2081627902312605,0,0,23.815431441275663,0,30.18273753912917,1.058584868828078,0,4.306181923020986,8.0969095
28,1,-3.093354239407303,5.9026547874335344,6,1.3593492110089611,66.84510277280565,72.79640482153933,4.925748334248517,1.3021571483695835,0.0,1,-0.6911788550210126,0,0,10.633577208012662,0,41.90577138643193,0.9171889200504204,0,-1.8029727717648292,8.0969095
29,1,-0.7484595389145368,5.159553281141326,4,1.5162627825031711,43.73392667478865,36.39820241076966,4.889851904855996,1.4434976440922969,6.3096066612606325,1,-0.1233680913476315,0,0,51.318630274927386,0,24.291614433792525,0.7637155573081236,0,12.379097996351751,8.070581
30,1,-6.094153706247733,5.574806342807977,0,1.3084370691754903,55.445627420446414,0.0,4.800397062271222,1.206370746406093,0.0,1,-1.4466754281861889,0,0,21.267154416025324,0,23.908767433808823,1.183590316176427,0,5.702540540031759,8.0
31,1,1.1966141796561365,5.645280036014295,4,1.050364294679704,65.62095519911446,28.95922674631666,4.822956421266465,1.3148716304990762,0.0,0,-0.1111958093385378,0,0,46.64512744443083,0,17.677566384818018,1.0271966406308966,0,1.4065075342968492,7.958607
32,1,-2.111816511460721,5.659103436010438,8,1.2497362417886808,67.29048583970629,60.6636706846161,4.808027046151659,1.1684190697990224,5.250696353447574,1,-1.0417743650435138,0,0,5.316788604006331,0,36.57743271494915,0.9876334807743722,0,0.861641588000039,7.958607
33,0,0.5666081550126317,5.400432302535625,5,1.3786935577853128,78.97783690972886,48.53093654769288,4.888012297366071,1.3252454192091383,0.0,0,-0.2163791347875672,1,0,66.61281100356605,0,5.817862777835028,1.4502178527759475,0,0.9566630907000816,7.958607
34,1,-0.4326752860793308,5.607435516759527,8,0.9576593178513694,48.38247552539266,77.21355575859269,4.88320888999153,1.276121446039205,0.0,0,-0.0583292229784718,0,0,21.24781969777059,0,5.817220841045895,1.004044483261648,0,2.185026833536136,7.920819
35,2,0.0,5.180381775154635,7,0.825479391082166,55.660667279547695,60.11161436139602,5.052554300182861,1.0243057453463278,5.551212799864426,0,0.0179937569988751,0,0,39.22583004837653,0,17.788516910819148,1.2062742603646803,0,1.72801119648585,7.920819
36,1,-1.6345969414000172,5.506222284313982,7,1.0878927297957703,53.146089395724616,48.661413050844345,4.987666668803072,1.3903684915392656,0.0,1,-0.6031450255535362,0,0,65.86762069753304,0,29.822089728136014,0.533996529620626,0,-1.7421465898484791,7.920819
37,2,-2.249540645118193,5.191635874011297,5,0.9299908143879012,37.255572541998674,41.5210836465568,4.9908412506823225,0.7387371563353247,4.5584445174190495,0,0.5367614649389092,0,1,20.030034811389257,0,17.58037014868663,1.027663440571378,0,-4.279617773668491,7.920819
38,1,-1.5759841265382613,5.801858007218643,4,1.1865429065663045,63.29331358816711,48.53093654769288,4.800281446118172,1.3565915733680964,0.0,1,-0.1966366229941678,0,0,15.950365812018994,0,12.648722793660877,1.3696938531144969,0,1.6637127216524827,7.8860564
39,2,-5.767647813363836,5.236080318455743,5,0.8947270385102291,37.255572541998674,41.5210836465568,5.074590942789219,0.7791808096373753,4.295713035937569,0,0.400676447958141,0,1,20.030034811389257,0,23.119295401069976,0.998563669263494,0,-4.0996182707622655,7.8860564
40,1,-1.574778493584135,5.815272112631072,6,1.401955330531986,93.32822688587474,60.702282838105184,4.797153832873966,1.1594004061114975,0.0,1,-0.5110205778645571,0,0,16.709597314846544,0,23.78024889898805,0.96452161937265,0,3.5905019984095574,7.853872
41,3,-2.996899831323325,5.308758439731455,5,0.896643576482274,41.81319288016644,47.45697421186694,5.084817299113103,0.7019827527484964,4.354804459539065,0,0.3164412243407198,0,2,21.570136324147008,0,11.5667326743298,0.8263142486473185,0,-0.7661588984969603,7.853872
42,1,-1.2005834212396391,5.599747626002146,5,1.0619359188463977,42.67056301139546,78.86277189000094,4.846633413342105,1.2675507643261898,0.0,1,-0.0613217086123649,0,0,15.950365812018994,0,12.648722793660877,1.2051635378746208,0,-3.263932894035586,7.823909
43,1,-1.7755885939649174,5.604508540015388,4,1.2380454386754247,62.081488902473694,84.92913895846256,4.869540876515867,1.213338174026638,0.0,1,0.0785457719973215,0,0,10.633577208012662,0,12.648722793660877,1.1141895892724358,0,1.948659249240158,7.823909
44,1,-1.813584314888533,5.597150904689817,6,1.1865213910818653,73.7688399724963,30.462311845459517,5.047281268002127,1.0575810555398846,22.64707711145788,1,0.3414487197190264,0,0,37.47115587554615,0,30.395580821540825,1.0647344314731468,0,5.663560343700427,7.7746906
45,1,-0.7519368197193987,5.888242271972635,7,1.1075211133702143,78.26892780080007,66.73003775307771,4.893208503514796,1.2564882946902824,11.40602057397018,1,-0.5363441069579763,0,0,54.06330848524668,0,23.937159879328128,1.1826085108755755,0,-1.484228110197293,7.7695513
46,1,-0.6449829220536292,5.566253374677227,5,1.276653505983504,80.1896615954223,42.46456947923127,5.042026835736145,1.2356822674530743,6.495943057040085,1,-0.1615573150629747,0,0,60.02188388693455,0,30.04112626707643,1.1120167636987095,0,-0.6930600426346725,7.7695513
47,1,-2.0588397217681824,6.010404943316921,7,1.3159529224468862,60.86966421678028,66.86051425622918,4.878834872523328,1.1564068937277066,5.26843820054169,1,-0.438510115028044,0,1,11.386009916798605,0,36.57743271494915,0.9655819101090584,0,0.0834700602440926,7.7447276
48,2,-2.48495731178486,5.252855596281599,5,0.9542106751728284,30.33183534230805,41.5210836465568,5.021410814897299,0.7804396035877075,4.45344451741905,0,0.4072679266228561,0,1,20.030034811389257,0,29.793886373344883,1.1174974965286435,0,-4.399259521972331,7.7212462
49,1,-1.3924111735743705,5.8421292911243,7,1.0483170731775933,61.57857332570909,66.73003775307771,4.929197472667271,1.2402358336260566,5.304292194560263,1,-0.2445741531119535,0,0,10.633577208012662,0,24.94299103285736,1.3598976606933673,0,-5.576713185473638,7.7212462
50,3,0.0,5.267146830308979,6,0.7832475214947822,35.392371257240434,66.17798142985764,5.097717246205827,0.7727282452464901,3.900392945866812,0,0.1387029857950676,0,0,19.69722472833013,0,17.894052749094342,0.7743082085733063,0,-2.5165000035954743,7.69897
51,3,0.0,5.260456902679037,6,0.9844325901140129,53.08855688586065,71.98339549201631,5.080026643368656,0.8272497382920597,0.0,0,0.0213475241691211,0,0,9.976383253582878,0,11.63444168209179,1.0441399176700408,0,-1.782847793822889,7.69897
52,1,-1.2022553172503585,5.997676699687268,4,1.0574618061606131,62.93885903370271,72.46257790141526,4.93976743579992,1.3435214800060749,5.327985633029963,1,-0.3932628222173714,0,0,34.2764542691624,0,24.94299103285736,1.2736286003147332,0,-3.205410433353663,7.6382723
53,2,0.0,5.136248672727249,5,0.9043376709628638,37.255572541998674,41.5210836465568,5.083194146357951,0.8394303874106749,4.575805628530161,0,0.2629171196724301,0,1,20.030034811389257,0,17.58037014868663,1.2633318972808387,0,-5.161762434424606,7.6382723
54,3,0.0,4.952591032002873,5,0.9500116352609324,49.23984565662168,47.456974211866935,5.1646428457711,1.34712951770914,6.132537145516642,0,-0.3355074969739653,0,0,4.992404732635669,0,11.350562644267594,1.2801150827651089,0,2.4350255050874763,7.6197886
55,1,-1.396765991118672,5.818041965473109,7,1.016862260702616,43.17347858816007,66.73003775307771,5.05192255530004,1.2332900614909856,5.319294207007399,1,-0.3790529233537537,0,0,22.04034526539791,0,24.94299103285736,1.2838168331164332,0,-5.927733082477155,7.5850267
56,3,1.54542095474242,5.061775727049901,2,1.2472003954188533,48.646001567420825,24.26546827384644,4.899716401836855,1.2222939117091003,0.0,0,-0.0603666247614743,0,0,41.822782681549725,0,5.538925252383345,1.2196480844789854,1,2.6935366343911467,7.5686364
57,1,-0.208612751427732,5.6557645846554525,8,0.9588697091959226,70.48782046988043,97.0618730953858,4.841974026543339,1.1424941600142813,5.74376515923684,0,-0.4645890408338869,0,1,29.252411530884007,0,6.606881964512918,1.3924527610068589,0,8.14311249202051,7.5686364
58,1,-0.4393227938478701,5.607080570026078,6,0.9196733340789964,53.94592701708966,72.79640482153933,4.818698661774892,1.2603031519712085,5.545182236724202,0,-0.157702666814137,0,0,11.050456081168516,0,12.424102805558814,1.2159040502719,0,2.4820427760489823,7.5686364
59,1,-0.622753516080234,5.424113218939413,2,1.2307233373738424,43.231011098024034,24.26546827384644,4.626447997277666,1.328534558803104,0.0,1,-0.2529325922199337,0,0,55.670257080930966,0,25.23532002872141,1.299785909915508,0,-3.093861216099097,7.5686364
60,2,-1.619959020097493,5.183867720346297,5,0.946268983598761,37.255572541998674,41.5210836465568,4.978470184750485,0.7991256490723532,4.847796369270902,0,0.3968293888785312,0,1,15.293171857589208,0,29.726177365582892,1.173262920958863,0,-5.159696339294129,7.552842
61,3,0.0,5.268504863154385,6,1.057608663219333,47.73109892632784,60.11161436139602,5.100837411200942,0.9381509952529504,0.0,0,0.1492019707089786,0,0,28.79940996222287,0,6.3273200747645415,1.3145822158998155,0,-0.5636486946349255,7.5228786
62,1,-0.4959516192463832,5.72614383439888,4,1.0885166877497443,69.71413521109311,48.53093654769288,4.801079105029366,1.5485792043654685,0.0,1,-0.436844490048489,0,0,43.64531461078148,0,12.648722793660877,1.1014088975272556,0,3.980339234655485,7.481486
63,1,-0.6508021092964276,5.543468010689262,5,1.281840422471841,80.1896615954223,42.46456947923127,5.042028749331836,1.2342885490164697,6.504831945928974,1,-0.1325653961669025,0,0,60.02188388693455,0,30.04112626707643,1.1112806860652569,0,-0.6112520293300251,7.4436975
64,0,-5.946033328455219,6.156823374685352,10,0.8708749112453448,65.93020013171267,84.92913895846256,4.845972832848732,0.8244086696598242,5.50583408007855,0,0.8135074042245989,0,0,21.267154416025324,0,30.03267630903657,0.918156228905868,0,-1.3515900669133818,7.4317985
65,1,-8.857114829046065,5.711139782367592,0,0.9082725449271456,50.36074182987885,0.0,4.771738488934225,0.9517541813896974,0.0,0,-1.786632440469024,0,0,27.00082189318751,0,12.08368165829592,1.0818738504795298,0,3.9508148212539074,7.4089355
66,1,-1.6492100366381124,5.779646605573774,6,1.1343626088163477,55.66066727954768,72.79640482153933,4.800068541584203,1.349613645539693,0.0,1,-0.4664777081332823,0,0,10.633577208012662,0,19.193479199573453,1.033116080924107,0,-0.7184414977045471,7.39794
67,3,0.0,5.31429470458933,6,0.8690294931273541,59.00646293202204,71.98339549201631,5.094884916465971,0.90496174617303,5.384481176659588,0,0.235837044747166,0,0,9.976383253582878,0,5.749511833283905,1.3057172666640204,0,-1.5478612894063606,7.39794
68,2,-5.767647813363836,5.236080318455743,5,0.8947270385102291,37.255572541998674,41.5210836465568,5.074590942789219,0.7791808096373753,4.295713035937569,0,0.400676447958141,0,1,20.030034811389257,0,23.119295401069976,0.998563669263494,0,-4.0996182707622655,7.39794
69,4,0.0,5.444611807678959,6,0.8865772600403619,29.82891976554344,71.98339549201631,5.143532277198593,0.7238936260037347,5.119582959262533,0,0.1509936386199714,0,0,14.968787986218548,0,13.08951281182515,0.6696077378982598,0,-2.7472071458048504,7.39
70,1,-0.6991929572818836,4.999851662433196,3,1.6619158269552368,29.23507567634257,36.52867891392113,4.889851904855995,1.1893851230364831,0.0,1,-0.0024169360062516,0,0,56.13090971322403,0,18.69056362280884,0.72528016518282,0,8.612846918116407,7.3565474
71,3,0.0,5.436038670601668,5,0.8503363889644936,41.28151104846984,42.59504598238274,4.7887145748048185,1.2526558537762114,0.0,0,-0.0980277802686135,0,1,22.019587124811267,0,6.544756405912575,0.7119667360085121,1,0.5258959528860438,7.3565474
72,1,-1.5172880579701022,5.182305722967215,5,1.2630230026208964,54.00345952695363,42.46456947923127,4.914950165637524,1.4449955736935762,0.0,1,-0.5473515686819586,0,0,55.670257080930966,0,29.822089728136014,0.5048501540433945,0,-0.7483364189552817,7.3279023
73,3,0.0,4.909112771133309,4,1.0552024383359595,41.0133552588014,41.91251315601119,5.163614909691919,1.0783095326512806,0.0,0,-0.146995283541217,0,0,47.00693737929616,0,6.3273200747645415,1.1016483019477086,0,4.267148851294883,7.318759
74,0,-9.952957996642835,6.124898856902931,2,1.2937080430618684,82.76177198910933,60.6636706846161,4.821569360705572,1.156915305059418,10.330192957303026,0,-1.3962365992710324,0,0,21.267154416025324,0,41.85209578587145,1.2988536410652696,0,0.6390857534412087,7.31158
75,1,-5.211541337314386,5.363826390090816,6,0.993593924029334,40.65890070433699,36.39820241076966,4.883908632049298,1.077971598199283,0.0,1,-0.299757498004818,0,0,20.771211599071872,0,30.260638070601523,0.8117709516713207,0,-1.0849429100116708,7.309804
76,2,0.0,5.20184123230257,5,0.8859777274757276,30.33183534230805,41.5210836465568,5.117104540791757,0.8823404231250827,4.470805628530161,0,0.1335395814264799,0,1,20.030034811389257,0,24.25496112096154,1.140979486982472,0,-5.2518873810530415,7.309804
77,2,0.0,5.136248672727249,5,0.9951235827846237,37.255572541998674,41.5210836465568,4.911875053670585,0.7390361204567062,5.110527850752384,0,0.5326910643978595,0,1,15.293171857589208,0,17.58037014868663,1.0506523060954374,0,-5.15965299520861,7.2924
78,0,-3.0425437864523457,5.419114329648334,0,1.350550557820558,55.94854299721102,0.0,4.636936870142499,1.3357854872036623,0.0,0,-0.9323152835328636,0,0,28.190891615715948,0,12.08368165829592,1.2547338742853016,0,5.210828138257965,7.275724
79,2,-3.0457460571345303,5.20184123230257,5,0.9227088307559692,30.33183534230805,41.5210836465568,4.999946129759248,0.839686325894051,4.88719451741905,0,0.2762970896709931,0,1,15.293171857589208,0,17.58037014868663,1.2518148028299734,0,-5.382052646726607,7.2676063
80,2,-1.27381998305322,5.769413651789075,3,1.2520615475920105,42.87655654355965,54.59730361615449,4.924548371897192,1.3852611102320052,0.0,1,-0.6024436684770548,0,0,55.670257080930966,1,25.23532002872141,1.5310554634882194,0,-4.56386060952211,7.2596374
81,1,-4.135731163781989,5.396651409585763,4,1.0856891991080198,46.7252677727986,48.661413050844345,4.89003311398958,1.1564767542219303,0.0,1,-0.2454534712736367,0,0,37.8879242569423,0,24.443417229555628,0.6978551893429468,0,-2.9126593049754934,7.2596374
82,0,-7.391455836292045,6.23183963682084,6,1.191782851919519,80.33812261772249,109.19460723230902,4.8551492621108565,1.2081504783006465,4.966629246618293,0,-0.3741906356745857,0,0,21.267154416025324,0,24.16736331659184,1.3388857602866948,0,-3.556450242916798,7.242604
83,1,-1.5700672439800332,5.495335451449011,5,1.1866413949054144,55.157751702783074,60.92462369091903,4.901113324531255,1.3634288960904803,0.0,1,-0.5853066693353484,0,0,27.86499315323692,0,29.822089728136014,0.5557248121914532,0,-1.292106376112839,7.229148
84,3,0.0,5.176151091861087,4,1.0467455407433708,46.51927424063442,78.31071556678086,5.073357024710355,0.7834171202003335,0.0,0,0.1211874198944398,0,0,14.960361774530083,0,0.0,1.3016040003739706,0,-1.7615112908443424,7.221849
85,3,0.0,5.1440181631019,4,1.0101666398967706,45.64958122140765,70.61078689602492,5.060399316889308,0.8188508745225911,0.0,0,-0.0263951222260833,0,0,9.976383253582878,0,0.0,1.3357602035336895,0,0.0916071157022486,7.221849
86,1,-3.627587207584818,5.830481283030977,6,1.0179385388326925,54.80329714831868,72.79640482153933,4.918522060532899,1.2509523572392616,0.0,1,-0.0999305194094853,0,0,10.633577208012662,0,11.921187228794198,1.080775010977624,0,-6.362316338667773,7.1487417
87,0,-9.933863878236144,5.747556793530885,0,1.2161953263082634,63.20238507573086,0.0,4.753437173839735,1.3285200805572297,0.0,0,-1.586030314183212,0,0,21.267154416025324,0,30.271329704340147,1.0774800362694994,0,1.7855623824092,7.1366773
88,0,0.3472182370638079,5.129279917429462,5,1.217541540460504,66.63910924064146,48.53093654769288,4.876976832047123,1.174640306701815,0.0,0,-0.2640966300915907,1,0,59.68907380387543,0,5.817862777835028,1.1645604468813888,0,-0.5380489440814746,7.1307683
89,1,-1.8198439980825492,5.738589961908774,5,1.2940821900752644,49.44583918878587,71.65505144030101,4.92102951532236,1.2825284607435727,0.0,1,-0.2978063589140621,0,0,5.316788604006331,0,24.88086547425701,1.0595552469706817,0,2.860516697822744,7.1191864
90,2,-1.981070131208604,5.2494602799216175,5,0.9231609013301976,30.33183534230805,41.5210836465568,5.01398408560399,0.8494784827387041,4.742796369270902,0,0.2673927887369665,0,1,15.293171857589208,0,30.86184308547445,1.1450979901444924,0,-5.259853037726606,7.113509
91,4,-2.971118331127593,5.407574770641922,4,0.8465575756371893,24.26546827384644,53.52334128032855,5.139109058552426,0.7635746954253847,9.403684697154404,0,0.0619884247132283,0,2,26.56254105678268,0,25.44590660962197,0.4568546987336504,0,-0.6803928656849372,7.11
92,2,-1.7786942274526094,5.841791934859187,6,1.2831819329988643,48.234014503092446,84.9484450352071,4.753077109920406,1.340717643005295,5.904414267390458,2,-1.1430533544339767,0,0,66.95527412499744,0,25.23532002872141,1.1698797418250555,0,-1.7632871147984226,7.1079054
93,2,0.4945994326207167,5.099436412484688,4,0.9303677976775042,44.38530327385348,47.71792721816986,5.000050589407991,0.8313373130773241,0.0,0,0.0697786888907215,0,2,52.149087233602216,0,5.711685002770702,1.200013300295192,0,-0.2558641405644666,7.102373
94,3,0.0,5.229871195093384,4,0.9647903057530092,24.117007251546227,60.37256736769895,5.067980506325535,1.0892054901740948,0.0,0,-0.2091831190335402,0,0,20.059043582831123,0,6.3273200747645415,1.3093089471316903,0,-1.691508260904972,7.09691
95,3,0.0,4.953213053667205,5,0.93245880025278,49.23984565662168,47.45697421186694,5.164906175183041,1.2916863871912687,6.127427406147644,0,-0.2998662103297405,0,1,11.061626045427944,0,11.350562644267594,1.1308450121938396,0,2.1763493544620203,7.026872
96,1,-1.3396249115383818,5.653130491728178,4,1.4120128409742527,43.025017565859855,85.05961546161403,4.842806053854158,1.1159793031011251,5.330867691780134,1,-0.4415940792141636,0,0,19.16426300338758,0,24.94299103285736,1.4461253241299945,0,-0.7626727773510693,7.026872
97,2,0.9047826374745632,5.252855596281599,5,1.0009226720841808,56.01512183401209,36.52867891392113,5.022269225799724,0.8745159015800407,0.0,0,0.1997905720147145,0,0,15.293171857589208,0,17.0500740882777,0.9664229375983948,0,-1.5890681822118384,7.017729
98,1,-0.8573917178627583,5.572431251322121,5,1.0693873704104913,30.18337432000784,78.86277189000094,4.86377844857974,1.2286824901025346,0.0,1,0.0179013864572397,0,0,10.633577208012662,0,12.648722793660877,1.2657047992824302,0,-0.7116549924990766,7.008774
99,1,0.1408854368224505,5.453188816197031,5,0.8950667819271922,57.169414009841525,42.46456947923127,5.100523081677476,1.0007218881202051,5.716416958289148,0,-0.5372338137528141,0,0,6.923737199690624,1,12.361977246958473,0.9187663975120212,0,1.0918151458566037,7.0
100,0,0.0,5.487262199805397,9,0.7888855199028149,60.160755107851486,97.58377910799165,4.864508349104503,0.7473092618045781,5.825403442623861,0,0.0167682126800334,0,0,31.6517693475562,0,17.894694685883472,0.8284628580060305,0,-2.0067163773474275,7.0
101,1,-3.8069945882489273,5.685778466279324,4,1.1960841250429757,42.52210198909523,84.92913895846256,4.745155262038585,1.4246488182829051,10.652224392482903,1,-0.674261568076737,0,0,10.633577208012662,0,37.59171382651824,1.4468567312732807,0,-3.778523124356033,6.950782
102,2,-2.053985008462061,5.8138580962335205,7,1.3332473689871516,67.6449403941707,66.73003775307771,4.800132096990881,1.0640384957584514,0.0,1,-0.3198929587266239,0,0,22.76631134493588,1,43.91743369349039,0.943878384817713,0,4.157697646799092,6.920819
103,0,-7.272003064758596,5.841813583333837,0,1.3130850063010664,101.72731481328692,0.0,4.829380965650031,1.193811783415368,5.010648513066165,0,-0.1159969505534483,0,0,25.98924928047741,0,24.16736331659184,1.1510372725192606,0,-0.1701339263204878,6.89279
104,1,-1.9857779889963336,5.401448944187937,6,1.111996492630304,53.50054395018901,36.39820241076966,5.033840428905442,1.2553163473577509,0.0,1,-0.5554013907932663,0,0,38.22073434000143,0,30.260638070601523,0.86041842642983,0,-2.3584483337509035,6.853872
105,1,0.7014272177471126,5.180988224894112,4,1.4475487223257932,60.27582012757942,84.92913895846256,5.091777414020193,1.1715570213564188,0.0,1,0.0581246470889827,0,0,95.14583729331936,0,5.917906046161393,1.5967606210129466,0,-5.998615148224548,6.823909
