,BCCefflatcnt_composition_average,NValance_composition_average,IonicRadii_composition_average,Number_composition_average,AtomicWeight_composition_average,AtomicNumber_composition_average,HeatCapacityMolar_composition_average,BCCvolume_pa_composition_average,n_ws^third_composition_average,AtomicWeight_max_value,Number_max_value,AtomicNumber_max_value,AtomicVolume_composition_average,AtomicWeight_arithmetic_average,GSvolume_pa_composition_average,ICSDVolume_composition_average,BCCvolume_pa_arithmetic_average,CovalentRadius_difference,NdValence_arithmetic_average,BCCfermi_composition_average,NdValence_max_value,BCCfermi_arithmetic_average,AtomicVolume_difference,BCCvolume_pa_max_value,NUnfilled_min_value,target
70,6.9180810103333314,16.333333333333332,0.76,58.33333333333334,142.4356666666667,58.33333333333334,26.68333333333333,21.406666666666663,1.4366666666666668,195.084,78.0,78.0,22.1759922784508,142.4356666666667,21.70583333333333,22.1,21.406666666666663,70.0,6.333333333333334,5.0092206033333335,10.0,5.0092206033333335,16.1965363388016,31.21,2.0,997.505
71,7.119983291666667,18.0,0.7166666666666667,60.0,146.20133333333334,60.0,25.44,23.08333333333333,1.4333333333333331,195.084,78.0,78.0,25.247770131437463,158.422,26.04666666666667,25.166666666666664,21.08,3.0,9.5,8.16613847,10.0,8.054626795,14.8309599370549,27.09,2.0,997.505
72,6.853685333666665,7.0,0.8333333333333334,49.0,114.90549,49.0,25.69,21.78333333333333,1.5666666666666669,138.90547,57.0,57.0,21.660555246766037,120.905485,21.3925,20.133333333333333,25.705,65.0,4.5,7.504200456666666,8.0,7.571888505,23.8051363080556,37.47,3.0,107.714
73,6.684546142,11.999999999999998,0.68,44.4,103.67,44.4,24.9048,19.24,1.4980000000000002,167.259,68.0,68.0,20.68180815064512,114.26816666666666,20.775,19.6,21.146666666666672,69.0,6.0,5.331582798,10.0,4.969682356666667,16.9105585562659,30.68,2.0,107.714
74,6.362853009,5.666666666666668,1.2966666666666669,13.0,27.458340466666662,13.0,30.371555555555556,22.81,0.3233333333333333,54.938045,25.0,25.0,12419.284426422597,37.6782494,23.88287994892222,29.08888888888888,30.346666666666664,146.0,1.6666666666666667,-0.2283322622222221,5.0,1.9779670333333328,18589.395862863003,72.1,1.0,173.74400000000003
75,7.103227017899999,12.3,0.76,51.9,123.212714,51.9,26.419,23.061,1.392,164.93032,67.0,67.0,23.82912155640953,128.84860666666663,26.88116666666,23.17,23.496666666666663,53.0,6.0,7.362943762,10.0,6.518161903333333,17.4148701000174,31.32,3.0,173.74400000000003
76,8.20061541,6.666666666666668,1.7011111111111108,29.333333333333336,67.34765597777778,29.333333333333336,32.64933333333333,43.06666666666667,0.1222222222222222,132.9054519,55.0,55.0,12241.545660635957,98.6528173,45.919814814811104,38.1,55.62333333333334,142.0,3.333333333333333,2.4655356433333333,10.0,3.5494799033333333,18283.55034884165,118.03,1.0,216.151
77,6.0872233940000005,6.4,0.5479999999999999,24.8,52.95636,24.8,23.496,14.526,1.582,91.224,40.0,40.0,17.036253517165466,59.3343,16.942999999999998,16.96,15.896666666666665,64.0,3.333333333333333,6.849693006,8.0,6.412752613333334,12.3246588274864,22.75,2.0,216.151
78,6.075068460000002,7.666666666666668,0.5033333333333334,35.0,78.92825400000002,35.0,24.594666666666665,14.013333333333332,1.7233333333333332,102.9055,45.0,45.0,18.5550471460454,66.939631,16.616746031733335,13.966666666666669,14.05,35.0,4.0,8.268507963333333,8.0,8.718349765,14.4886120058937,14.16,3.0,248.565
79,8.841031166875002,17.5,1.305,64.75,160.27124612499995,64.75,27.17475,49.29125000000001,0.99625,207.2,82.0,82.0,52.0294514002956,163.21145633333333,50.1634375,52.1375,44.43,84.0,6.666666666666668,4.9364275525,10.0,4.799714373333334,75.69388822849521,88.64,1.0,248.565
80,6.4994441911428575,5.285714285714286,0.9014285714285714,36.42857142857143,83.0061,36.42857142857143,25.52628571428572,17.97142857142857,1.5642857142857145,101.07,44.0,44.0,2673.24264121631,68.76689999999999,19.224107142857143,20.485714285714284,14.546666666666669,104.0,3.0,5.81539149,7.0,6.421102736666668,18578.931092209503,22.75,3.0,70.1777
81,5.9052964736,4.8,1.162,13.2,27.188640000000003,13.2,27.8246,15.13,0.486,47.867,22.0,22.0,11167.433000785895,34.64813333333333,16.355,22.72,20.33,110.0,0.6666666666666666,3.018435004,2.0,2.9817026733333334,18574.560849330595,36.82,2.0,70.1777
82,6.3029237936666656,9.333333333333332,0.5900000000000001,33.33333333333333,74.55766,33.33333333333333,24.78,15.973333333333333,1.6166666666666665,92.90638,41.0,41.0,17.167821229012365,74.55766,17.028333333333332,17.1,15.973333333333333,45.0,6.666666666666668,5.94265366,10.0,5.94265366,9.9466007676357,19.01,3.0,293.09
83,6.1542086925,13.333333333333336,0.825,43.33333333333334,101.67931983333334,43.33333333333334,25.348000000000003,15.528333333333332,1.445,196.966569,79.0,79.0,16.06272068324385,139.81263966666668,15.452777777783336,16.0,19.976666666666667,62.0,6.666666666666668,4.481146213333333,10.0,4.5835527266666665,20.279550823483103,32.12,1.0,293.09
84,6.482184583666665,19.833333333333336,0.7000000000000001,79.16666666666667,198.8538433333333,79.16666666666667,25.47,17.683333333333334,1.7383333333333335,232.03806,90.0,90.0,17.268072592972253,212.12753,17.236666666666668,16.966666666666665,23.790000000000006,65.0,4.5,9.270842883333334,7.0,8.53255919,18.7171327461573,32.95,3.0,406.181
85,6.096226278,9.2,0.512,24.0,51.61750479999999,24.0,24.7636,14.16,1.452,65.38,30.0,30.0,20.40905896753798,48.176881,17.404095238080007,16.619999999999994,14.16,15.0,5.0,6.376194036,10.0,6.991474225,13.008438081838698,14.16,0.0,406.181
86,6.5308069196666665,11.0,0.6933333333333334,47.0,109.21933333333334,47.0,26.23333333333333,17.79,1.5033333333333332,114.818,49.0,49.0,18.4931435658387,110.619,17.693333333333335,18.5,19.45,3.0,10.0,6.2574153300000015,10.0,6.792628405,11.384271891825,24.43,0.0,438.646
87,6.7390859635,13.75,0.7224999999999999,40.75,95.16205,40.75,25.46,19.945,1.395,167.259,68.0,68.0,21.47848544331732,101.90886666666664,21.50125,21.35,20.256666666666668,70.0,6.666666666666668,5.1220527025,10.0,4.6711884433333335,18.806126435113494,30.68,1.0,438.646
