,nHBDon,TopoPSA(NO),SlogP_VSA10,SlogP_VSA2,SMR_VSA3,BCUTv-1l,ATSC2d,ATSC1are,SlogP_VSA5,NddsN,GATS1se,ATSC1v,SaaNH,NsssN,ETA_epsilon_5,SaaN,nFHRing,VSA_EState8,IC1,NssO,target
23,0,26.3,0.0,13.079102829229384,0.0,14.701398337607287,-3.955555555555556,0.0266666666666663,12.84164324585202,0,0.6843859109129101,-51.56084403678268,0.0,0,0.9190476190476192,0.0,0,0.0,2.1735572622751853,1,-4.1
24,0,23.79,0.0,0.0,0.0,15.57930559808012,-2.4970414201183435,4.718447854656915e-16,5.563451491696996,0,0.4733630375823325,2.131628207280301e-14,0.0,0,0.75,0.0,0,0.0,1.914341183612352,0,-4.1
25,0,23.79,0.0,0.0,0.0,15.579306006420053,-1.2888888888888883,-0.0201639999999991,26.186202068468653,0,0.5825001837829887,-87.13502322638563,0.0,0,0.7666666666666666,0.0,0,2.0806944444444446,1.871602261409798,0,-3.52
26,1,20.23,0.0,10.707578205824394,0.0,14.708165524994197,-4.999999999999998,-0.1844444444444441,20.771211599071872,0,1.046261317921053,-80.97945498155485,0.0,0,0.7611111111111111,0.0,0,5.229166666666667,1.6879430945989,0,-4.47
27,0,17.07,0.0,5.783244946364939,0.0,14.702719922717616,-5.099173553719005,-0.0211570247933905,27.694948798762496,0,0.5326039119067378,-96.33311012117022,0.0,0,0.7958333333333334,0.0,0,7.731481481481482,1.5820239409642765,0,-2.74
28,0,17.07,0.0,6.286160523129555,0.0,14.702721571991178,-1.0000000000000002,-0.0063999999999998,13.344558822616634,0,0.5000132404515656,-91.95808525515542,0.0,0,0.8916666666666666,0.0,0,1.8125,2.1609640474436813,0,-3.43
29,0,20.31,0.0,25.405349002320985,4.899909730850478,14.70271491491933,-3.375,0.0483993055555559,0.0,0,0.6721257187584674,-189.45087978569623,0.0,1,0.9333333333333332,0.0,0,0.0,2.125814583693911,0,-7.81
30,0,0.0,0.0,0.0,0.0,20.26706752264933,-3.629629629629629,-1.4710455076283324e-15,11.126902983393991,0,1.0624999999999998,-2.131628207280301e-14,0.0,0,0.7000000000000001,0.0,0,4.193333333333333,2.197159723424149,0,-0.8
31,0,0.0,0.0,0.0,0.0,20.327014994689424,-1.2721893491124263,-0.0340828402366856,6.4208216229260096,0,1.3000000000000005,-85.25535183497173,0.0,0,0.7,0.0,0,6.958333333333333,2.0458416408851736,0,0.93
32,2,49.33,11.374772549367124,11.075832682792557,0.0,14.70144088916862,-2.616161616161613,-0.3424219467401296,21.48489165916281,0,0.8213108525750046,100.48983802154622,0.0,0,0.7566666666666666,0.0,0,4.0462906273620565,3.2015836977483505,0,-6.78
33,0,20.31,0.0,24.902433425556364,4.899909730850478,14.702712979820053,-3.0,0.089645454545452,10.357988675768818,0,0.6287809909348625,-79.6492849828401,0.0,1,0.8060606060606061,0.0,0,0.0,2.6081108934918174,0,-9.29
34,1,12.03,0.0,13.08951281182515,5.316788604006331,15.594519294574123,-1.05078125,-0.0056003906249987,13.847474399381248,0,1.372895594610034,-144.0547448627524,0.0,0,0.7000000000000001,0.0,0,6.388888888888889,1.6737949406953985,0,-4.07
35,1,20.23,0.0,5.106527394840706,0.0,14.70816384281061,-7.795199999999999,-0.1720000000000008,26.334663090768867,0,0.991690494385315,37.37039514603897,0.0,0,0.7305555555555556,0.0,0,6.456490929705215,2.6724876891689533,0,-5.91
36,0,26.3,0.0,13.07910282922938,0.0,14.70147123275498,-3.140000000000001,0.0735999999999981,20.268296022307258,0,0.7132217494277643,-148.2416010684335,0.0,0,0.8916666666666667,0.0,0,5.228047996976569,2.319240704636849,1,-2.13
37,1,20.23,0.0,11.713409359353625,0.0,14.708164692997574,-2.6446280991735533,-0.1591000918273652,58.29031018309871,0,1.0563282383091002,-75.3355142300414,0.0,0,0.7305555555555556,0.0,0,2.611826014343601,1.5220103048628786,0,-3.64
38,0,26.3,0.0,12.576187252464766,0.0,14.701470589075534,-1.048442906574395,0.0553633217993076,20.268296022307258,0,0.7202757842795208,-146.41978512891276,0.0,0,0.9190476190476192,0.0,0,4.067685185185185,2.015740432493068,1,-2.68
39,0,0.0,0.0,0.0,0.0,20.38859604938133,-1.9916765755053512,-0.0428061831153408,58.79322575986332,0,1.6111111111111116,-107.07605871068868,0.0,0,0.7000000000000001,0.0,0,4.527422052154195,1.1307380174672108,0,3.13
40,1,29.1,0.0,12.954851712028695,5.316788604006331,14.702713732665725,-2.625,-0.1226006944444439,6.923737199690624,0,0.7303596092418617,-114.71480063831608,0.0,0,0.8277777777777776,0.0,0,1.4722222222222223,2.292481250360578,0,-10.0
41,0,0.0,0.0,0.0,0.0,20.34123888348733,-2.144032921810701,-0.0400000000000006,45.448666937246685,0,1.4999999999999998,-100.05662819521058,0.0,0,0.7000000000000001,0.0,0,5.922031604308391,1.978299098062429,0,2.06
42,1,20.23,0.0,5.106527394840706,0.0,14.708163859888888,-2.908587257617727,-0.2208864265927991,0.0,0,0.9450532730223612,93.08191537921358,0.0,0,0.7305555555555556,0.0,0,0.0,2.074087044559035,0,-8.11
43,0,0.0,0.0,0.0,0.0,20.277765931440765,-3.875,-2.0383000842727486e-17,0.0,0,0.5385112263490237,-5.684341886080803e-14,0.0,0,0.9285714285714286,0.0,0,0.0,2.0,0,-1.12
44,6,121.38,0.0,68.26879384906327,0.0,14.707140000567604,-6.402366863905324,-2.220177514792897,0.0,0,1.2241464527219874,107.17851571848452,0.0,0,0.8222222222222224,0.0,0,-1.451636432350718,2.199687794731328,0,-23.62
45,0,26.3,0.0,13.079102829229384,0.0,14.701398358274105,-1.636678200692042,0.0553633217993076,19.765380445542643,0,0.7202757842795209,-146.41978512891276,0.0,0,0.9190476190476192,0.0,0,1.9413888888888888,2.1333874913165967,1,-2.83
46,1,37.3,0.0,11.39268791797026,0.0,14.702561735529288,-3.080000000000001,-0.3133333333333333,10.357988675768818,0,0.7773443912359506,48.24549174880134,0.0,0,0.8133333333333335,0.0,0,0.0,2.5995812306460646,0,-4.68
47,1,12.03,0.0,13.08951281182515,5.316788604006331,15.59451807858208,-2.033057851239669,-0.0124363636363632,6.4208216229260096,0,1.2456887260185383,-24.893532986904383,0.0,0,0.7,0.0,0,2.5,1.867633890971212,0,-5.56
48,1,12.03,0.0,13.08951281182515,5.316788604006331,15.594519088456812,-1.3491735537190084,0.000734504132228,26.689117645233267,0,1.3737407581138732,-138.77224049585973,0.0,0,0.7,0.0,0,6.715277777777777,1.7638421227824586,0,-3.65
49,1,26.02,5.687386274683562,0.0,0.0,15.596100318830963,-2.75,-0.2174142857142849,0.0,0,1.4326409863875205,71.19174876067956,0.0,0,0.6555555555555556,0.0,0,0.0,2.005977711423774,0,-5.49
50,0,0.0,17.56166019069928,6.430067866792373,0.0,13.302137690339382,2.1600000000000006,-1.638399999999999,0.0,0,2.500000000000001,-33.86064786418101,0.0,0,1.591428571428572,0.0,0,0.0,0.7219280948873623,0,3.12
51,1,20.23,0.0,11.713409359353625,0.0,14.708165473918555,-3.69135802469136,-0.1764197530864209,20.268296022307258,0,1.043987109033991,-79.24525179610043,0.0,0,0.7523809523809524,0.0,0,4.427962962962964,1.9447167900528528,0,-4.42
52,1,20.23,0.0,5.106527394840706,0.0,14.708164418021743,-3.7278106508875744,-0.2392307692307687,0.0,0,1.003690955492918,56.93228385055711,0.0,0,0.7137566137566138,0.0,0,0.0,2.469670487371862,0,-6.2
53,1,38.69,0.0,19.32612247739577,0.0,14.705534061777378,0.8163265306122464,-0.3000000000000026,0.0,0,0.984083930082088,-52.50560935307188,0.0,0,0.8583333333333334,0.0,0,0.0,2.7840108746446006,2,-6.96
54,0,0.0,0.0,0.0,0.0,20.25217859368805,-1.04,-0.0323999999999995,13.344558822616634,0,1.25,-81.04586883812021,0.0,0,0.7,0.0,0,1.9444444444444444,2.1609640474436813,0,-0.16
55,0,0.0,13.17124514302446,0.0,0.0,13.302797861219256,-2.000000000000001,3.622102617839573e-15,5.563451491696996,0,0.5323631492419167,-3.5527136788005016e-14,0.0,0,1.0342857142857145,0.0,0,0.0,2.041946032206046,0,-0.25
56,2,52.04,0.0,0.0,0.0,15.488531123848922,0.0,-0.3363999999999991,0.0,0,1.5,-44.65136348949598,0.0,0,0.5666666666666665,0.0,0,0.0,0.9182958340544896,0,-9.3
57,0,12.89,0.0,4.9839785209472085,4.9839785209472085,15.58950854367668,-2.0,0.0622928571428575,5.693927994848461,0,0.7785799991724935,-39.14020476704029,0.0,0,0.7571428571428572,3.979166666666667,0,1.9722222222222223,2.556656707462823,0,-4.63
58,2,62.73,11.896678561972989,28.04144837466677,14.951935562841626,15.581894386915067,7.3168,-0.2749679999999999,13.847474399381248,0,0.949656657243061,-133.76777543226987,0.0,0,0.8257142857142858,11.88001385739481,0,5.437545981355505,2.7248894517332407,0,-10.22
59,0,18.46,0.0,0.0,0.0,14.70579999451916,-2.595041322314051,-0.0751256198347112,0.0,0,0.7568245686339234,-12.597388162001842,0.0,0,0.881547619047619,0.0,1,0.0,2.413088436425758,2,-3.56
60,1,26.02,0.0,6.544756405912575,0.0,15.596101659282445,-2.0625,-0.1667031887755129,45.448666937246685,0,1.5378109049663782,-61.04358570557878,0.0,0,0.6636363636363637,0.0,0,3.106207168052406,1.700331946858222,0,-3.65
61,1,35.0,0.0,0.0,6.150546350318038,15.598531123848922,0.1875,-0.4257562499999995,0.0,0,2.0,-56.51188191639336,0.0,0,0.5,0.0,0,0.0,0.8112781244591328,0,-4.29
62,0,0.0,26.34249028604892,0.0,0.0,13.299890568062567,2.592592592592593,1.6653345369377348e-15,11.126902983393991,0,0.6542193070235787,5.684341886080803e-14,0.0,0,1.1775510204081634,0.0,0,0.0,2.197159723424149,0,1.07
63,1,46.53,0.0,18.18563022407009,0.0,14.701165267923464,-2.64819944598338,-0.3631578947368427,10.357988675768818,0,0.8543035054770807,3.026378653321218,0.0,0,0.8583333333333334,0.0,0,0.0,3.155565013329718,1,-9.51
64,0,0.0,0.0,0.0,0.0,20.273656809477558,-1.2551440329218115,-3.920475055707584e-16,31.749653560165648,0,1.181818181818182,-2.2026824808563106e-13,0.0,0,0.7000000000000001,0.0,0,2.241064814814815,2.3094091223098627,0,-0.23
65,0,0.0,8.78083009534964,6.425444744859191,0.0,13.30346233276074,-0.75,-0.0625,6.923737199690624,0,0.5801195944189272,-86.87279619100407,0.0,0,1.2571428571428571,0.0,0,0.8333333333333335,1.75,0,-0.11
66,1,60.91,5.687386274683562,9.780484743446223,9.780484743446223,14.702692495592448,-2.699432892249527,-0.0956300567107767,0.0,0,0.68834343217693,60.3065265977973,0.0,0,0.8089635854341737,3.903611111111111,0,0.0,3.170543891762937,0,-16.43
67,0,0.0,0.0,0.0,0.0,20.31424441002812,-1.1200000000000003,-0.0323999999999995,0.0,0,1.25,-81.04586883812021,0.0,0,0.7,0.0,0,6.722222222222222,1.3709505944546687,0,0.56
68,0,3.24,0.0,26.04292567888205,4.899909730850478,15.591256967334733,-2.2721893491124243,0.1599390532544385,0.0,0,1.1769582245430814,-223.30586317635044,0.0,1,0.8,0.0,0,0.0,1.1401156785146092,0,-3.2
69,1,43.09,0.0,5.907179729351506,0.0,14.702711511257029,-2.4897959183673484,-0.2278247165532905,32.60702369139466,0,0.7653951615475856,-44.34388454398778,0.0,0,0.7366666666666667,0.0,0,2.098207671957672,2.2585728843419157,0,-9.31
70,0,52.370000000000005,0.0,11.69350100744546,0.0,14.642380581449322,-2.7474048442906582,1.597863321799307,13.847474399381248,1,0.3097716468623383,-145.05913921619012,0.0,0,1.0375,0.0,0,3.888888888888889,2.2916201934279385,1,-1.88
71,2,66.4,5.687386274683562,29.824655657996075,0.0,14.701789750772305,7.859504132231404,-0.4494000000000001,31.842880334931625,0,0.7190629277304873,145.38409630781172,0.0,0,0.7863636363636363,0.0,0,0.2936132369614512,3.2473344554552277,0,-14.21
72,1,72.60000000000001,0.0,23.40691036679908,0.0,14.642355738150236,-0.2986111111111111,0.5412326388888887,0.0,1,0.6483478676765617,-85.72215531761431,0.0,0,1.0833333333333333,0.0,0,-0.5615277777777778,2.7516291673878226,1,-8.18
73,0,17.07,0.0,5.783244946364939,0.0,14.702719501512489,-2.9520000000000004,-0.0231040000000006,45.95158251401129,0,0.5437393485042235,-96.7762044171414,0.0,0,0.7851851851851852,0.0,0,3.833048469387755,1.763856189774725,0,-2.88
74,1,15.27,0.0,38.12660733717797,10.216698334856808,15.591750997968562,-3.32409972299169,0.1241999999999986,0.0,0,1.207253216109639,-124.51730510153988,0.0,1,0.7500000000000001,0.0,0,4.743055555555555,1.8240460500219924,0,-7.77
75,1,26.02,0.0,6.544756405912575,0.0,15.596102664768628,-0.3500000000000002,-0.1909889999999995,6.923737199690624,0,1.5963440215762668,-81.14400184587396,0.0,0,0.6199999999999999,0.0,0,2.6527777777777777,1.9609640474436811,0,-4.5
76,0,0.0,0.0,0.0,0.0,20.30415542418088,-1.7733333333333328,-4.891920202254596e-16,6.4208216229260096,0,1.0,1.2079226507921706e-13,0.0,0,0.7000000000000001,0.0,0,0.0,2.072905595320056,0,-0.99
77,0,0.0,0.0,0.0,0.0,20.25538915400205,-3.455621301775147,0.0383431952662722,22.253805966787983,0,0.8290816326530611,95.91227081434327,0.0,0,0.7,0.0,0,0.0,2.1619781796795534,0,-3.78
78,0,0.0,0.0,4.836269690250055,0.0,20.4633780822814,-0.75,-0.0045562499999999,6.923737199690624,0,0.5414453214332648,-49.48672903160083,0.0,0,1.0428571428571427,0.0,0,1.6975308641975309,1.75,0,-0.84
79,1,29.46,0.0,12.21632493611824,0.0,14.70604200101649,-1.418685121107265,-0.2529411764705893,0.0,0,0.9748314923074376,-2.925310842336524,0.0,0,0.8133333333333335,0.0,0,0.0,2.748940047005429,1,-7.66
80,0,0.0,0.0,0.0,0.0,20.231185511261017,0.6694214876033058,0.0371900826446263,11.126902983393991,0,0.8020833333333333,93.02785679306712,0.0,0,0.7000000000000001,0.0,0,0.0,2.413088436425758,0,-3.15
81,0,0.0,0.0,5.330089647061427,0.0,20.391279184289417,-2.0207100591715967,-0.0349402366863917,45.448666937246685,0,0.6966518757563532,-91.81315272529967,0.0,0,0.7074074074074075,0.0,0,2.254451766817838,1.4313380525417574,0,0.52
82,1,20.23,0.0,5.106527394840706,0.0,14.70816516768562,-2.25,-0.2124999999999999,5.563451491696996,0,0.985442587613918,41.879164804100704,0.0,0,0.7407407407407408,0.0,0,0.1397222222222223,2.4237949406953985,0,-6.62
83,2,65.72,0.0,9.967957041894415,9.967957041894415,14.70177589164792,-3.875,-0.8131999999999997,0.0,0,0.9085363120794088,48.5721295496548,4.307268518518518,0,0.8454545454545457,0.0,0,0.0,3.084962500721156,0,-18.17
84,0,0.0,0.0,0.0,0.0,20.409313077177394,-1.2244897959183676,-0.045918367346938,26.689117645233267,0,1.7499999999999998,-114.86092522409294,0.0,0,0.7,0.0,0,4.361111111111111,1.1488348542809166,0,2.1
85,0,0.0,0.0,6.3829190217349545,0.0,20.573077140270215,0.0,-0.0129959999999999,0.0,0,0.5121171544191434,-74.45262859416769,0.0,0,1.0428571428571427,0.0,0,0.0,1.3709505944546687,0,-0.55
86,0,0.0,0.0,5.330089647061427,0.0,20.395297443487088,-3.397959183673467,-0.0308755102040813,13.847474399381248,0,0.5788341381914722,-85.02933874702094,0.0,0,0.7133333333333333,0.0,0,4.350694444444445,1.626688849701832,0,-0.03
87,0,0.0,0.0,10.499876059964349,0.0,20.42208406664556,-1.997732426303856,-0.0533224489795947,27.694948798762496,0,1.071955087018296,-58.62277328891912,0.0,0,0.738095238095238,0.0,0,8.907407407407408,1.3778903318832147,0,-1.21
88,0,0.0,0.0,0.0,0.0,20.39268621861544,-1.5368620037807188,-0.0435538752362976,45.95158251401129,0,1.6428571428571432,-108.9463475244628,0.0,0,0.7000000000000001,0.0,0,4.491388888888888,1.149229761516282,0,2.67
89,1,28.68,0.0,9.967957041894415,9.967957041894415,15.586089792112867,-0.9876543209876544,-0.1596000000000003,0.0,0,1.127032338752903,-41.45223485372904,2.75,0,0.7666666666666667,3.666666666666667,0,0.0,2.6416041678685933,0,-9.63
90,0,18.46,0.0,0.0,0.0,14.705799994370896,-4.0,-0.1741553719008264,0.0,0,0.7789465014007584,-17.22399977064194,0.0,0,0.9375661375661374,0.0,1,0.0,2.550340709546388,2,-3.84
91,1,54.86,0.0,9.551078168738565,9.551078168738565,14.701775891562722,2.460905349794237,-0.1270888888888885,32.00406484630368,0,0.670348030815615,-80.82849532804472,2.623634259259259,0,0.8333333333333334,0.0,0,5.46880716175359,3.0134226870281404,0,-9.73
92,0,0.0,0.0,2.4342831816628108,0.0,20.5774992262829,0.2399999999999998,-0.055696,0.0,0,0.658455052591236,-1.5067476225022318,0.0,0,0.5380952380952382,0.0,0,0.0,1.521928094887362,0,-2.49
93,0,20.31,4.794537184071822,28.981487862594705,4.899909730850478,14.702713174919126,1.2967128027681665,0.1323051038062274,40.0336764678499,0,0.6775449278211888,-147.6472430412281,0.0,1,0.8102564102564102,0.0,0,8.136797052154195,2.036038109406783,0,-4.13
94,0,43.14,0.0,11.97098303149486,0.0,14.65157912032608,-0.979591836734694,0.8111122448979589,0.0,1,0.2385390207894368,-107.15702200269304,0.0,0,1.1833333333333331,0.0,0,0.0,2.1280852788913944,0,-4.02
95,0,9.23,0.0,13.716679505790452,0.0,14.706464510303809,-1.1388888888888893,0.1030555555555558,6.923737199690624,0,0.914350277091514,-171.6611221486385,0.0,0,0.8916666666666666,0.0,0,2.7777777777777777,1.584962500721156,1,-2.1
96,0,27.69,0.0,33.18256756296044,0.0,14.704986888731527,-3.6075000000000017,-0.0045022500000028,0.0,0,0.922386992666148,-240.86994396826813,0.0,0,1.0317460317460316,0.0,0,0.0,1.9437519544205015,3,-4.59
97,0,0.0,0.0,0.0,0.0,20.389998062981626,-2.081632653061224,-0.045918367346938,20.771211599071872,0,1.7499999999999998,-114.86092522409297,0.0,0,0.7,0.0,0,6.5,1.0949143184120975,0,2.3
98,1,37.3,0.0,11.075832682792557,0.0,14.701445252257525,-2.695501730103808,-0.2446366782006921,20.268296022307258,0,0.7945909816764893,-58.35537120045623,0.0,0,0.8416666666666667,0.0,0,3.766111111111111,2.2916201934279385,0,-6.09
99,0,44.760000000000005,0.0,13.213763929025836,0.0,14.70432367262479,8.134948096885815,-1.7772941176470587,19.410925891078243,0,0.9436970414727184,-130.3100757686748,0.0,0,0.946190476190476,0.0,0,3.685665793653108,3.360137666156205,3,-7.07
100,0,0.0,0.0,5.880003444970339,0.0,20.429986346367407,-1.0413223140495869,-0.0258917355371902,13.344558822616634,0,0.5080660969497159,-87.9502164052312,0.0,0,0.8714285714285713,0.0,0,2.048611111111111,1.6729330318733675,0,-0.33
101,0,0.0,0.0,11.505707213493578,0.0,20.43030676847676,-1.0929705215419507,-0.0533224489795947,26.689117645233267,0,1.071955087018296,-58.62277328891909,0.0,0,0.738095238095238,0.0,0,4.449722222222222,1.5683665223594054,0,-1.28
102,1,20.23,0.0,11.210493782589008,0.0,14.708165343898212,-2.5215419501133782,-0.1708390022675752,33.10993926815928,0,1.044336985800887,-78.01174289561503,0.0,0,0.7458333333333333,0.0,0,4.082546296296297,1.7799077162074428,0,-4.06
103,0,23.79,0.0,0.0,0.0,15.57930519688172,-0.3055555555555556,-0.0030249999999999,6.923737199690624,0,0.5000600889316187,-69.42704190400524,0.0,0,0.8333333333333334,0.0,0,1.4305555555555556,1.7924812503605778,0,-3.88
104,0,3.24,18.858631417708025,19.76872690603324,0.0,13.30279589715893,-2.584120982986769,-0.1174695652173901,0.0,0,0.5484741718235631,-76.59673591882378,0.0,1,0.9879120879120876,0.0,0,-0.9196296296296298,2.8025267853842344,0,-1.92
105,0,9.23,21.9520752383741,18.350951813682208,0.0,13.300730622556896,-1.222222222222222,-1.256756249999996,0.0,0,1.1327705730564246,-68.81684100997202,0.0,0,1.4023809523809525,0.0,0,-3.5100694444444445,2.450825794518088,1,0.1
106,0,0.0,0.0,0.0,0.0,20.33333420447498,-1.5,-0.0351562499999996,12.84164324585202,0,1.3333333333333337,-87.94039587469616,0.0,0,0.7000000000000001,0.0,0,7.100833333333333,2.1556390622295662,0,1.01
107,0,0.0,0.0,0.0,0.0,20.266871003606305,-2.6296296296296293,-1.4710455076283324e-15,11.126902983393991,0,1.0624999999999998,-2.8421709430404014e-14,0.0,0,0.7000000000000001,0.0,0,4.208333333333333,2.197159723424149,0,-0.83
108,0,26.3,0.0,13.079102829229384,0.0,14.701398560831612,-2.355371900826446,-0.0185123966942148,6.923737199690624,0,0.7608650398248342,-139.884708066002,0.0,0,1.0066666666666666,0.0,0,1.3611111111111112,2.049452072789394,1,-3.13
109,0,27.69,0.0,21.3293926238326,0.0,14.704984945189471,1.1728395061728414,0.1333333333333309,5.563451491696996,0,0.9098544317848064,-148.4719798538357,0.0,0,0.8769230769230768,0.0,0,0.0,2.4860585774900845,3,-4.04
110,0,26.3,0.0,12.576187252464766,0.0,14.701469478764672,0.7097505668934244,0.0476190476190464,17.28172587545944,0,0.6856659136501992,-45.2162613527928,0.0,0,0.8393939393939394,0.0,0,2.216832955404384,2.7337973550020727,1,-3.64
111,1,0.0,0.0,5.752853606746789,0.0,20.430676673329604,-1.138888888888889,-0.0363249999999995,13.344558822616634,0,1.16623872591455,-114.22971507248928,0.0,0,0.6733333333333331,0.0,0,2.1041666666666665,1.9473387961875537,0,-1.1
112,0,17.07,0.0,5.783244946364939,0.0,14.702719654464566,-2.6446280991735533,-0.0211570247933905,39.53076089108528,0,0.5326039119067378,-96.3331101211702,0.0,0,0.7958333333333334,0.0,0,3.787496220710506,1.8204381454113916,0,-3.04
113,1,47.56,4.794537184071822,18.74196286459929,5.316788604006331,14.701176621599837,1.235171696149846,-0.0759000000000005,19.410925891078243,0,0.8137455037928407,-34.80462183102583,0.0,0,0.8352941176470587,0.0,1,4.021174886621315,3.290856864924384,2,-9.61
