,ATS0Z,nHeavyAtom,nF,nHetero,nO,SZ,ATS0dv,ATSC0se,ATS0m,SsF,AATS0se,AMID_X,ATSC0i,SM1_Dzp,ATS2dv,ATS4dv,SM1_DzZ,ATS3dv,ATS0s,AATS1se,target
19,494.0,9,3,4,1,12.0,224.0,4.901619999999999,2067.21902644931,35.31375,9.1302215,0.5555044492161062,71.2096161012054,-7.076908267929815,299.0,21.0,1.25,218.0,222.875,8.3128285,-569.36005
20,492.0,9,3,4,1,11.666666666666664,230.0,4.574163428571429,2065.1868984493103,33.850972222222225,9.474758285714286,0.5561487636020652,71.2092659346575,-7.076908267929815,282.0,93.0,1.25,228.0,252.84027777777777,8.545357230769234,-568.1544
21,492.0,9,3,4,1,11.666666666666664,232.0,4.574163428571429,2065.1868984493103,35.540000000000006,9.474758285714286,0.5583654982857553,71.2092659346575,-7.0769082679298165,305.0,126.0,1.25,171.0,218.65277777777777,8.420700533333335,-568.13806
22,490.0,9,3,4,1,11.33333333333333,242.0,4.137554666666666,2063.15477044931,34.68361111111111,9.934140666666666,0.5608847394030337,71.20879904592687,-7.076908267929815,327.0,189.0,1.25,162.0,223.59027777777777,8.711227333333335,-567.01105
23,490.0,9,3,4,1,11.33333333333333,242.0,4.137554666666666,2063.1547704493105,34.371805555555554,9.934140666666666,0.5575616478267867,71.20879904592685,-7.0769082679298165,291.0,96.0,1.25,232.0,234.61805555555557,8.711227333333335,-566.91724
24,492.0,9,3,5,0,12.000000000000002,210.0,4.483943,2059.379002449311,34.72472222222222,9.0996615,0.5557848313603478,66.4997674982554,-7.030977639954299,261.0,126.0,1.285714285714286,168.0,228.61805555555557,8.4495495,-565.52997
25,490.0,9,3,5,0,11.666666666666664,228.0,4.157782857142857,2057.3468744493102,34.42111111111111,9.43983257142857,0.5557848313603478,66.35749454265746,-7.0309776399543,303.0,84.0,1.2857142857142858,221.0,234.84027777777777,8.56180742857143,-564.33044
26,486.0,9,3,5,0,11.0,254.0,3.1140704,2053.2826184493106,35.36407407407407,10.52838,0.5820815516775821,65.90222108474406,-7.030977639954299,287.0,140.0,1.285714285714286,268.0,223.3333333333333,9.023356,-562.0013
27,484.0,9,2,5,2,10.999999999999998,252.0,2.8857876,2008.0832472995403,23.56634259259259,10.5785596,0.388211359385395,51.94214436662407,-6.679179682587231,296.0,116.0,1.3095238095238098,280.0,211.5833333333333,9.1809764,-557.8402
28,484.0,9,2,5,2,10.999999999999998,252.0,2.8857876,2008.0832472995403,23.715462962962963,10.5785596,0.3878891134689071,51.94214436662407,-6.679179682587231,271.0,141.0,1.3095238095238098,328.0,211.5833333333333,9.2216548,-557.77203
29,482.0,9,2,6,1,11.0,248.0,2.4738004,2000.24322329954,23.814351851851853,10.5296636,0.3878891134689071,47.08114022116407,-6.633249054611715,287.0,143.0,1.3452380952380951,300.0,192.5833333333333,9.4981804,-553.89777
30,482.0,9,3,4,0,12.333333333333332,198.0,4.780206736842104,2010.4952664493103,34.35416666666667,8.583624000000002,0.5568180435824632,72.06000302960048,-6.512795821772482,222.0,67.0,1.142857142857143,120.0,220.0625,8.084529111111113,-550.696
31,480.0,9,1,6,3,11.0,246.0,2.243192,1955.04385214977,11.80425925925926,10.5798432,0.1939693448818757,32.61976175104408,-6.281451097244647,311.0,104.0,1.369047619047619,286.0,180.8333333333333,9.6151224,-549.8156
32,480.0,9,3,4,0,12.000000000000002,204.0,4.586304470588235,2008.4631384493105,34.65479166666667,8.803054588235296,0.5561363260054792,72.05681081493688,-6.512795821772482,225.0,147.0,1.1428571428571428,112.0,217.875,8.162222588235293,-549.4917
33,480.0,9,3,4,0,12.0,204.0,4.586304470588235,2008.4631384493105,34.45583333333333,8.803054588235296,0.5586775363113964,72.05681081493688,-6.512795821772482,231.0,92.0,1.142857142857143,125.0,214.5625,8.166280941176472,-549.48303
34,478.0,9,3,4,0,11.666666666666664,216.0,4.3406949333333325,2006.4310104493095,33.80869897959184,9.081,0.5578468839468658,72.05276734302967,-6.512795821772482,219.0,68.0,1.142857142857143,68.0,248.5625,8.185041428571433,-548.33325
35,478.0,9,3,4,0,11.666666666666664,216.0,4.3406949333333325,2006.43101044931,35.655,9.081,0.5583654982857553,72.05276734302967,-6.512795821772482,293.0,42.0,1.1428571428571428,197.0,211.875,8.258251750000003,-548.2617
36,470.0,8,3,5,1,10.999999999999996,210.0,4.628609428571428,1973.87076944931,33.49347222222222,9.606120285714283,0.6240493373243035,59.06009747058937,-7.595090086111634,251.0,105.0,1.3928571428571428,140.0,255.59027777777777,8.786107692307697,-547.3456
37,468.0,8,3,5,1,10.666666666666664,228.0,4.1485796666666666,1971.8386414493104,33.04291666666667,10.087396333333333,0.626364228144209,58.71116439705563,-7.595090086111634,243.0,79.0,1.3928571428571428,146.0,241.0625,8.996613818181821,-546.1494
38,478.0,9,0,6,5,11.0,246.0,2.0099844,1909.844481,0.0,10.6300228,0.0,13.701192752924095,-5.929653139877578,312.0,132.0,1.3928571428571428,171.0,154.30555555555554,9.779642,-545.71075
39,472.0,9,2,4,2,10.999999999999998,236.0,3.375186909090909,1957.16738329954,23.83560185185185,9.985721818181815,0.3878395371740628,55.13017216828014,-6.160997864405413,246.0,136.0,1.1666666666666667,252.0,207.5833333333333,8.769725454545455,-541.784
40,470.0,9,2,5,1,11.0,230.0,2.96088,1949.32735929954,23.78101851851852,9.941270909090909,0.3878395371740628,52.86717501608015,-6.115067236429898,267.0,118.0,1.2023809523809526,254.0,196.3333333333333,8.977692000000003,-537.9843
41,470.0,9,2,5,1,11.0,232.0,2.96088,1949.32735929954,23.771342592592596,9.941270909090909,0.388211359385395,52.86717501608015,-6.115067236429898,280.0,104.0,1.2023809523809526,236.0,188.5833333333333,8.984132,-537.9488
42,470.0,9,2,5,1,10.999999999999998,232.0,2.96088,1949.32735929954,23.837592592592596,9.941270909090909,0.3881122067957064,52.86717501608013,-6.115067236429898,256.0,128.0,1.2023809523809526,254.0,188.5833333333333,9.021112363636364,-537.8943
43,470.0,9,3,3,0,12.333333333333332,186.0,4.764592799999999,1959.5794024493105,34.65479166666667,8.357310000000004,0.5555044492161062,76.35199316157251,-5.994614003590664,214.0,63.0,1.0,96.0,220.375,7.8393964210526335,-534.6689
44,468.0,9,1,5,3,10.999999999999998,228.0,2.752414545454545,1904.12798814977,11.790555555555557,9.986888727272726,0.1941428619138307,35.50134897995289,-5.763269279062829,282.0,188.0,1.2261904761904765,200.0,184.5833333333333,9.120983272727274,-533.8553
45,468.0,9,1,5,3,11.0,228.0,2.752414545454545,1904.1279881497696,11.918842592592592,9.986888727272726,0.1939693448818757,35.50134897995288,-5.763269279062829,272.0,114.0,1.2261904761904765,251.0,184.58333333333331,9.120983272727274,-533.8237
46,468.0,9,3,3,0,12.0,190.0,4.61736,1957.5472744493104,35.022222222222226,8.539404000000003,0.5596201421230617,76.31570401052045,-5.994614003590664,243.0,67.0,1.0,99.0,214.61805555555557,7.9029880000000015,-533.4527
47,468.0,9,3,3,0,12.0,188.0,4.61736,1957.5472744493104,34.33125,8.539404000000003,0.5575739347655777,76.31570401052045,-5.994614003590664,211.0,79.0,1.0,62.0,213.34027777777777,7.9029880000000015,-533.4464
48,466.0,9,3,3,0,11.666666666666668,200.0,4.433318999999999,1955.5151464493104,33.93114795918368,8.767021500000002,0.5578468839468658,76.27034257170538,-5.994614003590664,215.0,64.0,1.0,64.0,229.5625,8.031866933333333,-532.22546
49,458.0,8,3,4,1,10.999999999999996,206.0,4.847859733333331,1922.95490544931,33.9375,9.236201866666669,0.62109375,65.43981766584291,-7.076908267929816,270.0,0.0,1.25,147.0,246.125,8.413170857142863,-531.3088
50,464.0,9,3,3,0,11.33333333333333,212.0,4.196694857142858,1953.4830184493096,33.81041666666667,9.059672571428573,0.5575739347655777,76.21202072180031,-5.994614003590664,275.0,79.0,1.0,112.0,217.34027777777777,8.127375428571431,-531.00024
51,456.0,8,3,4,1,10.666666666666664,210.0,4.490592,1920.9227774493104,33.99347222222222,9.623546153846153,0.6256388320771152,65.39284275618917,-7.0769082679298165,255.0,105.0,1.25,125.0,240.36805555555557,8.545357230769234,-530.0807
52,466.0,9,1,6,2,10.999999999999998,228.0,2.3383301818181814,1896.28796414977,11.830555555555556,9.942437818181816,0.1941428619138307,33.642824710934704,-5.717338651087312,303.0,167.0,1.261904761904762,192.0,169.58333333333331,9.226997090909093,-530.0237
53,466.0,9,1,6,2,10.999999999999998,228.0,2.3383301818181814,1896.28796414977,11.967453703703704,9.942437818181816,0.1939693448818756,33.642824710934704,-5.717338651087312,286.0,88.0,1.261904761904762,244.0,169.58333333333331,9.263977454545456,-529.9662
54,466.0,9,1,6,2,11.0,226.0,2.3383301818181814,1896.2879641497696,11.772638888888888,9.942437818181816,0.1942420145035193,33.64282471093471,-5.717338651087314,295.0,92.0,1.261904761904762,242.0,157.83333333333331,9.378810181818183,-529.9163
55,466.0,9,0,5,5,10.999999999999998,230.0,2.541586181818181,1858.928617,0.0,10.032506545454543,0.0,14.083531554734718,-5.41147132169576,280.0,120.0,1.25,153.0,150.30555555555554,9.276986545454548,-529.6805
56,464.0,9,0,6,4,10.999999999999998,220.0,2.1277505454545445,1851.088593,0.0,9.988055636363637,0.0,15.821269809352902,-5.365540693720245,304.0,170.0,1.2857142857142858,192.0,161.58333333333331,9.472241090909092,-525.90137
57,464.0,9,0,6,4,10.999999999999998,226.0,2.1277505454545445,1851.088593,0.0,9.988055636363637,0.0,15.821269809352902,-5.365540693720245,300.0,110.0,1.2857142857142858,163.0,131.30555555555554,9.528373454545454,-525.81256
58,464.0,9,0,6,4,11.0,228.0,2.1277505454545445,1851.088593,0.0,9.988055636363637,0.0,15.8212698093529,-5.365540693720245,263.0,137.0,1.2857142857142858,203.0,184.58333333333331,9.481061454545452,-525.7113
59,462.0,9,0,7,3,11.0,224.0,1.7138887272727268,1843.248569,0.0,9.943604727272726,0.0,14.36721842351654,-5.319610065744728,276.0,124.0,1.3214285714285716,207.0,183.5833333333333,9.561900727272729,-521.92786
60,458.0,9,2,4,1,11.0,214.0,3.276881,1898.41149529954,23.88351851851852,9.450943666666666,0.3878395371740628,56.66781938297688,-5.59688541824808,231.0,104.0,1.0595238095238098,242.0,192.3333333333333,8.617652333333336,-521.91754
61,458.0,9,2,4,1,10.999999999999998,216.0,3.2768809999999995,1898.41149529954,24.099027777777778,9.450943666666666,0.387542079404997,56.66781938297688,-5.596885418248079,239.0,103.0,1.0595238095238098,265.0,184.5833333333333,8.623555666666668,-521.87994
62,456.0,9,2,5,0,10.999999999999998,222.0,2.860616999999999,1890.57147129954,23.852222222222224,9.410196999999998,0.3882857238276614,53.644020888076895,-5.550954790272563,273.0,138.0,1.0952380952380951,180.0,170.33333333333331,8.623813000000004,-518.12415
63,456.0,9,2,5,0,10.999999999999998,212.0,2.8606169999999995,1890.57147129954,23.83888888888889,9.410196999999998,0.3882857238276614,53.644020888076895,-5.550954790272563,242.0,174.0,1.0952380952380951,192.0,183.5833333333333,8.714831666666669,-518.0947
64,456.0,9,2,5,0,10.999999999999998,214.0,2.860616999999999,1890.57147129954,24.152962962962963,9.410196999999998,0.3878891134689071,53.64402088807689,-5.550954790272563,239.0,120.0,1.0952380952380951,244.0,177.33333333333334,8.731557,-518.0633
65,456.0,9,1,4,3,10.999999999999998,212.0,3.0868679999999995,1853.2121241497696,12.016064814814817,9.49276,0.1939693448818756,36.88162037517689,-5.245087460881011,247.0,97.0,1.0833333333333337,221.0,180.5833333333333,8.749002666666668,-517.77136
66,454.0,9,1,5,2,10.999999999999996,212.0,2.670831999999999,1845.3721001497695,11.941666666666666,9.452013333333332,0.1941428619138307,37.15439586027689,-5.199156832905494,264.0,152.0,1.119047619047619,184.0,165.58333333333331,8.846182,-513.97546
67,454.0,9,1,5,2,10.999999999999998,212.0,2.670831999999999,1845.3721001497695,11.974398148148149,9.452013333333332,0.1939693448818757,37.15439586027689,-5.199156832905494,256.0,88.0,1.119047619047619,236.0,165.58333333333334,8.846182,-513.96216
68,454.0,9,1,5,2,10.999999999999996,210.0,2.670831999999999,1845.3721001497695,12.047314814814817,9.452013333333332,0.1939693448818757,37.15439586027689,-5.199156832905494,245.0,100.0,1.119047619047619,220.0,171.83333333333331,8.846182,-513.954
69,454.0,9,1,5,2,11.0,208.0,2.6708319999999994,1845.37210014977,11.977222222222222,9.452013333333332,0.1941428619138307,37.154395860276885,-5.199156832905494,256.0,162.0,1.119047619047619,184.0,161.58333333333331,8.945542,-513.94556
70,454.0,9,1,5,2,11.0,208.0,2.670831999999999,1845.3721001497695,12.043842592592592,9.452013333333332,0.1939693448818757,37.1543958602769,-5.199156832905494,258.0,88.0,1.119047619047619,222.0,161.58333333333331,8.945542,-513.93445
71,454.0,9,1,5,2,11.0,208.0,2.670831999999999,1845.3721001497695,12.13699074074074,9.452013333333332,0.1935975226705434,37.154395860276885,-5.199156832905494,256.0,90.0,1.119047619047619,259.0,161.58333333333331,8.945542000000001,-513.91235
72,454.0,9,1,5,2,10.999999999999998,220.0,2.670831999999999,1845.3721001497695,11.89263888888889,9.452013333333332,0.1942420145035193,37.15439586027689,-5.199156832905494,268.0,64.0,1.119047619047619,212.0,158.58333333333334,8.789062000000001,-513.89996
73,454.0,9,1,5,2,10.999999999999998,212.0,2.670831999999999,1845.3721001497695,12.159490740740742,9.452013333333332,0.1935975226705434,37.15439586027689,-5.199156832905494,238.0,98.0,1.119047619047619,263.0,165.58333333333334,8.880080666666666,-513.8849
74,458.0,9,0,5,4,12.0,160.0,3.308801999999999,1806.269113,0.0,8.56870777777778,0.0,18.8818444327316,-4.847358875538426,154.0,115.0,1.1428571428571428,191.0,190.84027777777777,8.52761976470588,-513.3782
75,456.0,9,0,5,4,11.666666666666668,180.0,3.1013217499999994,1804.236985,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,143.0,99.0,1.1428571428571428,138.0,180.05555555555554,8.568037866666666,-512.20197
76,456.0,9,0,5,4,11.666666666666668,176.0,3.1013217499999994,1804.236985,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,143.0,125.0,1.1428571428571428,166.0,194.05555555555557,8.5633152,-512.19006
77,456.0,9,0,5,4,11.666666666666668,196.0,3.1013217499999994,1804.236985,0.0,8.79998825,0.0,18.398994672667925,-4.847358875538426,173.0,91.0,1.1428571428571428,150.0,196.05555555555557,8.488549866666666,-512.13586
78,454.0,9,0,5,4,11.33333333333333,194.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,218.0,110.0,1.1428571428571428,196.0,167.08333333333334,8.706772285714287,-511.02988
79,454.0,9,0,5,4,11.333333333333329,202.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,206.0,118.0,1.1428571428571428,220.0,192.5833333333333,8.610136000000002,-511.0101
80,454.0,9,0,5,4,11.333333333333329,198.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,236.0,114.0,1.1428571428571428,198.0,153.08333333333331,8.711832285714289,-511.00137
81,454.0,9,0,5,4,11.333333333333329,202.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,208.0,88.0,1.1428571428571428,200.0,166.05555555555554,8.712609230769234,-510.9912
82,454.0,9,0,5,4,11.33333333333333,200.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,236.0,100.0,1.1428571428571428,184.0,125.80555555555554,8.806986000000004,-510.98145
83,454.0,9,0,5,4,11.333333333333329,194.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,184.0,124.0,1.1428571428571428,192.0,188.05555555555557,8.701852923076924,-510.9671
84,454.0,9,0,5,4,11.33333333333333,192.0,2.834561428571428,1802.2048569999995,0.0,9.097348857142856,0.0,17.778187838300347,-4.847358875538426,215.0,125.0,1.1428571428571428,210.0,156.83333333333334,8.820994,-510.93222
85,452.0,9,1,6,1,10.999999999999998,208.0,2.254772,1837.5320761497696,11.906111111111112,9.411266666666664,0.1941428619138307,34.50136417496024,-5.153226204929979,264.0,154.0,1.154761904761905,184.0,164.58333333333331,8.937458000000001,-510.17316
86,452.0,9,1,6,1,10.999999999999998,208.0,2.254772,1837.5320761497696,12.029953703703704,9.411266666666664,0.1939693448818756,34.50136417496024,-5.153226204929979,256.0,82.0,1.154761904761905,222.0,164.58333333333331,8.954183333333335,-510.12405
87,452.0,9,1,6,1,10.999999999999998,208.0,2.254772,1837.5320761497696,11.831666666666669,9.411266666666664,0.1942420145035193,34.50136417496024,-5.153226204929979,270.0,92.0,1.154761904761905,209.0,146.58333333333331,9.07662,-510.0752
88,452.0,9,1,6,1,10.999999999999998,218.0,2.254772,1837.5320761497696,12.032592592592591,9.411266666666664,0.1938701922921871,34.50136417496024,-5.153226204929979,257.0,76.0,1.154761904761905,246.0,156.55555555555554,8.902364666666669,-510.0373
89,452.0,9,0,5,4,10.999999999999998,206.0,2.478880999999999,1800.1727289999997,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,254.0,138.0,1.1428571428571428,181.0,167.83333333333331,8.971629,-509.82053
90,452.0,9,0,5,4,10.999999999999998,204.0,2.478880999999999,1800.1727289999997,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,260.0,88.0,1.1428571428571428,232.0,157.58333333333331,9.070989000000004,-509.80637
91,452.0,9,0,5,4,10.999999999999996,210.0,2.478880999999999,1800.1727289999997,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,196.0,141.0,1.1428571428571428,240.0,227.3333333333333,8.654830545454546,-509.78378
92,452.0,9,0,5,4,10.999999999999998,218.0,2.478880999999999,1800.1727289999997,0.0,9.493829666666665,0.0,16.950445392476908,-4.847358875538426,269.0,64.0,1.1428571428571428,244.0,146.83333333333334,8.920412333333333,-509.76837
93,440.0,8,3,4,0,10.333333333333332,214.0,3.9367129999999992,1860.1347614493104,33.68097222222222,9.603129666666666,0.6240493373243035,65.84188337443065,-6.512795821772482,249.0,105.0,1.1428571428571428,130.0,245.59027777777777,8.437709090909095,-509.04114
94,452.0,9,0,6,3,11.333333333333332,196.0,2.4171694285714285,1794.3648329999994,0.0,9.06242314285714,0.0,17.79888279380034,-4.80142824756291,214.0,62.0,1.1785714285714288,124.0,99.77777777777776,9.047764285714289,-507.05798
95,450.0,9,0,6,3,10.999999999999998,208.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,243.0,103.0,1.1785714285714288,196.0,135.05555555555554,9.127773666666668,-506.01486
96,450.0,9,0,6,3,10.999999999999998,200.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,283.0,139.0,1.1785714285714288,176.0,138.58333333333331,9.267528333333336,-505.98358
97,450.0,9,0,6,3,10.999999999999998,208.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,280.0,93.0,1.1785714285714288,149.0,120.05555555555554,9.213719666666668,-505.9614
98,450.0,9,0,6,3,10.999999999999996,204.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,268.0,96.0,1.1785714285714288,212.0,142.58333333333334,9.202067,-505.94943
99,450.0,9,0,6,3,10.999999999999996,208.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,245.0,121.0,1.1785714285714288,132.0,120.05555555555554,9.230445,-505.9399
100,450.0,9,0,6,3,10.999999999999998,204.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,259.0,105.0,1.1785714285714288,229.0,142.58333333333331,9.218792333333337,-505.9244
101,450.0,9,0,6,3,10.999999999999996,216.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.593987687160247,-4.80142824756291,283.0,99.0,1.1785714285714288,184.0,113.05555555555554,9.139426333333336,-505.89996
102,450.0,9,0,6,3,11.0,212.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,259.0,129.0,1.1785714285714288,174.0,165.58333333333331,9.142355000000002,-505.88208
103,446.0,9,2,3,1,10.999999999999996,198.0,3.4612830769230767,1847.49563129954,24.179074074074077,9.036051384615384,0.3878891134689071,58.94124034370489,-5.078703600066261,211.0,106.0,0.9166666666666669,234.0,188.3333333333333,8.313003384615387,-505.86624
104,450.0,9,0,6,3,11.0,220.0,2.0630489999999995,1792.3327049999996,0.0,9.453082999999998,0.0,17.59398768716025,-4.80142824756291,263.0,121.0,1.1785714285714288,189.0,158.58333333333331,9.085235000000004,-505.8402
105,448.0,9,0,6,3,10.666666666666668,224.0,1.5672803999999998,1790.3005769999995,0.0,10.000006799999998,0.0,17.30713453786409,-4.80142824756291,255.0,120.0,1.1785714285714288,289.0,147.80555555555554,9.2944484,-504.82074
106,448.0,9,0,6,3,10.666666666666664,224.0,1.5672803999999996,1790.3005769999995,0.0,10.000006799999998,0.0,17.30713453786409,-4.80142824756291,261.0,114.0,1.1785714285714288,251.0,147.80555555555554,9.2944484,-504.67883
107,444.0,9,2,4,0,10.999999999999998,198.0,3.04338523076923,1839.65560729954,23.994444444444444,8.998439076923075,0.3882857238276614,57.97443194690487,-5.032772972090745,217.0,148.0,0.9523809523809526,180.0,173.33333333333331,8.402707384615386,-502.06274
108,444.0,9,2,4,0,10.999999999999998,198.0,3.04338523076923,1839.65560729954,24.13425925925926,8.998439076923075,0.388211359385395,57.97443194690487,-5.032772972090745,213.0,92.0,0.9523809523809526,192.0,173.33333333333331,8.402707384615386,-502.0508
109,444.0,9,2,4,0,10.999999999999998,206.0,3.04338523076923,1839.65560729954,24.284166666666664,8.998439076923075,0.387542079404997,57.97443194690488,-5.032772972090745,233.0,68.0,0.9523809523809526,234.0,166.33333333333334,8.318690153846157,-502.0456
110,444.0,9,2,4,0,10.999999999999998,196.0,3.0433852307692306,1839.65560729954,24.11856481481481,8.998439076923075,0.388211359385395,57.97443194690487,-5.032772972090745,210.0,96.0,0.9523809523809526,194.0,179.58333333333331,8.402707384615386,-502.01907
111,448.0,9,0,7,2,11.0,218.0,1.6471929999999997,1784.4926809999995,0.0,9.41233633333333,0.0,15.311722811426913,-4.755497619587395,259.0,134.0,1.2142857142857144,179.0,156.55555555555554,9.198537666666668,-502.00357
112,448.0,9,0,4,4,12.33333333333333,134.0,3.430892952380951,1757.3853769999994,0.0,8.17766723809524,0.0,20.914900733832937,-4.329177057356608,114.0,75.0,1.0,146.0,167.84027777777777,8.2561664,-498.47498
113,448.0,9,0,4,4,12.33333333333333,140.0,3.4308929523809524,1757.3853769999994,0.0,8.17766723809524,0.0,20.914900733832937,-4.329177057356608,112.0,90.0,1.0,156.0,144.5625,8.263158,-498.45572
