,NssssN,GATS1d,VSA_EState6,NtCH,FCSP3,AXp-0d,SssssSi,SMR_VSA6,Xc-4d,AMID_X,C2SP2,VSA_EState8,AMID_O,piPC4,VSA_EState7,NddsN,SlogP_VSA1,GGI2,NdssC,ATS4Z,target
21,0,1.0108108108108107,8.329034706475182,0,0.25,0.7515986103183288,0.0,0.0,0.0,0.160277149380464,5,1.5037037037037038,0.0,4.09225905573108,0.9339814814814812,0,0.0,1.5555555555555562,0,444.0,2.4139
22,0,1.016949152542373,9.082908163265303,0,0.3333333333333333,0.7515986103183288,0.0,0.0,0.0,0.0,4,3.779667422524565,0.0,4.079653846812097,1.064722222222222,0,0.0,1.333333333333334,0,311.0,5.185
23,0,1.0447761194029848,9.584126511715798,0,0.5714285714285714,0.7376949137146472,0.0,0.0,0.0,0.0,4,3.870775819021324,0.0,4.210274029229161,7.863230670226972,0,0.0,1.5555555555555562,0,668.0,4.9872
24,0,1.1768802228412256,9.723607309275382,0,0.75,0.7259302473576857,0.0,0.0,0.0,0.0,4,3.896202267335538,0.0,4.34866373100476,22.69475290950982,0,0.0,1.5555555555555562,0,1308.0,5.0097
25,0,1.037497124453646,8.798748425296044,0,0.6,0.7186016360093352,0.0,32.84803314676356,0.0,0.0,4,6.143282343601954,0.1888780872399308,4.417333448506026,1.454040551533336,0,0.0,2.444444444444445,0,1057.0,3.8601
26,0,0.9903381642512076,8.567390400604687,0,0.5625,0.7186016360093352,0.0,19.634269217737724,0.0,0.0,5,4.811360435767002,0.0889828344541581,4.481589124216737,5.585336785546852,0,0.0,2.444444444444445,1,1024.0,2.7084
27,0,1.06312292358804,8.071284958427816,0,0.4615384615384615,0.7550881655443509,0.0,6.606881964512918,0.0,0.0,4,6.054453570786544,0.219971951172706,4.361504998953085,0.8988281840513981,0,0.0,2.444444444444445,1,799.0,4.9663
28,0,0.9884393063583812,8.141572499370119,0,0.5333333333333333,0.7414513510426595,0.0,6.606881964512918,0.0,0.0,4,4.210492444713294,0.1984761239753249,4.386703182557784,5.4666928562469135,0,0.0,2.222222222222223,1,932.0,4.7078
29,0,0.9338993329290478,18.35822089699129,0,0.1875,0.7192066283684293,0.0,0.0,0.0,0.0,10,1.4834409153289925,0.0938338673329935,4.820281565605037,1.4187527930389578,0,0.0,2.222222222222223,1,898.0,3.6382
30,0,0.8700000000000001,17.81444978629142,0,0.1333333333333333,0.719878842100756,0.0,0.0,0.0,0.0,10,1.4781531364458853,0.0994009477674615,4.867534450455582,0.9082197446879984,0,0.0,2.444444444444445,1,862.0,3.5289
31,0,1.1027027027027023,7.072685185185185,0,0.25,0.7515986103183288,0.0,0.0,0.0,0.1596615919588509,5,1.4639210128495843,0.0,4.040855877271114,0.8987037037037036,0,0.0,1.5555555555555562,0,268.0,2.0489
32,0,0.9241071428571428,6.969027777777777,0,0.4,0.7614856834587246,0.0,0.0,0.0,0.0,3,6.04010723733938,0.0,4.232293267473079,1.0607407407407403,0,0.0,1.7777777777777786,0,443.0,4.8585
33,0,0.9241071428571428,6.928324829931972,0,0.4,0.7614856834587246,0.0,0.0,0.0,0.0,3,6.05698223733938,0.0,4.232293267473079,1.0600925925925924,0,0.0,1.7777777777777786,0,443.0,4.9137
34,0,1.0625,5.828787792894936,0,0.25,0.7614856834587246,0.0,0.0,0.0,0.2935136600972678,5,1.444506172839506,0.0,4.232293267473079,0.8437037037037035,0,0.0,1.7777777777777786,0,652.0,2.6378
35,0,0.9782608695652172,5.511658163265306,0,0.3333333333333333,0.7614856834587246,0.0,0.0,0.0,0.1469867141474462,4,3.3871674225245654,0.0,4.232293267473079,0.6850925925925924,0,0.0,1.7777777777777786,0,431.0,4.5949
36,0,0.9528688524590168,6.513941326530613,0,0.5,0.7478909578906804,0.0,6.606881964512918,0.0,0.1104570225623731,5,4.573188985470731,0.1263631887783416,4.380462912697699,3.2720600670823883,0,4.736862953800049,1.7777777777777786,0,1113.0,4.5078
37,0,0.9152542372881356,6.431866496598639,0,0.4,0.7537172688484136,0.0,6.606881964512918,0.0,0.1261081827912819,5,4.324329530423281,0.1404923958518531,4.355104977107617,0.9111574074074072,0,4.736862953800049,1.7777777777777786,0,979.0,4.458
38,0,1.0515789473684214,6.455616496598639,0,0.4545454545454545,0.7614856834587246,0.0,0.0,0.0,0.117729450662812,5,5.678993527966743,0.1319962168171169,4.392904752821065,1.1780300453514734,0,4.736862953800049,1.7777777777777786,0,1066.0,4.6199
39,0,0.9241071428571428,7.047407407407407,0,0.4,0.7614856834587246,0.0,0.0,0.0,0.0,3,6.01421910430839,0.0,4.187759006861526,1.0595370370370367,0,0.0,2.000000000000001,0,423.0,4.4861
40,0,0.9782608695652172,6.548950617283952,0,0.3333333333333333,0.7614856834587246,0.0,0.0,0.0,0.1460808908558225,4,3.640731292517007,0.0,4.187759006861526,1.000895061728395,0,0.0,2.000000000000001,0,487.0,4.762
41,0,1.0625,6.097993827160494,0,0.25,0.7614856834587246,0.0,0.0,0.0,0.292328970147145,5,1.4840885613504662,0.0,4.187759006861526,0.9164506172839504,0,0.0,2.000000000000001,0,540.0,2.3069
42,0,1.4211356466876974,7.847084278155707,0,0.25,0.777914167317105,0.0,0.0,0.3943375672974064,0.3892888922339747,5,0.0,0.0,4.104707349257647,-5.247407407407408,0,0.0,2.8888888888888893,0,508.0,5.6014
43,0,0.9698952879581147,8.478007684555305,0,0.5333333333333333,0.7186016360093352,0.0,32.84803314676356,0.0,0.0,5,5.879760518205129,0.1888780872399308,4.481589124216737,1.551462603687531,0,0.0,2.444444444444445,1,1014.0,3.2629
44,0,0.8624999999999999,15.728289792768958,0,0.1666666666666666,0.7118753804464919,0.0,0.0,0.0,0.0,7,1.5677978552532124,0.0,4.901564199041894,1.0274130763416476,0,0.0,1.7777777777777786,0,529.0,3.6351
45,0,1.0434782608695652,4.360092592592593,0,0.2857142857142857,0.7397341225498538,0.0,0.0,0.0,0.0,2,1.5595370370370372,0.0,3.914519885626733,4.863518518518518,0,0.0,1.1111111111111116,0,202.0,2.5368
46,0,0.9977168949771688,6.423695200302344,0,0.375,0.7515986103183288,0.0,0.0,0.0,0.0,5,3.6060563114134543,0.0,4.079653846812097,0.953611111111111,0,0.0,1.333333333333334,0,296.0,5.0497
47,0,0.9977168949771688,4.4043981481481485,0,0.375,0.7515986103183288,0.0,0.0,0.0,0.0,3,3.5966813114134544,0.0,4.040855877271114,3.0810648148148148,0,0.0,1.5555555555555562,0,278.0,4.8601
48,0,0.8509513742071882,8.387364890400605,0,0.2222222222222222,0.7122421957741799,0.0,0.0,0.0,0.0,5,2.3342214663643235,0.0,4.888938359118736,2.217083333333333,0,0.0,1.5555555555555562,0,430.0,3.7572
49,0,1.0643564356435644,12.460476662887377,0,0.3846153846153846,0.7553339910137671,0.0,7.109797541277533,0.1443375672974064,0.0,5,1.1771801776266062,0.1981916156710465,4.358310108056566,0.6564351851851852,0,0.0,2.8888888888888897,1,966.0,5.5884
50,0,2.0,0.0,0,1.0,0.8568914100752346,0.0,0.0,0.0,0.0,0,1.4675925925925926,0.3313052529585142,0.0,0.0,0,0.0,0.4444444444444446,0,2.0,6.3648
51,0,1.6578947368421053,2.2881944444444446,0,0.6666666666666666,0.8319273052604533,0.0,0.0,0.0,0.0,0,1.3298611111111112,0.0,1.3862943611198906,0.6018518518518516,0,0.0,0.666666666666667,0,14.0,7.7741
52,0,1.6822429906542058,2.364583333333333,0,0.75,0.8448876517675851,0.0,0.0,0.25,0.0,0,3.40625,0.0,1.3862943611198906,0.0,0,0.0,1.1111111111111116,0,41.0,7.6319
53,0,0.6260869565217392,17.777070105820105,0,0.1428571428571428,0.6957683909303933,0.0,0.0,0.0,0.0,10,2.4191288737717307,0.0,5.540773228894619,0.0,0,0.0,2.000000000000001,0,968.0,4.0449
54,0,1.5000000000000004,0.0,0,1.0,0.8319273052604533,0.0,7.109797541277533,0.0,0.0,0,2.265046296296296,0.3029645940758625,0.6931471805599453,0.0,0,0.0,0.666666666666667,0,33.0,5.5335
55,0,1.5,0.0,0,1.0,0.7819990956308912,0.0,6.606881964512918,0.0,0.0,0,5.598016975308642,0.1955081260773981,1.9459101490553128,3.958683626228269,0,0.0,0.666666666666667,0,284.0,5.9056
56,0,1.4807692307692308,0.0,0,0.75,0.8211142625940433,0.0,0.0,0.0,0.0,0,3.1776388888888887,0.4483343193850852,2.079441541679836,0.0,0,0.0,0.666666666666667,1,128.0,6.8523
57,0,1.3550724637681155,0.0,0,0.8,0.8084467646598772,0.0,0.0,0.0,0.0,0,3.542306311413454,0.4050666800199512,2.19722457733622,0.5443055555555555,0,0.0,0.8888888888888893,1,206.0,6.5454
58,0,1.5865384615384617,0.0,0,0.6666666666666666,0.814095801821324,0.0,0.0,0.0,0.0,0,2.273703703703704,0.5122103601780845,1.791759469228055,0.0,0,0.0,0.666666666666667,0,75.0,6.9603
59,0,1.1610576923076923,10.46240165973797,0,0.3333333333333333,0.7342962323226362,0.0,0.0,0.0,0.0,5,2.998868339002268,0.1648128816509334,3.8841378019386106,0.0,0,0.0,0.8888888888888893,0,362.0,5.0639
60,0,1.7405405405405403,0.0,0,0.75,0.8244467364320315,0.0,0.0,0.2886751345948128,0.4556327710630454,0,0.4222916666666666,0.3325276367542534,2.3978952727983707,-4.803819444444445,0,0.0,1.7777777777777786,1,272.0,6.7842
61,0,1.217391304347826,0.0,0,0.6,0.800722174241977,0.0,7.109797541277533,0.0,0.0,1,3.647962962962963,0.2317999021008571,2.302585092994046,2.722222222222222,0,0.0,0.666666666666667,0,122.0,5.0501
62,0,1.1709183673469388,0.0,0,0.6666666666666666,0.7938454581776087,0.0,7.109797541277533,0.1443375672974064,0.0,1,5.54146872637944,0.2745317332209413,3.091042453358316,4.0475462962962965,0,0.0,2.2222222222222228,1,736.0,5.4945
63,0,1.1337209302325586,9.064587112622828,0,0.4545454545454545,0.744753713528824,0.0,0.0,0.0,0.0,4,3.818287430713026,0.0,4.0141282283653,4.049983938019652,0,0.0,1.333333333333334,0,444.0,5.1686
64,0,1.5000000000000002,0.0,0,1.0,0.7511610838008674,0.0,6.606881964512918,0.0,0.0,0,5.665147640979223,0.1155389803957883,2.6390573296152584,14.260601357460471,0,0.0,0.666666666666667,0,732.0,5.4919
65,0,1.5000000000000004,0.0,0,1.0,0.837401045652257,0.0,7.109797541277533,0.0,0.0,0,3.084490740740741,0.2603053525569684,1.0986122886681098,1.004629629629629,0,0.0,1.1111111111111116,0,90.0,5.326
66,0,1.4999999999999998,2.4593055555555554,0,0.8,0.7748338265936586,0.0,0.0,0.1767766952966369,0.0,0,0.0,0.0,2.833213344056216,3.749675925925926,0,0.0,1.0000000000000004,0,80.0,6.8104
67,0,1.8,0.0,0,1.0,0.859116756396542,0.0,0.0,0.0,0.0,0,2.377314814814815,0.2771129928729214,0.0,0.7685185185185183,0,0.0,0.8888888888888893,0,34.0,6.0639
68,0,1.457831325301205,0.0,0,0.8571428571428571,0.8361807319565798,0.0,0.0,0.2886751345948128,0.0,1,7.440023148148148,0.1715850556192336,2.302585092994046,0.5833333333333334,0,0.0,2.000000000000001,1,307.0,5.3334
69,0,0.9558823529411764,6.864368386243386,0,0.2222222222222222,0.7573026909762495,0.0,0.0,0.0,0.0,6,1.1598885109599395,0.270833876622084,4.2749284991175145,0.3410185185185185,0,0.0,2.000000000000001,1,563.0,1.7298
70,0,2.4,0.0,0,1.0,0.8943375672974064,0.0,0.0,0.0,0.0,0,0.0,0.4055021169820365,0.0,0.0,0,0.0,0.0,0,0.0,6.4482
71,0,1.5000000000000009,0.0,0,1.0,0.814095801821324,0.0,5.752853606746789,0.0,0.0,0,3.938148148148148,0.0,1.3862943611198906,0.0,0,0.0,0.666666666666667,0,86.0,4.9086
72,0,1.904145077720207,0.0,0,1.0,0.8471404520791032,0.0,0.0,0.8535533905932737,0.8962022193336903,0,0.0,0.1285385100204895,2.772588722239781,-20.265,0,0.0,4.222222222222223,0,630.0,8.7447
73,0,2.0923076923076924,0.0,0,1.0,0.8440415500341975,0.0,0.0,0.6422285251880866,0.7593384561346329,0,-1.7893518518518527,0.1737482660380435,2.302585092994046,-8.014189814814815,0,0.0,1.7777777777777786,0,297.0,8.5308
74,0,2.0307692307692307,0.0,0,1.0,0.8440415500341977,0.0,0.0,0.5576775358252053,0.7623187925988933,0,-1.9684027777777784,0.1732228845674298,2.4849066497880004,-7.992638888888889,0,0.0,1.7777777777777788,0,465.0,8.1265
75,0,2.033898305084746,0.0,0,1.0,0.8505922317655457,0.0,0.0,0.7803300858899107,0.8368565678681196,0,0.0,0.158831713616272,2.5649493574615367,-12.831319444444444,0,0.0,2.444444444444445,0,513.0,8.2947
76,0,1.5000000000000004,0.0,0,1.0,0.8319273052604533,0.0,6.255769183511404,0.0,0.0,0,1.6539351851851851,0.0,0.6931471805599453,2.249490740740741,0,0.0,0.666666666666667,0,33.0,5.023
77,0,1.513698630136986,0.0,0,0.75,0.8480571312970218,0.0,0.0,0.2041241452319315,0.2101738080787943,1,1.997175925925926,0.2090380729763648,1.3862943611198906,-1.2361111111111112,0,0.0,1.777777777777778,1,73.0,4.643
78,0,0.8893333333333333,5.62235260770975,0,0.3,0.7614856834587246,0.0,7.109797541277533,0.0,0.1177182346019922,6,1.2194570814436885,0.2431572784530382,4.411281992822671,0.4267422524565381,0,4.736862953800049,2.444444444444445,1,1077.0,3.8338
79,0,0.9308510638297872,8.1822052154195,0,0.3636363636363636,0.7537172688484136,0.0,0.0,0.0,0.0,5,3.4110942617787856,0.1256163391111631,4.2749284991175145,1.5558608119173596,0,0.0,2.000000000000001,1,578.0,4.27
80,0,1.0636363636363635,6.441438964474679,0,0.2727272727272727,0.7550881655443509,0.0,0.0,0.0,0.0,5,2.735755663555086,0.4357564939965335,4.405193693955416,0.0,0,4.736862953800049,1.7777777777777786,2,814.0,4.6237
81,0,1.1278195488721805,7.352344970395565,0,0.2222222222222222,0.7537172688484136,0.0,0.0,0.0,0.1256852752892933,5,1.528894912131519,0.2662268898731835,4.257384189466605,0.0,0,0.0,1.5555555555555562,1,930.0,4.2289
82,0,1.1278195488721805,6.910361945704208,0,0.2222222222222222,0.7537172688484136,0.0,0.0,0.0,0.1256852752892933,5,1.4798497732426303,0.2662268898731835,4.257384189466605,0.0,0,0.0,1.5555555555555562,1,696.0,1.7974
83,0,1.5922330097087378,0.0,0,0.8333333333333334,0.8275831823971969,0.0,0.0,0.5193375672974064,0.6951768391088485,0,-0.4613187358276642,0.2164724680692247,3.367295829986474,-6.500700231481481,0,0.0,4.666666666666668,1,1286.0,6.4207
84,0,1.63855421686747,0.0,0,0.8,0.8263510071965962,0.0,0.0,0.3943375672974064,0.6004855077299316,0,-0.0737230725623582,0.2625418833286296,2.995732273553991,-5.857027588813303,0,0.0,3.333333333333334,1,686.0,6.6309
85,0,1.5667574931880113,0.0,0,0.8571428571428571,0.8284457050376173,0.0,0.0,0.6443375672974064,0.7616654277004136,0,-0.7713356245275877,0.1840571677410411,3.6375861597263857,-6.933753149407911,0,0.0,6.000000000000002,1,1862.0,6.4713
86,0,0.9600000000000004,7.050883408919123,0,0.3,0.7506099030042892,0.0,7.109797541277533,0.0,0.0,5,1.5015108234651886,0.374678540959712,4.288745644670657,0.0,0,4.736862953800049,1.7777777777777786,1,664.0,4.435
87,0,1.0805687203791472,3.4918768896447467,0,0.25,0.744753713528824,0.0,0.0,0.0,0.0,2,1.513089805366591,0.2866374192476537,4.121067632362855,3.2058615992693373,0,0.0,1.333333333333334,1,492.0,4.7397
88,0,1.4859550561797747,0.0,0,0.8571428571428571,0.8244467364320315,0.0,0.0,0.2886751345948128,0.0,0,7.363377267573696,0.3325276367542534,2.3978952727983707,0.0,0,0.0,1.7777777777777786,1,389.0,6.1579
89,0,0.846774193548387,10.779389644746786,0,0.0,0.7397341225498538,0.0,0.0,0.0,0.0,6,2.4814814814814814,0.0,4.053956501316812,1.695,0,0.0,1.1111111111111116,1,178.0,0.1289
90,0,1.363636363636363,0.0,0,0.8333333333333334,0.7983127663125442,0.0,0.0,0.0,0.0,0,3.709088718820861,0.3675062902729,2.4849066497880004,1.53224111866969,0,0.0,0.8888888888888893,1,310.0,6.8545
91,0,1.043859649122807,4.494675925925926,0,0.3333333333333333,0.7433593827013323,0.0,0.0,0.0,0.0,3,1.6116203703703704,0.0,3.808050415045168,1.1157407407407405,0,0.0,1.1111111111111116,0,148.0,1.7879
92,0,1.607142857142857,0.0,0,1.0,0.800722174241977,0.0,12.486885409483255,0.0,0.2125980270796625,0,2.9374382716049383,0.2409528151887775,1.6094379124341005,0.0,0,0.0,0.666666666666667,0,182.0,6.0339
93,0,0.9420289855072462,0.0,0,0.5714285714285714,0.7614856834587246,0.0,0.0,0.0,0.0,0,5.33646447467876,0.0,4.253838086459854,0.7966666666666665,0,0.0,1.333333333333334,0,418.0,5.2445
94,0,1.378787878787879,0.0,0,0.875,0.7831117687915449,0.0,0.0,0.0,0.0,0,3.85439310909549,0.3080966658034233,2.6390573296152584,3.995607363315696,0,0.0,0.8888888888888893,1,438.0,6.3448
95,0,1.0191082802547768,0.0,0,0.7142857142857143,0.7698516684236748,0.0,7.109797541277533,0.0,0.0,0,0.9922685185185184,0.5661744730087818,3.713572066704308,-0.127731481481482,0,0.0,2.000000000000001,2,628.0,5.9975
96,0,1.1875,0.0,0,0.7142857142857143,0.8072117791658018,0.0,7.109797541277533,0.0,0.0,0,0.7672685185185186,0.6177522218058092,3.332204510175204,-1.0400925925925932,0,0.0,2.000000000000001,2,840.0,6.3287
97,0,1.043859649122807,0.0,0,0.4,0.7433593827013323,0.0,0.0,0.0,0.0,0,2.4755555555555557,0.0,3.808050415045168,5.9339814814814815,0,0.0,1.1111111111111116,0,137.0,4.8897
98,0,1.059760956175299,7.748177437641724,0,0.2222222222222222,0.7573026909762495,0.0,0.0,0.0,0.1351737300537845,6,1.2588266487150417,0.1351316224749944,4.210274029229161,0.4871995464852607,0,0.0,2.000000000000001,1,662.0,1.5897
99,0,1.3604651162790702,0.0,0,0.8888888888888888,0.744753713528824,0.0,0.0,0.0,0.0,0,1.7269009826152684,0.2854780557506721,3.1780538303479458,5.860575081884606,0,0.0,0.8888888888888893,1,534.0,6.5327
100,0,1.0588235294117647,0.0,0,0.8333333333333334,0.7560477932315068,0.0,6.544756405912575,0.0,0.0,0,3.3335648148148147,0.1753980063628374,3.091042453358316,1.9624537037037035,0,0.0,1.5555555555555562,1,238.0,5.4797
101,0,1.4864864864864866,0.0,0,0.6666666666666666,0.8374010456522569,0.0,0.0,0.0,0.0,0,1.0787037037037035,0.4783382541501914,1.3862943611198906,0.1805555555555553,0,0.0,1.1111111111111116,1,39.0,6.7889
102,0,1.2318840579710142,0.0,0,0.8,0.8084467646598772,0.0,6.606881964512918,0.0,0.0,0,3.6460100151171577,0.4032730311299185,2.19722457733622,0.4212499999999999,0,0.0,1.333333333333334,1,204.0,6.2551
103,0,1.3888888888888886,0.0,0,0.8333333333333334,0.8146264369941972,0.0,0.0,0.0,0.0,0,5.0329922524565385,0.3645582836722556,2.4849066497880004,0.4880555555555551,0,0.0,1.333333333333334,1,301.0,6.4162
104,0,1.3939393939393934,0.0,0,0.8571428571428571,0.8048519228298655,0.0,6.606881964512918,0.0,0.0,0,5.9671126228269085,0.3347964690921545,2.3978952727983707,0.4108796296296295,0,0.0,1.5555555555555562,1,333.0,6.1261
105,0,1.358974358974359,0.0,0,0.9411764705882352,0.7505382026751176,0.0,6.606881964512918,0.0,0.0,0,4.187935326367782,0.1771389234725341,3.044522437723423,16.699421550540524,0,0.0,1.333333333333334,1,978.0,6.5079
106,0,1.2434210526315788,0.0,0,0.5,0.7983127663125442,0.0,6.606881964512918,0.0,0.0,1,5.057436696900982,0.3674698381737055,2.3978952727983707,1.9928618669690097,0,0.0,1.333333333333334,1,248.0,6.066
107,0,1.7708333333333333,0.0,0,0.8,0.8146684068282412,0.0,6.606881964512918,0.3535533905932738,0.418679753641958,0,-0.5781906651549511,0.3070056767216744,2.4849066497880004,-4.483578514739229,0,0.0,1.7777777777777786,1,348.0,6.7005
108,0,1.6797752808988755,0.0,0,0.8571428571428571,0.8149041853605012,0.0,6.606881964512918,0.4927992798267444,0.5978456768905036,0,-1.2104174933862428,0.2177614702350256,3.1354942159291497,-10.337654320987657,0,0.0,3.555555555555557,1,1138.0,6.8499
109,0,1.6003236245954686,0.0,0,0.8571428571428571,0.8208900489966052,0.0,6.606881964512918,0.5517766952966369,0.6571629084250583,0,-1.7072700538548755,0.2056185560174153,3.1780538303479458,-6.889123992189468,0,0.0,4.88888888888889,1,1218.0,6.784
110,0,1.5702671312427412,0.0,0,0.875,0.8226676610447092,0.0,6.606881964512918,0.6767766952966369,0.7259129103356393,0,-2.0906033871882084,0.1762851096521973,3.49650756146648,-7.507057783761653,0,0.0,6.222222222222223,1,1794.0,6.3101
111,0,1.5310077519379846,0.0,0,0.9090909090909092,0.8258673627312965,0.0,6.606881964512918,1.051776695296637,0.8497900862314814,0,-2.8450651424393305,0.1234089096638486,4.0943445622221,-8.57899671183117,0,0.0,10.222222222222229,1,3522.0,6.2833
112,0,1.2203389830508475,0.0,0,0.8571428571428571,0.7831117687915449,0.0,20.323561470303368,0.0,0.0,0,2.4172141124968505,0.4633939665424429,2.4849066497880004,1.206634542705971,0,0.0,1.333333333333334,1,406.0,5.8538
113,0,1.7434312210200926,0.0,0,0.8571428571428571,0.8149014559539707,0.0,6.606881964512918,0.7071067811865476,0.6246842555842665,0,-1.5858908100277145,0.2956328797305313,3.295836866004329,-12.20346804925674,0,0.0,4.000000000000002,1,1382.0,6.5517
114,0,1.3203883495145634,0.0,0,0.8,0.8323959812847469,0.0,7.109797541277533,0.2041241452319315,0.0,0,3.227685185185185,0.3928629890560131,1.9459101490553128,0.0,0,0.0,2.0000000000000004,1,200.0,6.5972
115,0,1.3281249999999998,0.0,0,0.8333333333333334,0.819867061274927,0.0,6.606881964512918,0.2041241452319315,0.0,0,5.6672831632653065,0.3626249104639693,2.302585092994046,0.0,0,0.0,2.0000000000000004,1,288.0,6.4148
116,0,1.3548387096774193,0.0,0,0.9,0.787649838392533,0.0,6.606881964512918,0.2041241452319315,0.0,0,6.145205836581648,0.2650768692913782,2.6390573296152584,4.744484323822121,0,0.0,2.0000000000000004,1,550.0,6.4509
117,0,1.180263157894737,9.34789485701688,0,0.3,0.7574605719060777,0.0,0.0,0.2041241452319315,0.0,6,3.198353410808768,0.2678675500115211,4.053956501316812,0.0,0,4.736862953800049,2.0000000000000004,1,508.0,5.2323
118,0,1.1898854961832053,10.168077624185578,0,0.4166666666666667,0.7511663480661365,0.0,6.606881964512918,0.2041241452319315,0.0,5,3.784342718568909,0.2328178066169859,4.018632740486404,0.8322874149659863,0,0.0,2.2222222222222228,1,632.0,5.7104
119,0,1.0184703433923004,13.95399937714602,0,0.2142857142857142,0.7318534504131908,0.0,0.0,0.2041241452319315,0.0,8,3.1972173406399595,0.2094702068790638,4.955827057601261,0.0,0,4.736862953800049,2.6666666666666674,1,843.0,3.6336
