,ECIndex,Diameter,TopoPSA(NO),ATSC1are,SMR_VSA7,MIC1,ATSC1v,NssNH2,ATSC2pe,AATSC1c,AATSC3Z,VSA_EState3,IC0,FilterItLogS,SaasC,VSA_EState5,NsNH3,AATS3dv,NssssC,SddsN,target
24,596,11,0.0,0.0644378698224856,133.46007550615548,11.82551749000806,161.18589956299206,0,-0.3069748520710045,-0.000204197099983,0.0883295026651669,0.0,0.9828586897127056,-9.071014197443953,9.92029646426472,0.0,0,4.702479338842975,0,0.0,147.75507
25,596,11,0.0,0.0644378698224856,133.46007550615548,11.82551749000806,161.18589956299206,0,-0.3069748520710045,-0.000204197099983,0.0883295026651669,0.0,0.9828586897127056,-9.071014197443953,9.92029646426472,0.0,0,4.702479338842975,0,0.0,142.26805
26,36,3,0.0,7.806255641895632e-16,36.39820241076966,6.509499999999999,0.0,0,-0.1837499999999986,3.614007241618348e-20,-0.8928571428571429,0.0,1.0,-1.364304252980212,0.0,0.0,0,1.2857142857142858,0,0.0,46.452667
27,74,7,0.0,-0.0364462809917384,25.30991158086476,16.159795962248573,-91.16729965720585,0,-0.285495867768597,-0.0005168568606708,-0.2241955336732899,0.0,0.94566030460064,-2.328308091050232,0.0,0.0,0,0.5106382978723404,0,0.0,64.563034
28,122,9,0.0,-0.037193877551021,25.30991158086476,15.624445992180975,-93.0373494315155,0,-0.3699999999999999,-0.0004028331889455,-0.16287284144427,0.0,0.9402859586706313,-3.1716921703923435,0.0,0.0,0,0.4923076923076923,0,0.0,80.75793
29,84,4,0.0,0.0681656804733721,0.0,11.28809995165905,170.5107036699436,0,-0.1000295857988172,9.75082644893689e-05,-1.590236686390532,0.0,0.961236604722876,-1.695470411405473,0.0,4.708333333333332,0,0.75,0,0.0,68.74579
30,152,7,0.0,-6.765421556309549e-16,35.392371257240434,15.829133297815972,6.323830348264893e-13,0,0.5830092592592576,-0.0004572082679303,-2.381332481907195,0.0,0.964078764808229,-4.21435868306103,2.815740740740741,0.0,0,1.3563218390804597,2,0.0,86.66736
31,856,11,0.0,0.1008000000000151,169.8582779169251,12.461808416473849,252.1427030519268,0,-0.2743999999999813,-0.0001859581073252,0.686046511627907,7.649185353153609,0.9709505944546686,-13.036534301472969,10.027607289829511,0.0,0,6.104651162790698,0,0.0,183.04024
32,202,7,0.0,0.0854296875000016,23.2982492738063,18.7725,213.6951619755127,0,-0.2000195312499988,-7.05265188518248e-06,-1.0065104166666667,0.0,0.9886994082884974,-3.489625441812583,0.0,0.0,0,1.2266666666666666,2,0.0,99.05759
33,288,9,0.0,0.0431999999999969,82.93678272814864,12.461808416473849,108.06115845082655,0,-0.1176000000000039,-0.0002754269070722,-0.1176470588235294,0.0,0.9709505944546686,-4.404303794566571,5.317841080876796,0.0,0,4.632352941176471,0,0.0,106.66637
34,432,12,60.440000000000005,0.0508382909680912,48.04732704767281,29.81353816353261,69.07751908670828,0,2.071999999999999,-0.008700993043544,-0.0731557367576837,0.0,1.3530279023026708,-3.519711583289859,1.007856093054506,-1.8946730728052883,0,3.615384615384616,0,0.0,145.9225
35,160,7,107.22,-1.5064922711058273,0.0,28.22167958087404,175.58564586193236,0,-0.7725224732461367,-0.0215993435842618,-0.6091954022988506,38.28123015873016,1.5013579287098409,1.0932558318045782,0.0,-1.60343537414966,0,4.275862068965517,1,0.0,151.26895
36,156,7,66.76,-0.519288888888891,0.0,27.42389796203331,98.6196753202054,0,1.1568519999999969,-0.0147325843980944,-2.4424691358024697,19.492206160241874,1.3995812306460644,-0.2045756349073604,0.0,-0.2883427815570676,0,2.6049382716049383,1,0.0,111.92319
37,135,7,79.15,-0.934482758620692,0.0,22.49284314616037,-8.440205743168946,0,-0.6008316290130844,-0.0156034733755117,-0.3757101334390276,27.77572562358277,1.423165806353889,1.071559955272441,0.0,0.0,0,4.041666666666667,0,0.0,120.08804
38,45,4,35.53,-0.1846153846153844,0.0,23.54771824468803,-97.18961650105712,0,1.3499710059171603,-0.0459355346445015,0.6513609467455622,0.0,1.5262349099495227,-0.2831244418152521,0.0,0.0,0,2.24,0,0.0,76.44389
39,98,5,63.6,-0.3333333333333332,0.0,27.582154658259704,-11.482891520681164,0,1.5818555555555542,-0.0167512557376109,-0.3281544256120531,9.504305555555556,1.4591479170272448,-0.8960029810556872,0.0,-1.643101851851852,0,4.576271186440678,1,0.0,82.46256
40,80,5,52.6,-0.2750000000000001,12.338100555254671,32.897625,-83.27264772736443,0,1.4344281249999984,-0.0325768556984986,-0.2257543103448276,0.0,1.561278124459133,-0.7654174418790123,0.0,-1.500185185185185,0,7.793103448275862,0,0.0,75.16556
41,84,6,37.3,-0.2272727272727291,11.64912463690315,27.01629470685132,36.89758137093054,0,-0.2690000000000015,-0.0064417465198485,-0.6115702479338844,9.239814814814816,1.3221793455166666,-0.5707338362163631,0.0,0.512685185185185,0,2.196428571428572,0,0.0,79.83893
42,100,6,17.07,-1.412064909445121e-15,35.45028948747406,24.218501996041045,-3.5527136788005016e-14,0,0.4320667296786371,-0.0029047405252622,-1.6853211412493954,0.0,1.208830175294948,-2.1382466259304764,0.0,0.1740740740740745,0,2.7209302325581395,0,0.0,85.309074
43,224,7,74.6,-0.7155029585798811,58.65200837755764,27.57867944893123,172.2690512088439,0,-0.0272970414201184,-0.0174094540938003,0.6177915956273192,19.40772864701436,1.419556298571613,-3.19168458129528,-0.2047354497354481,-1.3454761904761892,0,9.66101694915254,0,0.0,107.59337
44,80,5,66.76,-0.8666666666666674,12.152040213667762,30.938922819881924,35.743826244275134,0,-0.5004296296296312,-0.0267135384067082,-0.0395061728395061,17.470787037037034,1.5304930567574824,0.8004157465294146,0.0,-0.5237499999999995,0,4.725,0,0.0,115.51791
45,374,11,105.20000000000005,-0.1226654064272213,23.2982492738063,26.29391791068376,-259.6211027963594,0,2.6802563327032134,-0.0219027036535809,1.7265280403276624,0.0,1.4777468341000446,-1.951138410563262,0.0,-3.650435195683211,0,5.583333333333333,0,0.0,120.86811
46,45,4,30.21,-0.0727272727272727,34.882387704173695,24.29313938984357,-38.28681862162856,0,0.4119487603305792,-0.0232558377100466,-0.6276130286825473,0.0,1.4949188482339508,-1.243400035895562,0.0,0.0,0,4.411764705882353,0,0.0,131.78604
47,100,6,57.53,-0.6000000000000014,23.80116485057091,27.551817680108307,82.41547900256126,0,-0.2375825396825408,-0.012383322833479,0.2590702947845802,18.14635487528345,1.4411665441579466,0.2414917889808145,0.0,-0.4253703703703702,0,5.113636363636363,0,0.0,109.99836
48,132,6,54.370000000000005,-0.2535802469135793,0.0,21.82918289493549,109.67446985527982,0,1.0645326474622772,-0.0140773662294967,-0.2840144192426708,8.868373015873015,1.374252785132226,-0.9477159434555424,0.0,-0.5107870370370369,0,2.0930232558139537,0,0.0,104.70968
49,114,7,121.38,-2.220177514792897,0.0,17.238913878254266,107.17851571848448,0,-2.328386982248521,-0.024808560028266,0.4891518737672585,52.1769142101285,1.4572659136233872,2.565914580946247,0.0,0.0,0,4.063492063492063,0,0.0,176.29602
50,2000000000,100000000,112.42,-1.9610239999999997,0.0,19.350226456762957,155.6531174520208,0,-0.8619760000000006,-0.0246087738375877,-0.8241269841269843,35.779074074074074,1.4269608142719163,1.6203618405409368,0.0,0.0,0,2.7301587301587302,0,0.0,174.50551
51,23,3,20.23,-0.1923076923076918,0.0,14.608304356728912,31.221030390787664,0,-0.1865360946745555,-0.0082130097933616,-0.928555774709621,8.447916666666668,1.2389012566026305,-0.0439923521091479,0.0,0.0,0,0.3703703703703703,0,0.0,63.79947
52,48,4,80.92,-1.2765532879818615,0.0,16.269754293288564,30.78964220338734,0,-1.9436018140589584,-0.019034911055649,0.1870748299319728,33.986111111111114,1.409975018822061,0.7829138587497062,0.0,0.0,0,2.5,1,0.0,148.10216
53,45,5,26.3,0.0553633217993076,0.0,21.17398865699743,-146.41978512891276,0,1.0037034602076116,-0.0151822045523004,0.3238277055244002,0.0,1.3328204045850196,-1.0776001894938751,0.0,-0.1226851851851846,0,1.103448275862069,0,0.0,52.61132
54,4800000000,100000000,115.06000000000002,-0.9428571428571404,0.0,20.92530692355004,136.2038490650488,0,1.6727635204081663,-0.0159586938327318,0.2738505040570444,36.45802532123961,1.3329187608024513,-0.9773648883265262,0.0,-2.7320370370370366,0,1.819277108433735,0,0.0,122.873375
55,131,7,46.53,-0.3000000000000008,30.33183534230805,26.44729996918085,-1.3892372506980664,0,0.8964080578512371,-0.0214662839695591,-0.7209302325581395,8.518311602418745,1.436545552091029,-1.1822702249762655,0.5762962962962965,-0.3830990173847313,0,4.209302325581396,0,0.0,91.172775
56,101,6,37.3,-0.2523809523809533,35.89528683400505,23.829292583997766,42.84815257566345,0,1.0199328798185936,-0.0167348448403003,-0.6682642754071325,8.635428949357522,1.3566695198333112,-1.430936999638267,0.8472222222222225,-1.1875925925925932,0,3.022727272727273,0,0.0,95.26203
57,432,9,36.92,0.1950113378684798,70.78474251448087,21.89510478077544,-62.16612205829932,0,-1.8961433106575944,-0.0053213224992702,-1.2949357520786091,0.0,1.3566695198333112,-4.321252788419612,4.47803445452255,0.0,0,3.7777777777777777,0,0.0,104.185616
58,42,4,43.370000000000005,-0.2666666666666669,12.152040213667762,25.41948176293653,-31.052761282560645,0,0.955016049382716,-0.0446724152152837,-2.135802469135802,0.0,1.5304930567574826,0.0435928966724569,0.0,-1.157407407407407,0,7.636363636363637,0,0.0,55.44912
59,114,5,36.92,-0.0661111111111109,0.0,22.372924299040005,-55.262284282398426,0,0.5317777777777756,-0.0108472847343599,-3.627959927140255,0.0,1.4591479170272448,-0.3312529810556873,0.0,-0.4689351851851853,0,3.540983606557377,1,0.0,40.814587
60,152,7,52.60000000000001,-0.0833333333333332,23.25963712031721,28.4388197900282,-84.86990312772815,0,-1.7651625000000006,-0.0083635377007237,-0.4118589743589743,0.0,1.4833557549816874,-2.2509367538510734,1.4404629629629642,0.7275925925925932,0,7.717948717948718,0,0.0,65.14456
61,116,6,36.92,0.1142857142857138,0.0,16.515486625914804,-220.9750458719257,0,2.7546530612244826,-0.0132250213712324,-1.644897959183673,0.0,1.3787834934861751,-0.5751615370599447,0.0,0.0,0,2.8,0,0.0,83.70254
62,120,6,107.22,-1.6800000000000006,0.0,27.00147834527817,99.5646528110776,0,-0.5081241600000012,-0.0265297561491373,-0.0507428571428572,36.265900415721845,1.516623811079363,1.3098045042895463,0.0,-1.0023148148148149,0,5.523809523809524,1,0.0,140.15344
63,578,14,46.53,-0.0167999999999848,23.2982492738063,26.70175417846452,216.9152677268366,0,1.1133201388889045,-0.0059003155224577,-0.6001410934744267,10.120088746465392,1.2107147773754134,-4.066636677038401,0.0,1.995197147404263,0,2.0105820105820107,2,0.0,146.9334
64,164,6,56.510000000000005,-0.1875736961451242,46.009290687567685,31.841614189884886,-5.020169037762393,0,0.8036514739229014,-0.0210860685881099,0.486033807462379,1.0151388888888893,1.4607210985246075,-3.1912935585269846,0.7026851851851856,-0.1031018518518513,0,9.568181818181818,0,0.0,94.39513
65,4800000000,100000000,108.74,-0.5076923076923059,0.0,24.90376467226301,73.34053411194722,0,2.779600295857987,-0.015076096816858,-1.2409367447287276,17.70807256235828,1.370163509527602,-1.8794884349897407,0.0,-1.7866666666666688,0,2.309859154929577,0,0.0,96.06302
66,30,3,34.14,-3.573530360512222e-16,0.0,19.118178264956008,-4.973799150320701e-14,0,0.2924239999999998,-0.006411860563591,2.96059473233375e-16,0.0,1.521928094887362,-0.6561630552101319,0.0,-0.3981481481481475,0,4.0,0,0.0,65.18797
67,5200000000,100000000,86.74000000000001,0.0512500000000012,0.0,27.99042943802373,38.97974871282172,0,3.3572531249999997,-0.0105184261238276,-2.176305970149253,0.0,1.4056390622295665,-3.375284881729608,0.0,-1.1378240740740737,0,3.194029850746269,2,0.0,94.340515
68,90,6,101.15,-1.6610239999999994,0.0,17.97571197846415,67.58870352356426,0,-1.327016,-0.02192547202655,0.0200000000000002,43.70269746787604,1.4269608142719163,2.0162618405409365,0.0,0.0,0,3.466666666666667,0,0.0,157.19812
69,126,7,74.6,-0.6333333333333331,0.0,22.742075340737664,76.58152240777525,0,1.9966888888888887,-0.0295268223835363,-0.320480928689884,17.23136148904006,1.4591479170272448,0.1710570189443128,0.0,-2.2232615268329563,0,2.044776119402985,0,0.0,113.50707
70,434,11,52.6,-0.0595703125,82.93678272814864,25.33625566645669,24.557748194803462,0,1.5774968750000005,-0.0153782039046915,0.6822150735294118,0.0,1.3663146570363986,-4.117441052781963,2.551713802805073,0.1622165532879829,0,7.470588235294118,0,0.0,131.76288
71,130,6,37.3,-0.2319040000000006,34.88945568047582,26.406209523619477,101.89077584113312,0,1.00745904,-0.0142343983087188,0.4588698412698415,8.940818216175359,1.3209242772281589,-2.422793253847212,2.782037037037038,-0.7928240740740737,0,3.3174603174603177,0,0.0,104.20309
72,117,6,30.21,0.0203999999999994,46.31541033715485,28.98342113069428,4.739392982585965,0,0.0776239999999982,-0.0065538063610841,0.0499999999999998,0.650462962962963,1.3609640474436813,-3.229621070597221,0.6469444444444445,0.0,0,6.05,0,0.0,80.00032
73,157,8,66.76,-0.7304347826086977,24.26546827384644,28.4272999715081,43.28897948307693,0,0.8428928166351586,-0.0296697419213255,-1.4103339634530558,17.451620685311163,1.491013870758994,-0.7665069425836365,0.5444704270597136,-0.4758304988662116,0,4.777777777777778,0,0.0,115.80321
74,169,8,39.44,0.0,40.24904326869324,30.343451854491697,-33.2029228678915,0,0.6654987847222209,-0.0144953872651004,-1.3092592592592598,0.9064351851851856,1.4171326567191826,-3.5229325450456024,1.657036092214664,0.7587490551776269,0,6.2444444444444445,0,0.0,101.12262
75,143,7,93.06000000000002,-1.1217391304347837,0.0,29.99625345679118,-12.97311764862266,0,0.0766999999999967,-0.0292145174266198,-1.3642344045368615,18.090470049130765,1.5504949818133702,0.7390341517184214,0.0,-1.435841836734693,0,5.8,0,0.0,110.75119
76,864,19,52.6,0.1094080000000005,95.05021078832732,26.231567590307183,17.001274812218696,0,-0.209629760000001,-0.006070511315448,-1.5016380952380952,0.0,1.3209242772281589,-6.520027670604197,4.896776951904117,1.53809414428271,0,4.3619047619047615,0,0.0,187.38794
77,430,11,71.06,-0.1181999999999996,46.51927424063442,28.187593142617395,-66.8458450240845,0,-2.2263024999999965,-0.0104960864993405,0.3780000000000005,0.0,1.4577174691301484,-5.1230515982237375,2.6618391492399445,1.0077027168892263,0,9.68,0,0.0,132.60196
78,154,7,46.53,-0.2533136094674557,22.7567215435526,28.49339734607007,56.61890488425446,0,1.6741664201183415,-0.0173764822117032,-0.7120315581854043,9.581514077853363,1.3993556675323378,-2.9077212632928497,3.465230536659109,0.7235544217687082,0,4.614035087719298,0,0.0,104.18777
79,161,7,47.28,-0.0265289256198349,45.81249476039024,32.25265285770479,2.4221798083290125,0,-0.2514307851239679,-0.0056404348713219,-0.5371900826446278,0.4533333333333333,1.4226754683112182,-3.3432236602726366,1.0240268329554048,0.0,0,7.522727272727272,0,0.0,97.00545
80,190,8,56.510000000000005,-0.1342911153119096,46.31541033715485,29.89758990481753,-34.311540076680544,0,0.8961172022684285,-0.0195544604737196,0.5676792544071746,0.6921296296296299,1.4777468341000446,-2.936466289407192,-0.0868518518518515,-0.6856453136810281,0,8.395348837209303,0,0.0,96.091286
81,157,7,63.6,-0.3833333333333332,35.392371257240434,30.93679210695025,3.1945108007283665,0,1.4479624999999998,-0.0253074398136053,-1.6761363636363635,8.790402966742253,1.4833557549816874,-1.6503567538510735,0.6564351851851857,-1.446348261526833,0,5.136363636363637,0,0.0,103.9869
82,156,7,18.46,0.126863905325443,36.39820241076966,21.65866740004351,-32.17695612980364,0,-0.901737278106512,-0.0066368404924322,0.2928994082840235,2.156203703703704,1.3143204867061788,-3.421729942231227,1.7525925925925927,1.7525925925925927,0,5.6875,0,0.0,94.58367
83,47,4,37.3,-0.2749999999999999,11.332269401725444,25.292581479372597,39.72612264397289,0,0.4623687499999994,-0.0148629656245795,-1.5,8.826898148148148,1.4056390622295665,-0.8792786928992746,0.0,0.3587962962962969,0,2.53125,0,0.0,111.45354
84,420,11,34.14,0.0234722222222255,69.77891136095164,23.449581592637685,120.0220213336562,0,1.221998958333331,-0.0022700411365696,-1.2161960514233248,0.0,1.206908425151817,-6.73396471901798,4.235471361384061,-0.0997052154195006,0,4.413223140495868,2,0.0,131.97556
85,182,7,74.60000000000001,-0.7288888888888885,35.392371257240434,27.890264989647772,141.69232660705998,0,-0.6551944444444442,-0.0183618815205713,-0.1822222222222224,19.79814531368103,1.4591479170272448,-2.222272698374629,-0.0728911564625838,-0.2962244897959176,0,8.18,0,0.0,97.124626
86,216,9,74.6,-0.7288888888888888,35.392371257240434,27.890264989647772,141.69232660705995,0,-0.655194444444444,-0.0185483168705838,-1.1822222222222225,20.090923091458805,1.4591479170272448,-2.222272698374629,-0.007792894935751,-0.2962244897959178,0,7.48,0,0.0,108.40585
87,384,13,18.46,0.2503305785123939,36.39820241076966,22.39383590295169,-27.783905146411,0,-0.1015289256198378,-0.0045865545366253,1.230270620644952,2.273336167800454,1.2072100267448116,-5.848508557793024,1.9109102313765012,1.9109102313765012,0,3.2450980392156863,0,0.0,129.99385
88,108,6,46.53,-0.1714285714285719,0.0,24.562026946512944,-19.962489395932124,0,1.2210281887755072,-0.0124974261349321,0.3698290126861552,9.617314814814817,1.3329187608024513,-0.9621468173520404,0.0,-0.5852314814814823,0,2.283783783783784,0,0.0,106.24041
89,191,8,69.92,-0.8723662306777646,35.89528683400505,24.707979260201395,139.98227028770657,0,-1.519958739595724,-0.0120619715428469,0.0431156646523216,28.203286722096244,1.4318873153407885,-0.2544099122629235,0.8055555555555558,0.0,0,4.493150684931507,0,0.0,140.70537
90,103,6,69.92,-0.7857142857142856,0.0,23.918310418207128,43.21819591344392,0,0.0807673469387717,-0.0145190840172412,0.2071568353368744,27.846030801209373,1.3787834934861751,0.1168184629400553,0.0,0.0,0,2.8493150684931505,1,0.0,123.81451
91,117,6,30.21,0.0203999999999994,46.5122062643323,25.61455154377125,4.739392982585443,0,1.1812239999999985,-0.0125820089650605,-0.9250000000000002,1.5781018518518524,1.3609640474436813,-3.229621070597221,0.6515740740740743,0.6515740740740743,0,5.775,0,0.0,81.88359
92,5600000000,100000000,105.2,-0.2931519274376419,49.986112691374096,33.848765255713595,-67.03657443020802,0,-0.1157922902494335,-0.0150288232299365,1.0541383219954648,0.0,1.509968612636817,-1.7085181576060977,0.0,-2.731851851851851,0,7.916666666666667,2,0.0,79.9244
93,70,4,52.60000000000001,0.74390625,0.0,25.479824562947066,1.49968912128368,0,1.9642468750000004,-0.0110977121963748,3.008680555555556,0.0,1.561278124459133,-0.7619074418790124,0.0,-1.0208333333333326,0,6.444444444444445,1,0.0,60.727493
94,19,3,37.3,-0.3185123966942147,0.0,22.233519752618182,-51.8202941375455,0,-0.152914049586777,-0.013925545038583,-3.443526170798898,7.793981481481481,1.4353713907745331,0.0884088982180033,0.0,-0.1898148148148144,0,2.333333333333333,0,0.0,84.92795
95,410,11,105.20000000000005,-0.2476190476190474,35.392371257240434,27.861911887501208,-177.2141759246258,0,0.7822158730158755,-0.0184670685088723,-0.5802927231498658,0.0,1.509968612636817,-2.163247091551683,0.5943178382464107,-5.661250000000001,0,7.61038961038961,0,0.0,124.28353
96,790,19,52.60000000000001,0.1514940828402382,70.78474251448087,26.003633405962844,-30.10433265729868,0,1.5697177514792893,-0.0091669240955999,-1.179174170311294,0.0,1.3096910973393818,-6.242294287746322,4.301804250343023,-0.4748190266877823,0,2.678260869565217,0,0.0,149.97676
97,156,9,74.6,-0.5846745562130176,0.0,21.74192656663779,-9.988899710969676,0,2.1175656804733736,-0.0280792909365009,-0.7347948394606657,16.528238798605862,1.419556298571613,-1.052645172421813,0.0,-1.5680841101872844,0,1.180327868852459,0,0.0,130.13329
98,490,13,46.53,-0.0815236686390519,54.12334715450669,26.173844122302057,60.11071271705275,0,0.7081885724852082,-0.006925296199142,0.3730239335865052,10.92649896069539,1.2466033489462778,-3.216539247359682,0.9336001575918604,-0.4273019174254748,0,2.7611940298507465,1,0.0,122.41733
99,134,6,30.21,0.0453686200378048,45.81249476039024,26.963918086035388,8.192170824025695,0,1.4696149338374267,-0.0116251783552978,-1.5,1.004814814814815,1.3377780971924955,-3.776106956813649,2.0625,0.0,0,5.260869565217392,0,0.0,92.29193
100,548,14,93.06000000000002,-0.5999999999999996,59.65783953108687,28.96362681155211,111.2634091576142,0,0.526233648393194,-0.0179137394749777,-1.0074887305511129,19.51097946586042,1.4281945908435036,-2.8495964069346567,2.655351019215489,-3.5211822700261344,0,4.846153846153846,0,0.0,155.66121
101,24,3,57.53,-0.8099999999999994,0.0,26.07052101166336,-9.610922354612992,0,0.8232812499999994,-0.0425013586032427,-1.2,15.770833333333332,1.5,0.9830641150271988,0.0,-1.185185185185185,0,3.3,0,0.0,73.35188
102,30,3,37.3,-0.3166666666666661,0.0,22.742075340737664,38.29076120388751,0,0.9962111111111108,-0.0295268223835363,1.711111111111111,8.05324074074074,1.4591479170272448,0.2528554766607044,0.0,-0.6111111111111109,0,2.2,0,0.0,67.96338
103,154,7,88.38000000000001,-1.2815816326530614,0.0,24.137133789817423,32.44347308643092,0,-1.2070795918367396,-0.0184651649949148,-0.5510884353741495,28.12566893424037,1.4926140680171256,1.6737079229315388,0.0,0.0,0,5.013333333333334,0,0.0,115.400665
