,ElectronAffinity_composition_average,ElectronAffinity_max_value,ICSDVolume_difference,NdUnfilled_composition_average,MendeleevNumber_max_value,IsMetal_composition_average,BCCenergy_pa_arithmetic_average,GSenergy_pa_composition_average,NUnfilled_min_value,MiracleRadius_composition_average,Polarizability_difference,ShearModulus_min_value,n_ws^third_difference,ShearModulus_composition_average,ThermalExpansionCoefficient_difference,ThirdIonizationEnergy_composition_average,BoilingT_difference,Polarizability_composition_average,NpValence_composition_average,BCCenergy_pa_composition_average,HHIp_composition_average,AtomicRadii_composition_average,phi_arithmetic_average,AtomicVolume_difference,NUnfilled_composition_average,target
10,221.575,324.6,47.8,1.5,95.0,0.25,-4.517234976666667,-4.5040410275000005,1.0,51.75,14.898,38.0,0.0,9.5,772.7,37.9935,4926.9,5.650499999999999,3.5,-3.63758418,3900.0,1.10975,1.35,18574.195033509084,2.75,66.30685000000014
11,130.184,328.0,39.6,0.0,93.0,0.4,-2.3241358199999995,-2.8879641435,0.0,120.6,24.993,3.7,0.42,6.7,1789.0,38.6494,1775.12,8.0494,3.2,-2.439456878,3600.0,1.4519999999999995,1.7000000000000002,18574.399762702767,1.6,66.30685000000014
12,117.4,141.1,6.200000000000001,1.0,87.0,0.3333333333333333,-4.71991909,-5.531324318333333,2.0,84.33333333333333,6.698,75.0,0.0,25.0,767.0,47.78933333333333,3109.9,3.034666666666667,2.6666666666666665,-3.96652993,1366.6666666666663,0.9043333333333332,2.55,18581.201305806288,2.333333333333333,45.942375000000105
13,210.5,295.3,25.5,0.0,96.0,0.5,-1.88674141,-2.1353979887500003,1.0,72.0,1.965,30.0,0.0,15.0,68.1,33.915,1977.7,6.0075,2.5,-1.88674141,3050.0,1.3869999999999998,2.175,25.583209518743097,1.0,45.942375000000105
14,220.2,295.3,31.4,1.0,96.0,0.3333333333333333,-4.01679511,-3.363731326666666,1.0,41.66666666666666,2.475,75.0,0.0,25.0,74.0,33.166666666666664,2742.7,5.85,3.333333333333333,-3.0290312900000003,4300.0,1.3043333333333331,2.55,31.662996785520697,1.6666666666666663,89.47600000000034
15,227.024,324.6,46.99999999999999,1.2,95.0,0.2,-4.664231476666666,-4.040191205,1.0,75.80000000000003,12.65,3.7,0.0,9.08,37.7,31.736,4685.0,5.867999999999999,3.6,-3.578413466,3900.0,1.3018,1.35,24.52569234392169,2.6,89.47600000000034
16,122.53333333333336,324.6,42.49999999999999,2.6666666666666665,95.0,0.3333333333333333,-4.5076970900000015,-6.113475034166667,1.0,76.66666666666666,16.799999999999994,33.0,0.24,11.0,234.3,35.479333333333344,4604.79,7.35,2.666666666666667,-4.5076970900000015,2666.6666666666665,1.22,3.4366666666666665,18569.23302334961,4.0,36.73083333333338
17,250.7,324.6,38.99999999999999,0.0,95.0,0.25,-1.826268455,-1.853969493125,1.0,38.75,6.6000000000000005,0.0,0.0,0.0,0.0,34.0075,2013.0,4.699999999999998,4.0,-1.4124501225,3300.0,1.27,1.95,16.4451671638498,2.0,36.73083333333338
18,108.1,295.3,22.9,3.0,96.0,0.6666666666666666,-3.45739731,-3.660752498333333,1.0,104.33333333333331,17.674999999999994,26.0,0.1,8.666666666666666,75.7,28.076666666666664,3160.7,11.948333333333334,2.0,-3.45739731,6733.333333333332,1.5166666666666666,2.433333333333333,23.048343985551497,5.0,76.13090000000078
19,221.475,295.3,9.6,2.25,96.0,0.25,-3.696900585,-2.745201756875,1.0,44.75,17.674999999999994,26.0,0.0,6.5,75.7,29.88,3160.7,9.44375,3.75,-2.3752021175,6125.0,1.4500000000000002,1.6,9.645644586114294,3.0,76.13090000000078
20,136.575,190.15,22.8,2.25,90.0,0.5,-6.635842173333334,-5.8640789220850005,2.0,137.0,10.2,16.0,0.1100000000000001,36.25,11.5,28.615,3756.0,8.55,2.0,-5.685411235,4350.0,1.4705,3.05,22.960828039434,3.5,62.79912499999973
21,97.48,194.96,17.6,2.5,89.0,0.5,-5.885575935,-6.245678580170001,2.0,125.0,5.630000000000001,3.7,0.0,40.85,23.3,32.2435,1376.0,6.585,2.0,-5.885575935,1900.0,1.3199999999999998,2.225,14.9961001602291,3.5,62.79912499999973
22,100.0,141.1,15.4,0.0,92.0,0.25,-2.7485832266666668,-4.14757442375,1.0,67.25,6.133207,26.0,0.1100000000000001,6.5,0.0,34.57875,2771.87,2.26769825,2.25,-2.6763753225,650.0,0.8025,3.1333333333333337,18601.4575162898,2.5,57.38149999999997
23,117.4,141.1,6.200000000000001,1.0,87.0,0.3333333333333333,-4.71991909,-5.531324318333333,2.0,84.33333333333333,6.698,75.0,0.0,25.0,767.0,47.78933333333333,3109.9,3.034666666666667,2.6666666666666665,-3.96652993,1366.6666666666663,0.9043333333333332,2.55,18581.201305806288,2.333333333333333,57.38149999999997
24,270.95000000000005,324.6,29.8,0.0,95.0,0.25,-2.447007765,-2.180692603125,1.0,40.5,2.65,12.0,0.0,3.0,13.4,33.38975,1505.0,2.3875,4.5,-1.7228197775,3800.0,1.28,2.075,7.044366242032098,1.5,1.6598333333330828
25,155.23333333333338,324.6,47.8,3.0,95.0,0.3333333333333333,-3.2662269733333336,-4.2681390058333335,1.0,81.0,21.898000000000003,26.0,0.0,8.666666666666666,768.7,37.15133333333333,3527.9,8.850666666666667,3.0,-3.2662269733333336,4533.333333333333,1.2266666666666666,1.0666666666666669,18559.183953606884,4.0,1.6598333333330828
26,84.25454545454545,-230.0,8.7,0.9090909090909092,87.0,0.2727272727272727,-5.358400163333333,-5.857333007272728,2.0,86.0,9.9646666667,17.0,0.6800000000000002,33.909090909090914,773.8,47.23772727272727,5778.9,3.3256969697000005,2.9090909090909087,-4.126839982727272,1445.4545454545455,0.9254545454545456,2.8833333333333337,18577.486832259787,2.363636363636364,88.70622750000004
27,193.03333333333333,328.0,18.9,0.0,93.0,0.3333333333333333,-2.394360826666667,-3.476182420833333,1.0,75.33333333333333,0.402,12.0,0.0,4.0,1786.6,47.73333333333333,1752.12,0.5863333333333334,4.0,-2.394360826666667,2433.333333333333,1.05,1.3833333333333335,18566.1251082464,2.0,88.70622750000004
28,144.25833333333333,190.15,23.1,0.3333333333333333,90.0,0.1666666666666666,-3.57766969,-4.619132449445,2.0,87.0,5.997999999999998,16.0,0.0,15.333333333333332,766.6,47.14433333333334,3095.9,2.5846666666666667,3.333333333333333,-3.01871065,983.3333333333331,0.961,1.7333333333333334,18581.25588204769,2.0,85.1118666666666
29,138.43333333333334,190.15,16.299999999999994,2.6666666666666665,90.0,0.3333333333333333,-6.320887133333334,-4.814399283613334,2.0,143.33333333333334,12.4,16.0,0.1100000000000001,23.5,13.1,27.0535,3421.0,9.083333333333332,2.6666666666666665,-4.577502776666667,2683.333333333333,1.5746666666666669,2.416666666666667,16.320371563741098,4.0,85.1118666666666
30,118.4,133.6,12.0,0.0,92.0,0.0,-3.518910665,-4.901511194999999,1.0,82.5,4.863207,0.0,0.0,0.0,0.0,25.119,3152.87,4.31419825,1.5,-4.2104605275,3525.0,1.07,4.95,18598.03556309069,3.25,74.06065000000028
31,117.4,141.1,6.200000000000001,1.0,87.0,0.3333333333333333,-4.71991909,-5.531324318333333,2.0,84.33333333333333,6.698,75.0,0.0,25.0,767.0,47.78933333333333,3109.9,3.034666666666667,2.6666666666666665,-3.96652993,1366.6666666666663,0.9043333333333332,2.55,18581.201305806288,2.333333333333333,74.06065000000028
32,110.73333333333332,141.1,3.5,2.333333333333333,87.0,0.3333333333333333,-5.69950615,-6.150948166666666,2.0,87.33333333333331,11.598,47.0,0.0,15.666666666666664,771.6,46.39266666666667,3589.9,4.668,2.6666666666666665,-4.61958797,1433.333333333333,0.927,2.125,18578.35226826842,3.666666666666667,42.066166666666405
33,153.36249999999995,190.15,16.599999999999998,0.0,90.0,0.0,-2.646935015,-4.3529195554175,2.0,83.0,4.698,16.0,0.0,4.0,761.2,48.1905,1170.9,1.9765,4.0,-2.5533433125,1100.0,0.9475,0.0,18558.240477766853,2.0,42.066166666666405
34,130.73333333333332,141.1,17.999999999999996,0.0,87.0,0.3333333333333333,-3.177567675,-4.4957594033333335,2.0,96.66666666666666,0.402,12.0,0.0,4.0,766.6,45.14233333333333,1746.9,0.6679999999999999,3.6666666666666665,-2.9382956533333333,2100.0,1.0533333333333332,2.075,18556.713707407194,2.333333333333333,77.39025
35,74.1,122.3,25.5,0.0,77.0,0.6666666666666666,-4.653243144999999,-6.12151580278,3.0,143.66666666666666,21.93,26.0,0.55,17.333333333333332,8.8,31.19100000000001,1327.0,16.29,0.6666666666666666,-4.5804034966666665,6500.0,1.4806666666666666,4.73,22.315290195473175,3.333333333333333,77.39025
36,110.4,190.15,15.0,3.2,90.0,0.4,-5.328143163333333,-5.755006233168,2.0,139.60000000000002,14.27,16.0,0.24,19.6,121.3,26.416,4128.5,10.086,2.2,-5.457164556,2920.0,1.536,3.0,10.6907454533557,4.6,44.36850000000002
37,157.45,190.15,16.599999999999998,0.0,90.0,0.0,-2.646935015,-4.21829543889,2.0,89.33333333333331,4.698,16.0,0.0,5.333333333333333,761.2,45.94266666666667,1170.9,2.3680000000000003,4.0,-2.5845405466666667,1300.0,1.02,0.0,18558.240477766853,2.0,44.36850000000002
38,157.2,348.8,3.0,3.0,94.0,0.3333333333333333,-2.4917551833333333,-3.2129081800000003,1.0,58.33333333333334,21.233207,27.0,0.26,9.0,0.0,20.189333333333327,3654.87,8.248930999999999,1.6666666666666667,-2.4917551833333333,3666.666666666666,1.0146666666666666,2.806666666666666,18588.527908899232,3.6666666666666665,92.2688749999998
39,156.19230769230768,190.15,16.599999999999998,0.0,90.0,0.0,-2.646935015,-4.259718243975383,2.0,87.38461538461539,4.698,16.0,0.0,4.9230769230769225,761.2,46.634307692307694,1170.9,2.2475384615384613,4.0,-2.5749413976923083,1238.4615384615386,0.9976923076923078,0.0,18558.240477766853,2.0,92.2688749999998
40,259.68,324.6,43.99999999999999,1.8,95.0,0.2,-6.008023045,-3.524888261,1.0,31.6,21.85,111.0,0.0,22.2,0.0,28.8,3868.0,7.42,4.0,-3.002388292,2640.0,1.189,1.95,21.778977922193,4.8,80.4718750000002
41,116.95,295.3,27.8,0.0,96.0,0.75,-3.264901226666667,-4.055637600625,0.0,106.375,2.0,26.0,0.28,30.75,75.2,32.387125,2778.7,5.10625,1.375,-3.90153236625,3425.0,1.370625,3.216666666666667,27.960471200070195,0.875,80.4718750000002
42,233.86666666666667,295.3,31.7,0.6666666666666666,96.0,0.3333333333333333,-3.246321345,-2.852376468333333,1.0,42.0,1.7749999999999997,76.0,0.0,25.33333333333333,73.6,33.723333333333336,2728.7,5.616666666666667,3.333333333333333,-2.515382113333333,3600.0,1.3019999999999998,2.6,31.7175730269288,1.3333333333333333,81.84250000000004
43,196.86666666666667,295.3,9.700000000000005,2.6666666666666665,96.0,0.3333333333333333,-4.1600252300000005,-3.474449298333333,1.0,59.33333333333334,27.075000000000006,31.0,0.0,10.333333333333334,76.0,28.667666666666666,4635.7,14.05,3.333333333333333,-3.1245180366666667,3266.666666666666,1.4860000000000002,1.65,9.793174253863896,3.333333333333333,81.84250000000004
44,236.24,295.3,9.700000000000005,1.6,96.0,0.2,-4.1600252300000005,-2.6868305460000004,1.0,35.6,27.075000000000006,31.0,0.0,6.2,76.0,30.4006,4635.7,10.44,4.0,-2.296112282,3920.0,1.4236,1.65,9.793174253863896,2.4000000000000004,68.47100000000061
45,159.63333333333333,295.3,22.5,3.0,96.0,0.3333333333333333,-3.5368985066666667,-3.902296690833333,1.0,97.33333333333331,24.575000000000006,14.0,0.31,4.666666666666667,84.4,28.897333333333336,3175.7,13.385000000000002,2.333333333333333,-3.5368985066666667,6366.666666666668,1.4916666666666667,2.626666666666667,22.64247975202109,9.0,68.47100000000061
46,120.05,190.15,11.7,2.6666666666666665,90.0,0.3333333333333333,-5.193252726666668,-5.434433535556667,2.0,137.33333333333331,12.4,16.0,0.0399999999999998,16.333333333333332,13.1,28.39,3421.0,9.746666666666666,2.0,-5.193252726666668,3866.666666666667,1.5233333333333334,2.666666666666667,11.295712340188595,4.666666666666666,66.60233333333298
47,140.66,190.15,23.1,0.8,90.0,0.6000000000000001,-4.054390863333333,-4.298523298668,2.0,137.4,1.2999999999999998,16.0,0.49,40.8,7.800000000000002,30.312,1925.0,6.239999999999998,2.2,-4.08728601,3140.0,1.4564,3.2,23.01540428084209,2.2,66.60233333333298
48,273.67,324.6,48.2,0.0,95.0,0.5,-2.091542305,-2.39635897375,1.0,71.5,2.75,27.0,0.0,13.5,14.2,18.0,2797.0,4.425,2.5,-2.091542305,2200.0,1.291,2.575,25.580761707758,1.0,81.01406249999998
49,112.21,200.42,14.0,2.0,88.0,0.5,-5.644136755,-6.191350539375,2.0,114.0,5.5,82.0,0.0,41.0,58.2,32.7405,2416.28,5.65,2.0,-5.644136755,1550.0,1.2555,2.465,15.389180825128904,3.0,81.01406249999998
50,113.93333333333334,348.8,6.600000000000001,2.6666666666666665,94.0,0.3333333333333333,-4.928793223333333,-6.650058100000001,1.0,76.66666666666666,15.1,30.0,0.2,10.0,234.1,36.793,4798.79,6.493333333333332,2.666666666666667,-4.928793223333333,2066.6666666666665,1.158,3.4866666666666664,18570.23025542436,4.0,37.02383333333261
51,156.23,200.42,13.7,0.8333333333333334,88.0,0.1666666666666666,-5.730210976666667,-5.215848742916666,2.0,107.33333333333334,8.7,115.0,0.08,19.166666666666668,122.1,33.41,2390.5,4.471666666666667,3.1666666666666665,-4.3665000633333335,1316.6666666666667,1.2681666666666669,3.4,16.121184342747597,2.833333333333333,37.02383333333261
52,161.26666666666668,324.6,47.8,3.0,95.0,0.3333333333333333,-3.210158186666667,-4.208443444166667,1.0,75.33333333333333,16.998,29.0,0.0,9.666666666666666,770.0,38.56466666666667,3012.9,7.217333333333332,3.0,-3.210158186666667,3100.0,1.1586666666666663,1.0833333333333333,18567.18785557081,4.0,70.60972727272753
53,153.562,200.42,13.7,0.5,88.0,0.2,-4.977653025,-4.76554284975,1.0,109.6,8.7,30.0,0.3699999999999999,14.5,122.1,33.513000000000005,2390.5,4.324999999999998,3.0,-3.960759405,1250.0,1.2873,3.6375,16.121184342747597,2.5,70.60972727272753
54,151.5,295.3,25.2,3.0,96.0,0.3333333333333333,-3.228448806666667,-4.1825691375,1.0,75.33333333333333,16.998,29.0,0.0,9.666666666666666,770.0,37.56466666666667,3012.9,7.8756666666666675,3.0,-3.228448806666667,3633.333333333333,1.222,1.0833333333333333,18567.18785557081,4.0,87.05199999999991
55,104.06666666666666,141.1,2.200000000000001,1.0,87.0,0.3333333333333333,-5.5252145766666665,-5.537661359166667,0.0,88.49999999999999,16.9166666667,43.0,0.49,34.0,775.5,43.243,5737.9,1.4152222222166664,2.6666666666666665,-3.992483093333333,1766.666666666667,0.937,2.9666666666666663,18576.9914827546,2.333333333333333,87.05199999999991
56,232.53333333333333,348.8,13.9,0.0,94.0,0.3333333333333333,-1.0558186,-1.6029558083333335,0.0,46.66666666666666,7.996666666699999,43.0,0.0,14.333333333333336,0.0,39.648,941.04,-0.4855555555666666,3.333333333333333,-1.022060966666667,1533.3333333333337,1.104,2.05,18302.3013538294,0.6666666666666666,68.94950000000044
57,266.6,348.8,11.4,2.0,94.0,0.25,-4.307906905,-3.28213209625,1.0,35.5,12.42,44.0,0.0,11.0,0.0,36.581,3321.04,5.285,3.75,-2.6312263025,1400.0,1.1044999999999998,1.9,18299.8707204054,2.75,68.94950000000044
58,96.1,295.3,20.1,2.6666666666666665,96.0,0.3333333333333333,-4.961779206666667,-6.5570476541666665,1.0,76.66666666666666,15.1,30.0,0.2,10.0,234.1,34.589333333333336,4798.79,7.441666666666666,2.666666666666667,-4.961779206666667,3200.0,1.2713333333333334,3.4866666666666664,18570.23025542436,4.0,113.1188333333335
59,201.0133333333333,222.74,17.0,0.0,90.0,0.3333333333333333,-3.00928562,-3.16409920778,1.0,141.0,0.2999999999999998,16.0,0.0,19.666666666666664,4.600000000000001,18.64,1868.0,5.6,2.6666666666666665,-2.950896553333333,2300.0,1.5473333333333332,2.575,17.0096251060667,1.6666666666666663,113.1188333333335
60,130.6,348.8,6.399999999999999,2.6666666666666665,94.0,0.3333333333333333,-4.493001726666668,-6.180611173333333,1.0,76.66666666666666,16.799999999999994,33.0,0.24,11.0,234.3,36.683,4604.79,7.059999999999999,2.666666666666667,-4.493001726666668,2066.6666666666665,1.17,3.4366666666666665,18569.23302334961,4.0,25.958624999999905
61,141.76666666666662,205.3,20.2,0.3333333333333333,86.0,1.0,-4.910260865,-4.658632826666667,2.0,154.33333333333334,6.1,12.0,0.6200000000000001,28.33333333333333,4.6,17.039333333333335,2261.0,2.433333333333333,2.0,-4.57196849,5366.666666666667,1.5933333333333333,4.9,20.122995575472203,2.6666666666666665,25.958624999999905
62,154.14600000000004,194.96,23.5,0.0,89.0,0.2,-3.7805120825,-3.9280118765,1.0,120.0,5.75,3.7,0.49,8.22,113.6,30.7669,2646.5,3.643,3.3,-3.430879008,2410.0,1.3937999999999997,3.5375000000000005,23.653517150306502,2.2,49.87433333333336
63,141.64,194.96,12.2,2.6666666666666665,89.0,0.3333333333333333,-6.343094696666666,-5.034058885833334,2.0,128.66666666666669,14.13,3.7,0.1100000000000001,15.3,39.3,28.960166666666662,3724.0,7.93,2.6666666666666665,-4.621917903333333,2216.6666666666665,1.4413333333333331,2.416666666666667,9.5724874670215,4.0,49.87433333333336
64,130.19555555555556,194.96,55.1,0.0,89.0,0.1111111111111111,-3.2635648766666665,-4.011518892037778,2.0,123.0,36.67,3.7,0.94,3.011111111111111,40.3,28.97555555555555,3315.0,7.597777777777778,2.888888888888889,-3.2512034933333336,2444.444444444445,1.3977777777777776,2.54,57.671514409410456,2.4444444444444446,58.829666666667
65,204.86666666666667,295.3,30.8,1.3333333333333333,96.0,0.3333333333333333,-4.669494005,-3.765429731666667,1.0,41.66666666666666,3.375,82.0,0.0,27.33333333333333,75.2,32.217,2676.7,6.15,3.333333333333333,-3.464163886666667,4066.666666666666,1.3003333333333331,2.465,30.8814924990916,2.0,58.829666666667
66,156.41400000000004,194.96,4.099999999999998,0.0,90.0,0.4,-3.2082582200000003,-3.663522201334,2.0,137.2,2.83,3.7,0.0,12.68,34.0,28.04,902.0,5.247999999999998,3.6,-3.28308618,4620.0,1.516,1.4666666666666668,6.747884096719599,2.4,49.33549999999976
67,148.96666666666667,324.6,59.49999999999999,3.0,95.0,0.3333333333333333,-4.070230466666667,-5.752446255833332,1.0,85.33333333333333,21.03,26.0,0.56,8.666666666666666,10.3,34.80233333333334,3968.0,9.14,2.333333333333333,-4.070230466666667,4533.333333333333,1.2866666666666666,3.1466666666666665,33.70273560894678,4.666666666666666,49.33549999999976
68,142.12,295.3,20.3,3.6,96.0,0.4,-3.89072202,-4.111208786000001,1.0,94.4,17.674999999999994,26.0,0.1600000000000001,10.4,81.3,28.251999999999995,3160.7,12.258,2.4,-3.813193446,6940.0,1.53,2.583333333333333,19.997881086275296,4.800000000000002,161.29653333333312
69,128.02941176470586,141.1,3.3999999999999986,0.0,87.0,0.1176470588235294,-3.67064971,-4.795013483235294,2.0,83.88235294117645,5.997999999999998,26.0,0.1100000000000001,3.0588235294117645,777.4,46.77270588235293,3082.9,2.6201176470588234,3.1764705882352944,-3.1744519723529416,1617.6470588235293,0.9511764705882352,2.966666666666667,18575.60274197189,2.8235294117647056,161.29653333333312
70,131.316,194.96,10.900000000000002,0.0,89.0,0.2,-2.5812027566666664,-3.2125980669828005,2.0,121.6,1.7300000000000004,3.7,0.4099999999999999,2.22,82.0,31.3684,404.5,4.0600000000000005,3.0,-2.709018098,2820.0,1.416,3.25,3.602379747011,1.7999999999999998,400.6573333333332
71,189.2,-156.0,13.8,0.0,96.0,0.3333333333333333,-2.18784581,-1.9331614741666665,1.0,62.5,20.7083333333,5.6,0.2399999999999999,2.1666666666666665,64.7,35.8085,1564.7,8.804722222216666,3.666666666666667,-1.6206747300000002,4366.666666666666,1.5066666666666668,2.2166666666666663,12.5957642897323,1.3333333333333333,400.6573333333332
72,243.45,324.6,32.2,2.25,95.0,0.25,-3.669464655,-2.803418946875,1.0,44.75,19.65,26.0,0.0,6.5,0.0,32.13,3286.0,7.962499999999999,3.75,-2.3340482225,4925.0,1.3075,1.6,9.514612441718896,3.0,66.03520000000086
73,162.13333333333333,295.3,25.2,0.0,96.0,0.3333333333333333,-2.714669186666667,-3.674848554166666,1.0,82.0,30.598000000000003,16.0,0.0,5.333333333333333,773.1,36.67,3282.9,12.409,3.0,-2.714669186666667,4966.666666666667,1.2936666666666667,1.0633333333333332,18558.028111606945,4.333333333333334,66.03520000000086
74,171.9,324.6,47.8,0.0,95.0,0.3333333333333333,-2.6310358666666667,-3.6390780397233335,1.0,80.33333333333333,22.798,26.0,0.0,8.666666666666666,770.2,37.92566666666667,2882.9,9.150666666666666,3.0,-2.6310358666666667,4433.333333333333,1.212,1.0733333333333337,18561.05678657864,2.0,90.8587500000002
75,179.96666666666667,348.8,13.3,0.0,94.0,0.3333333333333333,-2.61205838,-3.701619801666667,1.0,79.66666666666667,21.898000000000003,28.0,0.0,9.333333333333334,770.6,39.09466666666667,3050.9,8.560666666666666,3.0,-2.61205838,3833.333333333333,1.159,1.0733333333333337,18561.561098122387,1.6666666666666663,90.8587500000002
76,161.034,200.42,13.7,0.5,88.0,0.1,-5.730210976666667,-4.8987251656250015,2.0,105.5,8.7,115.0,0.08,11.5,122.1,33.513000000000005,2390.5,3.916,3.4,-3.989040403,1200.0,1.2699,3.4,16.121184342747597,2.6,36.14849999999991
77,137.425,190.15,22.8,0.5,90.0,0.1666666666666666,-4.091318866666667,-4.874809878611666,2.0,86.83333333333331,6.698,16.0,0.0,15.166666666666664,767.0,46.86600000000001,3109.9,2.7013333333333334,3.333333333333333,-3.2755352383333336,1333.3333333333333,0.9621666666666666,1.7,18581.201305806288,2.1666666666666665,36.14849999999991
78,101.0,101.0,0.0,0.0,85.0,1.0,-3.88991513,-4.11736234,3.0,155.0,0.0,20.0,0.0,20.0,0.0,25.3,0.0,6.6,3.0,-3.88991513,7900.0,1.59,4.4,0.0,3.0,110.77446153846138
79,104.98666666666666,194.96,12.2,4.666666666666667,89.0,0.6666666666666666,-7.376070325,-9.057863663333332,2.0,136.0,9.33,3.7,0.0,47.23333333333333,38.7,10.273333333333332,4773.0,9.989999999999998,1.3333333333333333,-8.86784673,2266.6666666666665,1.42,2.025,9.162075066643704,5.333333333333334,110.77446153846138
80,147.776,194.96,8.3,0.0,89.0,0.4,-3.55785255,-3.942830792,2.0,116.8,0.5399999999999996,3.7,0.0,2.22,29.6,29.8324,71.0,3.986,3.6,-3.426430262,2640.0,1.396,2.4,5.484838888649602,2.4,70.2695999999996
81,142.6125,190.15,1.0,2.25,90.0,0.25,-4.58720797,-3.9721268237525,2.0,149.75,17.2,16.0,0.0,18.5,7.5,26.1,2357.0,9.8,3.0,-3.710663195,4625.0,1.6525000000000003,1.6,0.9434758400275952,3.75,70.2695999999996
82,233.06666666666663,324.6,51.3,2.333333333333333,95.0,0.3333333333333333,-4.968946239999998,-4.035103788333333,1.0,44.66666666666666,9.35,47.0,0.0,15.666666666666664,0.0,33.77,3348.0,6.166666666666668,3.333333333333333,-3.64550809,3300.0,1.2003333333333333,2.125,28.6829271032583,3.0,49.72449999999995
83,109.15,133.6,10.2,0.0,85.0,0.75,-4.39596276,-4.44425125625,3.0,143.75,1.0699999999999994,20.0,0.24,15.0,8.4,27.348000000000003,1313.0,6.3325,2.75,-4.142938945,7100.0,1.5225000000000002,4.550000000000002,10.175045727176297,3.25,49.72449999999995
84,95.86666666666667,133.6,1.5,0.0,84.0,0.6666666666666666,-4.55848719,-4.908898745,3.0,113.33333333333334,1.2200000000000006,0.0,0.06,0.0,12.8,30.06466666666667,2286.0,4.716666666666667,2.6666666666666665,-4.443979456666667,3766.666666666667,1.3666666666666667,4.75,1.7075880205651968,3.333333333333333,81.66794999999995
85,91.15,133.6,1.5,0.0,84.0,0.75,-4.55848719,-4.8443963375,3.0,113.75,1.2200000000000006,0.0,0.06,0.0,12.8,29.63625,2286.0,4.615,2.75,-4.38672559,3650.0,1.3725,4.75,1.7075880205651968,3.25,81.66794999999995
