,HeatVaporization_composition_average,HeatVaporization_difference,HeatVaporization_max_value,NUnfilled_composition_average,BCCmagmom_composition_average,HHIp_composition_average,IonicRadii_min_value,BCCfermi_max_value,SpaceGroupNumber_arithmetic_average,GSmagmom_composition_average,n_ws^third_composition_average,BCCenergy_pa_composition_average,BCCvolume_padiff_composition_average,HHIp_arithmetic_average,ThirdIonizationEnergy_composition_average,phi_composition_average,HeatFusion_composition_average,MendeleevNumber_composition_average,valence_composition_average,ElectricalConductivity_arithmetic_average,BCCfermi_composition_average,FirstIonizationEnergy_composition_average,IonicRadii_composition_average,IonicRadii_difference,HHIr_composition_average,BoilingT_composition_average,IonizationEnergy_composition_average,IsBCC_arithmetic_average,ThermalExpansionCoefficient_composition_average,NValance_composition_average,NUnfilled_arithmetic_average,ElectricalConductivity_composition_average,ElectricalConductivity_difference,BulkModulus_composition_average,BCCefflatcnt_composition_average,MeltingT_composition_average,NdValence_composition_average,ThermalConductivity_composition_average,GSenergy_pa_composition_average,ThermalExpansionCoefficient_arithmetic_average,GSmagmom_arithmetic_average,ElectricalConductivity_min_value,Column_composition_average,ElectronAffinity_difference,BCCmagmom_arithmetic_average,Group_composition_average,BCCvolume_padiff_arithmetic_average,SpaceGroupNumber_min_value,phi_difference,NdValence_arithmetic_average,target
10,98.74154,346.0891,349.5,2.0,0.42213256,1310.0,0.55,6.45149343,166.0,0.42213256,0.5415,-3.479330752,-1.055,1875.0,41.0767,1.539,4.3154,68.0,2.8,7.725,3.5701185535,11.00276955,1.1999999999999995,0.8699999999999999,1020.0,1061.31,1060.955,0.5,474.96,6.1,1.5,3.505,14.099999999999998,38.94,5.861973520099999,579.714,1.7,24.76044,-4.86170034975,210.65,0.5276657,2.8,12.1,0.0,0.5276657,12.1,-0.39375,12.0,2.61,4.0,251.3886041
11,114.32004,657.6591000000001,661.07,2.2,0.31659942,1360.0,0.55,6.45149343,171.6,0.31659942,0.5255000000000001,-3.5537890020000003,-1.0715,2180.0,40.71015,1.4724999999999997,4.9849,67.5,2.7,6.859999999999999,3.4841774105,10.94890305,1.214,0.8699999999999999,1080.0,1148.41,1055.09,0.4,474.665,6.6,2.8000000000000003,3.115,14.099999999999998,35.94,5.93641926985,614.464,1.5,21.900440000000003,-4.945141098500001,169.7,0.42213256,2.8,11.9,0.0,0.42213256,11.9,-0.381,12.0,2.61,3.6,251.3886041
12,115.77154,686.6891,690.1,2.15,0.31659942,1615.0,0.55,6.45149343,178.6,0.31659942,0.5349999999999999,-3.5697226105000004,-1.055,3200.0,40.79615,1.495,5.1249,67.60000000000001,2.75,7.5,3.4926349855,10.94559205,1.2045,0.8699999999999999,1390.0,1155.46,1056.19,0.6000000000000001,474.735,5.949999999999999,2.6,3.2749999999999995,14.099999999999998,38.94,5.915370900899999,626.664,1.6,23.43544,-4.952092208250001,169.98,0.42213256,2.8,11.95,0.0,0.42213256,11.95,-0.315,12.0,2.61,4.0,220.9850513
13,118.11654,733.5891,737.0,2.15,0.31659942,1305.0,0.55,6.45149343,178.6,0.31659942,0.5345,-3.657626511,-1.055,1960.0,39.54415,1.495,5.4534,67.65,2.75,7.799999999999999,3.5193560595,10.98512805,1.2045,0.8699999999999999,1190.0,1191.16,1061.04,0.6000000000000001,474.685,6.65,2.6,3.35,14.099999999999998,40.44,5.9150060441,653.664,1.55,23.62544,-5.03999610875,169.78,0.42213256,2.8,11.95,0.0,0.42213256,11.95,-0.315,12.0,2.61,3.8,220.9850513
14,102.52653999999998,421.7891,425.2,2.2,0.31659942,1245.0,0.55,6.45149343,171.6,0.3166005466666667,0.529,-3.4481199395,-1.0475,1720.0,40.9187,1.4825,4.3324,67.4,2.7,6.699999999999999,3.3963514295,10.94905555,1.2029999999999998,0.8699999999999999,1030.0,1082.61,1055.89,0.4,474.8,5.9,2.8000000000000003,3.075,14.3,35.94,5.90702280815,586.214,1.5,21.845440000000004,-4.83618748775,170.24,0.4221370666666666,2.6,11.9,0.0,0.42213256,11.9,-0.285,12.0,2.61,3.6,218.7493505
15,110.79153999999998,587.0891,590.5,2.2,0.31659942,1360.0,0.55,6.45149343,171.6,0.31659942,0.5235000000000001,-3.4884202775000004,-1.07725,2180.0,40.69365,1.465,4.674899999999999,67.45,2.7,6.640000000000001,3.4589464145,10.93934455,1.2145,0.8699999999999999,1080.0,1138.71,1055.99,0.4,474.655,5.9,2.8000000000000003,3.06,14.599999999999998,30.44,5.94108303125,595.564,1.5,21.885440000000003,-4.8747240595,169.66,0.42213256,2.3,11.9,0.0,0.42213256,11.9,-0.4039999999999999,12.0,2.61,3.6,218.7493505
16,72.78953999999999,216.3291,219.74,2.2,0.16371458,1150.0,0.67,7.57494268,163.0,6.2024137931e-05,0.5095000000000001,-3.596316032,-1.0505172414,1675.0,41.6799,1.443,4.1354,67.4,3.0,5.05,3.7948084035,10.90909355,1.2239999999999998,0.7499999999999999,1100.0,901.31,1052.575,0.5,476.94,5.9,1.75,1.365,16.4,28.94,5.854324067299999,521.3140000000001,1.5,10.284439999999998,-5.008716527818001,213.125,7.753017241375e-05,0.5,11.9,0.0,0.204643225,11.9,-0.3881465517499999,12.0,2.1300000000000003,3.75,222.9513376
17,94.85604,657.6591000000001,661.07,2.35,0.122785935,1240.0,0.67,7.57494268,169.2,4.651810344825e-05,0.5015000000000001,-3.641527962000001,-1.06813793105,2020.0,41.16255,1.4005,4.8499,67.05000000000001,2.85,4.72,3.652694798,10.87864605,1.2319999999999998,0.7499999999999999,1140.0,1028.41,1048.805,0.4,476.15,6.449999999999999,3.0,1.5099999999999998,16.4,28.44,5.93068218025,570.664,1.35,11.04344,-5.055403232051001,171.68,6.2024137931e-05,0.5,11.75,0.0,0.16371458,11.75,-0.3765172414,12.0,2.1300000000000003,3.4,222.9513376
18,96.30754,686.6891,690.1,2.3,0.122785935,1495.0,0.64,7.57494268,176.20000000000002,4.651810344825e-05,0.511,-3.6574615705,-1.05163793105,3040.0,41.24855,1.4229999999999998,4.9899,67.15,2.9000000000000004,5.359999999999999,3.661152373,10.87533505,1.2225,0.7799999999999999,1450.0,1035.46,1049.905,0.6000000000000001,476.22,5.800000000000001,2.8,1.67,16.4,31.44,5.909633811299999,582.864,1.45,12.57844,-5.062354341801001,171.96,6.2024137931e-05,0.5,11.8,0.0,0.16371458,11.8,-0.3105172414,12.0,2.1300000000000003,3.8,224.5035136
19,98.65254,733.5891,737.0,2.3,0.122785935,1185.0,0.64,7.57494268,176.2,4.651810344825e-05,0.5105,-3.745365471,-1.05163793105,1800.0,39.99655,1.423,5.3184000000000005,67.2,2.9000000000000004,5.659999999999999,3.687873447,10.91487105,1.2225,0.7799999999999999,1250.0,1071.16,1054.755,0.6000000000000001,476.17,6.5,2.8,1.745,16.4,32.94,5.9092689545,609.864,1.4,12.768439999999998,-5.150258242301,171.76,6.2024137931e-05,0.5,11.8,0.0,0.16371458,11.8,-0.3105172414,12.0,2.1300000000000003,3.6,224.5035136
20,83.06253999999998,421.7891,425.2,2.35,0.122785935,1125.0,0.61,7.57494268,169.2,4.7644770114914994e-05,0.505,-3.5358588995,-1.04413793105,1560.0,41.3711,1.4105,4.1974,66.95,2.85,4.56,3.564868817,10.87879855,1.221,0.8099999999999999,1090.0,962.61,1049.605,0.4,476.285,5.75,3.0,1.47,16.4,28.44,5.90128571855,542.414,1.35,10.98844,-4.946449621301,172.22,6.653080459766e-05,0.5,11.75,0.0,0.16371458,11.75,-0.2805172414,12.0,2.1300000000000003,3.4,210.0051294
21,91.32753999999998,587.0891,590.5,2.35,0.122785935,1240.0,0.67,7.57494268,169.2,4.651810344825e-05,0.4995,-3.5761592375000006,-1.07388793105,2020.0,41.14605,1.393,4.539899999999999,67.0,2.85,4.5,3.627463802,10.86908755,1.2325,0.7499999999999999,1140.0,1018.71,1049.705,0.4,476.14,5.75,3.0,1.4549999999999998,16.4,22.94,5.93534594165,551.764,1.35,11.028439999999998,-4.984986193051,171.64,6.2024137931e-05,0.5,11.75,0.0,0.16371458,11.75,-0.3995172414,12.0,2.1300000000000003,3.4,210.0051294
22,104.34154,374.0891,377.5,1.6,0.01291344,1030.0,0.69,5.09579251,165.0,0.11907894,0.5375,-2.910061688,-1.053,1525.0,41.9805,1.593,5.0494,69.2,2.2,8.575,3.2989783695,10.95024955,1.2279999999999998,0.73,1040.0,1071.71,1056.435,0.25,475.28,6.5,1.0,4.185,14.099999999999998,40.94,5.8479856315,563.114,2.1,26.86044,-4.313868391750001,211.05,0.148848675,2.8,12.5,0.0,0.0161418,12.5,-0.39125,12.0,2.8800000000000003,4.5,205.8651944
23,118.52004,657.6591000000001,661.07,1.9,0.00968508,1150.0,0.69,5.09579251,170.79999999999998,0.089309205,0.5225,-3.126837204,-1.0699999999999998,1900.0,41.388,1.513,5.535399999999999,68.4,2.25,7.54,3.2808222725,10.90951305,1.235,0.73,1095.0,1156.21,1051.7,0.2,474.905,6.9,2.4,3.625,14.099999999999998,37.44,5.9259283534,602.014,1.7999999999999998,23.47544,-4.53426713,170.02,0.11907894,2.8,12.2,0.0,0.01291344,12.2,-0.379,12.0,2.8800000000000003,4.0,205.8651944
24,119.97154,686.6891,690.1,1.85,0.00968508,1405.0,0.64,5.09579251,177.79999999999998,0.089309205,0.532,-3.1427708125,-1.0535,2920.0,41.474,1.5355,5.6754,68.5,2.3,8.18,3.2892798475,10.90620205,1.2254999999999998,0.7799999999999999,1405.0,1163.2599999999998,1052.8000000000002,0.4,474.975,6.25,2.2,3.785,14.099999999999998,40.44,5.90487998445,614.214,1.9,25.010440000000003,-4.54121823975,170.3,0.11907894,2.8,12.25,0.0,0.01291344,12.25,-0.313,12.0,2.8800000000000003,4.4,196.7009537
25,122.31654,733.5891,737.0,1.85,0.00968508,1095.0,0.64,5.43624355,177.79999999999998,0.089309205,0.5315000000000001,-3.230674713,-1.0535,1680.0,40.222,1.5355,6.0039,68.55000000000001,2.3,8.48,3.3160009215,10.94573805,1.2254999999999998,0.7799999999999999,1205.0,1198.96,1057.65,0.4,474.925,6.949999999999999,2.2,3.86,14.099999999999998,41.94,5.90451512765,641.214,1.85,25.20044,-4.629122140250001,170.1,0.11907894,2.8,12.25,0.0,0.01291344,12.25,-0.313,12.0,2.8800000000000003,4.2,196.7009537
26,106.72654,421.7891,425.2,1.9,0.00968508,1035.0,0.61,5.09579251,170.79999999999998,0.0893103316666666,0.526,-3.0211681415,-1.046,1440.0,41.59655,1.523,4.882899999999999,68.30000000000001,2.25,7.38,3.1929962915,10.90966555,1.2239999999999998,0.8099999999999999,1045.0,1090.41,1052.5,0.2,475.04,6.199999999999999,2.4,3.585,14.3,37.44,5.8965318917,573.764,1.7999999999999998,23.42044,-4.42531351925,170.56,0.1190834466666666,2.6,12.2,0.0,0.01291344,12.2,-0.283,12.0,2.8800000000000003,4.0,195.7806617
27,114.99154,587.0891,590.5,1.9,0.00968508,1150.0,0.69,5.09579251,170.79999999999998,0.089309205,0.5205,-3.0614684795,-1.07575,1900.0,41.3715,1.5055,5.2254,68.35000000000001,2.25,7.32,3.2555912765,10.89995455,1.2354999999999998,0.73,1095.0,1146.5099999999998,1052.6,0.2,474.895,6.199999999999999,2.4,3.57,14.599999999999998,31.94,5.9305921148,583.1139999999999,1.7999999999999998,23.46044,-4.463850091,169.98,0.11907894,2.3,12.2,0.0,0.01291344,12.2,-0.4019999999999999,12.0,2.8800000000000003,4.0,195.7806617
28,110.20329,396.1591,399.57,1.825,0.0129335675,1157.5,0.69,7.77495265,170.79999999999998,0.11907894,0.5595,-2.9627094755,-1.0336875,3120.0,43.4529,1.65875,5.0251,70.80000000000001,2.225,7.24,3.51124698325,11.063943825,1.2045,0.73,1050.0,1087.485,1067.4025,0.2,475.135,6.775,2.6,4.515,14.999999999999998,42.91,5.708303279925,560.256,2.375,29.17794,-4.371880931250001,169.88,0.11907894,1.9,12.775,0.0,0.01307446,12.775,-0.1984999999999999,12.0,2.8800000000000003,3.8,212.5678526
29,109.36329,396.1591,399.57,2.025,0.3368275675,1577.5,0.65,7.77495265,164.6,0.30969424,0.5595,-3.2708989815,-0.9966875,3540.0,43.1189,1.63875,4.7691,70.2,2.225,7.9,3.72017142925,11.112185825,1.1965,0.7699999999999999,1290.0,1090.285,1071.6625,0.2,475.055,6.575,2.8,5.174999999999999,15.999999999999998,42.91,5.712185433125,568.256,2.175,31.03794,-4.678693846250001,169.8,0.30969424,1.9,12.575,0.0,0.3369684599999999,12.575,-0.1614999999999999,12.0,2.78,3.6,212.5678526
30,104.60329,396.1591,399.57,2.225,0.4221526875,1437.5,0.55,7.77495265,171.6,0.42213256,0.5635,-3.5319785395,-1.0356875,3400.0,42.5491,1.60475,4.2911,69.6,2.825,6.5600000000000005,3.78238716725,11.116463825,1.1765,0.8699999999999999,1030.0,1077.085,1071.9225,0.4,474.815,6.375,3.0,3.835,14.999999999999998,40.91,5.722291168525,576.856,1.975,27.07794,-4.91971288925,169.56,0.42213256,1.9,12.375,0.0,0.42229358,12.375,-0.2004999999999999,12.0,2.61,3.4000000000000004,272.5386039
31,78.65128999999999,396.1591,399.57,2.425,0.1637347075,1277.5,0.67,7.77495265,169.2,6.2024137931e-05,0.5315000000000001,-3.648963819500001,-1.0312047413999998,3240.0,43.1523,1.50875,4.1111,69.0,3.025,4.42,4.00707701725,11.022787825000002,1.2005,0.7499999999999999,1110.0,917.085,1063.5425,0.4,476.795,6.175000000000001,3.2,1.6949999999999998,16.4,30.91,5.714641715725,518.456,1.775,12.60194,-5.0667290673180005,171.54,6.2024137931e-05,0.5,12.175,0.0,0.1638756,12.175,-0.1960172414,12.0,2.1300000000000003,3.2,272.5386039
32,149.51378999999997,396.1591,399.57,3.375,0.3369483324999999,2622.5,0.65,7.77495265,148.5,0.30969424,0.5894999999999999,-3.7400718585,-0.9208125,3675.0,44.0089,1.67725,4.633699999999999,67.8,2.375,9.175,4.53069659375,10.957844475,1.1914999999999998,0.7499999999999999,1430.0,1377.535,1056.7675,0.0,472.265,6.225,3.5,4.334999999999999,15.999999999999998,42.65,5.666405792075,612.572,1.825,25.42294,-5.16347355225,207.1,0.3871178,1.9,12.225,71.1,0.421210575,12.225,-0.2018749999999999,12.0,1.93,4.5,286.1850373
33,144.75378999999998,396.1591,399.57,3.575,0.4222734525,2482.5,0.55,7.77495265,157.25,0.42213256,0.5934999999999999,-4.0011514165,-0.9598125,3500.0,43.4391,1.64325,4.1557,67.2,2.975,7.499999999999999,4.59291233175,10.962122475,1.1715,0.8499999999999999,1170.0,1364.335,1057.0275,0.25,472.025,6.025,3.75,2.995,14.999999999999998,40.65,5.676511527475,621.172,1.625,21.46294,-5.40449259525,206.8,0.5276657,1.9,12.025,117.1,0.527866975,12.025,-0.250625,12.0,1.7599999999999998,4.25,286.1850373
34,118.80178999999998,396.1591,399.57,3.775,0.1638554725,2322.5,0.67,7.77495265,154.25,6.2024137931e-05,0.5615,-4.118136696500001,-0.9553297414,3300.0,44.0423,1.54725,3.9757,66.60000000000001,3.175,4.824999999999999,4.817602181750001,10.868446475,1.1954999999999998,0.7299999999999999,1250.0,1204.335,1048.6475,0.25,474.005,5.824999999999999,4.0,0.8549999999999999,16.4,30.65,5.668862074674999,562.772,1.425,6.98694,-5.551508773318,209.275,7.753017241375e-05,0.5,11.825,0.0,0.2048445,11.825,-0.2450215517499999,12.0,1.2800000000000002,4.0,224.502762
35,150.35378999999998,396.1591,399.57,3.175,0.0130543325,2202.5,0.69,7.77495265,156.25,0.11907894,0.5894999999999999,-3.4318823525,-0.9578125,3150.0,44.3429,1.69725,4.8897,68.4,2.375,8.35,4.32177214775,10.909602475,1.1994999999999998,0.71,1190.0,1374.735,1052.5075000000002,0.0,472.345,6.425000000000001,3.25,3.675,14.999999999999998,42.65,5.662523638875,604.572,2.025,23.56294,-4.85666063725,207.2,0.148848675,1.9,12.425,30.099999999999994,0.016343075,12.425,-0.2481249999999999,12.0,2.03,4.75,224.502762
36,142.40704,396.1591,399.57,3.1500000000000004,0.336928205,2425.0,0.65,7.77495265,148.5,0.30969424,0.593,-3.6491025330000006,-0.930125,3675.0,44.5226,1.7005,4.655399999999999,69.2,2.35,9.175,4.4341996095,11.05327695,1.1809999999999998,0.7499999999999999,1400.0,1313.61,1065.975,0.0,472.89,6.45,3.5,4.709999999999999,15.999999999999998,43.7,5.60800952655,600.064,2.05,27.98544,-5.0712848955,207.1,0.3871178,1.9,12.45,71.1,0.421210575,12.45,-0.2018749999999999,12.0,1.93,4.5,207.6272343
37,156.79554000000002,657.6591000000001,661.07,3.4000000000000004,0.252726345,2440.0,0.65,7.77495265,157.6,0.23227068,0.5780000000000001,-3.788830672500001,-0.956375,3620.0,44.0136,1.6255,5.205399999999999,68.55000000000001,2.4,8.02,4.363812401000001,11.00047995,1.19,0.7499999999999999,1395.0,1397.41,1060.175,0.0,472.535,6.9,4.4,3.985,15.999999999999998,40.2,5.68498171015,636.964,1.8,24.135440000000003,-5.214980405,166.86,0.30969424,1.9,12.2,71.1,0.3369684599999999,12.2,-0.2274999999999999,12.0,1.93,4.0,207.6272343
38,158.24704,686.6891,690.1,3.3500000000000005,0.252726345,2695.0,0.64,7.77495265,164.6,0.23227068,0.5874999999999999,-3.804764281,-0.939875,4640.0,44.0996,1.648,5.3454,68.65,2.45,8.66,4.372269976,10.99716895,1.1805,0.7599999999999999,1705.0,1404.46,1061.275,0.2,472.605,6.25,4.2,4.145,15.999999999999998,43.2,5.6639333412,649.164,1.9,25.67044,-5.2219315147500005,167.14,0.30969424,1.9,12.25,71.1,0.3369684599999999,12.25,-0.1614999999999999,12.0,1.93,4.4,206.6656116
39,160.59204,733.5891,737.0,3.3500000000000005,0.252726345,2385.0,0.64,7.77495265,164.6,0.23227068,0.587,-3.8926681815,-0.939875,3400.0,42.8476,1.648,5.6739,68.7,2.45,8.959999999999999,4.398991049999999,11.03670495,1.1805,0.7599999999999999,1505.0,1440.16,1066.125,0.2,472.555,6.95,4.2,4.22,15.999999999999998,44.7,5.6635684844,676.164,1.85,25.86044,-5.30983541525,166.94,0.30969424,1.9,12.25,81.1,0.3369684599999999,12.25,-0.1614999999999999,12.0,1.93,4.2,206.6656116
40,145.00204,421.7891,425.2,3.4000000000000004,0.252726345,2325.0,0.61,7.77495265,157.6,0.2322718066666666,0.5815,-3.68316161,-0.932375,3160.0,44.22215,1.6355,4.552899999999999,68.45,2.4,7.859999999999999,4.275986420000001,11.00063245,1.1789999999999998,0.7899999999999999,1345.0,1331.61,1060.975,0.0,472.67,6.2,4.4,3.945,15.999999999999998,40.2,5.65558524845,608.714,1.8,24.080440000000003,-5.10602679425,167.4,0.3096987466666667,1.9,12.2,121.1,0.3369684599999999,12.2,-0.1314999999999999,12.0,1.93,4.0,217.8300685
41,153.26704,587.0891,590.5,3.4000000000000004,0.252726345,2440.0,0.65,7.77495265,157.6,0.23227068,0.5760000000000001,-3.723461948,-0.962125,3620.0,43.9971,1.618,4.8954,68.5,2.4,7.799999999999999,4.338581404999999,10.99092145,1.1905,0.7499999999999999,1395.0,1387.71,1061.075,0.0,472.525,6.2,4.4,3.93,15.999999999999998,34.7,5.68964547155,618.064,1.8,24.12044,-5.144563366,166.82,0.30969424,1.9,12.2,91.1,0.3369684599999999,12.2,-0.2504999999999999,12.0,1.93,4.0,217.8300685
42,137.64704,396.1591,399.57,3.3500000000000005,0.422253325,2285.0,0.55,7.77495265,157.25,0.42213256,0.597,-3.910182091,-0.969125,3500.0,43.9528,1.6665,4.1774,68.6,2.95,7.499999999999999,4.4964153475,11.05755495,1.1609999999999998,0.8499999999999999,1140.0,1300.41,1066.235,0.25,472.65,6.25,3.75,3.37,14.999999999999998,41.7,5.61811526195,608.664,1.85,24.02544,-5.3123039385,206.8,0.5276657,1.9,12.25,117.1,0.527866975,12.25,-0.250625,12.0,1.7599999999999998,4.25,208.037049
43,153.22554,657.6591000000001,661.07,3.55,0.316720185,2335.0,0.55,7.77495265,164.6,0.31659942,0.581,-3.984640341,-0.985625,3480.0,43.58625,1.6,4.8469,68.10000000000001,2.85,6.68,4.4104742045,11.00368845,1.1749999999999998,0.8499999999999999,1200.0,1387.5099999999998,1060.37,0.2,472.355,6.75,4.6000000000000005,2.9799999999999995,14.999999999999998,38.7,5.6925610117,643.414,1.65,21.165440000000004,-5.39574468725,166.62,0.42213256,1.9,12.05,117.1,0.42229358,12.05,-0.2664999999999999,12.0,1.7599999999999998,3.8,208.037049
44,154.67703999999998,686.6891,690.1,3.5,0.316720185,2590.0,0.55,7.77495265,171.6,0.31659942,0.5905,-4.000573949500001,-0.969125,4500.0,43.67225,1.6225,4.9869,68.2,2.9000000000000004,7.32,4.4189317795,11.00037745,1.1654999999999998,0.8499999999999999,1510.0,1394.56,1061.47,0.4,472.425,6.1,4.4,3.14,14.999999999999998,41.7,5.67151264275,655.6139999999999,1.75,22.70044,-5.402695797,166.9,0.42213256,1.9,12.1,117.1,0.42229358,12.1,-0.2004999999999999,12.0,1.7599999999999998,4.2,374.2721422
